ID	XCOORD	YCOORD	AREA	TAZID	BLOCKID
10225	1727066.46083000000	620196.23370500000	14101.64946080000	18799080	471870503041043
10226	1727509.31203000000	620606.90499200000	995425.41488500000	18799080	471870503041044
10227	1727770.70384000000	620129.94426000000	15667.84884230000	18799080	471870503041038
10228	1724969.16105000000	617929.07571900000	1334254.48587000000	18799065	471870503031020
10229	1726056.62006000000	619330.33551600000	5080695.43187000000	18799065	471870503031019
10230	1723507.72228000000	619882.02847800000	883809.90496400000	18799065	471870503031013
10231	1724728.75242000000	618768.28598800000	745075.96871800000	18799065	471870503031021
10232	1725779.17158000000	622017.77310100000	155243.39509500000	18799065	471870503031005
10233	1724400.62900000000	620033.05405800000	737818.63399000000	18799065	471870503031014
10234	1721083.32283000000	621633.58328100000	35639.66881130000	18799065	471870503031011
10235	1726339.76866000000	621196.83476600000	994156.68896600000	18799065	471870503031000
10236	1725814.84633000000	621375.74758200000	13902.42410780000	18799065	471870503031003
10237	1726389.26026000000	621471.38357100000	179472.42140200000	18799065	471870503031001
10238	1723918.59655000000	619483.89138300000	755966.58129700000	18799065	471870503031018
10239	1722451.49602000000	622319.19384300000	295437.27845600000	18799065	471870503031009
10240	1722905.31019000000	620857.71666400000	1380238.98202000000	18799065	471870503031012
10241	1725019.87240000000	619717.38564300000	942670.25877100000	18799065	471870503031015
10242	1726654.51248000000	621489.27263500000	22682.85512840000	18799065	471870503031002
10243	1723664.24129000000	622007.09799700000	1686106.97221000000	18799065	471870503031008
10244	1724615.68623000000	621705.24646300000	390805.30655800000	18799065	471870503031007
10245	1725557.97142000000	621802.43110800000	145535.42059800000	18799065	471870503031017
10246	1726428.13712000000	621367.66505900000	2707.99885952000	18799065	471870503031022
10247	1725233.51214000000	620997.98765700000	772287.60000600000	18799065	471870503031016
10248	1722242.85954000000	620926.15694700000	3863980.85028000000	18799065	471870503031010
10249	1724798.10103000000	621302.58695100000	900597.55157000000	18799065	471870503031006
10250	1715794.83765000000	623679.67724100000	74829.66857450000	18799115	471870504042004
10251	1717153.33059000000	622843.36011600000	653865.04068800000	18799115	471870504042005
10252	1716294.03736000000	623329.87058800000	745372.98729900000	18799115	471870504042006
10253	1721635.73164000000	622349.66155200000	851440.88276600000	18799115	471870504042000
10254	1717686.83212000000	620060.70141100000	21981804.38080000000	18799115	471870504042008
10255	1716477.73588000000	617321.73429100000	224890.94139300000	18799115	471870504042009
10256	1714310.83169000000	621864.84464400000	928742.64124600000	18799115	471870504042013
10257	1712938.55648000000	622062.62520400000	5514101.67835000000	18799115	471870504042010
10258	1715850.23893000000	617739.13794500000	251860.03781600000	18799115	471870504042020
10259	1711389.39315000000	619641.60773200000	5000077.64663000000	18799115	471870504042016
10260	1718343.92627000000	622540.33417400000	898207.98704900000	18799115	471870504042035
10261	1719183.75936000000	622847.39209400000	537610.09563600000	18799115	471870504042036
10262	1719224.28626000000	622241.83746000000	622018.29106300000	18799115	471870504042002
10263	1712053.16325000000	620741.65881300000	2533291.43150000000	18799115	471870504042015
10264	1717742.44476000000	622715.55753600000	802148.13721600000	18799115	471870504042034
10265	1719352.24392000000	621503.99885000000	3516976.40336000000	18799115	471870504042001
10266	1714441.90933000000	619621.60355300000	3856756.92645000000	18799115	471870504042014
10267	1713874.66755000000	623557.42630700000	1863291.01058000000	18799115	471870504042003
10268	1713886.06915000000	618722.29332600000	1036265.12998000000	18799115	471870504042021
10269	1715832.08669000000	622955.34003600000	1250241.44427000000	18799115	471870504042007
10270	1721101.94069000000	622142.32512600000	468390.55411600000	18799115	471870504042040
10271	1713690.18772000000	621844.83593500000	676283.30193100000	18799115	471870504042012
10272	1705635.44149000000	625849.02324100000	1116888.56105000000	3799981	470370186012021
10273	1704235.15973000000	626191.42347800000	1429553.99742000000	3799981	470370186012011
10274	1709954.30903000000	625817.79467900000	190215.85620900000	3799981	470370186012007
10275	1712202.94568000000	624711.16371100000	2049453.04457000000	3799981	470370186012014
10276	1708843.19963000000	625461.75212200000	3284207.67888000000	3799981	470370186012004
10277	1709926.34241000000	625088.32891400000	220869.25912800000	3799981	470370186012005
10278	1705591.83831000000	625422.32700500000	864239.75864600000	3799981	470370186012020
10279	1711950.72378000000	624602.26242800000	76690.99168400000	3799981	470370186012015
10280	1710107.38879000000	625060.31858800000	67279.83859440000	3799981	470370186012006
10281	1705867.97470000000	626387.63708300000	1070006.18081000000	3799981	470370186012010
10282	1710719.55642000000	625381.91846000000	1187733.22957000000	3799981	470370186012017
10283	1711533.58637000000	625220.78536900000	547198.36449000000	3799981	470370186012016
10284	1707509.84203000000	625366.72446200000	423672.32469200000	3799981	470370186012012
10285	1710271.01756000000	625934.04057000000	99277.69516910000	3799981	470370186012002
10286	1710410.93655000000	624718.64832300000	174478.12941500000	3799981	470370186012019
10287	1707168.77042000000	625892.06849200000	1211245.77919000000	3799981	470370186012009
10288	1716237.21425000000	630506.31683400000	2996761.90985000000	3799982	470370186012003
10289	1711949.06874000000	634828.70355700000	2429314.95198000000	3799982	470370186012000
10290	1712607.58405000000	629749.66753500000	39361597.04760000000	3799982	470370186012001
10291	1713480.43619000000	625829.25154800000	1566112.44510000000	3799982	470370186012013
10292	1716928.10024000000	637872.53010000000	519136.70276800000	3799979	470370186011015
10293	1717193.34912000000	638260.59181200000	825847.81801600000	3799979	470370186011010
10294	1716753.40021000000	637366.73821000000	1009833.12242000000	3799979	470370186011016
10295	1716158.14384000000	638525.54786700000	167760.06501200000	3799979	470370186011017
10296	1719174.93781000000	636887.49420900000	2297659.45785000000	3799979	470370186011013
10297	1717202.36566000000	634227.06039200000	28068971.06580000000	3799979	470370186011014
10298	1724150.28977000000	633638.18160300000	87499.96289950000	3799984	470370186021015
10299	1723426.14943000000	638573.85809100000	4214611.97668000000	3799984	470370186021008
10300	1724117.68679000000	637236.12587900000	18627601.42640000000	3799984	470370186021007
10301	1727181.84115000000	642318.32459700000	25594.73230440000	3799852	470370179023004
10302	1728205.99695000000	642110.59498900000	3904576.75786000000	3799852	470370179023003
10303	1727664.80434000000	642431.69190500000	24919.60073140000	3799852	470370179023010
10304	1728111.27901000000	642487.73731900000	15349.13241750000	3799852	470370179023005
10305	1727555.67883000000	641241.78156000000	1501891.76455000000	3799852	470370179023007
10306	1726790.77874000000	642062.44516000000	369438.00347100000	3799852	470370179023008
10307	1726881.52554000000	641004.77026900000	64406.55274440000	3799852	470370179023025
10308	1726951.59707000000	641515.96807100000	420515.75069000000	3799852	470370179023020
10309	1726678.58757000000	642558.44960000000	189277.25320300000	3799852	470370179023011
10310	1726958.63527000000	642725.41014800000	3787.44301795000	3799852	470370179023006
10311	1727801.64423000000	642425.57559700000	21804.55197910000	3799852	470370179023009
10312	1730958.13922000000	641161.42740500000	2004521.49397000000	3799851	470370179023000
10313	1729651.89643000000	641060.76045600000	1746800.32237000000	3799851	470370179023023
10314	1729764.46731000000	641980.98126800000	511256.67251700000	3799851	470370179023002
10315	1730911.32189000000	641456.69560100000	117580.85357600000	3799851	470370179023001
10316	1730532.00859000000	638434.02256600000	734498.72809100000	3799992	470370187001030
10317	1730289.48065000000	637308.95749800000	260344.82733700000	3799992	470370187001032
10318	1731980.37055000000	638195.53715800000	620800.60871400000	3799992	470370187001016
10319	1733822.81248000000	638503.35132200000	1037134.50498000000	3799992	470370187001013
10320	1734134.60514000000	637992.37551600000	607424.21722300000	3799992	470370187001014
10321	1731645.67336000000	639653.46528600000	1026715.65801000000	3799992	470370187001006
10322	1731996.58852000000	639211.09118500000	15748.50373930000	3799992	470370187001009
10323	1730846.42036000000	637568.08267500000	591381.33766300000	3799992	470370187001029
10324	1733563.44541000000	639573.79611600000	1572197.32951000000	3799992	470370187001005
10325	1733442.66479000000	637386.75834200000	2022865.05023000000	3799992	470370187001017
10326	1731159.52413000000	638623.31402000000	767801.95804100000	3799992	470370187001031
10327	1732308.17077000000	639670.75221500000	128513.94739300000	3799992	470370187001007
10328	1733271.89861000000	639079.30840800000	766876.34790500000	3799992	470370187001011
10329	1731969.80593000000	638672.10202200000	477022.73235200000	3799992	470370187001008
10330	1733241.41761000000	639260.01263700000	152995.08986800000	3799992	470370187001010
10331	1732863.12345000000	638558.72405300000	682142.99476400000	3799992	470370187001012
10332	1731753.79990000000	637477.01676500000	1180374.19453000000	3799992	470370187001015
10333	1745232.85766000000	640548.30963700000	5424820.83230000000	3791261	470379802001010
10334	1746286.08475000000	643588.51581700000	365939.39182000000	3791261	470379802001001
10335	1746428.15007000000	646239.45856500000	118963.02426800000	3791261	470379802001007
10336	1746488.01938000000	646139.62379100000	144277.23440200000	3791261	470379802001003
10337	1743807.12677000000	637362.12100500000	88662.18945070000	3791261	470379802001052
10338	1743551.33275000000	637576.46011900000	79482.17846510000	3791261	470379802001058
10339	1744187.55627000000	640440.14134800000	1956230.84446000000	3791261	470379802001047
10340	1743894.74419000000	637864.14372000000	238846.37887700000	3791261	470379802001054
10341	1746150.53346000000	640719.69118700000	1755350.40034000000	3791261	470379802001065
10342	1746542.67182000000	642444.03107300000	59804.40188740000	3791261	470379802001066
10343	1746675.09466000000	647090.23117400000	58045.38084160000	3791261	470379802001000
10344	1744108.89859000000	641458.48493000000	68916.37065060000	3791261	470379802001046
10345	1746283.81933000000	645741.24794800000	60224.57836070000	3791261	470379802001012
10346	1746300.86512000000	645800.90451300000	127980.42274500000	3791261	470379802001011
10347	1746339.58627000000	645703.24999200000	61339.99647240000	3791261	470379802001008
10348	1746458.06898000000	645453.33284100000	228110.45154600000	3791261	470379802001002
10349	1746294.35297000000	646157.20567800000	67908.87128280000	3791261	470379802001060
10350	1744446.40863000000	640626.84839900000	428838.00215700000	3791261	470379802001048
10351	1746409.14070000000	645998.34016500000	70293.72358350000	3791261	470379802001005
10352	1746402.99527000000	645752.58749200000	54301.18478330000	3791261	470379802001006
10353	1746504.80237000000	645065.76884500000	456548.11880800000	3791261	470379802001062
10354	1744278.67529000000	637742.25926500000	72358.14675730000	3791261	470379802001069
10355	1743444.72721000000	640013.13415900000	270566.05902600000	3791261	470379802001050
10356	1744501.00662000000	640511.32632100000	405173.30981000000	3791261	470379802001053
10357	1743537.18026000000	638493.18120400000	406089.92743100000	3791261	470379802001057
10358	1746309.79336000000	645597.64587300000	69694.20583290000	3791261	470379802001009
10359	1746602.93357000000	642795.86270500000	149943.20283700000	3791261	470379802001067
10360	1746596.60182000000	644652.24997500000	270312.09330000000	3791261	470379802001068
10361	1746420.70061000000	645788.79936200000	54064.65487930000	3791261	470379802001004
10362	1746286.84136000000	646302.94139800000	107218.29804400000	3791261	470379802001059
10363	1743637.24782000000	639665.74224600000	416969.93398400000	3791261	470379802001049
10364	1746385.29681000000	646642.42691900000	62788.38684480000	3791261	470379802001061
10365	1747408.58534000000	637978.58591800000	349010.21873400000	3791021	470370189012007
10366	1745003.95200000000	637287.08867800000	234596.80917100000	3791021	470370189012006
10367	1747531.95217000000	637340.63332200000	696773.03020400000	3791021	470370189012013
10368	1746971.87250000000	636971.41386500000	437159.08421000000	3791021	470370189012018
10369	1747861.53343000000	636617.46948700000	540894.22675300000	3791021	470370189012019
10370	1745555.18224000000	638263.57231300000	381471.08328100000	3791021	470370189012003
10371	1746598.17177000000	637961.09918200000	529975.97837200000	3791021	470370189012014
10372	1745242.04878000000	637664.50207200000	475291.17754000000	3791021	470370189012004
10373	1746786.49230000000	638214.22859700000	283043.52506900000	3791021	470370189012015
10374	1748070.51053000000	638121.34702600000	336805.51010200000	3791021	470370189012008
10375	1745264.09819000000	638590.03925300000	755857.77185000000	3791021	470370189012002
10376	1748027.12701000000	637706.05993700000	379453.44784800000	3791021	470370189012012
10377	1748087.49249000000	636917.92058400000	249281.89011000000	3791021	470370189012020
10378	1746000.98820000000	637328.12375800000	428791.15220400000	3791021	470370189012017
10379	1745997.38880000000	637767.98089600000	494384.04891100000	3791021	470370189012016
10380	1744667.13825000000	637464.91481500000	315694.40231200000	3791021	470370189012005
10381	1745073.53545000000	636295.48460600000	481484.00682600000	3791024	470370189021011
10382	1744568.90350000000	636161.35548800000	323108.15736400000	3791024	470370189021010
10383	1744813.17407000000	636816.59749100000	389291.42022100000	3791024	470370189021009
10384	1745872.25026000000	635479.77662100000	679414.04929600000	3791024	470370189021006
10385	1744333.84452000000	635404.39623300000	209988.99476500000	3791024	470370189021013
10386	1744887.70964000000	635262.70522700000	1103572.50752000000	3791024	470370189021012
10387	1746076.40587000000	634930.90961900000	558030.01448000000	3791024	470370189021007
10388	1744526.19807000000	633323.58568100000	342559.63585200000	3791000	470370188011012
10389	1745520.57691000000	632934.51018700000	760090.74380500000	3791000	470370188011008
10390	1746394.06882000000	632582.06211900000	551276.11039100000	3791000	470370188011018
10391	1745943.89723000000	632572.21098400000	582712.24964600000	3791000	470370188011007
10392	1748373.51455000000	632763.44303700000	273125.64524400000	3791000	470370188011017
10393	1744767.02544000000	634525.41231500000	588639.13610600000	3791000	470370188011003
10394	1746051.59019000000	634481.40887900000	564459.83478500000	3791000	470370188011002
10395	1745625.53277000000	633997.67882100000	259137.76170000000	3791000	470370188011004
10396	1747395.53443000000	633785.68477800000	927035.24772700000	3791000	470370188011001
10397	1747372.76616000000	632752.95151200000	1049585.01286000000	3791000	470370188011016
10398	1745013.50006000000	633058.63129400000	781861.42033900000	3791000	470370188011009
10399	1745039.98914000000	634016.13093500000	396917.36457500000	3791000	470370188011010
10400	1746335.30193000000	633999.21586200000	517661.66186800000	3791000	470370188011005
10401	1746843.65421000000	632636.52903200000	640360.73750400000	3791000	470370188011015
10402	1745449.41819000000	631672.64243400000	2739808.89897000000	3791000	470370188011014
10403	1744450.38795000000	633992.40686600000	306989.34182000000	3791000	470370188011011
10404	1746437.64717000000	633536.08771000000	580075.51012900000	3791000	470370188011006
10405	1744439.16945000000	632611.09182500000	333239.23783900000	3791000	470370188011013
10406	1747791.96720000000	633825.01803000000	522849.45784900000	3791000	470370188011000
10407	1754011.64937000000	675795.85190000000	84014.17295970000	3799222	470370116003009
10408	1754719.09445000000	675894.13871900000	934042.82993300000	3799222	470370116003006
10409	1756641.24652000000	678304.09191600000	346801.40059800000	3799222	470370116003000
10410	1755920.25952000000	676706.70491100000	1739646.04646000000	3799222	470370116003004
10411	1754766.19536000000	676930.53725900000	1259724.19312000000	3799222	470370116003005
10412	1756599.87510000000	677457.20079900000	333416.34723400000	3799222	470370116003008
10413	1756171.82001000000	678009.20740700000	879580.07100400000	3799222	470370116003001
10414	1755418.28237000000	678203.90983900000	714222.63198800000	3799222	470370116003002
10415	1755752.12336000000	677808.32895600000	305915.34005400000	3799222	470370116003003
10416	1755948.76774000000	675744.35304500000	975522.54793100000	3799222	470370116003007
10417	1755597.45780000000	680349.10662100000	261838.71778400000	3799214	470370115001015
10418	1756125.86079000000	681822.52605200000	364405.41246900000	3799214	470370115001003
10419	1756340.39654000000	680623.33115800000	78497.17863040000	3799214	470370115001020
10420	1756362.15253000000	682441.24176500000	1230050.51429000000	3799214	470370115001000
10421	1755831.98712000000	680767.25810200000	132689.09641500000	3799214	470370115001013
10422	1755857.09776000000	680942.60881400000	150393.84156500000	3799214	470370115001012
10423	1756671.29503000000	681424.53358100000	425839.53988200000	3799214	470370115001002
10424	1755771.04191000000	679791.50987900000	276664.08673300000	3799214	470370115001017
10425	1755706.80570000000	679076.24808000000	291353.14455600000	3799214	470370115001022
10426	1755273.48111000000	679049.19188700000	391363.27102600000	3799214	470370115001021
10427	1755874.56025000000	681302.08001500000	154066.90898600000	3799214	470370115001009
10428	1755874.70828000000	681119.74191900000	133926.05262600000	3799214	470370115001011
10429	1755983.72522000000	681440.62820100000	317125.46431900000	3799214	470370115001008
10430	1757012.19946000000	681510.32239100000	515192.73743200000	3799214	470370115001001
10431	1755402.68642000000	681734.58209700000	181903.56263600000	3799214	470370115001004
10432	1756774.70636000000	680582.21769700000	227502.18041100000	3799214	470370115001019
10433	1755168.73938000000	682042.54020500000	177461.01720000000	3799214	470370115001005
10434	1755372.34537000000	681076.31503500000	66886.83513570000	3799214	470370115001010
10435	1755053.42206000000	681846.82411700000	36364.78857660000	3799214	470370115001006
10436	1755370.73350000000	679833.03094400000	309917.14779100000	3799214	470370115001016
10437	1755673.70693000000	680632.82613300000	215713.01245600000	3799214	470370115001014
10438	1756440.85370000000	679643.87070700000	1583608.92058000000	3799214	470370115001018
10439	1756374.43747000000	680975.97929000000	81603.80586450000	3799214	470370115001007
10440	1747053.66040000000	670341.41156700000	34924.01448970000	3791125	470370192002011
10441	1747507.68454000000	669876.30338400000	243509.03143700000	3791125	470370192002014
10442	1747581.54389000000	670481.69143900000	241643.43548600000	3791125	470370192002002
10443	1747645.84562000000	670270.91458300000	204838.79687900000	3791125	470370192002012
10444	1747610.09299000000	670711.73167500000	312201.58562100000	3791125	470370192002000
10445	1747534.53251000000	670079.95689600000	242528.60517000000	3791125	470370192002013
10446	1748987.15756000000	671664.53048800000	93160.43652600000	3799255	470370121002045
10447	1748975.41938000000	672041.89883400000	199651.21534100000	3799255	470370121002038
10448	1748601.88859000000	671600.38268400000	117229.90160200000	3799255	470370121002047
10449	1749289.15339000000	671685.85630200000	219601.46735500000	3799255	470370121002044
10450	1749063.35683000000	672951.98971000000	179585.75336500000	3799255	470370121002023
10451	1749018.72174000000	672406.69670500000	213360.43403200000	3799255	470370121002029
10452	1748993.71200000000	672220.84955800000	210034.26339100000	3799255	470370121002033
10453	1748642.78605000000	671841.66244600000	149067.93472000000	3799255	470370121002046
10454	1749066.02831000000	672778.22555400000	213513.40287000000	3799255	470370121002024
10455	1749039.11830000000	672593.00424100000	212065.63962200000	3799255	470370121002028
10456	1750578.97037000000	673117.95027700000	89642.49930580000	3799256	470370121002004
10457	1750418.32749000000	673136.19335700000	89504.55351940000	3799256	470370121002005
10458	1751723.04267000000	673857.79848500000	66251.05890620000	3799256	470370121002000
10459	1749984.04590000000	674043.85471800000	65014.92191170000	3799256	470370121002003
10460	1749926.11326000000	673076.14503900000	51595.74323550000	3799256	470370121002018
10461	1750322.29117000000	673760.41597800000	262145.69263100000	3799256	470370121002002
10462	1751014.53765000000	673682.91869800000	660153.02793400000	3799256	470370121002001
10463	1751536.76510000000	673020.68680700000	95536.10247990000	3799256	470370121002015
10464	1749867.11150000000	673812.13152600000	49414.61018660000	3799256	470370121002009
10465	1750896.09553000000	673081.52222500000	88619.78254290000	3799256	470370121002012
10466	1750037.17742000000	673792.05016600000	52033.91956290000	3799256	470370121002010
10467	1749834.79050000000	673251.11488100000	125287.90142700000	3799256	470370121002019
10468	1751677.01785000000	673442.03071000000	119720.33621200000	3799256	470370121002016
10469	1751372.00099000000	673028.08459900000	86011.28579880000	3799256	470370121002014
10470	1749923.90971000000	673564.12156300000	63452.08005930000	3799256	470370121002008
10471	1750258.78158000000	673156.07825000000	89006.51862760000	3799256	470370121002006
10472	1750738.73822000000	673102.62829700000	87965.11010300000	3799256	470370121002011
10473	1751136.32126000000	673060.94683700000	178480.00682700000	3799256	470370121002013
10474	1750099.66252000000	673174.22945600000	88731.69715490000	3799256	470370121002007
10475	1751701.12375000000	673687.39576500000	61759.29573570000	3799256	470370121002017
10476	1751708.80616000000	672990.81624100000	97329.72891730000	3799256	470370121002021
10477	1690295.93028000000	750461.23416900000	10849217.46450000000	14799145	471470807002092
10478	1686983.87676000000	746720.54523300000	4546824.33083000000	14799145	471470807002091
10479	1701582.68932000000	754585.37597500000	23311965.32890000000	14799145	471470807002083
10480	1694511.69099000000	752271.32737800000	59338134.05210000000	14799145	471470807002084
10481	1680773.16994000000	742512.69630200000	3105657.72767000000	14799145	471470807002105
10482	1686823.85008000000	756155.08574800000	73671686.89000000000	14799145	471470807002043
10483	1690141.33584000000	754341.73773800000	61407.82312780000	14799145	471470807002089
10484	1699427.67349000000	752210.13432700000	27351218.86490000000	14799145	471470807002082
10485	1680889.04222000000	743082.74113100000	1153150.52774000000	14799145	471470807002097
10486	1690629.08646000000	756905.36508500000	16902705.61120000000	14799145	471470807002088
10487	1692325.72019000000	749665.34964700000	144429.29047000000	14799145	471470807002086
10488	1692663.98237000000	758714.08308500000	7273527.69985000000	14799145	471470807002087
10489	1700979.63647000000	757967.71035600000	137876.01405300000	14799145	471470807002090
10490	1692445.08856000000	752009.71553900000	12418143.98570000000	14799145	471470807002085
10491	1683608.48845000000	746164.04490500000	1223000.13192000000	14799145	471470807002096
10492	1684399.81769000000	749769.67575400000	14015919.37600000000	14799145	471470807002076
10493	1682534.56911000000	745488.22278600000	19691742.56790000000	14799145	471470807002094
10494	1723647.80249000000	724577.71325200000	50756899.69500000000	3799004	470370101032025
10495	1724289.79639000000	721201.70234100000	1109679.90645000000	3799004	470370101032032
10496	1729400.34522000000	715869.06577800000	276815.84053100000	3799004	470370101032035
10497	1715751.23427000000	725050.87412100000	236188.36504700000	3799004	470370101032030
10498	1727541.26921000000	724978.02314000000	679803.84327300000	3799004	470370101032019
10499	1729659.86491000000	716049.85132500000	1153794.29606000000	3799004	470370101032034
10500	1721215.22347000000	723760.13751300000	1135520.92466000000	3799004	470370101032031
10501	1715813.14604000000	725744.41508500000	1403158.47745000000	3799004	470370101032026
10502	1728128.49343000000	719152.94725200000	2105431.75053000000	3799004	470370101032033
10503	1726253.58478000000	725612.80353900000	19300414.69940000000	3799004	470370101032018
10504	1718112.37839000000	726519.12096700000	6904323.72167000000	3799004	470370101032024
10505	1724048.86033000000	703042.00657500000	1176216.42040000000	3799019	470370101061009
10506	1728126.44971000000	698399.45634600000	52382276.85750000000	3799019	470370101061007
10507	1735828.09466000000	697075.65683200000	599508.88514200000	3799019	470370101061006
10508	1723825.82280000000	704002.28365400000	195045.76571600000	3799019	470370101061010
10509	1725002.36284000000	703219.99125200000	71825.01022340000	3799019	470370101061008
10510	1726378.24641000000	705769.62049500000	2665801.27318000000	3799019	470370101061013
10511	1724810.46728000000	704319.43637500000	2237578.72809000000	3799019	470370101061011
10512	1724186.69226000000	703645.65871300000	59721.87308310000	3799019	470370101061012
10513	1732085.67484000000	702504.84605800000	74417095.42240000000	3799019	470370101061005
10514	1724039.22550000000	701080.46075800000	1855691.41814000000	3799019	470370101061016
10515	1752395.03926000000	694245.89929800000	161207.84770600000	3799136	470370108021028
10516	1751381.26583000000	694083.17175100000	353447.80069900000	3799136	470370108021025
10517	1751988.21982000000	696470.88191800000	1454035.48782000000	3799136	470370108021010
10518	1751684.21531000000	694549.10954200000	910006.47034300000	3799136	470370108021019
10519	1751637.35133000000	694154.02235000000	204606.41940000000	3799136	470370108021027
10520	1750842.56784000000	694775.90721000000	83133.66654060000	3799136	470370108021018
10521	1752395.56975000000	695515.69250000000	1112176.81648000000	3799136	470370108021021
10522	1752152.47489000000	697552.47802600000	804273.10740100000	3799136	470370108021004
10523	1753001.39611000000	697503.28431500000	1155120.45314000000	3799136	470370108021003
10524	1750782.98412000000	694474.99375300000	122097.43937200000	3799136	470370108021017
10525	1750401.35430000000	694472.57678000000	148332.16781000000	3799136	470370108021026
10526	1751607.29252000000	695266.51350000000	783363.46460900000	3799136	470370108021020
10527	1731573.51635000000	725551.91886900000	65711942.79690000000	3799032	470370102021001
10528	1737859.27007000000	728180.37938300000	6189527.95902000000	3799032	470370102021000
10529	1704851.89494000000	748571.27650900000	2634025.67775000000	3799002	470370101031000
10530	1706961.24679000000	745966.77763300000	15246804.51100000000	3799002	470370101031003
10531	1710361.48722000000	741839.83403300000	31511147.57090000000	3799002	470370101031005
10532	1708252.47095000000	741012.12824100000	73356.04716380000	3799002	470370101031007
10533	1708078.11573000000	742447.82340500000	189870.37629000000	3799002	470370101031006
10534	1708751.19902000000	738879.08986200000	1431668.39140000000	3799002	470370101031008
10535	1701389.49759000000	758216.47999500000	12749.04856620000	14799113	471470806031046
10536	1703501.52113000000	755778.03352600000	19856.36542690000	14799113	471470806031031
10537	1701840.80336000000	758771.91593200000	1399706.93987000000	14799113	471470806031045
10538	1702856.55330000000	758575.01070300000	4664136.41926000000	14799113	471470806031044
10539	1695060.09218000000	767929.03330100000	253846.57072800000	14799114	471470806031028
10540	1700194.50534000000	759928.14883800000	18565318.85290000000	14799114	471470806031024
10541	1703313.77957000000	766915.68084600000	6142623.05182000000	14799114	471470806031064
10542	1695971.39276000000	768151.73544500000	116717.12812500000	14799114	471470806031027
10543	1700367.19244000000	761286.28230800000	2898099.69751000000	14799114	471470806031025
10544	1700161.90173000000	767088.61573600000	22328680.98820000000	14799114	471470806031020
10545	1698354.74268000000	765345.72429700000	15717101.47720000000	14799114	471470806031026
10546	1707969.01383000000	767138.41926200000	165714.14842300000	14799111	471470806031039
10547	1705848.00096000000	777292.44840300000	258573.90441600000	14799111	471470806031012
10548	1705218.21900000000	772608.92729900000	12150749.24010000000	14799111	471470806031013
10549	1712638.52362000000	775136.04731700000	455087.63456900000	14799111	471470806031001
10550	1709274.55798000000	766382.11829600000	194100.05198900000	14799111	471470806031047
10551	1709101.52904000000	774854.15216900000	29524510.86140000000	14799111	471470806031000
10552	1711886.93563000000	768587.30353700000	18379427.23010000000	14799111	471470806031041
10553	1708892.44463000000	771151.40134200000	11442948.44500000000	14799111	471470806031040
10554	1708051.63232000000	768674.54330200000	16307779.37810000000	14799111	471470806031038
10555	1706559.97515000000	778120.35824700000	710758.88092600000	14799111	471470806031003
10556	1706493.81802000000	777583.97033300000	481009.28275100000	14799111	471470806031002
10557	1705854.05230000000	777964.86017100000	32689.82543200000	14799111	471470806031004
10558	1719667.75637000000	762160.78892300000	31591516.46830000000	14799119	471470806041016
10559	1713122.89392000000	774239.05866900000	192931.86176000000	14799119	471470806041004
10560	1724177.91056000000	773433.88944000000	4148114.55162000000	14799119	471470806041005
10561	1723727.29505000000	761122.88606900000	18725619.84990000000	14799119	471470806041021
10562	1717992.27792000000	766364.29845500000	7996952.98164000000	14799119	471470806041019
10563	1717721.05198000000	760677.63968000000	460373.32706100000	14799119	471470806041018
10564	1728037.20779000000	770322.26948700000	725446.24824900000	14799119	471470806041014
10565	1719656.65446000000	777690.73791300000	2003956.87691000000	14799119	471470806041011
10566	1723234.48447000000	774895.58760500000	49633.94185770000	14799119	471470806041010
10567	1725511.50510000000	772717.17022600000	96867.14200270000	14799119	471470806041020
10568	1714933.05336000000	767757.39233700000	38851978.63060000000	14799119	471470806041012
10569	1721236.92182000000	776630.07721300000	5465433.37168000000	14799119	471470806041000
10570	1720648.83610000000	774768.34104100000	10562542.17320000000	14799119	471470806041001
10571	1718888.32305000000	759548.78280900000	153480.72471200000	14799119	471470806041017
10572	1723359.33069000000	775305.61810500000	3990.93873519000	14799119	471470806041009
10573	1727357.10224000000	771077.90592300000	148908.03383800000	14799119	471470806041007
10574	1719821.15014000000	771671.08261200000	73605217.61180000000	14799119	471470806041002
10575	1713887.74473000000	763561.26874800000	717800.67327600000	14799119	471470806041013
10576	1727627.82213000000	768780.11981500000	5975426.01676000000	14799119	471470806041015
10577	1716637.09277000000	777060.43030300000	421485.48403000000	14799119	471470806041008
10578	1716065.35024000000	776821.47561600000	133112.39640200000	14799119	471470806041003
10579	1725839.62289000000	771486.33430000000	4012467.82453000000	14799119	471470806041006
10580	1731576.73664000000	761321.18647000000	333317.18345400000	14799121	471470806042019
10581	1729278.57442000000	760237.18477000000	5097515.79247000000	14799121	471470806042022
10582	1732073.45317000000	760391.89061500000	2340279.16591000000	14799121	471470806042015
10583	1730979.55847000000	762679.08681400000	456577.93444400000	14799121	471470806042014
10584	1733343.62896000000	759254.84250400000	4294028.28158000000	14799121	471470806042020
10585	1731574.71823000000	763032.87741200000	121918.31012000000	14799121	471470806042013
10586	1730211.26805000000	761635.87244600000	5002516.79847000000	14799121	471470806042011
10587	1732343.31026000000	759679.66989700000	246802.65970700000	14799121	471470806042021
10588	1732213.59403000000	761276.07963700000	439694.63327900000	14799121	471470806042017
