ID	XCOORD	YCOORD	AREA	TAZID	BLOCKID
294	1816133.04878000000	730745.43767700000	268100.83380100000	16599263	471650212031019
295	1816158.93759000000	721670.06182000000	2311088.78133000000	16599263	471650212031025
296	1816407.13407000000	722986.85025600000	202094.00650100000	16599263	471650212031024
297	1818096.52033000000	726688.93546400000	4995010.00091000000	16599263	471650212031015
298	1814631.45853000000	725201.28634100000	16301047.19010000000	16599263	471650212031022
299	1815927.92778000000	724142.70482000000	1043063.65959000000	16599263	471650212031018
300	1816921.52643000000	722643.74962400000	635962.79068400000	16599263	471650212031033
301	1817125.68731000000	723212.49664500000	356541.16724400000	16599263	471650212031034
302	1815568.37964000000	730914.47256900000	201192.57065000000	16599263	471650212031009
303	1816511.25128000000	727178.51605700000	19003386.18770000000	16599263	471650212031016
304	1820570.14041000000	722078.21996400000	665445.26277900000	16599262	471650212031040
305	1815112.94898000000	714649.01512300000	20004218.10570000000	16599262	471650212031044
306	1820393.35451000000	722989.95405800000	956756.86252000000	16599262	471650212031032
307	1820660.36226000000	722566.54984000000	635777.33336500000	16599262	471650212031041
308	1820376.24971000000	721131.72361500000	6608882.16740000000	16599262	471650212031039
309	1818510.25216000000	718639.23679100000	431074.14110100000	16599262	471650212031042
310	1815626.84158000000	719431.67770100000	756938.53449300000	16599262	471650212031028
311	1814823.87355000000	719711.49484700000	12009.41095330000	16599262	471650212031029
312	1815672.93580000000	718539.36153700000	11536279.79290000000	16599262	471650212031026
313	1806680.32721000000	728423.34996000000	122164.51647800000	16599205	471650210081060
314	1804449.04585000000	728105.28893400000	421607.06355200000	16599205	471650210081036
315	1804578.12549000000	729117.10301600000	7646477.31790000000	16599205	471650210081033
316	1803208.08972000000	726994.31170800000	47578.39788240000	16599205	471650210081072
317	1803098.58305000000	726909.11059900000	28371.26234170000	16599205	471650210081078
318	1803040.92883000000	726971.73182200000	42960.43907280000	16599205	471650210081071
319	1805871.55611000000	727845.10310000000	470916.10148800000	16599205	471650210081059
320	1805823.50230000000	728546.30696400000	796005.72233200000	16599205	471650210081035
321	1806599.04369000000	728869.68817200000	441196.32487300000	16599205	471650210081061
322	1802911.28487000000	726793.98314400000	146026.63339900000	16599205	471650210081077
323	1803682.42997000000	727357.00560900000	1129894.92223000000	16599205	471650210081032
324	1807425.31340000000	729484.98678800000	556565.48857400000	16599207	471650210081076
325	1806931.37601000000	729066.13472700000	32411.29923160000	16599207	471650210081062
326	1807333.51585000000	730055.33467100000	839747.18305500000	16599207	471650210081064
327	1808225.04444000000	732802.55627700000	9769631.94291000000	16599207	471650210081065
328	1810123.78814000000	730938.91488600000	3896096.32774000000	16599268	471650212032006
329	1810399.45194000000	733126.93892600000	10651016.56660000000	16599268	471650212032002
330	1813109.38565000000	732837.61228100000	370508.45880800000	16599268	471650212032003
331	1808535.30567000000	730318.48896700000	120412.15219400000	16599268	471650212032008
332	1815935.74057000000	737008.36749000000	21770624.44120000000	16599093	471650205011049
333	1813924.45963000000	734920.16452300000	759142.49887500000	16599093	471650205011063
334	1819060.53619000000	739287.06841300000	422312.41346500000	16599093	471650205011046
335	1818500.77047000000	738154.78246000000	311322.67601500000	16599093	471650205011057
336	1813081.92922000000	736477.81972600000	2128806.87909000000	16599093	471650205011064
337	1813593.35777000000	733899.65643700000	61986.49252120000	16599093	471650205011060
338	1818613.43546000000	736043.69391400000	1426321.86299000000	16599093	471650205011075
339	1817628.87248000000	736788.92117000000	232866.97369900000	16599093	471650205011059
340	1816820.06929000000	739960.71360800000	5017051.51199000000	16599093	471650205011044
341	1818471.81769000000	739041.25336000000	51542.56057319990	16599093	471650205011051
342	1817201.55276000000	737536.10122400000	133731.46702100000	16599093	471650205011052
343	1818043.29412000000	736806.27302900000	32740.67287780000	16599093	471650205011054
344	1818740.71003000000	737385.96188000000	303800.25954400000	16599093	471650205011074
345	1819144.33253000000	737565.59303100000	1856549.28736000000	16599093	471650205011073
346	1818073.62739000000	737311.44591900000	75353.96507890000	16599093	471650205011055
347	1812121.45615000000	737019.78288200000	136630.99154200000	16599093	471650205011065
348	1817492.89706000000	737521.12719400000	155666.92025000000	16599093	471650205011050
349	1818106.15365000000	738042.93740400000	260452.99670300000	16599093	471650205011061
350	1817685.87698000000	736335.70914700000	137735.27904100000	16599093	471650205011053
351	1819650.75057000000	736501.73526600000	334702.48643200000	16599093	471650205011072
352	1815555.74533000000	740272.37236600000	506741.70182900000	16599093	471650205011048
353	1813449.53900000000	735082.39789600000	411390.54015600000	16599093	471650205011079
354	1817675.28776000000	736527.91779800000	32766.02102270000	16599093	471650205011089
355	1816616.69460000000	739618.16885100000	103534.17247600000	16599093	471650205011045
356	1818281.17548000000	737377.79249500000	218857.31124500000	16599093	471650205011056
357	1814078.24810000000	734199.67201700000	460668.70561200000	16599093	471650205011062
358	1812703.29826000000	738045.26361800000	2058002.08907000000	16599093	471650205011047
359	1821247.93029000000	725062.40729500000	14239822.10060000000	16599264	471650212031010
360	1817135.73931000000	728872.35472800000	493368.07820900000	16599264	471650212031021
361	1818061.11100000000	728363.62978800000	765405.11587800000	16599264	471650212031020
362	1818308.46030000000	729360.95781700000	702492.48959100000	16599264	471650212031049
363	1819137.36691000000	729284.78472500000	320551.27923300000	16599264	471650212031004
364	1817641.64736000000	729868.07788500000	413590.99169300000	16599264	471650212031050
365	1822776.77420000000	727182.38510400000	4657815.80575000000	16599264	471650212031011
366	1819238.09414000000	729897.50327800000	273779.75192800000	16599264	471650212031003
367	1820978.47487000000	728238.87567300000	533920.93376900000	16599264	471650212031014
368	1823039.31586000000	728227.51772100000	5301996.61003000000	16599264	471650212031012
369	1817211.28031000000	729875.49084300000	390627.21650600000	16599264	471650212031051
370	1818176.76192000000	728847.13806200000	853871.45655500000	16599264	471650212031052
371	1818451.34446000000	730042.18496800000	1001856.25219000000	16599264	471650212031007
372	1817290.29781000000	730476.03736500000	93622.15701220000	16599264	471650212031005
373	1822197.34724000000	729235.73364100000	54750.50824500000	16599264	471650212031013
