blockid10	xcoord	ycoord	sqft	IFE002	CNS01	CNS02	CNS03	CNS04	CNS05	CNS06	CNS07	CNS08	CNS09	CNS10	CNS11	CNS12	CNS13	CNS14	CNS15	CNS16	CNS17	CNS18	CNS19	CNS20	C000
471470801031011	1769932.23463	778044.900559	285349.790555	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	6
471470801031012	1771899.99301	773962.671496	589199.432939	12	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
471470801031013	1772722.1712	775286.502567	1905537.7368	28	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	8	0	0	0	0	12
471470801031014	1770996.41494	772690.218938	735485.034122	3	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	3	0	0	7
471470801031015	1767663.40764	773867.55848	18917621.8246	78	0	0	0	0	0	70	3	0	0	1	0	0	0	0	2	0	0	128	0	0	204
471470801031016	1768132.30553	772098.234723	315280.659761	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
471470801031017	1769679.9094	772016.336952	142199.317253	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
471470801031018	1768693.35918	776811.273812	3091651.95921	0	0	0	0	0	0	11	1	0	0	0	0	0	0	0	0	0	0	20	0	0	32
471470801031019	1769112.60901	771462.84632	1804427.13105	47	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
471470801031020	1769536.49047	777648.65031	619382.439203	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3
471470801031021	1767305.12577	772478.212756	3354041.2427	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
471470801031022	1767071.99736	776589.637439	1084497.10777	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	6	0	0	8
471470801031023	1767331.4279	777733.184851	390468.845192	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4
471470801031024	1765680.44715	776281.820988	6972761.39434	3	0	0	0	0	35	7	0	0	0	0	0	0	0	0	0	0	0	4	0	0	46
471470801031025	1764149.40886	776688.359924	3157429.84261	6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
471470801031026	1761377.5642	776659.823121	29183228.7773	32	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
471470801031027	1759287.10971	773693.005239	6039328.33845	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
471470801031028	1760710.03972	771302.55771	15373505.7278	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
471470801031029	1758480.21009	770183.295346	149912.308428	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
471470801031030	1761889.06503	773946.041603	1315742.63052	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
471470801031031	1763050.50263	771939.974875	4110689.76671	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
471470801031032	1763965.02329	772802.431178	146877.044701	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
471470801031033	1764986.59226	773515.254412	51163.815461	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
471470801031034	1765100.9588	773468.440563	56153.1592004	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
471470801031035	1765149.24898	772142.004909	81966.168412	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
471470801031036	1764023.92808	770409.947365	6357765.99104	9	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
471470801031037	1762673.95035	769293.446186	321808.468671	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
471470801031038	1763140.80194	772883.745953	57141.2090657	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
471470801031039	1764068.64564	772795.205883	42503.3881816	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
471470801031040	1763712.51542	772806.186101	11746.9830137	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
471470801031041	1764599.27074	772940.360118	90552.9156275	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
471470801031042	1770633.48006	773434.857827	1032226.41587	21	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
471470801031043	1761214.57145	767203.306747	332180.553044	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
471470801031044	1760211.50168	767594.925218	5624771.74738	9	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
471470801031045	1759237.79797	769081.689396	2918476.47451	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
471470801031046	1758558.70402	768587.877901	74847.3388971	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
471470801031047	1761883.12459	768812.892201	213999.671951	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
471470801031048	1762750.5334	766235.848465	5499697.49202	13	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
471470801031049	1764408.67108	766909.53469	8762304.51899	22	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
471470801031050	1766082.64537	764537.891413	25896.0833962	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
471470801031051	1766494.08795	765258.270701	85127.0107894	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2
471470801031052	1764619.20132	769118.407461	1659686.55136	5	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
471470801031053	1766574.13056	769169.444792	6436065.68478	7	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
471470801031054	1768001.33963	770353.143796	1642929.68022	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
471470801031055	1768166.89666	771250.46482	736661.33676	6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
471470801031056	1760474.66257	766028.800808	7652.9816251	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
471470801031057	1766389.26755	766417.748042	1234085.6927	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
471470801031058	1767278.48369	767810.654787	4368347.4978	95	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
471470801031059	1767223.34947	766517.09962	480216.504789	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
471470801031060	1766555.1295	767727.659352	187241.198804	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
471470801031061	1767714.23127	766888.610346	431779.329867	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
471470801031062	1768997.25724	769998.396054	888925.4695	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
471470801031063	1770081.68883	771553.570572	262516.550348	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3
471470801031064	1766814.34054	770663.660924	111382.061475	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
471470801031065	1766899.63294	765556.371503	86515.0493625	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
471470801032000	1774034.39686	791160.469596	417901.634456	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
471470801032001	1774967.22186	789116.167027	17948356.5651	18	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
471470801032002	1771358.71188	787166.479406	508195.469065	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
471470801032003	1772291.47075	786701.449905	7083604.29381	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
471470801032004	1773367.48339	785886.948892	66588.1765517	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
471470801032005	1775486.49401	784153.651387	14324611.676	57	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	3
471470801032006	1774260.10688	785463.595679	1089458.7023	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
471470801032007	1773217.20708	784942.528249	18397.8646339	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
471470801032008	1777152.77255	783053.845859	7122859.22202	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
471470801032009	1778524.00171	784289.129413	490013.640953	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
471470801032010	1770354.21586	784652.376154	167411.724535	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
471470801032011	1770083.02548	784892.298391	607764.083445	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
471470801032012	1777151.60256	780395.622083	928180.94277	22	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
471470801032013	1774898.65938	779767.485802	11027908.7936	198	0	0	0	11	0	4	103	0	0	5	6	2	0	6	0	1	0	20	2	0	160
471470801032014	1775169.65888	779060.877089	849310.104492	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3
471470801032015	1774337.14684	782030.196231	3625474.87261	98	0	0	0	0	0	0	87	0	0	11	14	7	0	1	0	4	0	0	3	0	127
471470801032016	1773355.19629	782640.63485	96361.5326481	3	0	0	0	0	0	0	3	0	0	0	1	1	0	0	0	0	0	0	0	0	5
471470801032017	1773367.58004	782444.76469	106217.281611	2	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	2
471470801032018	1773338.4516	781451.028118	170353.047312	15	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
471470801032019	1773049.74016	782724.929173	204167.35917	10	0	0	0	0	0	0	5	0	0	1	0	1	0	0	0	0	0	0	0	0	7
471470801032020	1772231.92073	782817.74684	600182.028542	31	0	0	0	0	0	0	10	0	0	2	3	3	0	1	0	0	0	0	0	0	19
471470801032021	1772635.90201	783380.330687	410714.169295	15	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
471470801032022	1772502.53506	783910.888794	731035.796064	29	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
471470801032023	1771446.75213	784261.900142	4380886.9772	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
471470801032024	1774309.63042	781210.598511	430078.012679	27	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
471470801032025	1769282.05597	781103.634453	3037719.79763	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	71
471470801032026	1768241.49732	778403.037679	324528.227983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	12
471470801032027	1768522.41854	781467.963022	5018000.51198	0	0	0	0	3	37	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	46
471470801032028	1767652.29459	778484.734918	416729.575267	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5
471470801032029	1767015.05953	781591.827695	16741744.0055	66	0	0	0	24	141	133	31	0	0	0	2	8	0	0	0	28	0	0	0	0	367
471470801032030	1765676.43261	783041.648003	269920.199765	18	0	0	0	1	6	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	9
471470801032031	1766899.09469	784190.970583	357289.507966	29	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
471470801032032	1765584.65662	780983.769441	4222669.52025	1	0	0	0	27	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	40
471470801032033	1767927.83751	784844.774321	984078.33766	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
471470801032034	1767224.36659	784842.830717	144548.005599	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
471470801032035	1766742.89289	784994.283685	101268.721551	9	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
471470801032036	1764613.42186	781161.898838	89677.9576001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
471470801032037	1769642.93526	785462.495774	4052.77719339	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
471470801032038	1766197.95554	784502.799075	710227.347978	16	0	0	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
471470801032039	1765112.80046	783122.848935	779777.380471	35	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
471470801032040	1764391.01393	779039.444945	97781.3743155	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
471470801032041	1764554.6687	780779.930289	60001.6561738	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
471470801032042	1762951.79557	784254.224579	8536076.37012	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
471470801032043	1764283.56322	784118.447335	543429.482683	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
471470801032044	1763706.31024	785626.35892	117694.423337	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
471470801032045	1764612.62847	785216.210314	218536.810537	6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
471470801032046	1764075.12555	782457.296789	1844083.63503	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
471470801032047	1760637.9866	784809.679213	6625514.48066	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
471470801032048	1759424.96276	783619.172451	3658329.15813	1	0	0	0	0	0	1	13	0	0	0	0	0	0	0	0	0	0	0	0	0	14
471470801032049	1760408.74189	782510.873726	89655.8473429	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
471470801032050	1759920.5948	782480.955588	81555.4758552	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
471470801032051	1764747.73749	784820.241916	69561.1995323	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
471470801032052	1765474.37725	784665.230932	2327273.08306	11	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
471470801032053	1763544.29391	781958.654696	90829.1888763	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
471470801032054	1762122.60612	781065.672781	2578676.07797	9	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
471470801032055	1760495.7491	781232.594489	6351353.96511	12	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
471470801032056	1764693.88036	783936.212954	3620.58256677	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
471470801032057	1766419.41726	784983.434437	124762.759574	13	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
471470801032058	1760878.42109	782802.96115	112758.78121	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
471470801032059	1763420.76029	780204.848172	7181209.32731	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
471470801032060	1772489.91284	782428.127955	413177.689227	32	0	0	0	0	0	0	14	0	0	0	2	1	0	0	0	0	0	0	1	0	18
471470801032061	1772366.25046	781738.884701	615435.732377	38	0	0	0	0	0	1	13	0	0	2	2	0	0	0	0	0	0	0	1	0	19
471470801032062	1770942.83063	780125.884876	4219257.91735	175	0	0	0	1	0	2	115	0	0	18	20	7	0	2	0	8	0	0	2	0	175
471470801032063	1769961.46413	780762.415464	5288162.89983	70	0	0	0	0	0	0	10	0	0	1	6	0	0	1	0	3	0	26	0	0	47
471470801032064	1771022.9362	781921.539431	874139.378262	35	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
471470801032065	1770114.41894	779054.505242	724755.399092	1	0	0	0	0	0	0	21	0	0	2	0	2	0	0	0	0	0	0	2	0	27
471470801032066	1770299.73207	778628.384936	17803.2707382	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
471470801032067	1772698.83818	779193.615257	3951550.07147	15	0	0	0	0	0	1	21	0	0	0	2	0	0	2	0	3	0	17	1	0	47
471470801032068	1772459.90043	778368.691264	594619.825031	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	4
471470801032069	1771640.04007	780527.79373	1231022.10549	62	0	0	0	0	0	0	30	1	0	4	3	2	0	1	0	1	0	1	1	0	44
471470801032070	1765018.89589	782346.220288	77319.296953	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
471470801032071	1765055.24246	783215.797198	554255.174376	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
471470801041000	1750659.34023	778441.004007	38866333.3558	47	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
471470801041001	1754192.69647	776798.110149	20005056.7394	11	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
471470801041002	1753184.4047	775454.49899	1494898.51049	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
471470801041003	1754607.58351	773743.261282	30768385.8553	43	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2
471470801041004	1756839.89221	771908.814153	437993.848045	11	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
471470801041005	1757773.98871	771868.447104	2651761.90436	16	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
471470801041006	1754363.33427	770403.854266	16026471.8237	30	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
471470801041007	1756657.36215	766895.585332	20722878.9431	43	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
471470801041008	1759568.41329	764989.385275	1252706.14353	6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
471470801041009	1762085.45926	764801.277768	7987954.76486	14	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
471470801041010	1764290.61168	763336.588631	3432699.74495	59	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
471470801041011	1763409.82365	762128.887909	366482.001245	27	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
471470801041012	1764829.87216	764666.397198	235996.355912	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
471470801041013	1763448.6161	762529.60264	456035.205437	23	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
471470801041014	1762808.72706	762939.99955	393790.577256	23	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
471470801041015	1762954.40733	763686.879288	1309880.10342	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
471470801041016	1761313.45701	763457.534987	2854404.95897	18	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
471470801041017	1761915.55395	763906.571594	6553.65800755	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
471470801042000	1748957.1582	820512.552951	19085328.6022	22	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
471470801042001	1753593.39159	814169.442342	29698076.0894	23	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
471470801042002	1750861.09803	816520.737545	137365.688716	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
471470801042003	1754056.65672	817699.887607	11224745.9379	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
471470801042004	1757268.71943	810266.429112	14142972.4754	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
471470801042005	1744056.91285	819910.537139	6696788.33425	5	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	2
471470801042006	1747975.04377	816171.998301	40714943.1817	10	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
471470801042007	1747352.07652	813370.461933	11954.8532372	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
471470801042008	1758500.56991	807813.220074	741230.84494	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
471470801042009	1756481.19166	808054.331474	1108454.0769	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
471470801042010	1753036.04051	809678.895116	13563219.7383	11	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
471470801042011	1749039.64323	810396.872913	11065808.2629	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
471470801042012	1745693.48696	812321.450203	20605981.7567	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
471470801042013	1744001.99774	810869.294686	8658407.93286	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
471470801042014	1743606.65001	814630.718551	3205.77211755	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
471470801042015	1740777.10551	817140.583976	35869107.9786	20	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	6
471470801042016	1739806.40632	811290.169202	40188796.3639	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
471470801042017	1749789.35205	808447.19837	1337324.19454	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
471470801042018	1733969.66413	810150.867044	356692.464995	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
471470801042019	1733353.37244	809882.121345	8212.1483436	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
471470801042020	1755243.34376	807619.548269	588860.759685	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
471470801042021	1757372.26233	807457.233966	1829370.63622	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
471470801042022	1757760.68926	807618.722194	16210.4708149	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
471470801042023	1744125.49241	807332.998651	4000524.93922	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
471470801042024	1744352.41448	806082.335657	6707.614992	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
471470801042025	1744599.68865	806449.127655	253698.576937	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
471470801042026	1745719.16713	807223.428219	966894.706693	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
471470801042027	1746437.36647	807005.242126	134097.02995	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
471470801042028	1747890.20746	804447.351414	19285515.2693	20	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
471470801042029	1746796.56512	806964.257702	90471.2840906	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
471470801042030	1748801.73409	807169.621298	5836.08828723	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
471470801042031	1747656.97036	808054.977846	4159385.57305	5	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
471470801042032	1749940.35779	807883.727028	974413.77952	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
471470801042033	1752828.75574	807840.150111	2327815.43097	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
471470801042034	1752144.90232	806707.229963	11607055.5669	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
471470801042035	1750554.63484	802893.612043	4096506.21581	5	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
471470801042036	1753183.26017	804856.990834	11809110.8613	14	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
471470801042037	1756969.13389	804694.056555	14979965.4177	13	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
471470801042038	1759952.41845	803757.838928	4139847.25754	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
471470801042039	1749934.90926	805372.881619	86441.545531	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
471470801042040	1744897.22558	803700.562673	5270351.20394	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
471470801042041	1745222.897	805389.41553	397291.651643	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
471470801042042	1745035.19511	806002.416013	713055.906941	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
471470801042043	1745767.6471	806345.633813	456552.618963	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
471470801042044	1745771.14225	805571.299589	340346.792809	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
471470801042045	1751796.25883	799418.922573	29579236.6598	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	4
471470801042046	1757113.54028	800935.588212	24053006.4029	26	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
471470801042047	1761071.98433	798164.219861	26037842.9172	16	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
471470801042048	1756032.92043	796372.964055	29470364.0841	20	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
471470801042049	1755969.56486	792665.757621	12018821.9721	11	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
471470801042050	1752229.50895	792563.006742	23392705.1808	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	6
471470801042051	1750071.86636	792315.895206	109969.94115	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
471470801042052	1748356.58891	794066.908945	7171490.62912	12	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
471470801042053	1748168.47065	796862.010872	3613399.95358	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
