       1    33.0   138.4   232.6       0
       2     2.4    30.5    47.1       0
       3     5.2    87.7   105.1       0
       4     0.7    21.5    48.8       0
       5     2.1     6.0    12.9       0
       6     6.1    32.6    42.3       0
       7    16.2    69.5   181.3       0
       8    20.7   296.9   293.4       0
       9     4.3    69.1   113.6       0
      10    12.5   111.8   192.7       0
      11    12.2    85.8   169.0       0
      12   132.0   466.2   309.8       0
      13    25.5   164.7   240.8       0
      14    11.8   120.6   209.5       0
      15    24.4   215.3   278.3       0
      16    34.3   105.3   233.4       0
      17    11.1   110.5   215.4       0
      18     5.0    64.4   244.5       0
      19    11.1    86.0   260.9       0
      20     0.4    18.5    99.1       0
      21    77.1   351.7   204.2       0
      22    64.9    83.7   177.4       0
      23     3.2    24.7    20.1       0
      24    17.2   132.8   121.0       0
      25    19.1    66.1    56.8       0
      26    55.2   147.9   107.9       0
      27    14.0   108.7   147.3       0
      28    18.1    41.6    74.2       0
      29     6.6    56.5   183.9       0
      30    24.6   105.7   169.7       0
      31    23.6    26.7    28.7       0
      32   171.2   312.7   264.1       0
      33     8.7    31.8    78.6       0
      34    10.7    48.3    42.0       0
      35    24.2    78.4    59.4       0
      36     0.3     3.4    11.2       0
      37    70.8   510.6   345.5       0
      38    33.2   150.3   166.5       0
      39    78.1   221.6   200.2       0
      40    19.4    83.2   132.4       0
      41    31.0    67.4   173.6       0
      42     8.0    48.3   131.7       0
      43    98.3   236.9   161.7       0
      44    24.0    61.1   148.9       0
      45    40.6   146.1   106.3       0
      46    16.4    84.6   134.0       0
      47     9.8    27.8    52.4       0
      48    16.3    43.1    73.6       0
      49    30.7   113.0   166.2       0
      50     0.4    33.5   156.1       0
      51   217.9   384.6   292.5       0
      52    11.7    19.9    33.4       0
      53    28.7   120.1   103.2       0
      54     9.3    52.7   144.0       0
      55    20.0   113.0   229.0       0
      56    24.4    86.5   195.1       0
      57    78.3   148.1   222.5       0
      58    30.6    72.0    29.4       0
      59     6.0    11.2    21.7       0
      60     4.5    16.9    27.6       0
      61    29.6    80.0    79.4       0
      62     7.2    64.9    49.9       0
      63    41.2   136.5    59.3       0
      64   128.3   210.2   113.6       0
      65     0.0     0.0     0.0       0
      66    82.3   168.9   175.8       0
      67    99.3   157.1   147.6       0
      68     7.1   156.6   227.2       0
      69     8.7    59.2   166.1       0
      70    37.1   123.1   127.8       0
      71   114.2   551.9   308.9       0
      72    14.9    80.7   110.4       0
      73     9.4   173.6   222.1       0
      74    61.4   119.6   107.0       0
      75    19.5    58.7    81.8       0
      76    37.1   107.1   212.8       0
      77    40.5   103.9   207.6       0
      78    13.3    85.4   167.3       0
      79     7.3    61.7   169.0       0
      80    27.2   213.6   204.3       0
      81     8.0    68.3   130.6       0
      82    13.9   114.5   281.6       0
      83     9.7    50.0   144.3       0
      84    10.9    74.1    90.1       0
      85     9.1    60.1   205.9       0
      86    13.4    82.7    54.9       0
      87     8.3    70.4   218.3       0
      88    16.3    83.7    84.1       0
      89    59.4   192.6   211.1       0
      90   116.5   495.3   282.2       0
      91     8.6    33.7    58.8       0
      92    15.1   119.0   263.9       0
      93    11.2    72.8   353.0       0
      94    18.9   107.1   276.0       0
      95    32.0   197.8   329.2       0
      96     0.4    26.2   115.5       0
      97     1.5    64.2   222.3       0
      98     1.3    73.9   251.8       0
      99    40.2   511.7  1058.0       0
     100    33.1   109.5    73.5       0
     101     8.3    57.6    80.1       0
     102     4.4   262.3   584.4       0
     103     0.4    13.8    52.8       0
     104    43.3   209.0   182.7       0
     105     2.2    61.5   186.3       0
     106     0.5    15.9    25.7       0
     107    16.2   171.2   478.6       0
     108     2.4   111.5   328.1       0
     109    80.5   613.7   646.8       0
     110    34.4   178.0    92.7       0
     111    20.6   287.4   508.9       0
     112     4.8    47.3   138.9       0
     113     4.3    29.8    93.9       0
     114     0.2     1.2     6.6       0
     115     5.3    95.6   451.1       0
     116    15.9    96.1   430.0       0
     117     7.6    46.1   171.3       0
     118   318.0  1147.1   531.0       0
     119    15.2   122.6   211.2       0
     120    29.9    57.4    31.7       0
     121    76.2    69.3    73.5       0
     122     6.8    17.2    15.0       0
     123     0.5     1.3     1.2       0
     124    37.5    63.0    29.5       0
     125     1.4     4.5     2.0       0
     126    18.3    44.2    49.5       0
     127     6.3     9.5    14.1       0
     128    23.2    79.2    76.6       0
     129    45.9    47.4    47.7       0
     130    17.4    51.4    36.2       0
     131    24.7    76.3    36.0       0
     132    57.2   105.5    59.3       0
     133    18.4    51.6    49.1       0
     134     0.0     0.0     0.0       0
     135     0.0     0.0     0.0       0
     136     0.0     0.0     0.0       0
     137    10.1     7.9     2.0       0
     138    24.8    17.7     9.5       0
     139     0.0     0.0     0.0       0
     140     0.7     0.3     0.1       0
     141     0.0     0.0     0.0       0
     142     8.8    27.6    74.6       0
     143     0.0     0.0     0.0       0
     144   141.0   126.7    28.3       0
     145     1.0     6.4     0.6       0
     146     0.0     0.0     0.0       0
     147    23.3    57.7    92.0       0
     148     6.0    13.1     9.9       0
     149    16.3    73.2    69.6       0
     150   141.9   119.1    89.0       0
     151    12.1    31.7    46.2       0
     152    30.8    56.1    39.1       0
     153     0.0     0.0     0.0       0
     154    14.3    52.4    28.3       0
     155     0.0     0.0     0.0       0
     156    30.1   113.6   114.3       0
     157     1.3     1.3     2.5       0
     158     0.0     0.0     0.0       0
     159    53.4   146.4    84.2       0
     160    51.9   216.9   100.2       0
     161    44.8    68.6    37.6       0
     162   113.2   194.6    30.2       0
     163    68.4   146.9    26.7       0
     164     0.0     0.0     0.0       0
     165     0.9     2.6     1.4       0
     166     0.7     0.3     0.0       0
     167     0.0     0.0     0.0       0
     168     0.0     0.0     0.0       0
     169     0.0     0.0     0.0       0
     170     0.0     0.0     0.0       0
     171    21.6    48.9    33.4       0
     172     1.0     0.8     0.2       0
