stop_id,mode,XCOORD,YCOORD
544,1,1743355.132,658100.3466
545,1,1743660.59,657585.3948
546,1,1743837.577,657294.9677
547,1,1744022.629,656977.9039
548,1,1744165.343,656722.3293
549,1,1744439.763,656237.843
550,1,1745245.1,655247.6021
551,1,1745516.505,654942.2591
552,1,1745668.423,654689.8978
553,1,1746198.675,653441.517
554,1,1747103.368,651099.2435
555,1,1747417.065,650291.2185
556,1,1747538.441,649979.3991
557,1,1747817.048,649253.5567
558,1,1748343.691,647971.0292
559,1,1748191.114,648338.4167
560,1,1748669.077,647176.0365
561,1,1748862.47,646696.9455
562,1,1749026.261,646286.8842
563,1,1749194.996,645865.8654
564,1,1749366.922,645436.4505
565,1,1749531.589,645023.1096
566,1,1749723.868,644549.1302
567,1,1749856.979,644219.7594
568,1,1749995.024,643878.3388
569,1,1750115.699,643583.6471
570,1,1750300.773,643131.2049
571,1,1750563.657,642496.1579
573,1,1750897.995,641657.0779
574,1,1751301.31,640793.8218
575,1,1752347.193,639559.5389
576,1,1751839.499,640142.8876
577,1,1752931.091,638890.0823
578,1,1753317.412,638390.2931
579,1,1753563.611,637721.9089
580,1,1753849.826,636511.1783
581,1,1753751.226,636922.5446
584,1,1754157.122,635230.7643
585,1,1754400.868,634224.5809
586,1,1754592.798,633562.7981
587,1,1756251.082,631832.6939
588,1,1756584.259,630391.9451
589,1,1756500.65,631042.3617
590,1,1756639.162,629978.3625
591,1,1756774.268,628972.6354
592,1,1756938.192,627864.0409
593,1,1757122.924,627012.3048
595,1,1757324.988,626184.4702
596,1,1757480.504,625498.5864
597,1,1757516.046,625264.6171
598,1,1757629.637,623976.5638
602,1,1738143.834,667987.033
604,1,1738815.553,666707.8849
605,1,1738585.866,667150.5724
608,1,1739062.106,666231.9372
609,1,1739258.716,665860.1413
610,1,1739413.331,665552.752
611,1,1739585.483,665222.6537
612,1,1739828.252,664750.3837
613,1,1739994.828,664423.2447
614,1,1740254.497,663920.9933
615,1,1740520.857,663404.8579
616,1,1740696.574,663074.3749
617,1,1741367.068,661797.8505
618,1,1741600.132,661360.6216
619,1,1741823.895,660941.3059
620,1,1742026.091,660557.1095
621,1,1742575.847,659495.9849
622,1,1742758.539,659145.0747
623,1,1742986.346,658709.7195
624,1,1743355.132,658100.3466
625,1,1743660.59,657585.3948
626,1,1743837.577,657294.9677
627,1,1744022.629,656977.9039
628,1,1744165.343,656722.3293
629,1,1744439.763,656237.843
630,1,1745245.1,655247.6021
631,1,1745516.505,654942.2591
632,1,1745668.423,654689.8978
633,1,1746198.675,653441.517
634,1,1747103.368,651099.2435
635,1,1747417.065,650291.2185
636,1,1747538.441,649979.3991
637,1,1747817.048,649253.5567
638,1,1748343.691,647971.0292
639,1,1748191.114,648338.4167
640,1,1748669.077,647176.0365
641,1,1748862.47,646696.9455
642,1,1749026.261,646286.8842
643,1,1749194.996,645865.8654
644,1,1749366.922,645436.4505
645,1,1749531.589,645023.1096
646,1,1749723.868,644549.1302
647,1,1749856.979,644219.7594
648,1,1749995.024,643878.3388
649,1,1750115.699,643583.6471
650,1,1750300.773,643131.2049
651,1,1750563.657,642496.1579
653,1,1750897.995,641657.0779
654,1,1751301.31,640793.8218
655,1,1752347.193,639559.5389
656,1,1751839.499,640142.8876
657,1,1752931.091,638890.0823
658,1,1753317.412,638390.2931
659,1,1753563.611,637721.9089
660,1,1753849.826,636511.1783
661,1,1753751.226,636922.5446
662,1,1753391.589,636246.2875
663,1,1752681.882,635944.6916
664,1,1751587.727,635569.1821
665,1,1750564.379,635573.9634
666,1,1749805.727,635684.1691
667,1,1748328.092,636105.6513
668,1,1747487.65,636492.4817
670,1,1746413.475,636993.6186
671,1,1744995.256,637020.5625
673,1,1742297.379,647002.3981
674,1,1741483.256,648470.7699
675,1,1739395.651,647676.8831
676,1,1738775.853,647633.0202
677,1,1738371.285,647611.8472
678,1,1737494.923,647733.5101
680,1,1737068.348,647804.6338
682,1,1736576.28,647886.1183
683,1,1735900.164,648001.8553
684,1,1734414.252,648247.9286
685,1,1734442.39,648695.1087
686,1,1734493.927,649113.7042
687,1,1734574.251,649549.1769
688,1,1734716.307,650240.4366
689,1,1734787.268,650578.0585
690,1,1734845.916,650854.2568
691,1,1735030.774,651653.6575
692,1,1735078.221,651860.0507
693,1,1735250.203,652712.3434
694,1,1735461.994,654071.0652
695,1,1735524.902,654694.1648
696,1,1735569.756,655202.7365
697,1,1735604.893,655824.9684
698,1,1735558.601,656383.4211
699,1,1735532.831,656666.8552
700,1,1735596.608,657105.3785
701,1,1735791.54,657732.8769
702,1,1735888.625,658091.4072
703,1,1735942.184,658435.3623
704,1,1736040.637,659074.5608
705,1,1736119.018,659531.5348
706,1,1736333.025,660404.9787
707,1,1736495.294,661124.4849
708,1,1736638.416,661629.7232
709,1,1736935.559,662528.3529
712,1,1736620.676,663466.1119
713,1,1736737.526,663237.2816
714,1,1736423.551,663845.2103
715,1,1737251.517,664341.319
716,1,1737829.232,665038.2176
717,1,1737393.147,665918.3263
718,1,1738438.377,666534.3235
719,1,1738222.923,666947.4128
721,1,1738058.096,667267.268
722,1,1737845.897,667679.9704
723,1,1737731.345,667899.6775
726,2,1738143.834,667987.033
727,2,1738804.504,666729.0874
729,2,1738585.866,667150.5724
732,2,1739062.106,666231.9372
733,2,1739258.716,665860.1413
734,2,1739413.331,665552.752
735,2,1739585.483,665222.6537
736,2,1739828.252,664750.3837
737,2,1739994.828,664423.2447
738,2,1740254.497,663920.9933
739,2,1740520.857,663404.8579
740,2,1740696.574,663074.3749
741,2,1771379.045,656911.9595
742,1,1738527.359,668181.6547
743,1,1738996.242,668085.8219
744,1,1740361.328,669036.8209
745,1,1740486.069,669320.8848
746,1,1740031.915,670903.7107
748,1,1739932.159,671501.538
749,1,1739880.322,671925.6999
750,1,1740125.915,674243.4719
751,1,1740165.402,674646.5254
752,1,1740227.385,675244.8955
753,1,1740272.435,675679.9418
754,1,1740374.285,676469.1233
755,1,1740430.898,676874.2269
756,1,1740474.257,677320.2089
757,1,1740575.881,678194.2173
758,1,1740667.016,678711.9047
759,1,1740754.229,679069.4417
760,1,1741383.425,680581.8461
761,1,1741720.405,682425.2968
763,1,1741867.685,682883.2083
764,1,1741944.667,683068.27
765,1,1742115.989,683394.9359
766,1,1742344.698,683741.5402
767,1,1742761.838,684605.4452
768,1,1742962.121,685280.6511
769,1,1743037.247,685531.9878
770,1,1743123.948,685830.197
771,1,1743224.307,686177.8109
773,1,1743427.561,686858.4583
774,1,1743790.728,688112.3361
775,1,1744034.717,688951.7623
776,1,1744230.716,689614.6343
777,1,1744458.101,690446.1847
778,1,1744188.261,691135.6119
779,1,1740327.774,691416.3392
780,1,1741138.903,691380.8144
781,1,1739449.797,691687.9597
782,1,1738049.833,692593.9471
783,1,1738126.225,693444.1314
784,1,1738340.759,695936.9208
785,1,1738394.056,696518.6195
786,1,1738687.586,697161.3861
787,1,1739089.896,697727.5674
788,1,1739264.796,697620.2375
789,1,1740038.404,697523.453
790,1,1740471.877,697671.1074
791,1,1740564.596,697313.601
792,1,1741067.527,697256.8451
794,1,1741755.255,696924.5121
795,1,1742102.648,696700.0754
796,1,1742145.335,696126.7187
797,1,1741306.468,695131.7967
798,1,1740642.101,695066.0437
799,1,1740509.145,694624.4037
800,1,1740430.414,693879.443
801,1,1739945.851,693357.9462
802,1,1739888.337,692985.2466
803,1,1739978.75,692931.3787
805,1,1741315.576,693928.5262
806,1,1741618.962,694217.0188
807,1,1742583.06,694254.5988
808,1,1742788.983,693999.2422
810,1,1738049.833,692593.9471
811,1,1738126.225,693444.1314
812,1,1738340.759,695936.9208
813,1,1738394.056,696518.6195
814,1,1738687.586,697161.3861
815,1,1739089.896,697727.5674
816,1,1739264.796,697620.2375
817,1,1740038.404,697523.453
818,1,1740471.877,697671.1074
819,1,1740564.596,697313.601
820,1,1741067.527,697256.8451
822,1,1741755.255,696924.5121
823,1,1742102.648,696700.0754
824,1,1742145.335,696126.7187
825,1,1741306.468,695131.7967
826,1,1740642.101,695066.0437
827,1,1740509.145,694624.4037
828,1,1740430.414,693879.443
829,1,1739945.851,693357.9462
830,1,1739888.337,692985.2466
831,1,1739978.75,692931.3787
832,1,1741070.228,693707.6575
834,1,1741618.962,694217.0188
835,1,1742583.06,694254.5988
836,1,1742788.983,693999.2422
840,1,1741476.689,692251.8835
842,1,1742122.072,692859.8806
843,1,1740442.033,691803.8811
844,1,1740315.052,691560.6049
845,1,1741126.794,691378.7254
846,1,1742750.029,691469.7395
847,1,1744435.881,691079.4449
849,1,1744460.86,690459.6333
850,1,1744294.312,689827.475
851,1,1744064.696,689051.6435
852,1,1743813.473,688192.2505
853,1,1743608.567,687486.4932
854,1,1743378.744,686688.8268
855,1,1743156.974,685941.703
856,1,1743043.303,685551.9633
857,1,1742886.962,685025.3103
858,1,1742766.989,684622.8794
859,1,1742125.855,683411.6049
861,1,1741656.4,682127.2781
862,1,1741373.714,680547.7018
863,1,1741082.602,679812.7918
864,1,1740768.994,679108.2786
865,1,1740587.342,678262.9322
866,1,1740488.442,677472.2695
867,1,1740435.336,676913.1451
868,1,1740352.773,676323.6737
871,1,1740229.621,675266.3567
872,1,1740151.049,674510.8488
873,1,1740104.63,673940.3879
874,1,1739950.536,672630.3051
876,1,1739915.81,671598.8682
877,1,1740081.788,670491.9426
878,1,1738987.651,668081.8856
879,1,1738564.845,668107.0907
881,1,1742948.148,663991.5785
882,1,1741609.017,664559.7818
884,1,1741195.124,664786.5593
885,1,1740633.161,665178.695
886,1,1740201.621,666046.7114
887,1,1739720.045,666520.1408
888,1,1739599.101,666457.0267
889,1,1738730.066,666017.9685
890,1,1738477.031,666457.93
892,1,1738222.923,666947.4128
894,1,1738058.096,667267.268
895,1,1737845.897,667679.9704
896,1,1737731.345,667899.6775
901,1,1738143.834,667987.033
904,1,1738585.866,667150.5724
905,1,1738698.378,666933.0694
907,1,1739062.106,666231.9372
908,1,1739416.518,666364.1859
909,1,1740029.223,665785.961
910,1,1740410.194,665617.6737
911,1,1740565.686,665307.3714
912,1,1741002.282,664891.1021
913,1,1741541.402,664596.3534
914,1,1742017.656,664339.9683
915,1,1742248.508,664224.9414
918,1,1743079.495,663949.7803
920,1,1744593.104,663906.7026
921,1,1744686.358,664397.0772
924,1,1738143.834,667987.033
927,1,1738585.866,667150.5724
929,1,1738914.678,666514.1523
930,1,1739062.106,666231.9372
931,1,1739258.716,665860.1413
932,1,1739413.331,665552.752
933,1,1739223.168,663538.1741
934,1,1739471.685,663417.5242
936,1,1740236.097,663086.7462
937,1,1741770.685,662438.3121
938,1,1740935.815,662786.714
5896,3,1771714.652,668074.4899
940,1,1743337.888,661760.9466
941,1,1742769.07,662004.9264
942,1,1743714.566,661600.7464
943,1,1744475.885,661277.7508
944,1,1744695.728,661185.4001
946,1,1745858.236,660696.9728
947,1,1746229.933,660538.3003
948,1,1746533.374,660411.1006
949,1,1747164.991,660146.6922
950,1,1747722.44,659912.3519
951,1,1748643.119,659527.4547
952,1,1749104.04,659332.4645
954,1,1749767.787,659054.7641
955,1,1750620.023,658710.1294
956,1,1752057.898,658098.2887
957,1,1752613.11,657870.2491
958,1,1754405.841,656876.181
959,1,1754909.558,656427.5939
960,1,1755348.573,656053.0295
961,1,1756003.651,655702.7294
962,1,1756773.621,655231.1046
963,1,1757391.44,654626.6443
964,1,1758028.366,654006.4048
965,1,1758622.141,653418.5286
966,1,1759062.056,652992.3217
968,1,1760065.651,652013.4418
969,1,1760668.068,651424.8187
970,1,1762483.208,649792.2096
973,1,1764210.67,648890.2365
974,1,1764894.296,648529.0186
975,1,1769594.874,646056.5055
976,1,1769975.433,645851.8484
977,1,1770552.336,645544.6487
978,1,1771665.675,644882.1428
979,1,1773629.17,643279.0894
982,1,1775416.408,641751.2485
983,1,1776047.935,640574.4762
984,1,1776538.76,639559.5567
985,1,1777017.138,638533.8077
986,1,1777248.17,637813.3081
987,1,1777787.11,636507.9578
988,1,1779065.914,635267.658
989,1,1780059.279,634017.2618
990,1,1780415.872,633545.3361
991,1,1780386.142,633063.912
992,1,1780347.481,631573.0797
994,1,1780243.493,630853.6973
996,1,1779993.015,630016.5949
997,1,1779110.942,629100.6237
998,1,1778654.547,627386.4704
1000,1,1777496.79,625924.8541
1001,1,1777646.01,626049.4607
1002,1,1776671.842,625540.4332
1003,1,1775939.853,625268.2671
1004,1,1744487.183,637045.9719
1005,1,1745271.244,637057.0188
1006,1,1746367.831,637014.3553
1007,1,1747342.771,636559.4801
1008,1,1748227.674,636151.9207
1009,1,1749769.886,635673.155
1010,1,1750768.089,635547.6744
1011,1,1751547.785,635562.929
1012,1,1752411.508,635829.1265
1013,1,1752736.135,635967.9492
1014,1,1753576.267,636323.5465
1015,1,1753667.273,637276.6486
1016,1,1753546.976,637789.7436
1017,1,1753424.281,638178.3561
1018,1,1752998.763,638811.6738
1019,1,1752708.132,639145.4799
1020,1,1752380.297,639521.4315
1022,1,1752015.851,639939.5254
1023,1,1751303.353,640790.5301
1024,1,1750907.859,641632.9771
1025,1,1750645.989,642286.943
1026,1,1750532.934,642575.0219
1027,1,1750298.744,643136.3168
1028,1,1750082.349,643666.536
1029,1,1750017.944,643822.8315
1030,1,1749646.142,644740.4754
1031,1,1749420.258,645301.7155
1032,1,1749260.815,645702.2762
1033,1,1749063.668,646194.4981
1034,1,1748555.692,647454.2979
1036,1,1748320.485,648026.9042
1037,1,1747852.393,649163.0047
1038,1,1747708.999,649532.1452
1039,1,1747572.026,649890.6803
1040,1,1747352.485,650459.5356
1041,1,1747235.446,650758.5813
1042,1,1747001.104,651359.9528
1043,1,1746270.579,653267.3159
1044,1,1746120.966,653628.8686
1045,1,1745930.097,654078.4741
1046,1,1745567.349,654871.9706
1047,1,1745312.741,655172.8149
1048,1,1745157.252,655344.3881
1049,1,1744469.519,656190.6508
1050,1,1744122.239,656799.8412
1051,1,1743937.563,657127.4586
1052,1,1743803.78,658189.3218
1053,1,1743474.078,659154.7836
1054,1,1742764.979,660536.4019
1056,1,1742481.275,661070.8529
1057,1,1742226.027,661580.329
1058,1,1741381.705,663209.1386
1059,1,1741209.554,663543.5939
1060,1,1741085.032,663777.1988
1061,1,1740888.395,664150.4379
1062,1,1740697.665,664523.2677
1064,1,1740382.326,665154.0991
1065,1,1740075.914,665754.6478
1066,1,1739599.101,666457.0267
1067,1,1739433.737,666413.5597
1069,1,1738944.862,667340.6623
1070,1,1738564.845,668107.0907
1071,1,1775444.875,626315.2484
1073,1,1776487.603,625530.0064
1074,1,1776806.995,625593.4142
1076,1,1778608.274,627272.1036
1080,1,1779618.72,629593.8453
1081,1,1780108.096,630259.3837
1082,1,1780339.867,631447.5375
1083,1,1780298.603,632782.3549
1084,1,1780348.465,633632.4147
1086,1,1779926.544,634192.1355
1087,1,1778958.408,635367.3799
1089,1,1779611.269,634607.7362
1090,1,1778076.354,636185.3367
1091,1,1777275.375,637726.8517
1092,1,1777009.019,638557.1597
1093,1,1776828.838,638968.258
1094,1,1776608.15,639418.9422
1095,1,1776086.981,640492.3082
1096,1,1775479.957,641666.7317
1098,1,1773791.952,643146.9393
1099,1,1770286.252,645686.2625
1100,1,1769730.25,645982.0386
1101,1,1768649.814,646562.848
1103,1,1764974.633,648485.8603
1104,1,1763265.356,649376.3729
1105,1,1761113.318,650992.781
1106,1,1760730.839,651364.3008
1107,1,1760126.358,651953.6655
1108,1,1759781.765,652292.1614
1109,1,1759343.914,652720.8903
1110,1,1758699.861,653343.7
1111,1,1758356.191,653682.5708
1112,1,1757996.402,654037.5811
1113,1,1757731.887,654294.3379
1115,1,1757416.07,654602.4377
1116,1,1756665.649,655327.2748
1117,1,1755986.875,655710.4977
1118,1,1755253.738,656127.6297
1119,1,1754451.021,656836.1657
1120,1,1754121.118,657108.0026
1121,1,1753016.448,657707.788
1122,1,1752503.014,657916.2131
1123,1,1751535.44,658322.0886
1124,1,1751927.488,658152.052
1125,1,1750546.142,658741.2662
1126,1,1749911.446,658996.8862
1127,1,1749190.575,659296.1314
1128,1,1748730.245,659491.1157
1129,1,1748423.258,659620.5034
1130,1,1747569.392,659976.8653
1131,1,1746676.123,660351.7574
1132,1,1746451.553,660445.2213
1133,1,1745881.783,660687.3263
1134,1,1744612.144,661220.2678
1135,1,1743860.534,661539.1798
1138,1,1742462.156,662136.9257
1139,1,1743089.812,661866.2696
1140,1,1741857.492,662401.2266
1142,1,1740749.557,662866.8154
1143,1,1740537.413,662958.7716
1144,1,1739964.87,663584.3563
1145,1,1739635.137,664223.6823
1147,1,1738926.573,665596.2969
1148,1,1738719.199,665987.8391
1150,1,1738438.377,666534.3235
1151,1,1738222.923,666947.4128
1152,1,1737950.825,667474.9025
1154,1,1737845.897,667679.9704
1155,1,1737731.345,667899.6775
1158,1,1724480.532,679855.4837
1159,1,1724165.829,679453.3195
1160,1,1724976.7,680468.3626
1161,1,1726422.211,681381.9914
1162,1,1726295.377,681773.6827
1163,1,1726194.433,682085.7941
1164,1,1726613.025,683273.463
1165,1,1727055.007,684122.3743
1166,1,1727312.657,684627.7101
1167,1,1725523.438,684217.863
1169,1,1723532.247,684489.5261
1170,1,1724268.06,684910.6904
1171,1,1721758.128,683265.0331
1172,1,1721765.044,683487.4104
1173,1,1722275.099,683895.528
1174,1,1722515.386,684395.873
1175,1,1722510.253,684693.7121
1176,1,1722490.404,685376.4811
1177,1,1722459.281,686605.4271
1178,1,1722413.309,687337.9311
1179,1,1721689.29,687291.6883
1180,1,1719423.215,686993.6957
1181,1,1720153.269,687088.6132
1182,1,1718894.291,686721.9469
1183,1,1718993.851,686329.0001
1184,1,1718986.115,685604.5997
1185,1,1719322.16,685539.0801
1186,1,1719324.405,684978.7821
1187,1,1719561.821,684867.518
1188,1,1720004.419,684772.3277
1189,1,1720541.263,684658.1319
1190,1,1720980.882,684558.9777
1191,1,1720822.063,683688.0683
1192,1,1720498.412,681730.058
1193,1,1720728.315,681083.3474
1194,1,1721390.584,679756.8912
1195,1,1722062.97,679124.612
1196,1,1722465.246,678822.6594
1197,1,1723184.302,678259.9074
1198,1,1723502.113,678016.5715
1199,1,1723846.965,677759.9042
1200,1,1724022.354,677632.8212
1201,1,1726384.803,675899.3319
1202,1,1726864.417,675553.4719
1203,1,1727258.013,675295.7104
1206,1,1728099.921,674756.4492
1207,1,1727827.224,674933.1003
1208,1,1728793.763,674188.5895
1209,1,1728882.627,673943.2108
1210,1,1729575.369,673202.4562
1211,1,1730047.245,673232.0491
1212,1,1730513.539,673264.9721
1213,1,1730931.987,673293.9276
1214,1,1731501.371,673337.6684
1215,1,1731915.041,673360.1244
1216,1,1732948.551,673099.7552
1217,1,1734224.248,672021.261
1218,1,1734003.61,672437.7027
1221,1,1734512.337,671513.9907
1222,1,1734893.885,670773.3408
1224,1,1735131.979,670285.7762
1225,1,1735516.131,669534.5571
1226,1,1735796.743,669009.1589
1227,1,1736293.233,667282.8563
1228,1,1736569.38,667373.4699
1230,1,1737298.603,667753.1503
1233,1,1718331.797,674231.4443
1235,1,1718903.973,674222.1253
1236,1,1718932.957,674229.1558
1240,1,1719716.653,674860.5752
1242,1,1721282.051,676695.4191
1243,1,1721863.593,677373.7706
1244,1,1722216.523,677788.3253
1246,1,1722859.367,677838.5498
1247,1,1723225.329,678191.4813
1248,1,1723502.113,678016.5715
1249,1,1723846.965,677759.9042
1250,1,1724022.354,677632.8212
1251,1,1726384.803,675899.3319
1252,1,1726864.417,675553.4719
1253,1,1727258.013,675295.7104
1256,1,1728099.921,674756.4492
1257,1,1727827.224,674933.1003
1258,1,1728793.763,674188.5895
1259,1,1728882.627,673943.2108
1260,1,1729575.369,673202.4562
1261,1,1730047.245,673232.0491
1262,1,1730513.539,673264.9721
1263,1,1730931.987,673293.9276
1264,1,1731501.371,673337.6684
1265,1,1731915.041,673360.1244
1266,1,1732948.551,673099.7552
1268,1,1734003.61,672437.7027
1269,1,1734231.809,672007.3658
1270,1,1734542.627,671463.8707
1272,1,1734893.885,670773.3408
1274,1,1735131.979,670285.7762
1275,1,1735516.131,669534.5571
1276,1,1735796.743,669009.1589
1277,1,1736293.233,667282.8563
1278,1,1736569.38,667373.4699
1281,1,1737340.69,667774.2922
1284,1,1765091.771,717984.5074
1285,1,1763534.569,716762.8297
1286,1,1762512.242,715558.8906
1287,1,1762136.956,715046.0668
1288,1,1761542.043,714197.3413
1289,1,1761182.775,713375.6941
