microzoneid,xcoord_p,ycoord_p,sqft_p,taz_p,block_p,hh_p,stugrd_p,stuhgh_p,stuuni_p,empedu_p,empfoo_p,empgov_p,empind_p,empmed_p,empofc_p,empret_p,empsvc_p,empoth_p,emptot_p,parkdy_p,parkhr_p,ppricdyp,pprichrp
28716,1741747.56086,673401.025406,73331.1959264,3799240,470370118003017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28717,1742223.3822,673036.193659,175144.291279,3799240,470370118003024,31,0,0,0,0.89,0,0.89,0,0.89,5.33,0,1.78,1.28,11.05,0,0,0,0
28718,1741679.84108,672812.173091,69719.9892917,3799240,470370118003022,7,0,0,0,0.2,0,0.2,0,0.2,1.2,0,0.4,0.29,2.49,0,0,0,0
28719,1741696.45785,673003.480984,74229.5794597,3799240,470370118003015,4,0,0,0,0.11,0,0.11,0,0.11,0.69,0,0.23,0.16,1.43,0,0,0,0
28720,1742129.79135,673731.273305,571425.966367,3799240,470370118003018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28721,1742254.39213,673301.310385,177411.560743,3799240,470370118003023,35,0,0,0,1,0,1,0,1,6.02,0,2.01,1.44,12.47,0,0,0,0
28722,1741723.07428,673202.3592,75166.3384722,3799240,470370118003016,2,0,0,0,0.06,0,0.06,0,0.06,0.34,0,0.11,0.08,0.71,0,0,0,0
28723,1742186.5059,672777.012598,169114.211348,3799240,470370118003014,12,0,0,0,0.34,0,0.34,0,0.34,2.06,0,0.69,0.49,4.28,0,0,0,0
28724,1744163.49184,673978.781616,130320.082397,3799248,470370119002009,14,0,0,0,0.07,0,0.07,0,0.07,0.41,0,0.14,0,0.75,0,0,0,0
28725,1744180.27168,672873.586399,113067.570022,3799248,470370119002024,12,0,0,0,0.06,0,0.06,0,0.06,0.35,0,0.12,0,0.64,0,0,0,0
28726,1744217.65646,674463.012354,454248.270949,3799248,470370119002000,68,0,0,0,0.33,0,0.33,0,0.33,1.99,0,0.66,0,3.65,0,0,0,0
28727,1744371.12835,674170.896366,46975.1362215999,3799248,470370119002001,4,0,0,0,0.02,0,0.02,0,0.02,0.12,0,0.04,0,0.21,0,0,0,0
28728,1743757.19101,672995.765517,930823.638573,3799248,470370119002008,100,0,0,0,0.49,0,0.49,0,0.49,2.93,0,0.98,0,5.37,0,0,0,0
28729,1743587.77912,671050.982305,132687.480737,3799247,470370119002016,1,0,0,0,0,1.65,0,4.07,24.27,18.2,1.65,0,40.8,90.64,0,0,0,0
28730,1742545.26128,671659.466843,70302.9034694,3799247,470370119002021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28731,1744178.11504,671326.640212,143189.602769,3799247,470370119002015,0,0,0,0,0,0.72,0,1.78,0,66.74,0.72,0,4.9,74.86,0,0,0,0
28732,1743427.73447,671401.031026,346907.489792,3799247,470370119002017,95,0,0,0,0,4.69,0,11.57,72.81,48.54,4.69,0,115.88,258.18,0,0,0,0
28733,1743976.86753,671773.616939,244852.807008,3799247,470370119002013,0,735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28734,1743046.10995,671857.313807,658815.643238,3799247,470370119002011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28735,1742874.56938,670983.93243,535555.371826,3799247,470370119002018,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28736,1743811.06372,672140.933964,306419.848716,3799247,470370119002012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28737,1744091.30154,671515.873737,141630.896074,3799247,470370119002014,34,0,0,0,0,0.83,0,2.04,0,66.74,0.83,18.2,3.26,91.89,0,0,0,0
28738,1745332.31548,674319.323886,152427.735673,3799244,470370119001005,12,0,0,0,0.13,0,0.13,0,0.13,0.78,0,0.26,0.25,1.68,0,0,0,0
28739,1745041.3273,673592.805233,144461.405906,3799244,470370119001014,12,0,0,0,0.13,0,0.13,0,0.13,0.78,0,0.26,0.25,1.68,0,0,0,0
28740,1744946.60955,674354.981758,135076.750376,3799244,470370119001007,12,0,0,0,0.13,0,0.13,0,0.13,0.78,0,0.26,0.25,1.68,0,0,0,0
28741,1745619.27843,673534.462038,136753.79472,3799244,470370119001022,19,0,0,0,0.21,0,0.21,0,0.21,1.24,0,0.41,0.4,2.67,0,0,0,0
28742,1745435.96558,673555.912765,135962.686046,3799244,470370119001012,12,0,0,0,0.13,0,0.13,0,0.13,0.78,0,0.26,0.25,1.68,0,0,0,0
28743,1744491.29131,673663.637892,127616.668271,3799244,470370119001010,13,0,0,0,0.14,0,0.14,0,0.14,0.85,0,0.28,0.27,1.82,0,0,0,0
28744,1745706.02296,674271.98566,137848.985272,3799244,470370119001003,11,0,0,0,0.12,0,0.12,0,0.12,0.72,0,0.24,0.23,1.54,0,0,0,0
28745,1744312.20341,673685.067538,129723.395021,3799244,470370119001011,11,0,0,0,0.12,0,0.12,0,0.12,0.72,0,0.24,0.23,1.54,0,0,0,0
28746,1744766.07288,674378.089448,141831.020328,3799244,470370119001008,12,0,0,0,0.13,0,0.13,0,0.13,0.78,0,0.26,0.25,1.68,0,0,0,0
28747,1745133.29229,674335.655101,149324.584541,3799244,470370119001006,16,0,0,0,0.17,0,0.17,0,0.17,1.04,0,0.35,0.33,2.24,0,0,0,0
28748,1745242.9322,673577.027257,151994.008555,3799244,470370119001013,13,0,0,0,0.14,0,0.14,0,0.14,0.85,0,0.28,0.27,1.82,0,0,0,0
28749,1744853.35292,673622.873344,133342.575358,3799244,470370119001015,13,0,0,0,0.14,0,0.14,0,0.14,0.85,0,0.28,0.27,1.82,0,0,0,0
28750,1745523.74802,674290.506519,137374.886415,3799244,470370119001004,14,0,0,0,0.15,0,0.15,0,0.15,0.91,0,0.3,0.29,1.96,0,0,0,0
28751,1744671.18845,673644.693286,132035.548874,3799244,470370119001009,10,0,0,0,0.11,0,0.11,0,0.11,0.65,0,0.22,0.21,1.4,0,0,0,0
28752,1744591.00058,672470.737451,106977.314933,3799250,470370119003012,8,0,0,0,0.26,0.12,0.26,0.29,0.26,1.58,0.12,0.53,0,3.44,0,0,0,0
28753,1744349.78108,673006.211467,130344.894487,3799250,470370119003011,11,0,0,0,0.36,0.17,0.36,0.4,0.36,2.17,0.17,0.72,0,4.73,0,0,0,0
28754,1744280.46169,672167.17444,160968.877067,3799250,470370119003025,32,0,0,0,1.05,0.5,1.05,1.17,1.05,6.32,0.5,2.11,0,13.77,0,0,0,0
28755,1744993.54141,671703.232012,60415.0439682,3799250,470370119003021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28756,1744544.61184,673049.360565,112755.201802,3799250,470370119003010,11,0,0,0,0.36,0.17,0.36,0.4,0.36,2.17,0.17,0.72,0,4.73,0,0,0,0
28757,1744905.66154,671888.242318,57036.884537,3799250,470370119003022,6,0,0,0,0.2,0.09,0.2,0.22,0.2,1.19,0.09,0.4,0,2.58,0,0,0,0
28758,1744959.51013,673105.411548,62818.416107,3799250,470370119003008,4,0,0,0,0.13,0.06,0.13,0.15,0.13,0.79,0.06,0.26,0,1.72,0,0,0,0
28759,1745360.82746,673091.508509,115164.878025,3799250,470370119003007,12,0,0,0,0.4,0.19,0.4,0.44,0.4,2.37,0.19,0.79,0,5.16,0,0,0,0
28760,1745305.32801,672830.763197,78153.2847366,3799250,470370119003016,7,0,0,0,0.23,0.11,0.23,0.26,0.23,1.38,0.11,0.46,0,3.01,0,0,0,0
28761,1744775.67352,672553.978225,106803.965577,3799250,470370119003013,11,0,0,0,0.36,0.17,0.36,0.4,0.36,2.17,0.17,0.72,0,4.73,0,0,0,0
28762,1745321.25871,671863.520094,92206.5533588,3799250,470370119003019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28763,1744676.21111,671557.544271,86559.0160787,3799250,470370119003027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28764,1745019.27406,672506.838516,164943.664707,3799250,470370119003014,18,0,0,0,0.59,0.28,0.59,0.66,0.59,3.56,0.28,1.19,0,7.74,0,0,0,0
28765,1744466.79766,672248.433655,171263.831316,3799250,470370119003024,16,0,0,0,0.53,0.25,0.53,0.59,0.53,3.16,0.25,1.05,0,6.88,0,0,0,0
28766,1744590.98977,671746.385772,83225.3825042,3799250,470370119003026,3,0,0,0,0.1,0.05,0.1,0.11,0.1,0.59,0.05,0.2,0,1.29,0,0,0,0
28767,1745197.8448,672607.947626,163823.496325,3799250,470370119003015,13,0,0,0,0.43,0.2,0.43,0.48,0.43,2.57,0.2,0.86,0,5.59,0,0,0,0
28768,1744856.92248,672138.22353,120102.507622,3799250,470370119003023,15,0,0,0,0.49,0.23,0.49,0.55,0.49,2.96,0.23,0.99,0,6.45,0,0,0,0
28769,1744750.91669,673077.70896,88421.0335641,3799250,470370119003009,8,0,0,0,0.26,0.12,0.26,0.29,0.26,1.58,0.12,0.53,0,3.44,0,0,0,0
28770,1745311.30728,672106.840018,130375.966936,3799250,470370119003017,5,0,0,0,0.16,0.08,0.16,0.18,0.16,0.99,0.08,0.33,0,2.15,0,0,0,0
28771,1745500.94588,672686.312276,116741.646144,3799250,470370119003006,10,0,0,0,0.33,0.16,0.33,0.37,0.33,1.98,0.16,0.66,0,4.3,0,0,0,0
28772,1743598.95706,670823.235491,160295.703917,3791144,470370193001035,1,0,0,0,0,0,0,3.18,5.25,121.94,0,5.83,2.43,138.63,0,0,0,0
28773,1743684.467,670641.889818,161629.349869,3791144,470370193001036,7,0,0,0,0,13.15,0,3.32,9.92,123.11,0,4.67,2.53,156.7,0,0,0,0
28774,1743029.0911,670337.075547,129544.139541,3791144,470370193001037,0,0,0,0,0,0,0,0.01,0,0,0,0.58,0.01,0.61,0,0,0,0
28775,1742940.42919,670517.930762,128801.655209,3791144,470370193001034,0,0,0,0,0,0,0,0.04,0,0,6.58,1.17,0.03,7.82,0,0,0,0
28776,1746428.67137,673956.843936,88115.9937487,3799245,470370119001018,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28777,1746405.45256,673752.049265,90785.879465,3799245,470370119001020,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28778,1746047.84851,674478.08114,108939.1988,3799245,470370119001002,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28779,1746022.60684,674236.627104,106755.99735,3799245,470370119001017,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28780,1745996.46808,674012.408202,94244.7866861,3799245,470370119001016,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28781,1746594.74563,674414.797761,156789.70493,3799245,470370119001001,10,0,0,0,0,2.37,0,0,13.03,26.06,2.37,0,0,43.83,0,0,0,0
28782,1746987.07961,674148.593252,496315.627587,3799245,470370119001000,14,0,0,0,0,7.5,0,0,52.13,71.68,7.5,0,0,138.8,0,0,0,0
28783,1746989.31591,673750.551391,259890.13027,3799245,470370119001019,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28784,1745970.83314,673806.55326,90233.9993428,3799245,470370119001021,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28785,1745940.10446,673601.505534,89359.6717339,3799249,470370119003002,8,0,0,0,0,0.88,0,0,0,0,0,0,0,0.88,0,0,0,0
28786,1746624.18672,673509.31535,199942.719,3799249,470370119003003,21,0,0,0,0,0.88,0,0,0,0,0.88,0,0,1.77,0,0,0,0
28787,1746534.911,672426.46799,39285.2275303,3799249,470370119003001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28788,1746402.4115,672991.986368,1378771.78217,3799249,470370119003000,1,660,805,0,0,3.09,0,10.46,0,0,4.86,30.69,0,49.1,0,0,0,0
28789,1745866.46258,672341.88136,155679.908785,3799249,470370119003004,14,0,0,0,0,0,0,3.68,61.37,61.37,0,0,0,126.42,0,0,0,0
28790,1745903.3568,672127.750397,172960.71857,3799249,470370119003018,2,0,0,0,0,0,0,12.08,61.37,30.69,0,0,0,104.14,0,0,0,0
28791,1745851.82873,672547.721858,102749.149059,3799249,470370119003005,10,0,0,0,0,0.88,0,0,0,0,1.33,0,0,2.21,0,0,0,0
28792,1741377.4044,674346.373119,98235.027649,3799270,470370126001055,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28793,1741473.50824,675115.784109,226949.47228,3799270,470370126001052,20,0,0,0,0,0.25,0,0,0,13.47,0.25,0,0,13.97,0,0,0,0
28794,1740965.38936,674397.916516,94626.1037847,3799270,470370126001049,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28795,1741680.99085,675082.414546,233732.415465,3799270,470370126001053,17,0,0,0,0,0.25,0,0,0,13.47,0.25,0,0,13.97,0,0,0,0
28796,1741169.55078,674373.186123,99390.3306794,3799270,470370126001056,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28797,1741578.18702,674307.317843,90401.8599907,3799270,470370126001054,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28798,1741049.54103,675171.083577,217980.44556,3799270,470370126001050,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28799,1741260.73389,675152.596286,241069.06166,3799270,470370126001051,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28800,1716592.19955,663162.056346,411556.920171,3799351,470370134003026,0,0,0,25,18.72,20.8,0,0,0,3.74,93.62,29.95,0,166.83,0,0,0,0
28801,1719709.41897,661569.274328,69950.0342988,3799343,470370134003087,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28802,1719366.25529,661186.741298,67692.2601105,3799343,470370134003111,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28803,1719382.58515,660800.80111,73115.0090873,3799343,470370134003126,7,0,0,0,0,0,0,0,0,16.84,0,0,1.56,18.4,0,0,0,0
28804,1719769.58143,660015.518425,70229.0542781,3799343,470370134003146,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28805,1719756.87128,660404.341409,69053.5069247,3799343,470370134003138,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28806,1719402.55451,660197.620939,69730.0711418,3799343,470370134003144,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28807,1719377.16292,660997.121833,71602.2373965,3799343,470370134003118,5,0,0,0,0,0,0,0,0,16.84,0,0,1.56,18.4,0,0,0,0
28808,1719748.24237,660607.563097,73794.9049896,3799343,470370134003132,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28809,1719359.73144,661368.962441,67486.0636094,3799343,470370134003093,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28810,1719727.10912,661198.554775,66036.8137493,3799343,470370134003112,7,0,0,0,0,0,0,0,0,33.68,0,0,3.12,36.8,0,0,0,0
28811,1719759.28469,660210.247959,68382.994941,3799343,470370134003143,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28812,1719340.22857,661756.708358,76899.5914491,3799343,470370134003078,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28813,1719348.10472,661558.43476,70971.8335155,3799343,470370134003094,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28814,1719720.1908,661381.974657,63643.050208,3799343,470370134003092,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28815,1718275.63142,660264.027397,308626.965839,3799343,470370134003135,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28816,1718816.68178,660186.778217,307584.624833,3799343,470370134003136,10,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28817,1719393.89965,660389.323136,72637.3996225,3799343,470370134003137,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28818,1719039.05391,659994.269279,73893.4725009,3799343,470370134003156,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28819,1719386.08481,660593.418699,80110.3161393,3799343,470370134003133,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28820,1718811.3528,660537.213352,200364.739732,3799343,470370134003134,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28821,1719737.50788,661008.844901,67276.1214812,3799343,470370134003117,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28822,1719743.00434,660813.02377,70743.681852,3799343,470370134003127,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28823,1719407.70134,660002.386098,71912.8775414,3799343,470370134003145,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28824,1719712.9876,661766.33132,72433.7958317,3799343,470370134003077,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28825,1720118.62228,660826.216839,78773.3838333,3799344,470370134003128,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28826,1720521.49773,660040.395421,67979.3153078,3799344,470370134003148,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28827,1720133.43268,660219.19305,75683.3895168,3799344,470370134003142,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28828,1720512.91998,661033.405328,74663.7001786,3799344,470370134003115,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28829,1720107.26134,661209.09558,78205.7310488,3799344,470370134003113,6,0,0,0,0,0,0,0,0,4.13,0,0,0,4.13,0,0,0,0
28830,1720500.55249,660427.246008,71524.3938661,3799344,470370134003140,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28831,1720544.76403,659209.034691,109341.810471,3799344,470370134003154,1,0,0,0,0,16.6,0,0,0,37.15,2.77,2.75,0,59.27,0,0,0,0
28832,1720117.48083,660619.387161,82171.3073841,3799344,470370134003131,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28833,1720498.66383,661410.414688,70477.4372191,3799344,470370134003090,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28834,1720487.60918,661596.731196,73624.2581674,3799344,470370134003089,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28835,1720213.22159,659227.672056,77573.9643554,3799344,470370134003155,4,0,0,0,0,13.83,0,0,0,1.38,0,1.38,0,16.58,0,0,0,0
28836,1720528.44931,659651.90562,72608.7425414,3799344,470370134003150,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28837,1720093.0126,661778.352649,78475.1537749,3799344,470370134003076,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28838,1720150.18611,659639.355311,73899.5377504,3799344,470370134003151,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28839,1720503.99672,660231.452828,72774.9247387,3799344,470370134003141,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28840,1720503.13129,661223.887621,72545.6824112,3799344,470370134003114,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28841,1720507.01731,660837.892829,75866.6023347,3799344,470370134003129,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28842,1720495.64618,660630.560566,79237.2508209,3799344,470370134003130,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28843,1720093.72292,661581.886872,78420.0831682,3799344,470370134003088,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28844,1720136.49363,660024.78155,73684.678967,3799344,470370134003147,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28845,1720117.41266,661019.266313,76370.6560268,3799344,470370134003116,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28846,1720101.21489,661395.726312,73588.0178691,3799344,470370134003091,5,0,0,0,0,0,0,0,0,2.75,0,0,0,2.75,0,0,0,0
28847,1720337.77188,659840.909687,149388.704345,3799344,470370134003149,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28848,1720531.93049,659454.4591,71779.6027931,3799344,470370134003153,1,0,0,0,0,18.44,0,0,0,35.77,0.92,0,0,55.14,0,0,0,0
28849,1720481.58322,661792.318239,76726.37049,3799344,470370134003075,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28850,1720125.72794,660415.576409,74516.2279442,3799344,470370134003139,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28851,1720160.84468,659448.525623,73412.7513224,3799344,470370134003152,8,0,0,0,0,18.44,0,0,0,0,0,2.75,0,21.2,0,0,0,0
28852,1716963.53133,661894.890405,147963.191215,3799350,470370134003085,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28853,1717896.34121,662371.259501,37734.850017,3799350,470370134003051,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28854,1716939.10632,662123.431812,127294.078522,3799350,470370134003086,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28855,1717906.29039,662166.822953,51277.8591753,3799350,470370134003050,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28856,1717410.24118,662771.677747,65726.431241,3799350,470370134003045,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28857,1717442.42055,661908.977793,95232.4873335,3799350,470370134003084,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28858,1717826.59796,661922.530848,97510.9575869,3799350,470370134003083,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28859,1717419.99765,662577.408114,78694.138772,3799350,470370134003046,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28860,1717403.47204,662959.481495,74411.5376503,3799350,470370134003044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28861,1716904.59189,662589.308786,485188.767972,3799350,470370134003043,23,0,0,0,0,45.78,0,0,0,50.23,2.54,65.29,0,163.84,0,0,0,0
28862,1717422.43027,662363.898534,80786.0464325,3799350,470370134003047,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28863,1717709.55919,662160.013471,40711.7867241,3799350,470370134003049,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28864,1717782.34743,662720.761196,272293.548622,3799350,470370134003039,8,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28865,1717437.11867,662146.056805,83676.2547108,3799350,470370134003048,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28866,1718634.61218,660968.979378,71120.6126411,3799352,470370134003120,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28867,1718988.86864,661357.470601,68012.4894498,3799352,470370134003101,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28868,1718976.49302,661544.520142,71577.2259959,3799352,470370134003095,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28869,1718618.28665,661345.961991,64538.6237528,3799352,470370134003102,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28870,1718250.87934,661145.545304,76957.0204982,3799352,470370134003108,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28871,1718604.03708,661731.074751,75446.2224779,3799352,470370134003080,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28872,1718609.59726,661532.530187,72966.2721792,3799352,470370134003096,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28873,1718625.06975,661159.335812,67420.1743636,3799352,470370134003109,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28874,1718993.526,661173.688109,69903.9857714,3799352,470370134003110,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28875,1718255.68055,660952.087656,75153.6317704,3799352,470370134003121,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28876,1718241.70827,661335.161389,75214.6543149,3799352,470370134003103,7,0,0,0,0,0,0,0,0,2.99,0,0,0,2.99,0,0,0,0
28877,1718641.34738,660771.705068,73295.1973648,3799352,470370134003124,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28878,1718260.16054,660757.792701,78403.8603132,3799352,470370134003123,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28879,1719010.75592,660786.533933,76267.676532,3799352,470370134003125,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28880,1718223.77391,661714.655862,75410.1258628,3799352,470370134003081,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28881,1718227.0844,661523.274218,72681.5374772,3799352,470370134003097,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28882,1718970.33137,661746.10932,75744.2837879,3799352,470370134003079,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28883,1719004.32162,660985.30814,72426.2088695,3799352,470370134003119,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28884,1718218.47373,661937.252287,95606.3281837,3799347,470370134003068,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28885,1718592.74832,662396.95023,69759.8290592,3799347,470370134003054,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28886,1718216.55512,662177.314874,93894.0209229,3799347,470370134003067,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28887,1718109.5063,662380.831981,37199.7817721,3799347,470370134003052,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28888,1719125.10137,662922.067074,591133.655109,3799347,470370134003028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28889,1718592.57998,662184.256292,81652.1537971,3799347,470370134003055,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28890,1718293.13783,662890.879148,78109.5313312,3799347,470370134003027,4,0,0,0,0,0,0,0.88,0,0,7.03,0,0,7.91,0,0,0,0
28891,1718099.85505,662576.33492,45857.577881,3799347,470370134003037,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28892,1718090.85803,662885.978461,84312.260708,3799347,470370134003038,0,0,0,0,0,0,0,1.47,0,0,11.71,0,0,13.18,0,0,0,0
28893,1718596.46746,661952.348978,86530.2847033,3799347,470370134003069,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28894,1718305.37596,662587.29405,41693.9732075,3799347,470370134003036,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28895,1718313.48902,662390.469788,36818.62333,3799347,470370134003053,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28896,1718958.25842,662194.165727,82127.7446332,3799347,470370134003056,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28897,1718583.90302,662598.222094,73748.4541389,3799347,470370134003035,4,0,0,0,0,0,0,0.29,0,0,0,251.46,0,251.75,0,0,0,0
28898,1718962.4532,661967.553399,83202.470198,3799347,470370134003070,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28899,1718947.18117,662509.417815,149105.953444,3799347,470370134003034,0,0,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28900,1717462.95986,661312.501926,68201.1131652,3799353,470370134003105,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28901,1717457.68294,661501.196313,67633.1171027,3799353,470370134003099,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28902,1717466.28307,661122.693223,67651.2059585,3799353,470370134003106,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28903,1717849.13281,661133.021812,76668.4241336,3799353,470370134003107,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
