node_id,x,y
4001,1677909.95378,482618.918681
4003,1686168.22007,483101.412139
4428,1685594.18054,478514.552874
4460,1700751.85855,482544.463121
4456,1700119.23974,478959.648769
4521,1690261.69712,484456.496043
4518,1688223.95218,478434.846997
4524,1692297.02802,483151.380871
4519,1690917.93006,479134.853143
4526,1698265.7254,481769.906928
4452,1695431.45974,479373.134818
4559,1706551.08514,483336.876563
4467,1705293.39671,478431.48808
4560,1708784.44747,488412.684981
4468,1709030.68156,478359.6772
4728,1713052.33198,481331.550849
4463,1711385.47639,477992.218617
4733,1721705.28384,481598.257993
4503,1722309.89319,480758.086445
15005,1849202.71388,480345.66076
15001,1850198.69614,475629.212516
15076,1832683.29974,483129.963263
14993,1832074.63954,477754.290943
15102,1848348.80516,481049.882777
15103,1844720.609,479404.519926
15105,1842491.73091,480637.50893
15106,1842252.79438,479456.990622
15107,1842416.88297,480641.837661
15108,1842306.64565,480090.48673
15245,1886053.97811,485344.412574
15243,1893185.25485,477523.422638
15268,1891431.36597,480553.231211
15272,1893313.26313,477963.532651
15281,1861631.58305,480256.552999
15282,1861695.52354,479627.322302
15351,1881934.85085,479633.914152
15353,1895057.53917,480516.909434
728,1660986.38625,409656.159423
698,1664319.65681,402386.409199
770,1663571.32465,411957.234873
776,1664726.23474,417781.412858
777,1659109.74925,416059.746353
785,1659561.22374,419461.772686
700,1654367.20854,431290.318911
816,1661492.22152,430094.629373
818,1661440.84597,425757.199728
974,1656615.77753,424175.121527
704,1657971.64982,444479.662283
838,1665787.56661,442620.578074
2429,1658379.66836,454404.980358
842,1664045.62849,453594.185064
2454,1661836.56302,456386.459991
2455,1660740.58917,456819.563128
2559,1662723.37687,458543.396294
2558,1661459.09757,458461.701248
2561,1662699.28144,458598.980172
2560,1661478.69399,458515.369119
2598,1662101.04543,459447.974866
2599,1661513.77758,459642.362272
2666,1661381.12726,462877.698977
2664,1661912.32107,462813.48946
2707,1661686.90847,461341.956314
2708,1661772.81906,461227.840728
2747,1661629.44008,462320.314921
2766,1662234.31551,462193.815174
2775,1661426.63405,463217.575594
2665,1661959.01849,463154.082283
2776,1661471.819,463639.724028
821,1661882.7063,463557.854769
2714,1661743.04976,460124.452187
2788,1661652.5168,460138.875387
2746,1661585.05926,461889.785599
2955,1661764.84565,464278.397291
2962,1661792.77538,464164.165236
2974,1661825.92558,465419.314957
2973,1661378.89563,465313.369303
2970,1661488.00139,466158.925026
3014,1661914.26891,466101.282425
2971,1661607.4457,467083.363794
3023,1662042.31983,467025.632282
3034,1661764.27019,468537.056425
3100,1662250.50905,468475.874133
3032,1661640.54701,467544.226061
3129,1662137.15166,467477.83643
3035,1661697.76639,468037.231965
3166,1662197.58953,467966.804941
3169,1661337.24086,469082.130794
3187,1662243.83649,469535.966829
2954,1661708.31131,464189.080869
2961,1661794.7429,464125.194514
3199,1661818.86063,465369.519125
3200,1661778.33217,465049.97416
3198,1661720.60164,464593.375664
3203,1662157.7776,464553.094905
3215,1662299.74681,464992.426375
3202,1661987.30222,466628.33977
2972,1661554.53767,466689.325868
3250,1662111.43813,467237.854955
3033,1661608.69701,467286.472968
3398,1662183.06791,472232.531317
3397,1661515.64405,471425.257669
3399,1661887.30177,472030.704949
3421,1662735.51005,473696.627142
3420,1661667.36061,473382.079871
3423,1662727.41656,473661.76632
3422,1661688.18242,473355.65079
3449,1663102.84757,476244.542322
2414,1658288.19742,477024.637219
3456,1663108.04605,476315.10747
2413,1658302.07075,477099.477292
3401,1661850.75427,472144.300195
3474,1661965.73107,472112.146716
3487,1662486.53613,474409.447239
3499,1663247.66913,477584.797516
3500,1663166.38648,477201.61029
3877,1660913.85194,479410.561253
3492,1663642.80416,478371.302504
171,1585068.66899,455455.129833
169,1583640.23188,451875.560548
176,1584892.66114,445348.381018
173,1582629.92944,444857.726159
1115,1583847.85581,462270.216596
1112,1582739.99878,461887.364344
1173,1580567.46474,475621.284054
1162,1586407.06625,472894.192068
1180,1580627.63784,476255.716512
1111,1578303.80128,459668.056446
1109,1574590.07085,452082.919058
1142,1573058.61853,465453.800124
1135,1571171.4435,457424.221695
1143,1574108.79294,456996.204835
170,1580597.06146,444989.947351
1106,1573694.17468,452321.849682
1107,1574275.27949,452118.852057
1108,1573748.24347,453325.840128
1136,1572917.60635,456742.991102
1137,1573695.80624,453362.954555
1134,1570545.52054,457211.080061
1141,1570505.82443,457244.021924
1133,1570506.79227,457184.307477
172,1582587.52238,444845.547049
1139,1581518.96743,452727.122494
1110,1575427.75389,451584.885277
1144,1574017.70881,457472.499486
1138,1580715.38143,453043.603488
1140,1580266.91514,456056.466557
1146,1575850.26354,474792.715501
1147,1573201.48078,466187.566701
1149,1574262.85825,465818.960155
1169,1577145.24553,470580.157326
1167,1577214.96947,469068.124588
1166,1569919.97684,464037.229795
1175,1572519.67703,476876.095849
1148,1578419.82435,463442.224751
1145,1580138.42097,462448.727066
1150,1580529.42118,465392.884236
1170,1578227.71121,467006.479105
1171,1578268.92307,466998.281615
1168,1578278.06905,474702.883988
1181,1578830.17687,480993.963598
1172,1577493.27994,470864.881494
84,1621870.44807,407947.396436
108,1622691.04584,406362.536745
101,1618139.33546,414762.422176
111,1621752.61859,408483.906846
114,1620479.14049,405531.230665
104,1622827.08953,405123.985089
156,1591912.38791,436444.735767
155,1591327.29394,434259.050834
160,1592427.49515,436143.945686
161,1593079.77173,436117.691474
162,1598468.5956,434085.893372
163,1600537.16889,433865.293419
164,1602397.86432,434459.591772
235,1608009.04141,435769.968088
236,1606222.34223,434193.713038
185,1598155.8728,436150.250136
244,1602997.05144,433519.79936
168,1604607.54494,434457.014349
47,1604560.85179,433768.864478
246,1604679.12452,434445.563256
241,1604645.81487,433970.928051
267,1607910.03538,434743.919615
269,1608134.31347,434133.588158
277,1608259.0629,434185.920403
276,1608390.72208,434075.084995
286,1609614.42239,436654.008643
287,1613064.82461,431627.853669
296,1622083.0802,427554.638062
298,1622558.81448,427684.763786
300,1622893.07005,428510.399274
299,1622973.45834,429315.023321
304,1621358.15186,430293.426219
307,1623894.84101,435062.554148
302,1622325.17026,432019.388975
308,1624329.09244,435395.229992
312,1625040.4962,433945.672196
318,1619727.83294,435774.682645
313,1623414.55489,435466.844678
326,1632939.88361,434496.801999
551,1620259.56514,441318.196821
314,1623920.32127,435430.277822
614,1623963.61351,444921.625637
615,1621772.69827,443882.509605
620,1622866.12226,447323.348524
612,1621061.50645,446810.447647
622,1626768.49537,452355.742331
590,1621315.50857,449550.326682
681,1643325.22898,434403.738865
683,1643065.4608,433900.655225
703,1654909.3902,434681.478795
716,1654536.61765,433449.29458
663,1641692.95666,430932.894757
906,1642571.87058,434151.52349
682,1642890.18589,433555.7048
908,1647183.15631,433990.710163
904,1648621.22036,433780.12922
909,1646763.58136,433886.501054
910,1647119.97271,433982.306965
911,1644763.29172,434143.460514
915,1647201.05653,433320.355861
1119,1625904.32977,468173.962007
1118,1622758.27045,468556.281452
1206,1624586.92296,456908.425155
1204,1622371.30797,457190.967569
1217,1628202.03351,455763.300148
247,1618739.44023,449757.71964
1231,1627335.0756,462298.19259
1229,1622694.67543,462805.823465
1230,1622353.8454,460572.223929
1237,1623908.09853,460278.936786
1245,1622705.4113,472460.707698
1329,1624478.44614,479332.852747
1348,1622017.97796,479346.050883
1351,1623071.57691,479915.955583
1349,1622089.62185,479548.323444
17,1591095.1425,410401.292447
18,1591012.66202,410748.184142
21,1591038.45856,410325.217468
24,1591055.78103,410765.826823
23,1591146.30513,410465.062333
37,1592690.72986,415111.900808
38,1591823.42943,410519.279416
45,1601378.08191,426321.564741
46,1604315.10392,431347.537628
50,1603513.39949,429980.107292
48,1601389.68064,426320.690398
61,1602165.16006,413580.302165
62,1603564.45975,410547.909608
73,1605616.92448,410834.249587
74,1605849.35905,410292.967533
96,1606854.52338,414918.484856
97,1611159.61188,409093.08673
99,1617347.99124,413742.13255
100,1615033.29443,407275.25572
117,1601409.63073,406677.741824
57,1603108.25988,407562.451668
119,1603774.4216,412521.560188
121,1605546.81963,410753.581441
122,1605426.80216,410682.999889
124,1602569.70256,419611.814709
65,1605724.86816,419934.197594
243,1602732.80787,433238.450185
5,1591015.20171,408897.450311
3,1587788.18094,406464.416463
11,1587778.41849,406469.640534
20,1589113.06182,407551.229578
8,1585853.69071,405900.025859
6,1585016.91778,405766.503817
7,1584777.39234,405652.43974
12,1585051.00957,405504.685115
4,1587364.22345,405047.711291
9,1586866.40752,406070.946121
10,1586836.48927,406061.145288
14,1587651.68613,406254.701003
1,1587292.46408,405004.966626
2,1587340.90263,405291.912902
13,1586812.60907,405511.416072
15,1590309.71887,408336.533125
16,1591191.83719,409541.670479
22,1590713.92049,408795.058455
26,1591265.36394,409538.170814
33,1600501.27559,423036.755693
35,1600029.59445,420981.614791
31,1593659.14656,416358.588275
39,1588778.0054,419578.614972
40,1594618.27358,428649.573864
43,1593627.87333,416404.493695
42,1592134.95046,416789.218976
41,1592054.74458,416804.451885
28,1600461.58112,423877.424288
29,1600507.48391,423834.617615
54,1599694.8566,422198.777711
150,1592037.54219,431623.050201
19,1591365.5688,414565.146324
27,1591710.85354,415403.761117
25,1591095.93974,412440.912056
44,1591634.7008,416837.911464
151,1590768.47878,426991.23663
157,1590638.91671,433593.434055
158,1586939.2512,429800.463951
154,1591202.4976,433631.266328
159,1589545.96515,432670.632095
30,1595965.40966,417396.331279
36,1600003.41405,420959.74049
34,1597702.50068,418951.490242
52,1596913.38972,416403.546191
55,1598588.45166,420882.66092
56,1595586.63089,420141.551838
59,1600298.38623,420481.324124
60,1601612.52927,414961.805636
51,1593423.24808,415915.329648
32,1597443.826,418677.396958
53,1596848.46105,417336.639797
118,1601610.11228,412617.163016
125,1599542.33295,421181.077974
128,1599616.56739,421165.212849
126,1599341.21065,421333.967432
127,1599573.91983,421230.18516
153,1597669.04208,426871.992117
152,1597231.63351,424504.12415
78,1612202.19937,405175.468581
79,1612720.27248,401710.94303
80,1612925.18283,405417.81521
77,1611772.83868,405290.289874
76,1611319.08466,402076.44394
86,1610132.1041,404983.523427
87,1606811.41717,405515.965276
92,1609840.87404,402668.653385
120,1607891.52623,408736.552995
64,1604114.87794,405043.192927
58,1603306.60987,405276.817132
63,1604100.83302,404992.041127
90,1605361.06213,404616.6613
91,1606432.58591,407442.340032
75,1611100.00505,401509.435887
88,1611459.11883,405360.746754
89,1610924.98768,405336.715962
93,1610941.88135,405256.787973
94,1611321.59516,404688.628348
123,1611929.12511,410272.920001
85,1617829.65498,407363.790648
83,1616136.71807,407183.267387
95,1614830.20362,402173.058248
81,1615527.78458,406980.959065
82,1614750.28482,406806.918074
98,1615002.95,407229.392951
130,1614587.31139,408889.638975
102,1615773.56329,405998.4046
103,1616163.10581,407320.912453
131,1618293.95359,409711.235757
133,1621217.9999,408563.075651
69,1605850.79015,424189.514215
72,1606042.87113,422160.243667
66,1606630.52186,417120.325269
109,1617326.41845,416449.614996
144,1613703.04479,427750.879467
142,1616667.28525,421049.691754
146,1609995.04827,430708.463119
145,1613181.41427,428180.959644
204,1611671.90778,426525.273979
292,1615934.67222,427258.562867
67,1606392.00101,416305.694024
199,1609719.45794,422227.217614
129,1606939.85359,414907.233567
70,1607974.02639,432003.851604
71,1607780.95558,431266.182804
68,1605941.75651,424992.144827
203,1609656.44232,426754.977588
264,1608417.70694,431154.556715
271,1608162.47319,433835.832848
273,1607263.15577,433720.65821
200,1606630.41556,424087.721439
201,1605277.98028,425143.110733
208,1604434.084,431532.066131
207,1604385.40955,431328.821458
222,1604923.49739,431468.800509
223,1604808.76173,431314.066895
237,1605951.00682,433817.77711
238,1605075.21165,431796.34841
240,1605265.395,431414.299306
254,1605600.16992,431361.346656
255,1605431.44782,431388.203229
242,1605289.50453,431581.449562
256,1605443.36347,431484.52095
259,1605624.90445,431531.037589
260,1605741.35041,431512.842088
257,1605377.44989,431569.068025
262,1605478.7676,431722.151052
49,1604313.59736,431108.028593
206,1604195.12975,429227.507748
209,1604580.25759,431272.874392
239,1605000.7725,431626.914366
263,1605651.38799,431697.794474
258,1605526.54375,431543.548063
261,1605456.4412,431626.327097
274,1607760.50024,433579.440317
275,1607162.58609,434082.289048
202,1609544.081,426405.80801
205,1611744.69044,425419.210902
147,1608076.28144,431680.789258
272,1610320.84289,431013.146237
265,1608064.02162,431700.234101
270,1608151.37578,433973.206918
148,1617210.38325,416655.593259
143,1616734.07875,417284.543116
110,1617217.09518,416644.227796
132,1617804.26854,413026.798023
293,1615226.98039,429310.392096
291,1615519.41255,427896.989739
305,1622058.76791,432092.084696
294,1617339.9076,427226.662996
295,1616858.43316,427363.51935
297,1621708.68232,427660.65491
303,1622050.36733,432011.37193
310,1621326.09877,430126.35864
301,1622162.87531,432011.853885
306,1622161.41108,432063.926287
165,1603274.70836,434681.193362
191,1584593.07808,462076.90235
192,1585055.01514,455479.699666
195,1599663.45968,444441.810652
196,1603085.16248,443171.531369
245,1598402.84508,437108.136343
329,1603856.23279,441596.557156
330,1602911.15889,441966.609566
534,1608915.40279,464604.797885
535,1609778.61169,457745.002878
582,1616509.51457,463329.569465
580,1616672.18649,457948.414216
537,1608894.47403,469693.050176
1127,1602873.06678,469445.590697
1151,1593382.77933,462733.985354
1152,1588348.08435,455618.144271
1157,1594007.95327,460255.637948
1158,1594860.92598,458325.518449
1154,1597307.19897,455238.202445
1159,1603939.68374,455406.627633
1163,1595514.53622,459045.187613
1165,1603940.26904,460888.488389
1164,1598455.87909,460464.104067
1184,1599579.81582,465504.34858
1183,1605024.63564,465123.472701
1194,1596737.23686,479439.512638
174,1587890.20731,452033.355508
177,1594135.39495,439849.563603
178,1590200.71942,441670.682336
188,1589930.71537,447813.872806
189,1594284.29623,447427.768919
194,1597607.63604,445650.286254
197,1591970.52756,451220.919469
518,1599692.97078,447451.928648
198,1599801.33473,445650.08481
519,1597009.40889,452481.223707
1155,1595874.42789,456660.56607
1156,1592730.48142,456887.377296
167,1586040.26645,437047.65254
187,1585760.62463,444613.996988
175,1588328.79895,452844.13768
1153,1589096.62025,454796.956937
193,1588306.25733,453509.147504
179,1595175.86268,440725.883373
181,1598049.70175,436974.297372
183,1598860.00558,438052.071135
184,1598181.40687,436707.248037
180,1597624.79775,440738.632363
328,1598727.79685,440599.014204
182,1596098.28112,437448.396489
186,1594398.6395,441301.556106
327,1598910.18035,438160.277612
520,1598485.57687,449000.165053
521,1600342.08004,450699.194135
522,1599485.6605,450199.311276
1130,1593946.99834,466929.422173
1131,1591615.24481,465306.120958
1113,1584428.1122,462688.829276
1174,1591021.24599,470299.20021
1187,1590663.53214,476031.12313
1186,1591672.54423,467893.259484
1193,1592150.69124,477918.2624
1199,1596650.63697,475757.736865
1200,1602018.349,469152.020746
1132,1590717.05369,464911.515448
190,1584596.60825,462772.516445
1114,1584061.93281,462427.923958
1161,1584282.32771,461735.904673
1160,1591498.2621,467932.648841
1188,1591316.92913,469055.845085
1185,1591522.18987,468173.325853
1189,1591953.80253,469205.581991
1190,1592146.62202,469358.890739
1128,1602136.46064,469113.037884
1125,1597330.58836,466021.485341
1126,1596356.26551,466174.448289
1182,1596090.76571,464593.232292
1129,1602455.79333,469261.544805
1272,1599460.69007,481297.405576
1198,1596598.48943,475746.754932
1196,1595974.20295,474988.828298
1202,1595164.88272,475863.412179
1197,1595521.79014,473336.839476
1201,1594844.68323,473863.908632
248,1614366.3581,447944.613358
249,1608915.26368,445724.642732
252,1614368.12286,447869.603009
253,1608896.38282,445641.150445
384,1612726.51164,437725.361159
381,1613040.46081,437580.285989
386,1612027.17249,441196.502838
505,1614084.6851,440200.170513
512,1616032.88331,446702.723781
514,1614799.56622,445994.369227
516,1612937.48694,444961.021556
508,1612193.03173,444246.081057
530,1611090.49457,446209.307773
529,1611653.08629,444660.401094
533,1610549.31324,446567.240785
531,1608949.72588,445889.483938
538,1609979.91116,450839.520298
544,1612739.56509,438379.714837
556,1614494.50252,443878.734022
557,1612636.41963,441699.410297
572,1614274.19194,446872.957693
515,1614152.35492,445637.124863
591,1621214.70595,448680.42291
592,1617933.02682,445950.639984
613,1620872.65709,445568.837598
219,1609871.73388,440439.230403
220,1609714.79588,440066.219666
250,1605314.84897,442846.222308
251,1605386.41247,442835.1367
338,1607361.21397,437379.699448
337,1608088.38738,437155.551931
339,1607973.66714,438224.653467
340,1607589.15905,437692.117787
233,1608391.08953,437329.450205
345,1607779.82698,437469.884964
347,1607972.54641,437749.616359
346,1607749.9668,437653.722522
379,1610825.81268,438562.966439
395,1607459.85288,439263.027375
350,1608089.65346,438988.75955
396,1606827.4821,440048.066815
397,1607014.82687,440494.581998
403,1607651.44338,439692.384784
404,1608241.85689,439433.897112
406,1605923.07905,440298.115199
409,1606063.93212,440952.697224
413,1607836.6497,440135.29105
412,1608415.8408,439884.226263
414,1607347.41544,440345.57311
415,1607491.53884,440282.629666
418,1608092.51894,440686.531089
402,1607154.21996,439906.773134
419,1607767.25056,440850.001891
422,1608753.15869,440357.655763
423,1608668.84521,440180.326065
424,1607951.47493,440757.805881
441,1607916.04718,441693.058276
428,1608306.94338,441496.015035
449,1608525.43146,443236.62343
450,1607348.14379,443474.351301
452,1607732.623,441321.11381
427,1608129.23835,441129.093852
455,1608234.6197,442287.569882
460,1607944.42146,442590.754315
442,1607577.12069,441857.792526
448,1607146.84793,442788.843158
439,1609376.37595,440973.898625
218,1609894.44808,440495.738492
481,1610471.29371,440270.95318
492,1610702.79653,440368.941829
482,1610658.79169,440202.032058
493,1611176.55706,440641.601717
484,1610913.17209,440103.532583
456,1608475.04803,442891.423661
389,1606083.08168,439622.678558
390,1605403.43836,439500.461283
166,1604070.96957,434552.545982
393,1606639.17703,439620.494179
394,1606964.72887,439479.212966
408,1606375.03484,440249.171728
398,1606558.03086,439435.85052
407,1606355.21106,440258.154649
405,1605822.88568,440304.459347
391,1606182.22092,439818.381579
392,1606190.79997,439838.296237
446,1605697.40595,442770.467538
451,1607078.40286,443242.902945
523,1606262.01144,443480.929044
400,1607390.56988,441497.901842
401,1607523.27204,441882.121874
416,1606681.07425,440645.429465
434,1605742.61616,442697.827264
433,1606410.06266,441534.469354
436,1606773.59047,441434.212009
437,1606721.36814,442283.765428
435,1606738.66961,441592.996468
438,1607024.42101,442130.023281
445,1605779.49765,442744.691015
431,1606090.99046,441022.980876
432,1606488.5438,440882.98214
417,1606504.22684,440732.445368
399,1607257.70138,441100.579802
425,1607553.44488,440956.034487
447,1606817.16322,442235.252073
225,1608445.22722,437496.231696
358,1611258.59299,436220.624667
359,1610729.31649,438628.58409
356,1609654.42067,437050.301157
365,1610226.40575,438940.183532
374,1610516.19782,438768.440437
375,1612262.64052,437874.457645
361,1612125.74283,436900.551128
376,1611925.16613,437993.255636
360,1611776.43086,437001.294365
471,1610663.6178,439408.401428
373,1609907.57797,439121.751739
474,1610190.21126,439650.11059
475,1610398.08126,439543.806669
234,1608326.26355,437116.570053
284,1608955.98998,437024.698518
285,1609618.29673,436847.621116
268,1607929.21119,435331.216013
266,1607858.93213,434918.919593
279,1608301.44733,435182.456139
332,1608394.64858,435595.926113
333,1608560.09477,435715.100415
278,1608244.97959,434947.99565
280,1608311.31443,435523.060117
281,1608045.9275,435287.908356
331,1608307.94534,435611.559284
282,1607972.31609,435207.278268
283,1608683.87865,437062.641684
343,1608570.34377,436520.193621
344,1607971.24392,436659.017491
357,1609964.95647,437063.584923
355,1609509.04563,437278.87944
230,1609110.93061,438945.557865
231,1609078.72038,438891.351937
229,1608922.18001,438624.271434
334,1609227.48386,439324.160126
335,1608904.73713,439067.139315
342,1608492.71925,438738.056968
341,1608366.74641,438633.319973
228,1608792.55199,438392.169208
351,1609217.80409,438081.503163
354,1608542.55872,439279.472224
366,1609925.85615,438358.897621
367,1609390.22435,438381.515686
369,1609669.44098,438510.578092
411,1609073.9635,439590.700276
336,1609305.92005,439459.337349
469,1609204.58463,439831.527878
226,1608592.40147,437943.617284
224,1608468.4237,437567.293561
227,1608610.32794,437997.63522
348,1608803.90203,437432.09895
349,1608293.63599,437582.196091
362,1608904.35622,437855.673562
363,1609046.08626,437838.634554
364,1608952.03559,438005.790716
371,1608237.5613,439423.393524
410,1608504.8941,439843.082645
353,1609452.55395,437886.038987
368,1609567.06028,438340.02069
352,1609347.71328,437974.697602
370,1609780.72193,438703.23125
216,1609533.478,439670.940929
217,1609395.454,439408.725574
372,1609831.32255,439163.461629
470,1610117.47322,439687.408416
221,1609652.01844,439921.747842
232,1609308.652,439270.739301
468,1609371.9606,440205.863087
477,1609161.0296,440304.567942
290,1611088.37843,435057.111574
288,1611114.66808,434531.867874
289,1610680.79624,434607.088196
377,1611606.76224,438114.008019
378,1611506.25785,437513.145704
380,1611192.4153,438321.122434
388,1611292.29371,438991.883888
385,1610677.37433,438663.440647
472,1610679.62958,439403.836476
483,1610758.31315,440165.134494
473,1610779.80917,439347.638098
383,1612401.94208,437829.070925
543,1612604.16411,438403.210853
213,1610564.36865,441887.893516
214,1610331.28972,441418.985333
453,1608650.69728,444031.923349
212,1610263.56381,441282.945907
466,1610587.67766,441121.701479
486,1610399.32928,440661.343476
210,1610045.28997,440833.150875
499,1609664.86816,443716.172996
497,1609579.05238,443174.471323
503,1610280.49685,442030.442115
490,1610923.06216,441151.070515
507,1611397.22854,443252.946888
524,1611119.91511,443686.625811
525,1610807.59487,444224.484315
500,1609734.83029,444178.713409
527,1610610.83181,443561.831113
528,1610990.42981,444335.0858
539,1610072.50481,445774.075048
420,1609108.9713,441100.966284
459,1608848.81664,441983.29654
444,1608543.78936,441376.597951
464,1609190.95342,441813.077065
465,1609381.69845,441718.989654
476,1609983.8767,442176.426403
463,1609683.6483,441570.749465
443,1608887.74373,441208.536935
502,1609529.68175,441993.458922
458,1609118.3348,442534.376803
501,1609489.76975,442424.227089
462,1609977.28945,441424.070625
421,1608931.22067,440729.672735
426,1608340.32848,440562.972609
429,1608522.26184,440934.939385
430,1608701.15748,441302.212273
457,1608431.99923,442658.25254
454,1608306.7836,442421.001702
461,1608543.93175,442134.130228
467,1608771.30597,442596.906534
440,1609684.5584,440823.761458
211,1609975.6779,440689.126557
479,1609521.7874,440532.728903
480,1609572.31585,440624.932131
478,1609451.95454,440322.820203
498,1609527.74868,442826.005157
532,1608592.12358,445743.197157
494,1611969.89373,441937.263824
495,1611264.53523,440827.994061
488,1610842.93404,440925.631989
491,1611185.39267,441603.971184
489,1610789.52306,440719.522821
504,1611257.29148,440989.345444
496,1610587.261,440894.191763
485,1610436.00802,440643.783143
487,1610584.50017,440572.793128
506,1610705.61837,442172.279758
215,1610696.45697,442153.09935
387,1612340.51503,441272.753342
526,1610952.18809,443982.816491
536,1608398.46846,454326.744622
1203,1611331.01968,453978.636067
315,1613814.13217,437041.926502
316,1618665.88821,435860.95347
548,1620174.57811,440804.850406
546,1620060.33162,439984.983608
552,1616449.10688,438292.765208
553,1618224.04592,438241.873249
559,1617897.26245,440633.79235
560,1617797.09599,440173.054426
561,1618621.94473,441242.820659
570,1615830.29743,444001.213764
571,1619212.73521,443416.22084
382,1613382.33283,437333.311418
540,1613365.45327,436486.072299
542,1613364.34796,437298.220609
555,1615126.10658,439392.850606
541,1613378.88172,435879.082371
569,1614557.90594,445227.397008
558,1614251.73759,444514.359392
568,1614426.29105,445388.439993
509,1614588.42392,445877.899644
566,1614420.75694,445593.816222
567,1614403.43545,445417.111523
517,1614230.82129,445680.21664
573,1614496.92378,445619.099636
585,1614905.42657,445672.378401
574,1614672.14948,445717.439663
510,1614432.67883,445791.33584
586,1615008.38503,445527.702837
587,1616672.81772,444763.476019
589,1616812.91816,444835.679943
547,1619256.39786,437109.740999
317,1618874.26083,435841.341961
545,1618836.47055,435990.316728
554,1618088.94645,437252.266304
550,1620276.15041,441535.68359
562,1617760.87755,441884.032303
549,1620220.0498,442740.540105
593,1620839.81234,445558.673248
594,1619034.98885,446081.543265
610,1620551.89789,443397.636559
616,1621737.65011,443887.295357
617,1620714.60984,445437.493372
588,1619310.89808,444555.88982
618,1620815.13916,445535.306497
619,1619674.25824,445732.422572
611,1620723.05962,444600.869061
578,1614806.04127,451520.895903
596,1619883.24765,450737.415515
575,1614523.37845,449457.769452
609,1620691.41237,449222.148532
608,1617131.06976,447335.588001
1205,1619054.03573,457625.581201
1212,1615385.39412,449801.857675
1213,1615026.97488,449850.983233
1215,1615592.92028,450456.767454
584,1614357.22655,447511.900641
595,1615111.85759,447606.111738
577,1614699.40402,450749.369559
576,1614585.07682,449884.018928
1208,1613772.41243,450880.780714
1209,1613977.03998,449903.431619
1210,1614141.82935,450832.233567
1216,1614166.69773,450480.647984
1211,1613433.21429,450724.382077
579,1614778.88122,451317.372688
513,1616923.84839,447221.966837
511,1616078.12173,446729.11382
601,1615729.94658,447037.654542
604,1616086.74934,446901.192216
602,1616017.2964,447012.332086
605,1616296.76959,447048.99179
599,1615955.25682,446507.455143
600,1616041.47122,446576.667603
597,1616099.2106,446505.348192
598,1615983.67343,446348.397062
606,1616094.90779,447255.652137
603,1615964.92314,447207.35499
607,1616344.42271,446979.979132
1214,1615580.31695,449785.296684
621,1620790.78193,449273.744558
1225,1618865.38486,457293.673728
1224,1618913.25812,456773.63671
1226,1618748.96449,457256.486466
583,1617288.14195,468991.301251
1116,1611422.61103,469700.126277
