#variable,mode,path-type,vot-group,start-minute,end-minute,length,file-type,name,field,transpose,blend-variable,blend-path-type,factor,scaling
ivtime,transit,ferry,low,540,899,maxzone,transcad,MD_WalkBrtSkim.mtx,3,FALSE,null,null,null,TRUE
ivtime,transit,ferry,low,900,1139,maxzone,transcad,PM_WalkBrtSkim.mtx,3,FALSE,null,null,null,TRUE
ivtime,transit,ferry,low,1140,1439,maxzone,transcad,OP_WalkBrtSkim.mtx,3,FALSE,null,null,null,TRUE
ivtime,transit,local-bus,high,0,359,maxzone,transcad,OP_WalkLocalSkim.mtx,3,FALSE,null,null,null,TRUE
ivtime,transit,local-bus,high,360,539,maxzone,transcad,AM_WalkLocalSkim.mtx,3,FALSE,null,null,null,TRUE
ivtime,transit,local-bus,high,540,899,maxzone,transcad,MD_WalkLocalSkim.mtx,3,FALSE,null,null,null,TRUE
ivtime,transit,local-bus,high,900,1139,maxzone,transcad,PM_WalkLocalSkim.mtx,3,FALSE,null,null,null,TRUE
ivtime,transit,local-bus,high,1140,1439,maxzone,transcad,OP_WalkLocalSkim.mtx,3,FALSE,null,null,null,TRUE
ivtime,transit,light-rail,high,0,359,maxzone,transcad,OP_WalkUrbRailSkim.mtx,3,FALSE,null,null,null,TRUE
ivtime,transit,light-rail,high,360,539,maxzone,transcad,AM_WalkUrbRailSkim.mtx,3,FALSE,null,null,null,TRUE
ivtime,transit,light-rail,high,540,899,maxzone,transcad,MD_WalkUrbRailSkim.mtx,3,FALSE,null,null,null,TRUE
ivtime,transit,light-rail,high,900,1139,maxzone,transcad,PM_WalkUrbRailSkim.mtx,3,FALSE,null,null,null,TRUE
ivtime,transit,light-rail,high,1140,1439,maxzone,transcad,OP_WalkUrbRailSkim.mtx,3,FALSE,null,null,null,TRUE
ivtime,transit,premium-bus,high,0,359,maxzone,transcad,OP_WalkExpBusSkim.mtx,3,FALSE,null,null,null,TRUE
ivtime,transit,premium-bus,high,360,539,maxzone,transcad,AM_WalkExpBusSkim.mtx,3,FALSE,null,null,null,TRUE
ivtime,transit,premium-bus,high,540,899,maxzone,transcad,MD_WalkExpBusSkim.mtx,3,FALSE,null,null,null,TRUE
ivtime,transit,premium-bus,high,900,1139,maxzone,transcad,PM_WalkExpBusSkim.mtx,3,FALSE,null,null,null,TRUE
ivtime,transit,premium-bus,high,1140,1439,maxzone,transcad,OP_WalkExpBusSkim.mtx,3,FALSE,null,null,null,TRUE
ivtime,transit,commuter-rail,high,0,359,maxzone,transcad,OP_WalkComRailSkim.mtx,3,FALSE,null,null,null,TRUE
ivtime,transit,commuter-rail,high,360,539,maxzone,transcad,AM_WalkComRailSkim.mtx,3,FALSE,null,null,null,TRUE
ivtime,transit,commuter-rail,high,540,899,maxzone,transcad,MD_WalkComRailSkim.mtx,3,FALSE,null,null,null,TRUE
ivtime,transit,commuter-rail,high,900,1139,maxzone,transcad,PM_WalkComRailSkim.mtx,3,FALSE,null,null,null,TRUE
ivtime,transit,commuter-rail,high,1140,1439,maxzone,transcad,OP_WalkComRailSkim.mtx,3,FALSE,null,null,null,TRUE
ivtime,transit,ferry,high,0,359,maxzone,transcad,OP_WalkBrtSkim.mtx,3,FALSE,null,null,null,TRUE
ivtime,transit,ferry,high,360,539,maxzone,transcad,AM_WalkBrtSkim.mtx,3,FALSE,null,null,null,TRUE
ivtime,transit,ferry,high,540,899,maxzone,transcad,MD_WalkBrtSkim.mtx,3,FALSE,null,null,null,TRUE
ivtime,transit,ferry,high,900,1139,maxzone,transcad,PM_WalkBrtSkim.mtx,3,FALSE,null,null,null,TRUE
ivtime,transit,ferry,high,1140,1439,maxzone,transcad,OP_WalkBrtSkim.mtx,3,FALSE,null,null,null,TRUE
iwaittime,transit,local-bus,medium,0,359,maxzone,transcad,OP_WalkLocalSkim.mtx,4,FALSE,null,null,null,TRUE
iwaittime,transit,local-bus,medium,360,539,maxzone,transcad,AM_WalkLocalSkim.mtx,4,FALSE,null,null,null,TRUE
iwaittime,transit,local-bus,medium,540,899,maxzone,transcad,MD_WalkLocalSkim.mtx,4,FALSE,null,null,null,TRUE
iwaittime,transit,local-bus,medium,900,1139,maxzone,transcad,PM_WalkLocalSkim.mtx,4,FALSE,null,null,null,TRUE
iwaittime,transit,local-bus,medium,1140,1439,maxzone,transcad,OP_WalkLocalSkim.mtx,4,FALSE,null,null,null,TRUE
iwaittime,transit,light-rail,medium,0,359,maxzone,transcad,OP_WalkUrbRailSkim.mtx,4,FALSE,null,null,null,TRUE
iwaittime,transit,light-rail,medium,360,539,maxzone,transcad,AM_WalkUrbRailSkim.mtx,4,FALSE,null,null,null,TRUE
iwaittime,transit,light-rail,medium,540,899,maxzone,transcad,MD_WalkUrbRailSkim.mtx,4,FALSE,null,null,null,TRUE
iwaittime,transit,light-rail,medium,900,1139,maxzone,transcad,PM_WalkUrbRailSkim.mtx,4,FALSE,null,null,null,TRUE
iwaittime,transit,light-rail,medium,1140,1439,maxzone,transcad,OP_WalkUrbRailSkim.mtx,4,FALSE,null,null,null,TRUE
iwaittime,transit,premium-bus,medium,0,359,maxzone,transcad,OP_WalkExpBusSkim.mtx,4,FALSE,null,null,null,TRUE
iwaittime,transit,premium-bus,medium,360,539,maxzone,transcad,AM_WalkExpBusSkim.mtx,4,FALSE,null,null,null,TRUE
iwaittime,transit,premium-bus,medium,540,899,maxzone,transcad,MD_WalkExpBusSkim.mtx,4,FALSE,null,null,null,TRUE
iwaittime,transit,premium-bus,medium,900,1139,maxzone,transcad,PM_WalkExpBusSkim.mtx,4,FALSE,null,null,null,TRUE
iwaittime,transit,premium-bus,medium,1140,1439,maxzone,transcad,OP_WalkExpBusSkim.mtx,4,FALSE,null,null,null,TRUE
iwaittime,transit,commuter-rail,medium,0,359,maxzone,transcad,OP_WalkComRailSkim.mtx,4,FALSE,null,null,null,TRUE
iwaittime,transit,commuter-rail,medium,360,539,maxzone,transcad,AM_WalkComRailSkim.mtx,4,FALSE,null,null,null,TRUE
iwaittime,transit,commuter-rail,medium,540,899,maxzone,transcad,MD_WalkComRailSkim.mtx,4,FALSE,null,null,null,TRUE
iwaittime,transit,commuter-rail,medium,900,1139,maxzone,transcad,PM_WalkComRailSkim.mtx,4,FALSE,null,null,null,TRUE
iwaittime,transit,commuter-rail,medium,1140,1439,maxzone,transcad,OP_WalkComRailSkim.mtx,4,FALSE,null,null,null,TRUE
iwaittime,transit,ferry,medium,0,359,maxzone,transcad,OP_WalkBrtSkim.mtx,4,FALSE,null,null,null,TRUE
iwaittime,transit,ferry,medium,360,539,maxzone,transcad,AM_WalkBrtSkim.mtx,4,FALSE,null,null,null,TRUE
iwaittime,transit,ferry,medium,540,899,maxzone,transcad,MD_WalkBrtSkim.mtx,4,FALSE,null,null,null,TRUE
iwaittime,transit,ferry,medium,900,1139,maxzone,transcad,PM_WalkBrtSkim.mtx,4,FALSE,null,null,null,TRUE
iwaittime,transit,ferry,medium,1140,1439,maxzone,transcad,OP_WalkBrtSkim.mtx,4,FALSE,null,null,null,TRUE
iwaittime,transit,local-bus,low,0,359,maxzone,transcad,OP_WalkLocalSkim.mtx,4,FALSE,null,null,null,TRUE
iwaittime,transit,local-bus,low,360,539,maxzone,transcad,AM_WalkLocalSkim.mtx,4,FALSE,null,null,null,TRUE
iwaittime,transit,local-bus,low,540,899,maxzone,transcad,MD_WalkLocalSkim.mtx,4,FALSE,null,null,null,TRUE
iwaittime,transit,local-bus,low,900,1139,maxzone,transcad,PM_WalkLocalSkim.mtx,4,FALSE,null,null,null,TRUE
iwaittime,transit,local-bus,low,1140,1439,maxzone,transcad,OP_WalkLocalSkim.mtx,4,FALSE,null,null,null,TRUE
iwaittime,transit,light-rail,low,0,359,maxzone,transcad,OP_WalkUrbRailSkim.mtx,4,FALSE,null,null,null,TRUE
iwaittime,transit,light-rail,low,360,539,maxzone,transcad,AM_WalkUrbRailSkim.mtx,4,FALSE,null,null,null,TRUE
iwaittime,transit,light-rail,low,540,899,maxzone,transcad,MD_WalkUrbRailSkim.mtx,4,FALSE,null,null,null,TRUE
iwaittime,transit,light-rail,low,900,1139,maxzone,transcad,PM_WalkUrbRailSkim.mtx,4,FALSE,null,null,null,TRUE
iwaittime,transit,light-rail,low,1140,1439,maxzone,transcad,OP_WalkUrbRailSkim.mtx,4,FALSE,null,null,null,TRUE
iwaittime,transit,premium-bus,low,0,359,maxzone,transcad,OP_WalkExpBusSkim.mtx,4,FALSE,null,null,null,TRUE
iwaittime,transit,premium-bus,low,360,539,maxzone,transcad,AM_WalkExpBusSkim.mtx,4,FALSE,null,null,null,TRUE
iwaittime,transit,premium-bus,low,540,899,maxzone,transcad,MD_WalkExpBusSkim.mtx,4,FALSE,null,null,null,TRUE
iwaittime,transit,premium-bus,low,900,1139,maxzone,transcad,PM_WalkExpBusSkim.mtx,4,FALSE,null,null,null,TRUE
iwaittime,transit,premium-bus,low,1140,1439,maxzone,transcad,OP_WalkExpBusSkim.mtx,4,FALSE,null,null,null,TRUE
iwaittime,transit,commuter-rail,low,0,359,maxzone,transcad,OP_WalkComRailSkim.mtx,4,FALSE,null,null,null,TRUE
iwaittime,transit,commuter-rail,low,360,539,maxzone,transcad,AM_WalkComRailSkim.mtx,4,FALSE,null,null,null,TRUE
iwaittime,transit,commuter-rail,low,540,899,maxzone,transcad,MD_WalkComRailSkim.mtx,4,FALSE,null,null,null,TRUE
iwaittime,transit,commuter-rail,low,900,1139,maxzone,transcad,PM_WalkComRailSkim.mtx,4,FALSE,null,null,null,TRUE
iwaittime,transit,commuter-rail,low,1140,1439,maxzone,transcad,OP_WalkComRailSkim.mtx,4,FALSE,null,null,null,TRUE
iwaittime,transit,ferry,low,0,359,maxzone,transcad,OP_WalkBrtSkim.mtx,4,FALSE,null,null,null,TRUE
iwaittime,transit,ferry,low,360,539,maxzone,transcad,AM_WalkBrtSkim.mtx,4,FALSE,null,null,null,TRUE
iwaittime,transit,ferry,low,540,899,maxzone,transcad,MD_WalkBrtSkim.mtx,4,FALSE,null,null,null,TRUE
iwaittime,transit,ferry,low,900,1139,maxzone,transcad,PM_WalkBrtSkim.mtx,4,FALSE,null,null,null,TRUE
iwaittime,transit,ferry,low,1140,1439,maxzone,transcad,OP_WalkBrtSkim.mtx,4,FALSE,null,null,null,TRUE
iwaittime,transit,local-bus,high,0,359,maxzone,transcad,OP_WalkLocalSkim.mtx,4,FALSE,null,null,null,TRUE
iwaittime,transit,local-bus,high,360,539,maxzone,transcad,AM_WalkLocalSkim.mtx,4,FALSE,null,null,null,TRUE
iwaittime,transit,local-bus,high,540,899,maxzone,transcad,MD_WalkLocalSkim.mtx,4,FALSE,null,null,null,TRUE
iwaittime,transit,local-bus,high,900,1139,maxzone,transcad,PM_WalkLocalSkim.mtx,4,FALSE,null,null,null,TRUE
iwaittime,transit,local-bus,high,1140,1439,maxzone,transcad,OP_WalkLocalSkim.mtx,4,FALSE,null,null,null,TRUE
iwaittime,transit,light-rail,high,0,359,maxzone,transcad,OP_WalkUrbRailSkim.mtx,4,FALSE,null,null,null,TRUE
iwaittime,transit,light-rail,high,360,539,maxzone,transcad,AM_WalkUrbRailSkim.mtx,4,FALSE,null,null,null,TRUE
iwaittime,transit,light-rail,high,540,899,maxzone,transcad,MD_WalkUrbRailSkim.mtx,4,FALSE,null,null,null,TRUE
iwaittime,transit,light-rail,high,900,1139,maxzone,transcad,PM_WalkUrbRailSkim.mtx,4,FALSE,null,null,null,TRUE
iwaittime,transit,light-rail,high,1140,1439,maxzone,transcad,OP_WalkUrbRailSkim.mtx,4,FALSE,null,null,null,TRUE
iwaittime,transit,premium-bus,high,0,359,maxzone,transcad,OP_WalkExpBusSkim.mtx,4,FALSE,null,null,null,TRUE
iwaittime,transit,premium-bus,high,360,539,maxzone,transcad,AM_WalkExpBusSkim.mtx,4,FALSE,null,null,null,TRUE
iwaittime,transit,premium-bus,high,540,899,maxzone,transcad,MD_WalkExpBusSkim.mtx,4,FALSE,null,null,null,TRUE
iwaittime,transit,premium-bus,high,900,1139,maxzone,transcad,PM_WalkExpBusSkim.mtx,4,FALSE,null,null,null,TRUE
iwaittime,transit,premium-bus,high,1140,1439,maxzone,transcad,OP_WalkExpBusSkim.mtx,4,FALSE,null,null,null,TRUE
iwaittime,transit,commuter-rail,high,0,359,maxzone,transcad,OP_WalkComRailSkim.mtx,4,FALSE,null,null,null,TRUE
iwaittime,transit,commuter-rail,high,360,539,maxzone,transcad,AM_WalkComRailSkim.mtx,4,FALSE,null,null,null,TRUE
iwaittime,transit,commuter-rail,high,540,899,maxzone,transcad,MD_WalkComRailSkim.mtx,4,FALSE,null,null,null,TRUE
iwaittime,transit,commuter-rail,high,900,1139,maxzone,transcad,PM_WalkComRailSkim.mtx,4,FALSE,null,null,null,TRUE
iwaittime,transit,commuter-rail,high,1140,1439,maxzone,transcad,OP_WalkComRailSkim.mtx,4,FALSE,null,null,null,TRUE
iwaittime,transit,ferry,high,0,359,maxzone,transcad,OP_WalkBrtSkim.mtx,4,FALSE,null,null,null,TRUE
iwaittime,transit,ferry,high,360,539,maxzone,transcad,AM_WalkBrtSkim.mtx,4,FALSE,null,null,null,TRUE
iwaittime,transit,ferry,high,540,899,maxzone,transcad,MD_WalkBrtSkim.mtx,4,FALSE,null,null,null,TRUE
iwaittime,transit,ferry,high,900,1139,maxzone,transcad,PM_WalkBrtSkim.mtx,4,FALSE,null,null,null,TRUE
iwaittime,transit,ferry,high,1140,1439,maxzone,transcad,OP_WalkBrtSkim.mtx,4,FALSE,null,null,null,TRUE
nboard,transit,local-bus,medium,0,359,maxzone,transcad,OP_WalkLocalSkim.mtx,12,FALSE,null,null,null,TRUE
nboard,transit,local-bus,medium,360,539,maxzone,transcad,AM_WalkLocalSkim.mtx,12,FALSE,null,null,null,TRUE
nboard,transit,local-bus,medium,540,899,maxzone,transcad,MD_WalkLocalSkim.mtx,12,FALSE,null,null,null,TRUE
nboard,transit,local-bus,medium,900,1139,maxzone,transcad,PM_WalkLocalSkim.mtx,12,FALSE,null,null,null,TRUE
nboard,transit,local-bus,medium,1140,1439,maxzone,transcad,OP_WalkLocalSkim.mtx,12,FALSE,null,null,null,TRUE
nboard,transit,light-rail,medium,0,359,maxzone,transcad,OP_WalkUrbRailSkim.mtx,12,FALSE,null,null,null,TRUE
nboard,transit,light-rail,medium,360,539,maxzone,transcad,AM_WalkUrbRailSkim.mtx,12,FALSE,null,null,null,TRUE
nboard,transit,light-rail,medium,540,899,maxzone,transcad,MD_WalkUrbRailSkim.mtx,12,FALSE,null,null,null,TRUE
nboard,transit,light-rail,medium,900,1139,maxzone,transcad,PM_WalkUrbRailSkim.mtx,12,FALSE,null,null,null,TRUE
nboard,transit,light-rail,medium,1140,1439,maxzone,transcad,OP_WalkUrbRailSkim.mtx,12,FALSE,null,null,null,TRUE
nboard,transit,premium-bus,medium,0,359,maxzone,transcad,OP_WalkExpBusSkim.mtx,12,FALSE,null,null,null,TRUE
nboard,transit,premium-bus,medium,360,539,maxzone,transcad,AM_WalkExpBusSkim.mtx,12,FALSE,null,null,null,TRUE
nboard,transit,premium-bus,medium,540,899,maxzone,transcad,MD_WalkExpBusSkim.mtx,12,FALSE,null,null,null,TRUE
nboard,transit,premium-bus,medium,900,1139,maxzone,transcad,PM_WalkExpBusSkim.mtx,12,FALSE,null,null,null,TRUE
nboard,transit,premium-bus,medium,1140,1439,maxzone,transcad,OP_WalkExpBusSkim.mtx,12,FALSE,null,null,null,TRUE
nboard,transit,commuter-rail,medium,0,359,maxzone,transcad,OP_WalkComRailSkim.mtx,12,FALSE,null,null,null,TRUE
nboard,transit,commuter-rail,medium,360,539,maxzone,transcad,AM_WalkComRailSkim.mtx,12,FALSE,null,null,null,TRUE
nboard,transit,commuter-rail,medium,540,899,maxzone,transcad,MD_WalkComRailSkim.mtx,12,FALSE,null,null,null,TRUE
nboard,transit,commuter-rail,medium,900,1139,maxzone,transcad,PM_WalkComRailSkim.mtx,12,FALSE,null,null,null,TRUE
nboard,transit,commuter-rail,medium,1140,1439,maxzone,transcad,OP_WalkComRailSkim.mtx,12,FALSE,null,null,null,TRUE
nboard,transit,ferry,medium,0,359,maxzone,transcad,OP_WalkBrtSkim.mtx,12,FALSE,null,null,null,TRUE
nboard,transit,ferry,medium,360,539,maxzone,transcad,AM_WalkBrtSkim.mtx,12,FALSE,null,null,null,TRUE
nboard,transit,ferry,medium,540,899,maxzone,transcad,MD_WalkBrtSkim.mtx,12,FALSE,null,null,null,TRUE
nboard,transit,ferry,medium,900,1139,maxzone,transcad,PM_WalkBrtSkim.mtx,12,FALSE,null,null,null,TRUE
nboard,transit,ferry,medium,1140,1439,maxzone,transcad,OP_WalkBrtSkim.mtx,12,FALSE,null,null,null,TRUE
nboard,transit,local-bus,low,0,359,maxzone,transcad,OP_WalkLocalSkim.mtx,12,FALSE,null,null,null,TRUE
nboard,transit,local-bus,low,360,539,maxzone,transcad,AM_WalkLocalSkim.mtx,12,FALSE,null,null,null,TRUE
nboard,transit,local-bus,low,540,899,maxzone,transcad,MD_WalkLocalSkim.mtx,12,FALSE,null,null,null,TRUE
nboard,transit,local-bus,low,900,1139,maxzone,transcad,PM_WalkLocalSkim.mtx,12,FALSE,null,null,null,TRUE
nboard,transit,local-bus,low,1140,1439,maxzone,transcad,OP_WalkLocalSkim.mtx,12,FALSE,null,null,null,TRUE
nboard,transit,light-rail,low,0,359,maxzone,transcad,OP_WalkUrbRailSkim.mtx,12,FALSE,null,null,null,TRUE
nboard,transit,light-rail,low,360,539,maxzone,transcad,AM_WalkUrbRailSkim.mtx,12,FALSE,null,null,null,TRUE
nboard,transit,light-rail,low,540,899,maxzone,transcad,MD_WalkUrbRailSkim.mtx,12,FALSE,null,null,null,TRUE
nboard,transit,light-rail,low,900,1139,maxzone,transcad,PM_WalkUrbRailSkim.mtx,12,FALSE,null,null,null,TRUE
nboard,transit,light-rail,low,1140,1439,maxzone,transcad,OP_WalkUrbRailSkim.mtx,12,FALSE,null,null,null,TRUE
nboard,transit,premium-bus,low,0,359,maxzone,transcad,OP_WalkExpBusSkim.mtx,12,FALSE,null,null,null,TRUE
nboard,transit,premium-bus,low,360,539,maxzone,transcad,AM_WalkExpBusSkim.mtx,12,FALSE,null,null,null,TRUE
nboard,transit,premium-bus,low,540,899,maxzone,transcad,MD_WalkExpBusSkim.mtx,12,FALSE,null,null,null,TRUE
nboard,transit,premium-bus,low,900,1139,maxzone,transcad,PM_WalkExpBusSkim.mtx,12,FALSE,null,null,null,TRUE
nboard,transit,premium-bus,low,1140,1439,maxzone,transcad,OP_WalkExpBusSkim.mtx,12,FALSE,null,null,null,TRUE
nboard,transit,commuter-rail,low,0,359,maxzone,transcad,OP_WalkComRailSkim.mtx,12,FALSE,null,null,null,TRUE
nboard,transit,commuter-rail,low,360,539,maxzone,transcad,AM_WalkComRailSkim.mtx,12,FALSE,null,null,null,TRUE
nboard,transit,commuter-rail,low,540,899,maxzone,transcad,MD_WalkComRailSkim.mtx,12,FALSE,null,null,null,TRUE
nboard,transit,commuter-rail,low,900,1139,maxzone,transcad,PM_WalkComRailSkim.mtx,12,FALSE,null,null,null,TRUE
nboard,transit,commuter-rail,low,1140,1439,maxzone,transcad,OP_WalkComRailSkim.mtx,12,FALSE,null,null,null,TRUE
nboard,transit,ferry,low,0,359,maxzone,transcad,OP_WalkBrtSkim.mtx,12,FALSE,null,null,null,TRUE
nboard,transit,ferry,low,360,539,maxzone,transcad,AM_WalkBrtSkim.mtx,12,FALSE,null,null,null,TRUE
nboard,transit,ferry,low,540,899,maxzone,transcad,MD_WalkBrtSkim.mtx,12,FALSE,null,null,null,TRUE
nboard,transit,ferry,low,900,1139,maxzone,transcad,PM_WalkBrtSkim.mtx,12,FALSE,null,null,null,TRUE
nboard,transit,ferry,low,1140,1439,maxzone,transcad,OP_WalkBrtSkim.mtx,12,FALSE,null,null,null,TRUE
nboard,transit,local-bus,high,0,359,maxzone,transcad,OP_WalkLocalSkim.mtx,12,FALSE,null,null,null,TRUE
nboard,transit,local-bus,high,360,539,maxzone,transcad,AM_WalkLocalSkim.mtx,12,FALSE,null,null,null,TRUE
nboard,transit,local-bus,high,540,899,maxzone,transcad,MD_WalkLocalSkim.mtx,12,FALSE,null,null,null,TRUE
nboard,transit,local-bus,high,900,1139,maxzone,transcad,PM_WalkLocalSkim.mtx,12,FALSE,null,null,null,TRUE
nboard,transit,local-bus,high,1140,1439,maxzone,transcad,OP_WalkLocalSkim.mtx,12,FALSE,null,null,null,TRUE
nboard,transit,light-rail,high,0,359,maxzone,transcad,OP_WalkUrbRailSkim.mtx,12,FALSE,null,null,null,TRUE
nboard,transit,light-rail,high,360,539,maxzone,transcad,AM_WalkUrbRailSkim.mtx,12,FALSE,null,null,null,TRUE
nboard,transit,light-rail,high,540,899,maxzone,transcad,MD_WalkUrbRailSkim.mtx,12,FALSE,null,null,null,TRUE
nboard,transit,light-rail,high,900,1139,maxzone,transcad,PM_WalkUrbRailSkim.mtx,12,FALSE,null,null,null,TRUE
nboard,transit,light-rail,high,1140,1439,maxzone,transcad,OP_WalkUrbRailSkim.mtx,12,FALSE,null,null,null,TRUE
nboard,transit,premium-bus,high,0,359,maxzone,transcad,OP_WalkExpBusSkim.mtx,12,FALSE,null,null,null,TRUE
nboard,transit,premium-bus,high,360,539,maxzone,transcad,AM_WalkExpBusSkim.mtx,12,FALSE,null,null,null,TRUE
nboard,transit,premium-bus,high,540,899,maxzone,transcad,MD_WalkExpBusSkim.mtx,12,FALSE,null,null,null,TRUE
nboard,transit,premium-bus,high,900,1139,maxzone,transcad,PM_WalkExpBusSkim.mtx,12,FALSE,null,null,null,TRUE
nboard,transit,premium-bus,high,1140,1439,maxzone,transcad,OP_WalkExpBusSkim.mtx,12,FALSE,null,null,null,TRUE
nboard,transit,commuter-rail,high,0,359,maxzone,transcad,OP_WalkComRailSkim.mtx,12,FALSE,null,null,null,TRUE
nboard,transit,commuter-rail,high,360,539,maxzone,transcad,AM_WalkComRailSkim.mtx,12,FALSE,null,null,null,TRUE
nboard,transit,commuter-rail,high,540,899,maxzone,transcad,MD_WalkComRailSkim.mtx,12,FALSE,null,null,null,TRUE
nboard,transit,commuter-rail,high,900,1139,maxzone,transcad,PM_WalkComRailSkim.mtx,12,FALSE,null,null,null,TRUE
nboard,transit,commuter-rail,high,1140,1439,maxzone,transcad,OP_WalkComRailSkim.mtx,12,FALSE,null,null,null,TRUE
nboard,transit,ferry,high,0,359,maxzone,transcad,OP_WalkBrtSkim.mtx,12,FALSE,null,null,null,TRUE
nboard,transit,ferry,high,360,539,maxzone,transcad,AM_WalkBrtSkim.mtx,12,FALSE,null,null,null,TRUE
nboard,transit,ferry,high,540,899,maxzone,transcad,MD_WalkBrtSkim.mtx,12,FALSE,null,null,null,TRUE
nboard,transit,ferry,high,900,1139,maxzone,transcad,PM_WalkBrtSkim.mtx,12,FALSE,null,null,null,TRUE
nboard,transit,ferry,high,1140,1439,maxzone,transcad,OP_WalkBrtSkim.mtx,12,FALSE,null,null,null,TRUE
time,bike,full-network,medium,0,1439,maxzone,transcad,hwyskim_ff.mtx,2,FALSE,distance,null,5,TRUE
time,bike,full-network,low,0,1439,maxzone,transcad,hwyskim_ff.mtx,2,FALSE,distance,null,5,TRUE
time,bike,full-network,high,0,1439,maxzone,transcad,hwyskim_ff.mtx,2,FALSE,distance,null,5,TRUE
time,walk,full-network,medium,0,1439,maxzone,transcad,hwyskim_ff.mtx,2,FALSE,distance,null,20,TRUE
time,walk,full-network,low,0,1439,maxzone,transcad,hwyskim_ff.mtx,2,FALSE,distance,null,20,TRUE
time,walk,full-network,high,0,1439,maxzone,transcad,hwyskim_ff.mtx,2,FALSE,distance,null,20,TRUE
toll,hov2,full-network,medium,0,1439,maxzone,null,null,0,FALSE,null,null,null,TRUE
toll,hov2,full-network,low,0,1439,maxzone,null,null,0,FALSE,null,null,null,TRUE
toll,hov2,full-network,high,0,1439,maxzone,null,null,0,FALSE,null,null,null,TRUE
toll,hov3,full-network,medium,0,1439,maxzone,null,null,0,FALSE,null,null,null,TRUE
toll,hov3,full-network,low,0,1439,maxzone,null,null,0,FALSE,null,null,null,TRUE
toll,hov3,full-network,high,0,1439,maxzone,null,null,0,FALSE,null,null,null,TRUE
toll,sov,full-network,medium,0,1439,maxzone,null,null,0,FALSE,null,null,null,TRUE
toll,sov,full-network,low,0,1439,maxzone,null,null,0,FALSE,null,null,null,TRUE
toll,sov,full-network,high,0,1439,maxzone,null,null,0,FALSE,null,null,null,TRUE
xwaittime,transit,local-bus,medium,0,359,maxzone,transcad,OP_WalkLocalSkim.mtx,5,FALSE,null,null,null,TRUE
xwaittime,transit,local-bus,medium,360,539,maxzone,transcad,AM_WalkLocalSkim.mtx,5,FALSE,null,null,null,TRUE
xwaittime,transit,local-bus,medium,540,899,maxzone,transcad,MD_WalkLocalSkim.mtx,5,FALSE,null,null,null,TRUE
xwaittime,transit,local-bus,medium,900,1139,maxzone,transcad,PM_WalkLocalSkim.mtx,5,FALSE,null,null,null,TRUE
xwaittime,transit,local-bus,medium,1140,1439,maxzone,transcad,OP_WalkLocalSkim.mtx,5,FALSE,null,null,null,TRUE
xwaittime,transit,light-rail,medium,0,359,maxzone,transcad,OP_WalkUrbRailSkim.mtx,5,FALSE,null,null,null,TRUE
xwaittime,transit,light-rail,medium,360,539,maxzone,transcad,AM_WalkUrbRailSkim.mtx,5,FALSE,null,null,null,TRUE
xwaittime,transit,light-rail,medium,540,899,maxzone,transcad,MD_WalkUrbRailSkim.mtx,5,FALSE,null,null,null,TRUE
xwaittime,transit,light-rail,medium,900,1139,maxzone,transcad,PM_WalkUrbRailSkim.mtx,5,FALSE,null,null,null,TRUE
xwaittime,transit,light-rail,medium,1140,1439,maxzone,transcad,OP_WalkUrbRailSkim.mtx,5,FALSE,null,null,null,TRUE
xwaittime,transit,premium-bus,medium,0,359,maxzone,transcad,OP_WalkExpBusSkim.mtx,5,FALSE,null,null,null,TRUE
xwaittime,transit,premium-bus,medium,360,539,maxzone,transcad,AM_WalkExpBusSkim.mtx,5,FALSE,null,null,null,TRUE
xwaittime,transit,premium-bus,medium,540,899,maxzone,transcad,MD_WalkExpBusSkim.mtx,5,FALSE,null,null,null,TRUE
xwaittime,transit,premium-bus,medium,900,1139,maxzone,transcad,PM_WalkExpBusSkim.mtx,5,FALSE,null,null,null,TRUE
xwaittime,transit,premium-bus,medium,1140,1439,maxzone,transcad,OP_WalkExpBusSkim.mtx,5,FALSE,null,null,null,TRUE
xwaittime,transit,commuter-rail,medium,0,359,maxzone,transcad,OP_WalkComRailSkim.mtx,5,FALSE,null,null,null,TRUE
xwaittime,transit,commuter-rail,medium,360,539,maxzone,transcad,AM_WalkComRailSkim.mtx,5,FALSE,null,null,null,TRUE
xwaittime,transit,commuter-rail,medium,540,899,maxzone,transcad,MD_WalkComRailSkim.mtx,5,FALSE,null,null,null,TRUE
xwaittime,transit,commuter-rail,medium,900,1139,maxzone,transcad,PM_WalkComRailSkim.mtx,5,FALSE,null,null,null,TRUE
xwaittime,transit,commuter-rail,medium,1140,1439,maxzone,transcad,OP_WalkComRailSkim.mtx,5,FALSE,null,null,null,TRUE
xwaittime,transit,ferry,medium,0,359,maxzone,transcad,OP_WalkBrtSkim.mtx,5,FALSE,null,null,null,TRUE
xwaittime,transit,ferry,medium,360,539,maxzone,transcad,AM_WalkBrtSkim.mtx,5,FALSE,null,null,null,TRUE
xwaittime,transit,ferry,medium,540,899,maxzone,transcad,MD_WalkBrtSkim.mtx,5,FALSE,null,null,null,TRUE
xwaittime,transit,ferry,medium,900,1139,maxzone,transcad,PM_WalkBrtSkim.mtx,5,FALSE,null,null,null,TRUE
