id	links	xcoord_p	ycoord_p
165484	2	1830423.27277000000	740271.83808500000
165485	3	1830423.84855000000	830991.99949300000
165486	3	1830423.88333000000	519464.06218200000
165487	1	1830424.35774000000	679256.74915800000
165488	3	1830427.25537000000	740153.33340100000
165489	3	1830427.38562000000	626836.89205600000
165490	3	1830427.89480000000	645567.96975100000
165491	4	1830429.44008000000	623044.03218700000
165492	1	1830432.13331000000	649379.05858500000
165493	1	1830435.54964000000	738644.09527800000
165494	3	1830435.76782000000	740030.50490700000
165495	3	1830437.09820000000	837244.78882400000
165496	3	1830437.76913000000	552355.41765900000
165497	3	1830438.64478000000	818576.05122700000
165498	3	1830440.12149000000	739989.44429300000
165499	3	1830440.44760000000	591522.39641200000
165500	2	1830442.16118000000	784316.47112500000
165501	3	1830444.38755000000	623304.07563000000
165502	3	1830446.77141000000	632756.25915400000
165503	2	1830449.05093000000	559704.82389200000
165504	3	1830450.30486000000	656555.77126600000
165505	3	1830450.50335000000	690668.75422100000
165506	4	1830450.78288000000	692913.59487600000
165507	1	1830452.47054000000	692649.81850000000
165508	1	1830452.54895000000	657756.08940300000
165509	3	1830455.11063000000	626959.20611500000
165510	3	1830455.70151000000	649197.59044400000
165511	2	1830456.03550000000	744372.34333600000
165512	3	1830456.36784000000	692287.40813600000
165513	3	1830456.93313000000	782381.83096500000
165514	1	1830457.03681000000	799274.10886000000
165515	3	1830457.18346000000	820712.50955300000
165516	2	1830459.24842000000	738673.76844700000
165517	3	1830459.38621000000	627010.48061900000
165518	3	1830460.47020000000	579290.22402600000
165519	3	1830460.48857000000	692924.80089000000
165520	1	1830460.52696000000	660606.13291600000
165521	3	1830461.00301000000	589568.82715600000
165522	2	1830462.25727000000	744609.61615500000
165523	2	1830462.25792000000	559593.57083400000
165524	3	1830462.46659000000	659663.59707100000
165525	3	1830462.95707000000	739559.74272500000
165526	1	1830466.57255000000	521011.22903500000
165527	1	1830467.92360000000	645346.04893500000
165528	3	1830468.17950000000	554329.55445900000
165529	1	1830468.21526000000	691625.11812200000
165530	2	1830468.70443000000	589660.45787800000
165531	3	1830469.53514000000	627110.04406800000
165532	1	1830471.54531000000	812141.45615700000
165533	3	1830473.00265000000	577343.98644800000
165534	3	1830473.15587000000	799738.40189500000
165535	3	1830473.77759000000	627154.36911100000
165536	1	1830473.84452000000	746637.06157500000
165537	1	1830474.59681000000	761979.13325300000
165538	1	1830475.84582000000	641098.40454300000
165539	1	1830475.84681000000	799519.93940500000
165540	2	1830476.02463000000	762388.53827500000
165541	3	1830478.52692000000	552541.20173600000
165542	1	1830478.80546000000	683912.93538400000
165543	1	1830479.54988000000	509609.09960900000
165544	3	1830480.06957000000	669920.47321100000
165545	3	1830481.60828000000	692295.23029900000
165546	1	1830484.57612000000	692467.31099100000
165547	3	1830485.36713000000	556242.86657700000
165548	1	1830486.25263000000	692761.84977200000
165549	3	1830486.25361000000	820707.40523200000
165550	3	1830486.48360000000	656317.98171500000
165551	3	1830486.50131000000	627286.68282300000
165552	3	1830486.77494000000	669807.58859400000
165553	1	1830487.56037000000	831201.54434900000
165554	1	1830488.44094000000	658301.64244600000
165555	3	1830488.58136000000	559691.39872200000
165556	3	1830488.79724000000	818569.19067700000
165557	1	1830490.05971000000	693165.59240300000
165558	2	1830490.66174000000	749700.41371600000
165559	1	1830491.45701000000	692168.09800700000
165560	2	1830491.57315000000	783251.14484300000
165561	2	1830492.95570000000	678512.11941400000
165562	1	1830493.19356000000	658678.56393600000
165563	3	1830493.31036000000	627362.10360400000
165564	2	1830493.71259000000	744359.91718000000
165565	2	1830495.34907000000	578701.33970500000
165566	3	1830496.71619000000	764250.15627000000
165567	3	1830500.74112000000	490033.72996700000
165568	1	1830500.74768000000	551095.95987600000
165569	1	1830500.85529000000	589292.64332500000
165570	2	1830501.55181000000	737669.42039000000
165571	1	1830504.12103000000	739379.83166700000
165572	3	1830504.84413000000	550314.63433900000
165573	3	1830505.30607000000	683565.64309900000
165574	3	1830506.11348000000	669867.72823800000
165575	3	1830506.83461000000	606804.10436500000
165576	3	1830506.84543000000	642134.75745700000
165577	1	1830507.55016000000	822196.10369900000
165578	1	1830508.17975000000	539174.82984700000
165579	1	1830508.88447000000	802619.11988700000
165580	3	1830509.35232000000	812341.52268600000
165581	3	1830509.36216000000	683572.57386000000
165582	3	1830510.51406000000	833757.71443400000
165583	3	1830510.65579000000	589034.14154600000
165584	1	1830511.48880000000	683961.42872500000
165585	1	1830513.04982000000	738337.58211100000
165586	2	1830514.05146000000	649833.38018300000
165587	4	1830514.31261000000	669393.44408100000
165588	3	1830515.48616000000	660367.59107000000
165589	2	1830516.69318000000	762112.31277700000
165590	2	1830520.12559000000	820701.61554600000
165591	3	1830520.82178000000	602459.90340800000
165592	3	1830523.68661000000	691899.21140600000
165593	2	1830523.70268000000	669393.06842600000
165594	3	1830524.09441000000	579254.84286300000
165595	2	1830524.16823000000	744348.51825200000
165596	3	1830524.17414000000	620760.46162300000
165597	2	1830524.61672000000	782171.66603100000
165598	3	1830524.90347000000	590274.06229400000
165599	4	1830525.83654000000	667761.16683400000
165600	3	1830526.85294000000	690542.29679700000
165601	1	1830526.92184000000	546629.05739300000
165602	3	1830527.02486000000	669807.72737400000
165603	1	1830527.23516000000	552132.94336700000
165604	3	1830528.02387000000	683605.24866300000
165605	3	1830528.25910000000	750287.37054800000
165606	2	1830528.37426000000	818805.98974400000
165607	2	1830529.19906000000	745063.71236000000
165608	3	1830529.83948000000	645545.97209100000
165609	2	1830530.09506000000	602486.99554500000
165610	1	1830530.16297000000	550539.54071400000
165611	3	1830530.63148000000	762620.94955500000
165612	3	1830532.65181000000	627610.11787100000
165613	3	1830533.45923000000	695850.39772900000
165614	2	1830537.24334000000	578737.54206000000
165615	2	1830537.30961000000	724834.86633500000
165616	1	1830538.25416000000	667439.42896100000
165617	3	1830538.37818000000	512564.56384200000
165618	1	1830539.63375000000	684575.53609200000
165619	1	1830542.22725000000	512863.69382100000
165620	3	1830544.25153000000	683633.63246400000
165621	2	1830544.83519000000	750396.17971300000
165622	3	1830548.38374000000	669391.95753600000
165623	4	1830548.45526000000	668957.42592500000
165624	3	1830548.91982000000	627640.48657700000
165625	1	1830552.99692000000	743606.02367400000
165626	2	1830553.28268000000	744336.46414300000
165627	2	1830553.44639000000	535882.62448900000
165628	1	1830553.57237000000	491551.04976700000
165629	1	1830553.90899000000	684139.27679400000
165630	2	1830554.91522000000	692318.37756200000
165631	3	1830556.54645000000	649848.06945800000
165632	1	1830556.64323000000	684318.63831200000
165633	2	1830558.94211000000	668962.00892100000
165634	3	1830560.88896000000	739607.59466300000
165635	3	1830561.32400000000	556524.12028000000
165636	1	1830565.16421000000	779980.39908800000
165637	1	1830566.40863000000	649889.05920600000
165638	1	1830567.19472000000	740142.07259700000
165639	1	1830567.27313000000	821292.87125300000
165640	1	1830570.29183000000	691440.29040800000
165641	3	1830570.30692000000	784008.37725300000
165642	2	1830571.21407000000	580219.26941200000
165643	1	1830574.65895000000	488939.70918900000
165644	1	1830575.33480000000	738487.21074900000
165645	3	1830576.14680000000	668968.54598100000
165646	1	1830577.02508000000	818819.98906000000
165647	1	1830578.48604000000	486673.26424700000
165648	1	1830578.63105000000	521151.99843900000
165649	2	1830580.01523000000	667249.59797500000
165650	2	1830582.48964000000	602815.02933800000
165651	3	1830583.60972000000	602824.29014600000
165652	1	1830584.78425000000	669990.79524900000
165653	1	1830585.08740000000	740021.51575100000
165654	1	1830585.91384000000	833957.93614600000
165655	3	1830591.36528000000	555420.68154200000
165656	1	1830593.25799000000	683281.26866800000
165657	1	1830596.90234000000	608888.87677100000
165658	2	1830597.93580000000	536395.33835900000
165659	1	1830599.67563000000	669906.33314700000
165660	1	1830600.05489000000	695985.77016200000
165661	3	1830600.33606000000	691106.54796500000
165662	1	1830600.59295000000	802137.75897300000
165663	1	1830600.70745000000	828925.08007000000
165664	3	1830601.07425000000	690419.15957600000
165665	3	1830603.38428000000	801995.75302300000
165666	3	1830603.67103000000	620296.11248600000
165667	3	1830604.73828000000	627737.51558200000
165668	1	1830606.03684000000	690616.05157000000
165669	1	1830606.95088000000	690133.85174700000
165670	3	1830607.07095000000	603006.85244500000
165671	2	1830607.50370000000	763984.18600200000
165672	1	1830609.63755000000	658610.82653900000
165673	1	1830610.48499000000	552699.41664300000
165674	3	1830612.28518000000	710545.71446700000
165675	3	1830612.64837000000	556214.13271100000
165676	2	1830613.25795000000	668873.05634300000
165677	3	1830615.14837000000	748035.71330600000
165678	1	1830615.48301000000	626101.64877500000
165679	1	1830618.84226000000	626975.63390400000
165680	1	1830619.43937000000	732206.30730100000
165681	3	1830619.75728000000	642100.79394200000
165682	3	1830619.90557000000	603104.08486200000
165683	1	1830623.18805000000	691680.63900800000
165684	3	1830624.07519000000	504131.09678500000
165685	1	1830625.31042000000	811968.27343200000
165686	3	1830625.39835000000	678497.25625400000
165687	3	1830625.80878000000	746684.65498400000
165688	3	1830627.43017000000	603159.31441100000
165689	1	1830629.11783000000	831675.18086900000
165690	1	1830629.37504000000	669832.39038200000
165691	3	1830630.82583000000	750584.41982200000
165692	3	1830633.53153000000	812346.22280800000
165693	1	1830633.94623000000	684781.26698000000
165694	2	1830634.07976000000	744889.78390200000
165695	2	1830634.15489000000	577325.01863900000
165696	4	1830634.19000000000	536706.89252600000
165697	3	1830636.46853000000	667270.50902300000
165698	1	1830636.70508000000	684179.58806500000
165699	3	1830641.33696000000	683801.62195800000
165700	1	1830644.07777000000	693022.87812200000
165701	3	1830644.08729000000	645513.32583100000
165702	3	1830644.48656000000	660345.13311000000
165703	2	1830645.13650000000	578501.74003800000
165704	3	1830647.53150000000	554258.54607100000
165705	3	1830648.07743000000	620025.85843400000
165706	1	1830648.32022000000	645330.95775800000
165707	1	1830650.21621000000	818551.86623600000
165708	3	1830650.76312000000	649165.88217400000
165709	3	1830653.11647000000	603357.41965800000
165710	1	1830653.30249000000	741299.70676500000
165711	3	1830657.79953000000	537023.80134100000
165712	1	1830658.00786000000	556349.26433000000
165713	1	1830658.53968000000	592121.00052900000
165714	3	1830658.63516000000	739672.65785300000
165715	3	1830659.18601000000	683832.64584600000
165716	1	1830659.47866000000	538171.75409700000
165717	1	1830660.27557000000	691249.56342700000
165718	2	1830660.42026000000	667903.49266500000
165719	1	1830660.62728000000	738578.14855900000
165720	3	1830661.98522000000	741100.42435500000
165721	3	1830662.19552000000	627840.16268700000
165722	2	1830662.88482000000	744980.99270900000
165723	2	1830663.23981000000	720756.84004200000
165724	1	1830663.99112000000	579013.59334500000
165725	1	1830665.03245000000	580986.57299500000
165726	3	1830668.47634000000	556908.14313400000
165727	1	1830669.16007000000	678954.74812100000
165728	3	1830669.31197000000	603482.76553600000
165729	3	1830671.80212000000	537701.78948600000
165730	4	1830672.67187000000	668671.55805800000
165731	2	1830675.93532000000	561254.12033400000
165732	3	1830676.31852000000	667917.31645600000
165733	3	1830677.30343000000	683863.66875000000
165734	3	1830677.82869000000	720110.40728000000
165735	3	1830678.54128000000	603557.18106900000
165736	3	1830680.59377000000	690282.42789400000
165737	2	1830682.62395000000	668676.47471500000
165738	1	1830683.32211000000	645687.87502300000
165739	1	1830685.75059000000	737450.43362300000
165740	1	1830686.72696000000	692858.52247900000
165741	3	1830687.09868000000	739691.38681900000
165742	3	1830687.72335000000	748047.28086800000
165743	3	1830690.76797000000	578531.30625200000
165744	2	1830691.29880000000	744934.52167300000
165745	3	1830691.49205000000	537477.33225800000
165746	4	1830691.55110000000	556492.06358500000
165747	1	1830691.87295000000	554235.50149700000
165748	2	1830693.02518000000	744791.86677500000
165749	1	1830693.43266000000	762100.21339200000
165750	1	1830693.43331000000	656424.88143600000
165751	1	1830693.54355000000	520644.15627900000
165752	2	1830694.55831000000	535966.00785300000
165753	3	1830697.70955000000	645494.86851900000
165754	1	1830699.21841000000	817135.98521000000
165755	3	1830699.84144000000	668685.65908000000
165756	3	1830701.04714000000	690241.95422200000
165757	3	1830702.72562000000	737585.38578100000
165758	1	1830704.37194000000	505470.59246600000
165759	3	1830704.55370000000	691088.84097900000
165760	3	1830705.96839000000	683913.17422800000
165761	1	1830709.52154000000	703526.34989700000
165762	1	1830709.92574000000	690472.91570200000
165763	2	1830710.36668000000	603745.66035100000
165764	2	1830710.40900000000	663924.63743400000
165765	3	1830712.88702000000	830949.23711100000
165766	2	1830712.93853000000	744758.67491200000
165767	2	1830714.52382000000	666981.88361600000
165768	3	1830714.70919000000	783243.45588200000
165769	3	1830715.24725000000	799699.50860000000
165770	3	1830716.43327000000	579513.37384200000
165771	3	1830716.74593000000	691957.86023900000
165772	3	1830718.07040000000	626425.80790400000
165773	5	1830720.17473000000	684529.66479300000
165774	2	1830720.46705000000	536029.09040400000
165775	2	1830720.82532000000	578399.12377400000
165776	3	1830720.96804000000	763718.20293800000
165777	1	1830723.99428000000	659681.54355800000
165778	2	1830725.50248000000	744811.56949200000
165779	1	1830726.61009000000	660849.43000100000
165780	1	1830728.15241000000	690078.33512600000
165781	3	1830728.40995000000	690132.27891600000
165782	1	1830731.95391000000	739275.48049800000
165783	1	1830732.50017000000	626465.12048900000
165784	1	1830734.35515000000	739553.81032200000
165785	1	1830735.65862000000	739882.45205300000
165786	3	1830738.99261000000	524481.26212200000
165787	4	1830739.20980000000	749244.80537600000
165788	2	1830740.04739000000	739288.68060300000
165789	3	1830740.18781000000	656265.14422300000
165790	3	1830742.43223000000	504505.46250600000
165791	1	1830744.25113000000	691204.15341300000
165792	3	1830745.00539000000	743684.86767700000
165793	1	1830746.03754000000	638050.82697700000
165794	3	1830747.36857000000	678480.12669500000
165795	1	1830747.37415000000	692420.38424800000
165796	1	1830747.66057000000	683432.76803700000
165797	3	1830748.40630000000	739749.34339600000
165798	3	1830748.71503000000	501163.18900700000
165799	3	1830749.15499000000	683183.88730100000
165800	3	1830750.32132000000	668186.02195600000
165801	3	1830750.66975000000	668427.94109100000
165802	2	1830752.95255000000	577456.49311300000
165803	1	1830755.09756000000	620204.05328700000
165804	3	1830755.25734000000	620011.77972200000
165805	2	1830756.48667000000	668184.66861200000
165806	2	1830757.16777000000	744829.29025700000
165807	2	1830759.53423000000	668429.88465700000
165808	3	1830761.14020000000	577310.18500700000
165809	1	1830761.73141000000	489386.54819000000
165810	3	1830761.90103000000	578433.01379800000
165811	1	1830763.08606000000	590965.56222400000
165812	3	1830764.27143000000	555298.41111700000
165813	3	1830764.92956000000	684016.81083200000
165814	1	1830765.98271000000	627514.68925600000
165815	1	1830766.16578000000	690346.22402600000
165816	3	1830766.33081000000	762745.92141800000
165817	3	1830768.07490000000	747446.52222700000
165818	2	1830773.30717000000	553854.22338900000
165819	2	1830775.24450000000	556474.45797800000
165820	3	1830775.71104000000	749603.39980300000
165821	3	1830777.27632000000	731898.08875700000
165822	3	1830777.64509000000	684039.91675700000
165823	1	1830777.79404000000	799429.12626700000
165824	2	1830777.89673000000	744798.74241700000
165825	2	1830778.15591000000	577492.11344900000
165826	3	1830779.61785000000	576893.46110300000
165827	4	1830780.35112000000	668180.91468200000
165828	2	1830780.37671000000	553924.67600400000
165829	4	1830780.48498000000	668434.08707600000
165830	2	1830780.98826000000	762343.38974300000
165831	2	1830781.52599000000	803833.19062100000
165832	1	1830781.61719000000	683523.28622800000
165833	4	1830781.76483000000	556883.11660900000
165834	1	1830781.93937000000	656238.47006300000
165835	3	1830782.34980000000	683170.82203800000
165836	1	1830782.45446000000	737407.93895800000
165837	1	1830783.19396000000	536693.27903600000
165838	3	1830783.86522000000	684050.80846700000
165839	3	1830784.65164000000	749682.45837200000
165840	3	1830785.76876000000	557329.18133400000
165841	1	1830786.50235000000	560602.99958900000
165842	3	1830789.95182000000	782378.91135100000
165843	2	1830791.27728000000	744630.54754400000
165844	2	1830793.64407000000	553881.92412100000
165845	1	1830794.48561000000	691729.79507800000
165846	1	1830794.80418000000	659050.75971400000
165847	2	1830795.28515000000	589928.27919300000
165848	2	1830795.51841000000	684469.73446700000
165849	4	1830795.55056000000	501592.16387100000
165850	2	1830798.02497000000	739769.95687100000
165851	3	1830801.98395000000	684082.16207900000
165852	2	1830803.37929000000	577305.35102700000
165853	4	1830804.45048000000	579739.97115800000
165854	1	1830805.22181000000	622942.29879500000
165855	2	1830805.39339000000	739743.44445700000
165856	3	1830806.23985000000	490403.56616900000
165857	1	1830809.40060000000	841060.40422400000
165858	1	1830810.56464000000	732925.23729300000
165859	2	1830811.02035000000	589389.45284300000
165860	3	1830813.12140000000	556168.50550500000
165861	1	1830814.60827000000	632874.63588600000
165862	2	1830814.74377000000	766605.15877800000
165863	1	1830816.39239000000	547209.11069500000
165864	1	1830816.40059000000	508723.95538200000
165865	3	1830816.58300000000	762515.65580200000
165866	2	1830819.82972000000	561098.56454300000
165867	3	1830823.35071000000	656084.05337700000
165868	3	1830824.51639000000	590247.48590400000
165869	3	1830824.52328000000	537734.15654700000
165870	3	1830824.59578000000	632715.07682100000
165871	3	1830824.68994000000	667687.26409500000
165872	2	1830824.81100000000	606942.90559700000
165873	3	1830826.48128000000	667387.41922200000
165874	2	1830827.03311000000	724879.81572000000
165875	3	1830828.64171000000	589530.34462200000
165876	3	1830829.20732000000	782259.90207500000
165877	3	1830830.99439000000	703595.60139900000
165878	3	1830831.23783000000	739438.17177400000
165879	1	1830831.72175000000	690261.18777900000
165880	3	1830833.91302000000	511450.95189600000
165881	3	1830834.77982000000	831161.81345700000
165882	2	1830837.57640000000	666731.10262100000
165883	1	1830838.60789000000	620356.21669700000
165884	3	1830839.38414000000	649134.86747300000
165885	3	1830839.42941000000	577470.97372700000
165886	3	1830839.70140000000	502024.46057900000
165887	3	1830840.05966000000	591479.79019800000
165888	1	1830840.51701000000	684738.91273400000
165889	1	1830840.51799000000	641702.61527700000
165890	1	1830841.61707000000	626411.32040000000
165891	3	1830842.26537000000	762516.85691600000
165892	1	1830843.36576000000	607055.99592200000
165893	3	1830844.11969000000	742526.67609500000
165894	2	1830845.77651000000	536020.55367500000
165895	1	1830847.38740000000	740129.14873800000
165896	3	1830847.93399000000	504844.15047700000
165897	1	1830848.73550000000	642751.65320500000
165898	2	1830850.35754000000	744672.62882500000
165899	3	1830851.70728000000	830183.97289300000
165900	3	1830854.43070000000	684169.61367600000
165901	2	1830854.95793000000	556866.88468600000
165902	1	1830855.52026000000	556304.31363300000
165903	1	1830858.79191000000	704984.15406800000
165904	1	1830860.84965000000	683659.59041800000
165905	1	1830861.51828000000	659982.70863800000
165906	1	1830861.79781000000	502245.07627900000
165907	1	1830861.86671000000	667605.01229100000
165908	3	1830862.85719000000	733166.92119300000
165909	3	1830863.28074000000	737516.10901700000
165910	3	1830863.40049000000	487479.01165100000
165911	3	1830864.80108000000	591477.35614700000
165912	1	1830866.67181000000	659768.56372500000
165913	3	1830870.24530000000	632709.89540100000
165914	1	1830871.49562000000	603356.71198200000
165915	1	1830872.88998000000	488000.48665800000
165916	3	1830874.66884000000	550291.03628900000
165917	1	1830876.48840000000	683789.57867500000
165918	3	1830877.16129000000	782115.36627500000
165919	2	1830878.14161000000	794609.20086700000
165920	2	1830878.31090000000	589054.23369700000
165921	3	1830878.64784000000	830181.85774000000
165922	2	1830879.06680000000	667723.07800000000
165923	3	1830879.43721000000	557313.84507800000
165924	1	1830879.63012000000	772401.52612300000
165925	2	1830881.31286000000	683113.75784800000
165926	3	1830883.41719000000	546057.84889000000
165927	3	1830883.69901000000	641971.79420000000
165928	3	1830884.02152000000	794330.48554500000
165929	2	1830884.06121000000	577459.84120400000
165930	3	1830884.80006000000	750481.59817800000
165931	3	1830885.99592000000	801609.46377000000
165932	1	1830886.80038000000	512989.79297900000
165933	1	1830887.50740000000	649316.32478700000
165934	3	1830887.61009000000	512819.03643000000
165935	3	1830888.17275000000	512083.73737600000
165936	4	1830888.82269000000	556453.40158900000
165937	3	1830889.43620000000	589640.25483500000
165938	3	1830889.88437000000	741965.47118100000
165939	3	1830892.57924000000	794388.03562700000
165940	1	1830893.44998000000	830263.87365200000
165941	1	1830894.75050000000	632891.13224400000
165942	3	1830898.19800000000	739558.65381600000
165943	3	1830898.49426000000	782049.06883500000
165944	1	1830899.53362000000	732156.64827900000
165945	3	1830905.62416000000	690970.72507400000
165946	2	1830907.52934000000	749638.18352600000
165947	1	1830909.61530000000	566850.25678000000
165948	3	1830915.75931000000	739032.00559100000
165949	4	1830915.91942000000	741644.31040600000
165950	1	1830916.07460000000	666985.55618100000
165951	1	1830917.75242000000	668577.39420400000
165952	1	1830918.25734000000	477900.47634600000
165953	1	1830924.92629000000	641153.18592900000
165954	2	1830925.12150000000	505700.52507700000
165955	3	1830927.80785000000	738920.41296700000
165956	3	1830929.54045000000	799656.77869900000
165957	1	1830932.05488000000	673045.09491500000
165958	2	1830932.64937000000	673169.85910100000
165959	1	1830932.97877000000	738826.06341800000
165960	2	1830935.19563000000	673310.16820300000
165961	3	1830935.94398000000	831615.12357400000
165962	1	1830936.48237000000	683321.99266800000
165963	3	1830937.97909000000	606990.35268000000
165964	2	1830939.06996000000	595104.64712100000
165965	1	1830939.70218000000	836187.81948100000
165966	1	1830939.89050000000	590915.74441000000
165967	1	1830939.97285000000	721607.40756700000
165968	3	1830941.58571000000	555139.71950500000
165969	1	1830942.99089000000	691159.85100800000
165970	2	1830944.30749000000	557303.60953400000
165971	3	1830944.75565000000	741293.01878600000
165972	2	1830944.88491000000	639081.41481100000
165973	3	1830946.08110000000	799652.39681800000
165974	2	1830947.19692000000	594436.79347000000
165975	4	1830948.59947000000	731890.32040000000
165976	1	1830948.92887000000	495166.06714300000
165977	1	1830951.17296000000	563917.41028300000
165978	3	1830953.11127000000	741193.02718800000
165979	1	1830953.74283000000	683905.04301100000
165980	1	1830953.89572000000	681966.67451200000
165981	1	1830953.91278000000	587068.96798300000
165982	1	1830954.33109000000	779135.86829700000
165983	1	1830954.51941000000	831148.00016500000
165984	3	1830955.05451000000	668465.35702700000
165985	3	1830956.25956000000	642150.15572000000
165986	2	1830956.27236000000	794522.10950600000
165987	1	1830957.49578000000	799414.03377700000
165988	3	1830957.94000000000	594489.69100200000
165989	1	1830958.04204000000	691336.17611400000
165990	3	1830959.69919000000	741115.21894500000
165991	1	1830960.01579000000	550845.58734600000
165992	3	1830960.30680000000	746792.93692000000
165993	3	1830962.77136000000	684336.55756800000
165994	3	1830964.01381000000	741065.88472600000
165995	2	1830964.74347000000	639133.93964000000
165996	2	1830965.07680000000	577401.21369600000
165997	1	1830965.78349000000	556265.73431400000
165998	3	1830965.81335000000	505232.74878100000
165999	3	1830966.32286000000	645394.63840500000
166000	1	1830968.22509000000	666497.16411300000
166001	2	1830969.00002000000	766258.88584900000
166002	4	1830973.39109000000	556847.46018400000
166003	1	1830973.82449000000	691834.84440800000
166004	1	1830975.15421000000	829940.43138600000
166005	2	1830975.38452000000	667775.57034900000
166006	3	1830975.71293000000	660289.28020300000
166007	3	1830976.39961000000	591464.91260300000
166008	2	1830977.27986000000	516258.48985300000
166009	3	1830977.44521000000	641917.40487300000
166010	3	1830977.83531000000	739755.52875100000
166011	2	1830981.21292000000	578135.46222800000
166012	1	1830981.49540000000	731601.89512400000
166013	2	1830981.65846000000	739771.39682900000
166014	1	1830984.28608000000	691498.21712900000
166015	3	1830984.29264000000	516372.29211900000
166016	3	1830984.93044000000	739783.95782800000
166017	2	1830984.93831000000	779779.14161700000
166018	1	1830985.17584000000	627101.63135500000
166019	3	1830986.71324000000	740774.52704100000
166020	2	1830987.67190000000	577284.28938900000
166021	2	1830987.96553000000	739410.28436200000
166022	4	1830988.08627000000	668470.82584800000
166023	4	1830988.44257000000	748146.12679900000
166024	2	1830988.87400000000	748236.47865200000
166025	1	1830989.09611000000	625269.22229100000
166026	1	1830989.42485000000	527193.27244600000
166027	3	1830992.54886000000	740707.31326400000
166028	1	1830993.47471000000	507541.74711600000
166029	1	1830993.96913000000	801343.49743800000
166030	3	1830994.01638000000	737480.73343100000
166031	1	1830994.02261000000	626644.89801700000
166032	1	1830995.35528000000	527648.25710000000
166033	2	1830995.49866000000	555090.15661200000
166034	3	1830996.30016000000	801551.67582700000
166035	1	1830998.33756000000	515863.27542100000
166036	4	1831000.54392000000	556438.31106800000
166037	3	1831001.05475000000	594901.16229200000
166038	3	1831002.45960000000	836479.78937000000
166039	1	1831005.26176000000	668583.92732800000
166040	4	1831005.50651000000	766175.30629200000
166041	3	1831005.63085000000	683030.42829000000
166042	2	1831006.88708000000	668474.37669400000
166043	1	1831007.30966000000	800055.57350500000
166044	2	1831010.55079000000	684401.52692600000
166045	1	1831011.25486000000	645525.14601800000
166046	3	1831011.78701000000	526961.52356500000
166047	1	1831011.80702000000	592065.71094200000
166048	1	1831012.10066000000	712295.88977200000
166049	4	1831015.92184000000	577281.17719100000
166050	2	1831019.73384000000	744945.86023300000
166051	2	1831022.34703000000	762869.14328400000
166052	3	1831022.95267000000	690778.21463200000
166053	3	1831023.70267000000	710457.70217600000
166054	2	1831023.81750000000	747988.74850500000
166055	2	1831024.86244000000	508130.29777600000
166056	3	1831025.41887000000	659961.07876000000
166057	1	1831027.83455000000	737274.71251800000
166058	2	1831027.89196000000	595114.15333600000
166059	2	1831028.89721000000	801833.18773200000
166060	1	1831029.69642000000	668361.74667000000
166061	1	1831030.35390000000	817046.68683200000
166062	1	1831030.52385000000	567702.14451200000
166063	1	1831031.05075000000	732953.64045200000
166064	3	1831031.43526000000	691095.55618900000
166065	2	1831032.37161000000	801945.37517100000
166066	1	1831032.79090000000	502620.51745700000
166067	1	1831034.48611000000	683232.50072100000
166068	2	1831038.46937000000	829509.83513400000
166069	3	1831039.53695000000	639159.06623000000
166070	1	1831043.15538000000	637885.92966900000
166071	4	1831044.43786000000	557287.58135100000
166072	3	1831047.20557000000	740101.05594700000
166073	3	1831047.86010000000	733166.03832100000
166074	3	1831048.83779000000	556113.11618100000
166075	1	1831053.96934000000	555035.93887300000
166076	3	1831054.16881000000	691139.79527400000
166077	3	1831054.89027000000	740421.39323300000
166078	3	1831055.78167000000	505540.40531800000
166079	3	1831057.28561000000	747768.16462800000
166080	2	1831057.38206000000	779444.17739200000
166081	3	1831059.44932000000	619995.44117200000
166082	2	1831059.75607000000	728753.92608200000
166083	3	1831060.99623000000	505558.91217100000
166084	3	1831062.20620000000	641893.83602300000
166085	1	1831065.00278000000	557420.84584900000
166086	1	1831065.23014000000	578880.30981900000
166087	2	1831065.56774000000	577929.88783600000
166088	1	1831067.47850000000	691907.86952500000
166089	1	1831068.45094000000	789482.38205300000
166090	3	1831068.92305000000	750431.73574500000
166091	3	1831069.82036000000	539214.52202500000
166092	3	1831070.28427000000	667473.62771100000
166093	3	1831071.31117000000	691192.33486700000
166094	4	1831072.17632000000	556831.43856300000
166095	2	1831073.21077000000	589810.14130600000
166096	1	1831076.70617000000	579710.88099300000
166097	2	1831080.21765000000	667474.57357500000
166098	3	1831080.57427000000	660270.57945300000
166099	1	1831080.70551000000	603407.34344200000
166100	1	1831081.34757000000	632807.51102000000
166101	1	1831081.56410000000	699144.73366000000
166102	1	1831083.23437000000	556265.83930000000
166103	2	1831083.91777000000	539345.49945300000
166104	1	1831085.61363000000	535149.76047000000
166105	3	1831085.92334000000	691276.65786100000
166106	3	1831086.41186000000	739173.17492800000
166107	4	1831086.62511000000	749206.40879900000
166108	1	1831087.84952000000	508839.48336600000
166109	3	1831089.29079000000	724837.52545000000
166110	2	1831089.46336000000	740318.29829400000
166111	1	1831091.36526000000	683912.99214200000
166112	1	1831092.07195000000	546017.81124000000
166113	3	1831092.68383000000	538635.30369500000
166114	3	1831094.17366000000	632679.70812600000
166115	3	1831095.68087000000	720614.44957900000
166116	2	1831096.17300000000	508089.25750400000
166117	3	1831097.69793000000	684454.72596700000
166118	1	1831097.94432000000	644044.77168200000
