TAZ,ID_POPSYN
3791055,331
3799632,332
3799781,333
3799096,334
3799101,335
3799459,336
3799127,337
3799279,338
3799214,339
3799222,340
3799030,341
3799950,342
3799951,343
3799493,344
3791241,345
3791240,346
3799770,347
3799777,348
3799780,349
3799100,350
3799108,351
3799091,352
3799109,353
3799110,354
3799086,355
3799085,356
3799899,357
3799925,358
3799897,359
3799903,360
3799476,361
3799558,362
3799556,363
3791022,364
3791026,365
3791029,366
3791036,367
3799640,368
3799419,369
3799418,370
3799569,371
3799570,372
3799567,373
3799217,374
3799046,375
3799040,376
3799047,377
3799473,378
3799563,379
3799955,380
3799948,381
3799926,382
3799660,383
3791068,384
3791043,385
3791069,386
3791007,387
3791035,388
3791070,389
3799481,390
3799500,391
3799492,392
3799491,393
3799494,394
3799501,395
3799218,396
3799450,397
3799186,398
3799463,399
3799468,400
3799469,401
3799464,402
3799467,403
3799860,404
3799928,405
3799882,406
3799833,407
3799706,408
3791227,409
3791229,410
3791231,411
3791232,412
3791211,413
3791218,414
3791234,415
3791220,416
3791223,417
3791235,418
3791236,419
3791230,420
3799495,421
3799498,422
3799605,423
3799025,424
3799028,425
3799182,426
3799185,427
3799014,428
3799013,429
3799290,430
3799989,431
3799219,432
3799243,433
3799312,434
3799697,435
3799872,436
3799740,437
3799707,438
3799705,439
3799362,440
3799397,441
3799571,442
3799508,443
3799511,444
3799566,445
3799149,446
3799150,447
3799154,448
3799152,449
3791187,450
3791172,451
3791219,452
3791191,453
3799879,454
3799708,455
3799709,456
3799355,457
3799565,458
3799568,459
3799576,460
3799586,461
3799587,462
3799591,463
3799158,464
3799159,465
3799299,466
3799372,467
3799291,468
3799382,469
3791038,470
3791079,471
3791239,472
3799902,473
3799863,474
3799363,475
3799369,476
3799822,477
3799598,478
3791066,479
3791072,480
3791092,481
3791086,482
3799311,483
3799530,484
3799384,485
3799016,486
3791158,487
3791138,488
3799155,489
3799800,490
3791020,491
3791044,492
3791049,493
3791000,494
3799330,495
3799990,496
3799840,497
3799850,498
3799847,499
3799839,500
3791088,501
3791117,502
3791114,503
3791093,504
3799532,505
3799528,506
3799573,507
3799533,508
3799213,509
3799223,510
3791224,511
3791225,512
3791217,513
3791173,514
3799480,515
3799588,516
3799336,517
3799824,518
3799698,519
3791106,520
3791107,521
3791015,522
3791014,523
3791016,524
3791097,525
3791116,526
3791075,527
3791081,528
3791078,529
3799181,530
3799180,531
3799029,532
3799042,533
3799133,534
3791013,535
3791094,536
3791118,537
3791071,538
3799927,539
3799930,540
3799680,541
3799700,542
3799702,543
3799717,544
3799630,545
3799627,546
3799628,547
3791091,548
3791080,549
3791084,550
3799581,551
3799577,552
3799585,553
3799529,554
3799421,555
3799144,556
3799145,557
3791101,558
3799514,559
3799792,560
3799531,561
3799947,562
3799958,563
3799963,564
3799959,565
3799937,566
3799364,567
3799861,568
3791154,569
3791155,570
3791212,571
3791210,572
3791152,573
3799791,574
3791149,575
3799431,576
3799434,577
3799432,578
3799629,579
3799428,580
3799435,581
3799479,582
3799231,583
3799232,584
3799237,585
3799527,586
3799572,587
3791076,588
3791077,589
3799516,590
3799509,591
14799125,592
14799126,593
14799124,594
14799131,595
14799128,596
14799130,597
14799127,598
14799135,599
14799142,600
14799145,601
14799112,602
14799117,603
14799119,604
14799116,605
14799118,606
14799122,607
14799123,608
14799129,609
14799083,610
14799082,611
14799085,612
14799100,613
14799099,615
14799062,616
14799042,617
14799134,618
14799041,619
14799076,620
14799073,621
14799092,622
14799095,623
14799097,624
14799096,625
14799098,626
14799002,627
14799007,628
14799017,629
14799037,630
14999007,631
14999002,632
14999005,633
14999006,634
14999010,635
14999017,636
14999022,637
14999016,638
14999004,639
14999040,640
14999018,641
14999386,642
14999173,643
14999167,644
14999175,645
14999164,646
14999208,647
14999212,648
14999213,649
14999215,650
14999209,651
14999133,652
14999246,653
14999247,654
14999080,655
14999084,656
14999081,657
14999210,658
14999211,659
14999108,660
14999147,661
14999026,662
14999021,663
14999240,664
14999241,665
14999102,666
14999245,667
14999109,668
14999204,669
14999182,670
14999244,671
14999299,672
14999300,673
14999378,674
14999364,675
14999264,676
14999025,677
14999030,678
14999227,679
14999229,680
14999263,682
14999199,683
14999200,684
14999198,685
14999197,686
14999201,687
14999363,688
14999365,689
14999375,690
14999221,691
14999223,692
14999224,693
14999274,694
14999174,695
14999171,696
14999384,697
14999053,698
14999148,699
14999054,700
14999060,701
14999146,702
14999065,703
14999059,704
14999220,705
14999222,706
14999346,707
14999123,708
14999122,709
14999124,710
14999132,711
14999347,712
14999217,713
14999339,714
14999356,715
14999269,716
14999070,717
14999400,718
14999038,719
14999074,720
14999075,721
14999150,722
14999163,723
14999168,724
14999159,725
14999149,726
14999160,727
14999158,728
14999144,729
14999151,730
14999142,731
14999143,732
14999011,733
14999012,734
14999013,735
14999062,736
14999066,737
14999067,738
14999156,739
14999280,740
14999238,741
14999239,742
14999250,743
14999357,744
14999267,745
14999228,746
14999243,747
14999287,748
14999291,749
14999095,750
14999099,751
14999008,752
14999014,753
14999003,754
14999050,755
14999061,756
14999042,757
14999063,758
14999313,759
14999354,760
14999353,761
14999355,762
14999333,763
14999310,764
14999268,765
14999276,766
14999064,767
14999036,768
14999043,769
14999398,770
14999015,771
14999023,772
14999009,773
14999126,774
14999125,775
14999251,776
14999214,777
14999216,778
14999218,779
14999039,780
14999402,781
14999389,782
14999037,783
14999219,784
14999226,785
14999225,786
14999309,787
14999206,788
14999207,789
14999399,790
14999076,791
14999390,792
14999073,793
14999077,794
14999230,795
14999237,796
14999281,797
14999282,798
14999295,799
14999296,800
14999290,801
14999242,802
18999053,803
18999054,804
18999056,805
18999052,806
18999063,807
18999064,808
18999062,809
18999055,810
18999059,811
18999077,812
18999080,813
18999079,814
18999067,815
18999078,816
18999181,817
18999147,818
18999086,819
18999047,820
18999048,821
18999154,823
18999178,824
18999169,825
18999168,826
18999179,827
18999161,828
18999163,829
18999085,830
18999036,831
18999042,832
18999170,833
18999037,834
18999045,835
18999041,836
18999040,837
18999020,838
18999207,839
18999012,840
18999014,841
18999002,842
18999043,843
18999046,844
18999006,845
18999004,846
18999023,847
18999044,848
18999129,849
18999005,850
18999108,851
18999112,852
18999109,853
18999135,854
18999015,855
18999007,856
18999008,857
18999124,858
18999102,859
18999123,860
18999116,861
18999114,862
18999125,863
18999103,864
18999162,865
18999021,866
18799059,867
18799061,868
14999181,869
14999183,870
3799737,871
3799738,872
3799453,873
3799449,874
3799451,875
3799711,876
3799370,877
3799381,878
3799376,879
18799069,880
3799775,881
18799205,882
18799213,883
18799103,884
18799214,885
18799097,886
18799215,887
18799219,888
18799220,889
18799212,890
18799216,891
14799047,892
14799052,893
14799053,894
14799054,895
14799056,896
14799055,897
14799058,898
14799057,899
14799061,900
14799059,901
14799060,902
14799005,903
14799003,904
14799004,905
14799001,906
14799028,907
14799039,908
14799038,909
14799029,910
14799133,911
14799132,912
16599271,913
16599270,914
16599207,915
16599267,916
16599268,917
16599088,918
16599163,919
16599167,920
16599164,921
16599154,922
16599166,923
16599165,924
16599156,925
16599162,926
16599160,927
16599150,928
16599148,929
16599145,930
16599144,931
16599143,932
16599109,933
16599110,934
16599005,935
16599008,936
16599017,937
16599016,938
16599019,939
16599020,940
16599022,941
16599024,942
16599026,943
16599025,944
16599051,945
16599052,946
16599004,947
16599002,948
16599001,949
14799136,950
14799140,951
14799063,952
14799064,953
14799074,954
14799075,955
14799079,956
14799078,957
14799077,958
14799080,959
14799066,960
14799067,961
14799070,962
14799065,963
14799102,964
14799026,965
14799030,966
14799109,967
14799108,968
14799104,969
14799107,970
14799110,971
14799084,972
14799088,973
14799091,974
14799086,975
14799081,976
14799093,977
14799094,978
14799115,979
14799111,980
14799114,981
14799113,982
3799001,983
3799002,984
3799010,985
3799009,986
3799008,987
3799007,988
3799005,989
3799006,990
3799019,991
3799018,992
3799026,993
3799027,994
3799032,995
3799031,996
3799036,997
3799038,998
3799039,999
3799033,1000
3799037,1001
14799019,1002
14799021,1003
14799018,1004
14799020,1005
14799022,1006
14799014,1007
14799016,1008
16599074,1009
16599075,1010
16599069,1011
16599072,1012
16599071,1013
16599099,1014
16599103,1015
16599104,1016
16599100,1017
16599142,1018
16599136,1019
16599135,1020
16599137,1021
16599128,1022
16599127,1023
16599129,1024
16599124,1025
16599123,1026
16599155,1027
16599159,1028
16599153,1029
16599158,1030
16599133,1031
16599093,1032
11999169,1033
11999167,1034
11999151,1035
11999163,1036
11999162,1037
11999198,1038
11999199,1039
11999200,1040
11999194,1041
11999190,1042
11999184,1043
11999185,1044
11999186,1045
11999191,1046
11999180,1047
11999181,1048
11999192,1049
11999179,1050
11999183,1051
11999202,1052
11999201,1053
11999155,1054
11999154,1055
11999152,1056
11999153,1057
11999145,1058
11999146,1059
11999149,1060
11999148,1061
11999147,1062
11999150,1063
11999157,1064
11999164,1065
11999161,1066
11999174,1067
11999175,1068
11999090,1069
11999089,1070
11999083,1071
11999082,1072
11999076,1073
11999075,1074
11999074,1075
11999117,1076
11999102,1077
11999103,1078
11999104,1079
11999105,1080
11999064,1081
11999065,1082
11999087,1083
11999086,1084
11999084,1085
11999158,1086
11999142,1087
11999144,1088
11999143,1089
11999138,1090
11999136,1091
11999137,1092
11999133,1093
11999139,1094
11999141,1095
11999072,1096
11999100,1097
11999099,1098
11999073,1099
11999097,1100
11999098,1101
11999088,1102
11999054,1103
11999057,1104
11999051,1105
11999050,1106
11999047,1107
11999045,1108
11999046,1109
11999124,1110
11999125,1111
11999011,1112
11999009,1113
11999012,1114
11999017,1115
11999014,1116
11999013,1117
11999010,1118
11999015,1119
11999008,1120
11999006,1121
11999004,1122
11999002,1123
11999005,1124
11999007,1125
11999003,1126
11999001,1127
11999018,1128
11999016,1129
18799306,1130
18799311,1131
18799271,1132
18799274,1133
18799273,1134
18799272,1135
11999035,1136
11999033,1137
14999178,1138
14999179,1139
14999139,1140
14999130,1141
14999127,1142
14999131,1143
14999136,1144
14999140,1145
14999137,1146
14999129,1147
14999128,1148
14999118,1149
14999119,1150
14999117,1151
14999110,1152
14999111,1153
14999248,1154
14999253,1155
14999255,1156
14999257,1157
14999324,1158
14999325,1159
14999321,1160
14999322,1161
14999323,1162
14999327,1163
14999326,1164
14999331,1165
14999318,1166
14999317,1167
14999328,1168
14999332,1169
14999283,1170
14999284,1171
14999285,1172
14999286,1173
14999316,1174
14999186,1175
14999188,1176
14999185,1177
14999334,1178
14999337,1179
14999341,1180
14999340,1181
14999202,1182
14999203,1183
14999205,1184
14999349,1185
14999348,1186
14999350,1187
18799023,1188
18799026,1189
18799025,1190
18799024,1191
18799020,1192
18799163,1193
18799280,1194
18799278,1195
18799279,1196
18799277,1197
18799169,1198
18799137,1199
3799920,1200
3799921,1201
3799919,1202
3799923,1203
3799922,1204
18799109,1205
18799108,1206
3799944,1207
3799943,1208
3799942,1209
3799945,1210
3799946,1211
3799941,1212
3799932,1213
3799918,1214
3799949,1215
3799924,1216
18799143,1217
18799144,1218
18799120,1219
18799110,1220
18799118,1221
18799123,1222
18799124,1223
18799054,1224
14999141,1225
14999145,1226
14999096,1227
14999097,1228
14999079,1229
14999078,1230
14999094,1231
14999101,1232
14999105,1233
14999106,1234
14999104,1235
14999103,1236
14999107,1237
18999192,1238
18999201,1239
18999195,1240
18999196,1241
18999191,1242
18999188,1243
18999203,1244
18999200,1245
18999208,1246
18999209,1247
18999205,1248
18999206,1249
18999146,1250
18999151,1251
18999152,1252
18999155,1253
18999153,1254
18999156,1255
18999157,1256
18999019,1257
18999017,1258
18999016,1259
18999013,1260
18999136,1261
18999137,1262
18999148,1263
18999149,1264
18999150,1265
18999104,1266
18999107,1267
18999105,1268
18999106,1269
18999139,1270
18999140,1271
18999141,1272
18999144,1273
18999143,1274
18999145,1275
18999091,1276
18999094,1277
18999025,1278
18999119,1279
18999120,1280
18999026,1281
18999038,1282
3799604,1283
18999186,1284
18999190,1285
18999189,1286
18999187,1287
18999183,1288
18999185,1289
18999184,1290
3799602,1291
3791113,1292
3791115,1293
3791102,1294
3791096,1295
3791095,1296
18799085,1297
18799084,1298
18799125,1299
18799116,1300
18799127,1301
18799126,1302
18799129,1303
18799130,1304
3799954,1305
3799953,1306
3799952,1307
3799985,1308
3799986,1309
3791003,1310
3791001,1311
3791008,1312
3791002,1313
3791004,1314
18799027,1315
18799028,1316
3799580,1317
3799574,1318
3799575,1319
3799512,1320
3799513,1321
18999138,1322
18999142,1323
3799889,1324
3799888,1325
3799890,1326
3799892,1327
3799976,1328
3799977,1329
3799972,1330
3799980,1331
3799848,1332
3799968,1333
3799969,1334
3799965,1335
3799967,1336
3799843,1337
3799844,1338
3799849,1339
3799841,1340
3799842,1341
3799845,1342
3799846,1343
3799784,1344
3799802,1345
3799783,1346
3799808,1347
3799799,1348
3799798,1349
3799631,1350
3799633,1351
3799654,1352
3791248,1353
3791244,1354
3791171,1355
3791170,1356
3791166,1357
3791165,1358
3791168,1359
3791221,1360
3791177,1361
3791215,1362
3791134,1363
3799503,1364
3799606,1365
3799607,1366
14999001,1367
14999087,1368
14999088,1369
14999092,1370
14999093,1371
18999180,1372
18999182,1373
14999085,1374
14999083,1375
14999082,1376
14999086,1377
18999199,1378
18999198,1379
18999171,1380
18999176,1381
18999166,1382
18999164,1383
18999167,1384
18999174,1385
18999165,1386
18999087,1387
18999089,1388
3799553,1389
3799552,1390
3799221,1391
3799220,1392
3799252,1393
3799253,1394
3799251,1395
3799225,1396
3799226,1397
3799228,1398
3799227,1399
3799255,1400
3799264,1401
3799263,1402
3799256,1403
3799254,1404
3791127,1405
3791121,1406
3791122,1407
3791125,1408
3791126,1409
3791124,1410
3791120,1411
3791130,1412
3799259,1413
3799258,1414
3799257,1415
3799230,1416
3799229,1417
3799209,1418
3791145,1419
3791144,1420
3791141,1421
3791143,1422
3791133,1423
3791139,1424
3791137,1425
3791140,1426
3799266,1427
3799284,1428
3799195,1429
3799192,1430
3799283,1431
3799196,1432
3799388,1433
3799387,1434
3799377,1435
3799378,1436
3799360,1437
3799361,1438
3799855,1439
3799856,1440
3799751,1441
3799747,1442
3799749,1443
3799748,1444
3799340,1445
3799727,1446
3799341,1447
3799726,1448
3799862,1449
3799865,1450
3799864,1451
3799870,1452
3799871,1453
3799342,1454
3799345,1455
3799346,1456
3799288,1457
3799293,1458
18999032,1459
18999074,1460
18999088,1461
18999101,1462
18999100,1463
18999092,1464
18999096,1465
18999099,1466
18999098,1467
18999118,1468
18999113,1469
18999121,1470
18999128,1471
18999132,1472
18999133,1473
18999126,1474
18999122,1475
18999134,1476
18999127,1477
18999130,1478
18999131,1479
18999018,1480
18999034,1481
18999035,1482
16599261,1483
16599260,1484
16599247,1485
16599248,1486
16599251,1487
16599249,1488
16599250,1489
16599243,1490
16599242,1491
16599241,1492
16599244,1493
16599114,1494
16599106,1495
16599107,1496
16599101,1497
16599047,1498
16599048,1499
16599039,1500
16599040,1501
14799143,1502
14799148,1503
14799144,1504
14799044,1505
14799043,1506
14799049,1507
14799048,1508
14799050,1509
14799051,1510
16599029,1511
16599027,1512
16599030,1513
16599031,1514
16599021,1515
16599018,1516
16599013,1517
16599012,1518
16599014,1519
16599015,1520
16599010,1521
16599009,1522
16599006,1523
16599007,1524
16599053,1525
16599044,1526
16599046,1527
16599049,1528
16599045,1529
16599050,1530
16599054,1531
16599041,1532
16599042,1533
16599043,1534
16599063,1535
16599059,1536
16599056,1537
16599061,1538
16599064,1539
16599037,1540
16599038,1541
16599036,1542
16599060,1543
16599062,1544
16599033,1545
14799147,1546
14799146,1547
14799101,1548
14799103,1549
16599083,1550
16599081,1551
16599077,1552
16599078,1553
16599112,1554
16599113,1555
16599111,1556
14799120,1557
14799121,1558
14799013,1559
14799015,1560
14799012,1561
14799024,1562
14799023,1563
14799089,1564
14799090,1565
16599198,1566
16599070,1567
16599197,1568
16599284,1569
16599175,1570
3799034,1571
3799035,1572
3799003,1573
3799004,1574
3799304,1575
3799308,1576
3799309,1577
3799300,1578
3799302,1579
3799313,1580
3799314,1581
3799024,1582
3799020,1583
3799017,1584
3799012,1585
3799011,1586
3799126,1587
3799122,1588
3799114,1589
3799123,1590
3799113,1591
3799073,1592
18999003,1593
18999001,1594
18999011,1595
18999010,1596
18999009,1597
18999022,1598
18999024,1599
18999090,1600
18999095,1601
18999097,1602
18999093,1603
18999029,1604
18999030,1605
3799446,1606
3799184,1607
3799183,1608
3799188,1609
3799189,1610
3799169,1611
3799171,1612
3799162,1613
3799165,1614
3799280,1615
3799368,1616
3799367,1617
3799911,1618
3799876,1619
3799877,1620
3799869,1621
3799868,1622
3799867,1623
3799866,1624
3799720,1625
3799408,1626
3799409,1627
3799701,1628
3791193,1629
3799411,1630
3799413,1631
3799414,1632
3791200,1633
3791201,1634
3791196,1635
3799390,1636
3799391,1637
3799395,1638
3799399,1639
3799394,1640
3799393,1641
3791174,1642
3791179,1643
3791148,1644
3791150,1645
3791136,1646
3799649,1647
3799420,1648
3799651,1649
3799652,1650
3799650,1651
3799647,1652
3791175,1653
3799663,1654
3791186,1655
3799668,1656
3799681,1657
3799682,1658
3799676,1659
3799675,1660
3799690,1661
3799692,1662
3799736,1663
3799739,1664
3799416,1665
3799417,1666
3799646,1667
3799648,1668
3799425,1669
3799423,1670
3799441,1671
3799440,1672
3799422,1673
3799564,1674
3799561,1675
3799557,1676
3799560,1677
3799559,1678
18999060,1679
18999061,1680
18999177,1681
18999172,1682
3799497,1683
3799496,1684
3799499,1685
3799502,1686
3791265,1687
3791263,1688
3791266,1689
3791033,1690
3791032,1691
3791034,1692
3799992,1693
3799995,1694
18799141,1695
18799142,1696
18799128,1697
18799131,1698
18799154,1699
18799155,1700
18799121,1701
18799117,1702
18799159,1703
18799160,1704
18799186,1705
14999019,1706
14999020,1707
14999072,1708
14999071,1709
14999374,1710
14999377,1711
14999376,1712
14999372,1713
14999370,1714
14999361,1715
14999359,1716
14999362,1717
14999189,1718
14999187,1719
14999320,1720
14999319,1721
14999329,1722
14999330,1723
14999162,1724
14999161,1725
18799266,1726
18799267,1727
18799265,1728
18799269,1729
14999176,1730
18799270,1731
18799264,1732
14999180,1733
14999172,1734
14999177,1735
11999071,1736
11999130,1737
11999132,1738
11999131,1739
11999129,1740
11999172,1741
11999173,1742
3799049,1743
3799051,1744
3799060,1745
3799065,1746
3799105,1747
3799104,1748
3799103,1749
3799507,1750
3799505,1751
3799504,1752
3799506,1753
3799915,1754
3799916,1755
3799447,1756
3799448,1757
3799452,1758
3799456,1759
3799444,1760
3799445,1761
3799904,1762
3799905,1763
3799273,1764
3799274,1765
3799281,1766
3799282,1767
3799277,1768
3799278,1769
3799292,1770
3799294,1771
3799286,1772
3799285,1773
3799160,1774
3799161,1775
3799164,1776
3799163,1777
3799156,1778
3799157,1779
3799201,1780
3799199,1781
3799200,1782
3799197,1783
3799198,1784
3799194,1785
3799193,1786
3799239,1787
3799238,1788
3799265,1789
3799241,1790
3799240,1791
3799242,1792
3799275,1793
3799102,1794
3799106,1795
3799058,1796
16599228,1797
3799303,1798
3799301,1799
3791250,1800
3799525,1801
3799526,1802
3799895,1803
3799894,1804
3799135,1805
3799136,1806
3799134,1807
3799167,1808
3799168,1809
3799119,1810
3799121,1811
3799120,1812
3799132,1813
3799138,1814
3799143,1815
3799139,1816
3799142,1817
3799137,1818
3799075,1819
3799071,1820
3799072,1821
3799074,1822
3799116,1823
3799115,1824
3799117,1825
3799118,1826
3799620,1827
3799621,1828
3799886,1829
3799885,1830
3799909,1831
3799913,1832
3799910,1833
3799912,1834
3791252,1835
3791251,1836
3791253,1837
3791243,1838
3791246,1839
3799478,1840
3799477,1841
3799873,1842
3799317,1843
3799318,1844
3799319,1845
3799315,1846
3799316,1847
3799323,1848
3799324,1849
3799887,1850
3799884,1851
3799914,1852
3799917,1853
3799296,1854
3799297,1855
3799818,1856
3799819,1857
3799815,1858
3799851,1859
3799814,1860
3799816,1861
3799820,1862
3799817,1863
3799852,1864
3799854,1865
3799853,1866
3799984,1867
3799983,1868
3799289,1869
3799287,1870
3799306,1871
3799305,1872
3799307,1873
3799124,1874
3799125,1875
18799062,1876
18799060,1877
18799057,1878
18799056,1879
18799055,1880
18799058,1881
18799252,1882
18799257,1883
18799256,1884
18799229,1885
3791151,1886
3791222,1887
3791153,1888
3791237,1889
3791238,1890
3791226,1891
3799611,1892
3799610,1893
3799455,1894
3799454,1895
14999307,1896
14999308,1897
14999311,1898
14999312,1899
14999315,1900
14999314,1901
18799076,1902
18799077,1903
18799074,1904
18799079,1905
18799080,1906
18799073,1907
18799078,1908
3799997,1909
3799712,1910
3799710,1911
3799713,1912
3799715,1913
3799703,1914
3799704,1915
3799732,1916
3799734,1917
3799750,1918
3799752,1919
3799753,1920
3799733,1921
3799735,1922
3799729,1923
3799728,1924
3799722,1925
3799339,1926
3799357,1927
3799679,1928
3799665,1929
3791203,1930
3791207,1931
3791206,1932
3791189,1933
3791181,1934
3791163,1935
3791167,1936
3791178,1937
3791169,1938
3791184,1939
3791176,1940
3791183,1941
3791182,1942
3791185,1943
3791180,1944
3799522,1945
18799173,1946
14999027,1947
14999028,1948
14999031,1949
18799072,1950
18799082,1951
18799071,1952
18799070,1953
18799030,1954
3799772,1955
3799774,1956
3799826,1957
3799825,1958
14999336,1959
14999344,1960
14999338,1961
14999335,1962
14999252,1963
14999249,1964
14999254,1965
3791021,1966
3791023,1967
18799099,1968
18799104,1969
18799100,1970
18799101,1971
18799096,1972
18799095,1973
18799102,1974
18799105,1975
14999057,1976
14999056,1977
14999051,1978
14999055,1979
14999058,1980
14999052,1981
3799523,1982
3799524,1983
3799515,1984
3799517,1985
3799520,1986
3799521,1987
3799519,1988
3799518,1989
14999235,1990
14999236,1991
18999033,1992
18999031,1993
18999027,1994
18999028,1995
3799594,1996
3799593,1997
3791112,1998
3791098,1999
14999069,2000
14999068,2001
14999233,2002
14999231,2003
14999232,2004
14999234,2005
14999190,2006
14999393,2007
14999194,2008
14999193,2009
14999403,2010
14999195,2011
14999196,2012
14999192,2013
14999191,2014
14999184,2015
14999266,2016
14999265,2017
14999302,2018
14999303,2019
14999288,2020
14999289,2021
14999367,2022
14999366,2023
14999121,2024
14999120,2025
14999134,2026
14999135,2027
18799297,2028
18799298,2029
18799292,2030
18799289,2031
11999031,2032
11999036,2033
11999062,2034
11999079,2035
11999078,2036
11999108,2037
11999107,2038
11999080,2039
11999126,2040
11999127,2041
11999112,2042
11999115,2043
11999116,2044
11999118,2045
11999120,2046
11999095,2047
11999085,2048
11999094,2049
11999110,2050
11999111,2051
11999081,2052
11999077,2053
11999106,2054
11999109,2055
11999122,2056
11999121,2057
11999119,2058
11999060,2059
11999061,2060
11999068,2061
11999067,2062
11999070,2063
11999069,2064
14999256,2065
14999113,2066
14999112,2067
14999138,2068
14999114,2069
14999115,2070
14999116,2071
11999027,2072
11999030,2073
18799275,2074
18799276,2075
18799294,2076
18799295,2077
18799242,2078
18799241,2079
18799239,2080
18799240,2081
14999261,2082
14999260,2083
14999262,2084
14999298,2085
14999292,2086
14999297,2087
14999293,2088
14999294,2089
14999401,2090
14999404,2091
14999032,2092
14999033,2093
14999035,2094
14999034,2095
14999041,2096
14999155,2097
14999157,2098
18799013,2099
18799012,2100
18799015,2101
18799019,2102
18799016,2103
18799200,2104
18799199,2105
18799201,2106
18799204,2107
18799185,2108
18799188,2109
18799187,2110
18799207,2111
18799196,2112
18799195,2113
18799158,2114
18799161,2115
18799197,2116
18799194,2117
18799153,2118
18799179,2119
18799176,2120
18799293,2121
18799291,2122
18799134,2123
18799132,2124
18799032,2125
14999165,2126
14999395,2127
14999166,2128
14999397,2129
18799135,2130
18799136,2131
18799138,2132
14999091,2133
14999090,2134
3799578,2135
3799582,2136
3799579,2137
3799590,2138
3799589,2139
18799067,2140
18799066,2141
3799981,2142
3799987,2143
3799982,2144
3799988,2145
