PARCELID	DELTSPUW	SHADPEMP	DELTSPUS	SHADPK12	DELTSPUU	SHADPUNI
31	0.345742	1.375056	-6.396930	0.000000	-4.605170	-73.682720
32	0.723036	-3.370258	-6.396930	0.000000	-4.605170	-73.682720
33	0.723036	-3.370258	-6.396930	0.000000	-4.605170	-73.682720
34	0.723036	-3.370258	-6.396930	0.000000	-4.605170	-73.682720
35	0.723036	-3.370258	-6.396930	0.000000	-4.605170	-73.682720
36	0.723036	-3.370258	-6.396930	0.000000	-4.605170	-73.682720
37	-0.555045	1.100232	-6.396930	0.000000	-4.605170	-73.682720
38	-0.432146	2.125001	-6.396930	0.000000	-4.605170	-73.682720
39	0.723036	-3.370258	-6.396930	0.000000	-4.605170	-73.682720
40	-0.412890	-631.321455	-7.377759	0.000000	-4.605170	-366.986483
41	-0.412890	-0.976509	-7.377759	0.000000	-4.605170	-366.986483
42	-0.412890	-2.288414	-7.377759	0.000000	-4.605170	-366.986483
43	-0.412890	-631.321455	-7.377759	0.000000	-4.605170	-366.986483
44	-0.412890	-631.321455	-7.377759	0.000000	-4.605170	-366.986483
45	-0.412890	-631.321455	-7.377759	0.000000	-4.605170	-366.986483
46	-0.412890	-631.321455	-7.377759	0.000000	-4.605170	-366.986483
47	-0.412890	-631.321455	-7.377759	0.000000	-4.605170	-366.986483
48	-0.412890	-631.321455	-7.377759	0.000000	-4.605170	-366.986483
49	-0.161576	1.217060	-7.377759	0.000000	-4.605170	-366.986483
50	-0.412890	-631.321455	-7.377759	0.000000	-4.605170	-366.986483
51	6.831338	-573.249850	-7.377759	0.000000	-4.605170	-366.986483
52	6.757230	-573.842714	-7.377759	0.000000	-4.605170	-366.986483
53	-0.412890	-631.321455	-7.377759	0.000000	-4.605170	-366.986483
54	0.000000	-53.613911	-5.703782	0.000000	0.000000	-226.131072
55	0.000000	-53.613911	-5.703782	0.000000	0.000000	-226.131072
56	0.000000	-53.613911	-5.703782	0.000000	0.000000	-226.131072
57	0.000000	-53.613911	-5.703782	0.000000	0.000000	-226.131072
58	0.000000	-53.613911	-5.703782	0.000000	0.000000	-226.131072
59	7.292578	4.726113	-5.703782	0.000000	0.000000	-226.131072
60	0.000000	-53.613911	-5.703782	0.000000	0.000000	-226.131072
61	0.000000	-657.946243	0.000000	0.000000	-4.605170	-36.841360
62	0.000000	-657.946243	0.000000	0.000000	-4.605170	-36.841360
63	0.000000	-657.946243	0.000000	0.000000	-4.605170	-36.841360
64	0.000000	-657.946243	0.000000	0.000000	-4.605170	-36.841360
65	0.000000	-657.946243	0.000000	0.000000	-4.605170	-36.841360
66	0.000000	-1.645228	0.000000	0.000000	-4.605170	-36.841360
67	7.162525	-596.041473	0.000000	0.000000	-4.605170	-36.841360
68	0.082634	0.829745	-6.551080	0.000000	0.000000	-46.744847
69	0.000000	-41.446530	-6.551080	0.000000	0.000000	-46.744847
70	0.000000	-41.446530	-6.551080	0.000000	0.000000	-46.744847
71	0.000000	-0.669361	-6.684612	0.000000	0.000000	-27.631020
72	0.000000	-0.669361	-6.684612	0.000000	0.000000	-27.631020
73	-0.508582	0.923345	-6.684612	0.000000	0.000000	-27.631020
74	0.330183	1.899059	-6.684612	0.000000	0.000000	-27.631020
75	-0.137237	2.323792	-6.684612	0.000000	0.000000	-27.631020
76	0.000000	-22.836823	-5.298317	0.000000	0.000000	-74.781332
77	0.108816	0.990865	-5.298317	0.000000	0.000000	-74.781332
78	0.000000	-22.836823	-5.298317	0.000000	0.000000	-74.781332
79	0.000000	-22.836823	-5.298317	0.000000	0.000000	-74.781332
80	0.000000	-616.534321	-5.703782	0.000000	-4.605170	-50.656870
81	0.000000	-11.526786	-5.703782	0.000000	-4.605170	-50.656870
82	-0.053395	1.479888	-5.703782	0.000000	-4.605170	-50.656870
83	0.000000	-616.534321	-5.703782	0.000000	-4.605170	-50.656870
84	0.000000	-616.534321	-5.703782	0.000000	-4.605170	-50.656870
85	0.000000	-616.534321	-5.703782	0.000000	-4.605170	-50.656870
86	0.000000	-616.534321	-5.703782	0.000000	-4.605170	-50.656870
87	-0.015213	0.557661	-7.937375	0.000000	0.000000	-13.815510
88	0.000000	-616.534321	-5.703782	0.000000	-4.605170	-50.656870
89	-0.097451	1.591686	-7.937375	0.000000	0.000000	-13.815510
90	0.000000	-616.534321	-5.703782	0.000000	-4.605170	-50.656870
91	5.917544	-398.458858	-6.907755	0.000000	-4.605170	-88.884525
92	5.917544	-398.458858	-6.907755	0.000000	-4.605170	-88.884525
93	-0.266824	1.626172	-6.907755	0.000000	-4.605170	-88.884525
94	5.917544	-398.458858	-6.907755	0.000000	-4.605170	-88.884525
95	5.917544	-398.458858	-6.907755	0.000000	-4.605170	-88.884525
96	5.917544	-398.458858	-6.907755	0.000000	-4.605170	-88.884525
97	0.500386	-744.585458	-5.298317	0.000000	0.000000	-478.785682
98	0.500386	0.104450	-5.298317	0.000000	0.000000	-478.785682
99	0.500386	-744.585458	-5.298317	0.000000	0.000000	-478.785682
100	0.500386	-744.585458	-5.298317	0.000000	0.000000	-478.785682
101	0.500386	-0.606404	-5.298317	0.000000	0.000000	-478.785682
102	0.500386	0.424239	-5.298317	0.000000	0.000000	-478.785682
103	8.859669	-671.451128	-4.605170	0.000000	-5.298317	-473.487365
104	0.500386	-744.585458	-5.298317	0.000000	0.000000	-478.785682
105	-3.492379	-279.378211	-6.684612	0.000000	-6.551080	-451.192161
106	-3.492379	-279.378211	-6.684612	0.000000	-6.551080	-451.192161
107	-3.492379	-279.378211	-6.684612	0.000000	-6.551080	-451.192161
108	-3.492379	-279.378211	-6.684612	0.000000	-6.551080	-451.192161
109	0.538538	1.763279	-6.684612	0.000000	-6.551080	-451.192161
110	-3.492379	-279.378211	-6.684612	0.000000	-6.551080	-451.192161
111	-3.492379	1.483781	-6.684612	0.000000	-6.551080	-451.192161
112	-3.492379	-279.378211	-6.684612	0.000000	-6.551080	-451.192161
113	-3.492379	-279.378211	-6.684612	0.000000	-6.551080	-451.192161
114	6.335846	-228.179811	-6.684612	0.000000	-6.551080	-451.192161
115	-3.492379	-279.378211	-6.684612	0.000000	-6.551080	-451.192161
116	0.000000	0.000000	-8.867850	0.000000	0.000000	-23.718997
117	0.000000	2.081938	-8.867850	0.000000	0.000000	-23.718997
118	0.122865	1.895582	-8.867850	0.000000	0.000000	-23.718997
119	0.000000	0.825771	-8.867850	0.000000	0.000000	-23.718997
120	-0.030411	3.684335	-8.867850	0.000000	0.000000	-23.718997
121	-0.252088	0.905300	-9.457200	0.000000	0.000000	-292.205151
122	1.316527	0.520114	-9.457200	0.000000	0.000000	-292.205151
123	1.316527	0.262658	-9.457200	0.000000	0.000000	-292.205151
124	0.078153	1.809825	-9.457200	0.000000	0.000000	-292.205151
125	0.033181	2.544505	-9.457200	0.000000	0.000000	-292.205151
126	0.068303	3.022245	-9.457200	0.000000	0.000000	-292.205151
127	0.082689	0.819236	-8.536996	0.000000	0.000000	-27.631020
128	0.000000	0.341543	-8.536996	0.000000	0.000000	-27.631020
129	-0.116569	2.716356	-8.536996	0.000000	0.000000	-27.631020
130	0.000000	-47.784574	-8.536996	0.000000	0.000000	-27.631020
131	0.070111	2.419817	-8.536996	0.000000	0.000000	-27.631020
132	-0.031852	1.904179	-8.536996	0.000000	0.000000	-27.631020
133	0.065882	1.525741	-8.536996	0.000000	0.000000	-27.631020
134	-0.018286	1.745550	-8.536996	0.000000	0.000000	-27.631020
135	0.000000	-47.784574	-8.536996	0.000000	0.000000	-27.631020
136	-0.591040	0.858488	-8.536996	0.000000	0.000000	-27.631020
137	0.000000	0.218378	-8.536996	0.000000	0.000000	-27.631020
138	0.000000	0.646131	-8.536996	0.000000	0.000000	-27.631020
139	0.000000	-138.235518	-5.991465	0.000000	-5.298317	-628.220689
140	0.000000	-138.235518	-5.991465	0.000000	-5.298317	-628.220689
141	0.000000	-138.235518	-5.991465	0.000000	-5.298317	-628.220689
142	0.000000	-138.235518	-5.991465	0.000000	-5.298317	-628.220689
143	0.000000	-138.235518	-5.991465	0.000000	-5.298317	-628.220689
144	0.000000	-138.235518	-5.991465	0.000000	-5.298317	-628.220689
145	0.000000	-138.235518	-5.991465	0.000000	-5.298317	-628.220689
146	0.000000	-138.235518	-5.991465	0.000000	-5.298317	-628.220689
147	0.000000	-138.235518	-5.991465	0.000000	-5.298317	-628.220689
148	0.000000	-138.235518	-5.991465	0.000000	-5.298317	-628.220689
149	-1.471840	2.903742	-7.649693	0.000000	-4.605170	-201.541290
150	0.079002	2.817926	-7.649693	0.000000	-4.605170	-201.541290
151	0.000000	-54.962240	-7.649693	0.000000	-4.605170	-201.541290
152	2.337992	0.582456	-7.649693	0.000000	-4.605170	-201.541290
153	0.000000	-54.962240	-7.649693	0.000000	-4.605170	-201.541290
154	0.000000	-54.962240	-7.649693	0.000000	-4.605170	-201.541290
155	6.473158	1.427600	-7.649693	0.000000	-4.605170	-201.541290
156	0.000000	-54.962240	-7.649693	0.000000	-4.605170	-201.541290
157	0.000000	-54.962240	-7.649693	0.000000	-4.605170	-201.541290
158	0.000000	-54.962240	-7.649693	0.000000	-4.605170	-201.541290
159	0.000000	-54.962240	-7.649693	0.000000	-4.605170	-201.541290
160	0.000000	-54.962240	-7.649693	0.000000	-4.605170	-201.541290
161	0.029709	0.477383	-7.649693	0.000000	-4.605170	-201.541290
162	0.000000	-54.962240	-7.649693	0.000000	-4.605170	-201.541290
163	0.000000	-54.962240	-7.649693	0.000000	-4.605170	-201.541290
164	0.000000	-54.962240	-7.649693	0.000000	-4.605170	-201.541290
165	0.000000	-2.724082	-7.649693	0.000000	-4.605170	-201.541290
166	-0.224146	1.962257	-7.649693	0.000000	-4.605170	-201.541290
167	-0.007925	2.998743	-6.214608	0.000000	0.000000	-23.025850
168	0.000000	1.365390	-6.214608	0.000000	0.000000	-23.025850
169	0.123713	2.606820	-6.214608	0.000000	0.000000	-23.025850
170	0.000000	1.520167	-6.214608	0.000000	0.000000	-23.025850
171	-0.284227	-620.524046	-5.991465	0.000000	-4.605170	-550.594997
172	-0.284227	-620.524046	-5.991465	0.000000	-4.605170	-550.594997
173	-0.284227	-620.524046	-5.991465	0.000000	-4.605170	-550.594997
174	-0.284227	-620.524046	-5.991465	0.000000	-4.605170	-550.594997
175	-0.284227	2.549148	-5.991465	0.000000	-4.605170	-550.594997
176	-0.284227	-620.524046	-5.991465	0.000000	-4.605170	-550.594997
177	-0.284227	-620.524046	-5.991465	0.000000	-4.605170	-550.594997
178	-0.284227	-620.524046	-5.991465	0.000000	-4.605170	-550.594997
179	-0.284227	-620.524046	-5.991465	0.000000	-4.605170	-550.594997
180	-0.284227	-620.524046	-5.991465	0.000000	-4.605170	-550.594997
181	-0.284227	2.043373	-5.991465	0.000000	-4.605170	-550.594997
182	-0.284227	1.805728	-5.991465	0.000000	-4.605170	-550.594997
183	-0.284227	-620.524046	-5.991465	0.000000	-4.605170	-550.594997
184	-0.156931	-138.496610	-7.170120	0.000000	-5.991465	-582.534374
185	-0.156931	-138.496610	-7.170120	0.000000	-5.991465	-582.534374
186	-0.156931	-138.496610	-7.170120	0.000000	-5.991465	-582.534374
187	-0.156931	-138.496610	-7.170120	0.000000	-5.991465	-582.534374
188	0.029480	3.263040	-7.170120	0.000000	-5.991465	-582.534374
189	-0.156931	-138.496610	-7.170120	0.000000	-5.991465	-582.534374
190	-0.156931	-138.496610	-7.170120	0.000000	-5.991465	-582.534374
191	-0.156931	-138.496610	-7.170120	0.000000	-5.991465	-582.534374
192	-0.156931	-138.496610	-7.170120	0.000000	-5.991465	-582.534374
193	7.472142	-77.117173	-7.170120	0.000000	-5.991465	-582.534374
194	6.596673	-84.120919	-7.170120	0.000000	-5.991465	-582.534374
195	-0.156931	-138.496610	-7.170120	0.000000	-5.991465	-582.534374
196	-0.156931	-138.496610	-7.170120	0.000000	-5.991465	-582.534374
197	-0.156931	-138.496610	-7.170120	0.000000	-5.991465	-582.534374
198	-0.156931	-138.496610	-7.170120	0.000000	-5.991465	-582.534374
199	6.239998	-86.974319	-7.170120	0.000000	-5.991465	-582.534374
200	-0.156931	-138.496610	-7.170120	0.000000	-5.991465	-582.534374
201	-0.156931	0.111669	-7.170120	0.000000	-5.991465	-582.534374
202	-0.156931	-138.496610	-7.170120	0.000000	-5.991465	-582.534374
203	-0.156931	-138.496610	-7.170120	0.000000	-5.991465	-582.534374
204	-0.156931	-138.496610	-7.170120	0.000000	-5.991465	-582.534374
205	-0.156931	-138.496610	-7.170120	0.000000	-5.991465	-582.534374
206	6.042195	-158.808921	-7.377759	0.000000	0.000000	-297.750328
207	6.889492	-152.030539	-7.377759	0.000000	0.000000	-297.750328
208	6.648330	-153.959835	-7.377759	0.000000	0.000000	-297.750328
209	6.042195	-158.808921	-7.377759	0.000000	0.000000	-297.750328
210	6.042195	-158.808921	-7.377759	0.000000	0.000000	-297.750328
211	6.042195	-158.808921	-7.377759	0.000000	0.000000	-297.750328
212	6.042195	-158.808921	-7.377759	0.000000	0.000000	-297.750328
213	-0.076144	3.087232	-7.377759	0.000000	0.000000	-297.750328
214	6.553020	-154.722315	-7.377759	0.000000	0.000000	-297.750328
215	0.000000	-19.806974	-6.551080	0.000000	-4.605170	-44.336901
216	0.000000	-19.806974	-6.551080	0.000000	-4.605170	-44.336901
217	0.000000	-19.806974	-6.551080	0.000000	-4.605170	-44.336901
218	0.044138	3.814641	-6.551080	0.000000	-4.605170	-44.336901
219	0.000000	-19.806974	-6.551080	0.000000	-4.605170	-44.336901
220	0.000000	-19.806974	-6.551080	0.000000	-4.605170	-44.336901
221	-0.078443	3.187610	-6.551080	0.000000	-4.605170	-44.336901
222	0.000000	-19.806974	-6.551080	0.000000	-4.605170	-44.336901
223	-3.976434	-0.404710	-6.802395	0.000000	0.000000	-50.656870
224	-3.976434	1.060137	-6.802395	0.000000	0.000000	-50.656870
225	-3.976434	-0.404710	-6.802395	0.000000	0.000000	-50.656870
226	0.054223	2.339083	-6.802395	0.000000	0.000000	-50.656870
227	-3.976434	-0.404710	-6.802395	0.000000	0.000000	-50.656870
228	-3.976434	-0.404710	-6.802395	0.000000	0.000000	-50.656870
229	-3.976434	-0.404710	-6.802395	0.000000	0.000000	-50.656870
230	-0.526447	0.597637	-6.802395	0.000000	0.000000	-50.656870
231	-3.976434	-0.404710	-6.802395	0.000000	0.000000	-50.656870
232	-3.976434	1.849094	-6.802395	0.000000	0.000000	-50.656870
233	0.039302	2.841889	-6.802395	0.000000	0.000000	-50.656870
234	0.000000	0.000000	-6.684612	0.000000	0.000000	-47.843459
235	0.000000	0.000000	-6.684612	0.000000	0.000000	-47.843459
236	0.080973	0.875187	-6.684612	0.000000	0.000000	-47.843459
237	-0.039417	3.634083	-6.684612	0.000000	0.000000	-47.843459
238	-0.066663	1.045297	-6.684612	0.000000	0.000000	-47.843459
239	-0.048447	3.373987	-6.684612	0.000000	0.000000	-47.843459
240	0.000000	0.095438	-6.684612	0.000000	0.000000	-47.843459
241	-0.034540	3.212804	-6.684612	0.000000	0.000000	-47.843459
242	0.000000	0.000000	-6.684612	0.000000	0.000000	-47.843459
243	-0.017090	-2.502344	-8.101678	0.000000	-4.605170	-567.822501
244	-0.017090	-3.798316	-8.101678	0.000000	-4.605170	-567.822501
245	-0.017090	-0.202397	-8.101678	0.000000	-4.605170	-567.822501
246	-0.017090	-3.798316	-8.101678	0.000000	-4.605170	-567.822501
247	0.090370	1.854506	-8.101678	0.000000	-4.605170	-567.822501
248	-0.017090	-0.968763	-8.101678	0.000000	-4.605170	-567.822501
249	-0.017090	-3.798316	-8.101678	0.000000	-4.605170	-567.822501
250	-0.017090	-3.798316	-8.101678	0.000000	-4.605170	-567.822501
251	-0.017090	-3.798316	-8.101678	0.000000	-4.605170	-567.822501
252	-0.017090	-3.798316	-8.101678	0.000000	-4.605170	-567.822501
253	-0.017090	-3.798316	-8.101678	0.000000	-4.605170	-567.822501
254	-0.017090	-3.798316	-8.101678	0.000000	-4.605170	-567.822501
255	-0.017090	-3.798316	-8.101678	0.000000	-4.605170	-567.822501
256	-0.017090	-3.798316	-8.101678	0.000000	-4.605170	-567.822501
257	-0.017090	-3.798316	-8.101678	0.000000	-4.605170	-567.822501
258	-0.106208	2.574507	-8.101678	0.000000	-4.605170	-567.822501
259	0.128276	0.708299	-8.101678	0.000000	-4.605170	-567.822501
260	-0.017090	-3.798316	-8.101678	0.000000	-4.605170	-567.822501
261	0.000000	-128.339969	-6.684612	0.000000	-5.703782	-78.316478
262	7.394718	-43.220622	-6.684612	0.000000	-5.703782	-78.316478
263	0.000000	-128.339969	-6.684612	0.000000	-5.703782	-78.316478
264	7.161103	-71.051739	-6.684612	0.000000	-5.703782	-78.316478
265	0.000000	2.487382	-6.684612	0.000000	-5.703782	-78.316478
266	0.000000	-128.339969	-6.684612	0.000000	-5.703782	-78.316478
267	0.000000	-128.339969	-6.684612	0.000000	-5.703782	-78.316478
268	0.000000	-128.339969	-6.684612	0.000000	-5.703782	-78.316478
269	0.000000	-128.339969	-6.684612	0.000000	-5.703782	-78.316478
270	0.000000	-128.339969	-6.684612	0.000000	-5.703782	-78.316478
271	0.000000	-128.339969	-6.684612	0.000000	-5.703782	-78.316478
272	0.000000	0.238568	-6.684612	0.000000	-4.605170	-138.925207
273	0.000000	0.238568	-6.684612	0.000000	-4.605170	-138.925207
274	0.075091	3.266261	-6.684612	0.000000	-4.605170	-138.925207
275	-0.141505	2.647935	-6.684612	0.000000	-4.605170	-138.925207
276	0.000000	0.238568	-6.684612	0.000000	-4.605170	-138.925207
277	0.000000	0.238568	-6.684612	0.000000	-4.605170	-138.925207
278	0.000000	0.238568	-6.684612	0.000000	-4.605170	-138.925207
279	0.092454	2.959043	-6.684612	0.000000	-4.605170	-138.925207
280	0.000000	0.238568	-6.684612	0.000000	-4.605170	-138.925207
281	0.000000	0.238568	-6.684612	0.000000	-4.605170	-138.925207
282	0.000000	0.238568	-6.684612	0.000000	-4.605170	-138.925207
283	0.000000	0.238568	-6.684612	0.000000	-4.605170	-138.925207
284	0.000000	0.238568	-6.684612	0.000000	-4.605170	-138.925207
285	0.000000	0.238568	-6.684612	0.000000	-4.605170	-138.925207
286	0.000000	0.238568	-6.684612	0.000000	-4.605170	-138.925207
287	-0.345642	0.976314	-6.684612	0.000000	-4.605170	-138.925207
288	0.267463	1.548413	-6.684612	0.000000	-4.605170	-138.925207
289	0.000000	0.238568	-6.684612	0.000000	-4.605170	-138.925207
290	0.749847	-665.854485	-6.214608	0.000000	-5.703782	-56.032148
291	-0.049249	2.715672	-6.214608	0.000000	-5.703782	-56.032148
292	0.749847	-665.854485	-6.214608	0.000000	-5.703782	-56.032148
293	0.749847	-665.854485	-6.214608	0.000000	-5.703782	-56.032148
294	0.749847	-665.854485	-6.214608	0.000000	-5.703782	-56.032148
295	0.749847	-665.854485	-6.214608	0.000000	-5.703782	-56.032148
296	0.749847	-665.854485	-6.214608	0.000000	-5.703782	-56.032148
297	0.749847	4.610569	-6.214608	0.000000	-5.703782	-56.032148
298	0.749847	-665.854485	-6.214608	0.000000	-5.703782	-56.032148
299	0.749847	-665.854485	-6.214608	0.000000	-5.703782	-56.032148
300	6.335846	-617.870651	-6.214608	0.000000	-5.703782	-56.032148
301	0.749847	-665.854485	-6.214608	0.000000	-5.703782	-56.032148
302	0.749847	-665.854485	-6.214608	0.000000	-5.703782	-56.032148
303	0.344382	2.212522	-6.214608	0.000000	-5.703782	-56.032148
304	-0.208313	-3.364784	-6.396930	0.000000	0.000000	-503.940665
305	0.222470	2.169297	-6.396930	0.000000	0.000000	-503.940665
306	-0.208313	-3.364784	-6.396930	0.000000	0.000000	-503.940665
307	-0.208313	-3.364784	-6.396930	0.000000	0.000000	-503.940665
308	-0.208313	-3.364784	-6.396930	0.000000	0.000000	-503.940665
309	-0.208313	-3.364784	-6.396930	0.000000	0.000000	-503.940665
310	-0.208313	-3.364784	-6.396930	0.000000	0.000000	-503.940665
311	-0.208313	-3.364784	-6.396930	0.000000	0.000000	-503.940665
312	0.079369	2.746296	-6.396930	0.000000	0.000000	-503.940665
313	-3.109662	0.930499	-7.549609	0.000000	-5.298317	-31.789903
314	-0.027497	2.251783	-7.549609	0.000000	-5.298317	-31.789903
315	0.009788	2.728056	-7.549609	0.000000	-5.298317	-31.789903
316	-3.109662	0.930499	-7.549609	0.000000	-5.298317	-31.789903
317	-3.109662	0.930499	-7.549609	0.000000	-5.298317	-31.789903
318	-3.109662	0.930499	-7.549609	0.000000	-5.298317	-31.789903
319	-3.109662	0.930499	-7.549609	0.000000	-5.298317	-31.789903
320	-3.109662	0.930499	-7.549609	0.000000	-5.298317	-31.789903
321	-3.109662	0.930499	-7.549609	0.000000	-5.298317	-31.789903
322	-3.109662	0.930499	-7.549609	0.000000	-5.298317	-31.789903
323	0.125214	2.445114	-7.549609	0.000000	-5.298317	-31.789903
324	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
325	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
326	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
327	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
328	-0.051810	2.216622	-7.313220	0.000000	0.000000	-21.416412
329	-0.196885	1.854278	-7.313220	0.000000	0.000000	-21.416412
330	0.095878	2.465019	-7.313220	0.000000	0.000000	-21.416412
331	0.000000	0.000000	-7.313220	0.000000	0.000000	-21.416412
332	7.465711	-52.270520	-6.214608	0.000000	-4.605170	-117.430834
333	6.605510	-59.152128	-6.214608	0.000000	-4.605170	-117.430834
334	6.605510	-59.152128	-6.214608	0.000000	-4.605170	-117.430834
335	6.605510	-59.152128	-6.214608	0.000000	-4.605170	-117.430834
336	6.605510	-59.152128	-6.214608	0.000000	-4.605170	-117.430834
337	6.605510	-59.152128	-6.214608	0.000000	-4.605170	-117.430834
338	6.605510	-59.152128	-6.214608	0.000000	-4.605170	-117.430834
339	6.605510	-59.152128	-6.214608	0.000000	-4.605170	-117.430834
340	7.762962	-49.892506	-6.214608	0.000000	-4.605170	-117.430834
341	6.605510	-59.152128	-6.214608	0.000000	-4.605170	-117.430834
342	6.605510	-59.152128	-6.214608	0.000000	-4.605170	-117.430834
343	6.605510	-59.152128	-6.214608	0.000000	-4.605170	-117.430834
344	6.605510	-59.152128	-6.214608	0.000000	-4.605170	-117.430834
345	0.047755	1.805378	-6.214608	0.000000	-4.605170	-117.430834
346	6.605510	-59.152128	-6.214608	0.000000	-4.605170	-117.430834
347	6.605510	-59.152128	-6.214608	0.000000	-4.605170	-117.430834
348	6.605510	-59.152128	-6.214608	0.000000	-4.605170	-117.430834
349	6.605510	-59.152128	-6.214608	0.000000	-4.605170	-117.430834
350	6.605510	-59.152128	-6.214608	0.000000	-4.605170	-117.430834
351	7.896494	-48.824256	-6.214608	0.000000	-4.605170	-117.430834
352	6.605510	-59.152128	-6.214608	0.000000	-4.605170	-117.430834
353	6.605510	-59.152128	-6.214608	0.000000	-4.605170	-117.430834
354	6.605510	-59.152128	-6.214608	0.000000	-4.605170	-117.430834
355	6.605510	-59.152128	-6.214608	0.000000	-4.605170	-117.430834
356	6.605510	-59.152128	-6.214608	0.000000	-4.605170	-117.430834
357	6.605510	-59.152128	-6.214608	0.000000	-4.605170	-117.430834
358	6.605510	54.619621	-6.214608	0.000000	-4.605170	-117.430834
359	-0.545476	4.540844	-5.991465	0.000000	-5.298317	-356.995535
360	0.000000	-135.876132	-5.703782	0.000000	-5.298317	-357.688682
361	0.000000	-135.876132	-5.703782	0.000000	-5.298317	-357.688682
362	0.000000	-135.876132	-5.703782	0.000000	-5.298317	-357.688682
363	0.000000	-135.876132	-5.703782	0.000000	-5.298317	-357.688682
364	0.000000	-135.876132	-5.703782	0.000000	-5.298317	-357.688682
365	-0.545476	-133.936544	-5.991465	0.000000	-5.298317	-356.995535
366	0.000000	-135.876132	-5.703782	0.000000	-5.298317	-357.688682
367	-0.545476	-133.936544	-5.991465	0.000000	-5.298317	-356.995535
368	-0.545476	-133.936544	-5.991465	0.000000	-5.298317	-356.995535
369	0.000000	-135.876132	-5.703782	0.000000	-5.298317	-357.688682
370	6.935468	-80.392988	-5.703782	0.000000	-5.298317	-357.688682
371	0.000000	-135.876132	-5.703782	0.000000	-5.298317	-357.688682
372	0.000000	-135.876132	-5.703782	0.000000	-5.298317	-357.688682
373	-0.545476	-133.936544	-5.991465	0.000000	-5.298317	-356.995535
374	0.000000	-135.876132	-5.703782	0.000000	-5.298317	-357.688682
375	7.150737	-78.670833	-5.991465	0.000000	-5.298317	-356.995535
376	-0.545476	-133.936544	-5.991465	0.000000	-5.298317	-356.995535
377	8.134981	-70.796878	-5.703782	0.000000	-4.605170	-326.591927
378	0.059231	2.284225	-5.991465	0.000000	0.000000	-45.900877
379	0.000000	0.742114	-5.991465	0.000000	0.000000	-45.900877
380	0.107319	0.907804	-6.396930	0.000000	0.000000	-32.085367
381	0.000000	-2.236328	-5.991465	0.000000	0.000000	-45.900877
382	0.374799	-1.017873	-6.396930	0.000000	0.000000	-32.085367
383	0.374799	3.108463	-6.396930	0.000000	0.000000	-32.085367
384	0.000000	-2.236328	-5.991465	0.000000	0.000000	-45.900877
385	0.147290	0.857496	-5.991465	0.000000	0.000000	-45.900877
386	-0.317599	0.578391	-5.991465	0.000000	0.000000	-45.900877
387	0.374799	-1.017873	-6.396930	0.000000	0.000000	-32.085367
388	0.333876	2.176502	-5.991465	0.000000	0.000000	-45.900877
389	0.483012	1.238812	-6.396930	0.000000	0.000000	-32.085367
