id	person_id	household_day_id	hhno	pno	day	beghom	endhom	hbtours	wbtours	uwtours	wktours	sctours	estours	pbtours	shtours	mltours	sotours	retours	metours	wkstops	scstops	esstops	pbstops	shstops	mlstops	sostops	restops	mestops	wkathome	pdexpfac
390812	390812	154000	154000	1	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	500
390813	390813	154000	154000	2	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	500
390814	390814	154000	154000	3	1	0	0	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	500
390815	390815	154000	154000	4	1	0	0	2	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	500
575642	575642	230500	230500	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	500
1320076	1320076	528500	528500	1	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	500
1320077	1320077	528500	528500	2	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	500
953066	953066	377500	377500	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	500
953067	953067	377500	377500	2	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0	500
953068	953068	377500	377500	3	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	500
953069	953069	377500	377500	4	1	0	0	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	500
953070	953070	377500	377500	5	1	0	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	1	0	0	0	0	0	500
9748	9748	3500	3500	1	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	500
9749	9749	3500	3500	2	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	500
9750	9750	3500	3500	3	1	0	0	2	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	500
9751	9751	3500	3500	4	1	0	0	2	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	500
9752	9752	3500	3500	5	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	500
576878	576878	231000	231000	1	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	500
1321319	1321319	529000	529000	1	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	500
1322754	1322754	529500	529500	1	1	0	0	2	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	500
1322755	1322755	529500	529500	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	500
760542	760542	303500	303500	1	1	0	0	2	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	500
760543	760543	303500	303500	2	1	0	0	3	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	500
760544	760544	303500	303500	3	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	500
760545	760545	303500	303500	4	1	0	0	2	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	500
11073	11073	4000	4000	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	500
11074	11074	4000	4000	2	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	500
11075	11075	4000	4000	3	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	500
392005	392005	154500	154500	1	1	0	0	3	0	1	1	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	500
392006	392006	154500	154500	2	1	0	0	2	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	500
392007	392007	154500	154500	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	500
1121752	1121752	454500	454500	1	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	500
1121753	1121753	454500	454500	2	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	500
1121754	1121754	454500	454500	3	1	0	0	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	500
1121755	1121755	454500	454500	4	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	500
1121756	1121756	454500	454500	5	1	0	0	3	0	1	3	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	500
207249	207249	79500	79500	1	1	0	0	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	500
207250	207250	79500	79500	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	500
207251	207251	79500	79500	3	1	0	0	2	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	500
207252	207252	79500	79500	4	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	500
207253	207253	79500	79500	5	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	500
207254	207254	79500	79500	6	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	500
1324230	1324230	530000	530000	1	1	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	500
1324231	1324231	530000	530000	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	500
954298	954298	378000	378000	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	500
954299	954299	378000	378000	2	1	0	0	3	0	2	2	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	500
12277	12277	4500	4500	1	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	500
1325774	1325774	530500	530500	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	500
1325775	1325775	530500	530500	2	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	500
393039	393039	155000	155000	1	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	500
13321	13321	5000	5000	1	1	0	0	2	0	1	1	0	0	0	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	500
955202	955202	378500	378500	1	1	0	0	2	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	500
208597	208597	80000	80000	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	500
208598	208598	80000	80000	2	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	500
208599	208599	80000	80000	3	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	500
208600	208600	80000	80000	4	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	500
1123002	1123002	455000	455000	1	1	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	500
1123003	1123003	455000	455000	2	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	500
1123004	1123004	455000	455000	3	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	500
1123005	1123005	455000	455000	4	1	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	500
394178	394178	155500	155500	1	1	0	0	2	0	2	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	500
394179	394179	155500	155500	2	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	500
394180	394180	155500	155500	3	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	500
394181	394181	155500	155500	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	500
762013	762013	304000	304000	1	1	0	0	3	0	0	0	0	0	2	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	500
762014	762014	304000	304000	2	1	0	0	3	0	1	1	0	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	500
762015	762015	304000	304000	3	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	500
762016	762016	304000	304000	4	1	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	500
956102	956102	379000	379000	1	1	0	0	2	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	500
956103	956103	379000	379000	2	1	0	0	3	0	0	0	1	0	0	0	0	2	0	0	0	0	0	1	0	0	1	0	0	0	500
957141	957141	379500	379500	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	500
1327402	1327402	531000	531000	1	1	0	0	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	500
1327403	1327403	531000	531000	2	1	0	0	2	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	500
1327404	1327404	531000	531000	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	500
1327405	1327405	531000	531000	4	1	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	500
14412	14412	5500	5500	1	1	0	0	2	0	1	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	500
14413	14413	5500	5500	2	1	0	0	2	0	1	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	500
14414	14414	5500	5500	3	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	500
209916	209916	80500	80500	1	1	0	0	3	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	500
209917	209917	80500	80500	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	500
209918	209918	80500	80500	3	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	500
209919	209919	80500	80500	4	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	500
209920	209920	80500	80500	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	500
209921	209921	80500	80500	6	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	500
