ZONE	CHILD/SHO	CHILD/LON	CHILD/NAV	NOCAR/SHO	NOCAR/LON	NOCAR/NAV	CCOMP/SHO	CCOMP/LON	CCOMP/NAV	CFULL/SHO	CFULL/LON	CFULL/NAV
   1	  8.77957	  8.77957	  8.77946	  8.77957	  8.77957	  8.77946	  8.77957	  8.77957	  8.77946	  7.68132	  7.68132	 10.17068	  7.68132	  7.68132	 10.17068	  7.68132	  7.68132	 10.17068	  9.16504	  9.16504	  9.93351	  9.16504	  9.16504	  9.93351	  9.16504	  9.16504	  9.93351	  9.83571	  9.83571	 10.41543  9.83571	  9.83571	 10.41543  9.83571	  9.83571	 10.41543
   2	  8.67198	  8.67198	  8.67198	  8.67198	  8.67198	  8.67198	  8.67198	  8.67198	  8.67198	  7.49890	  7.49890	 10.07393	  7.49890	  7.49890	 10.07393	  7.49890	  7.49890	 10.07393	  9.05903	  9.05903	  9.86123	  9.05903	  9.05903	  9.86123	  9.05903	  9.05903	  9.86123	  9.74312	  9.74312	 10.34793  9.74312	  9.74312	 10.34793  9.74312	  9.74312	 10.34793
   3	  8.51686	  8.51686	  8.51686	  8.51686	  8.51686	  8.51686	  8.51686	  8.51686	  8.51686	  7.37339	  7.37339	 10.00028	  7.37339	  7.37339	 10.00028	  7.37339	  7.37339	 10.00028	  8.90615	  8.90615	  9.75328	  8.90615	  8.90615	  9.75328	  8.90615	  8.90615	  9.75328	  9.59804	  9.59804	 10.24188  9.59804	  9.59804	 10.24188  9.59804	  9.59804	 10.24188
   4	  8.60092	  8.60092	  8.60092	  8.60092	  8.60092	  8.60092	  8.60092	  8.60092	  8.60092	  7.46038	  7.46038	 10.00894	  7.46038	  7.46038	 10.00894	  7.46038	  7.46038	 10.00894	  8.98595	  8.98595	  9.77508	  8.98595	  8.98595	  9.77508	  8.98595	  8.98595	  9.77508	  9.67336	  9.67336	 10.26440  9.67336	  9.67336	 10.26440  9.67336	  9.67336	 10.26440
   5	  8.86400	  8.86400	  8.86400	  8.86400	  8.86400	  8.86400	  8.86400	  8.86400	  8.86400	  7.77858	  7.77858	 10.01413	  7.77858	  7.77858	 10.01413	  7.77858	  7.77858	 10.01413	  9.22429	  9.22429	  9.84060	  9.22429	  9.22429	  9.84060	  9.22429	  9.22429	  9.84060	  9.86747	  9.86747	 10.31883  9.86747	  9.86747	 10.31883  9.86747	  9.86747	 10.31883
   6	  8.60945	  8.60945	  8.60945	  8.60945	  8.60945	  8.60945	  8.60945	  8.60945	  8.60945	  7.53555	  7.53555	  9.90717	  7.53555	  7.53555	  9.90717	  7.53555	  7.53555	  9.90717	  8.98652	  8.98652	  9.70902	  8.98652	  8.98652	  9.70902	  8.98652	  8.98652	  9.70902	  9.66212	  9.66212	 10.19708  9.66212	  9.66212	 10.19708  9.66212	  9.66212	 10.19708
   7	  8.64025	  8.64025	  8.64024	  8.64025	  8.64025	  8.64024	  8.64025	  8.64025	  8.64024	  7.53886	  7.53886	  9.95043	  7.53886	  7.53886	  9.95043	  7.53886	  7.53886	  9.95043	  9.01467	  9.01467	  9.72495	  9.01467	  9.01467	  9.72495	  9.01467	  9.01467	  9.72495	  9.69141	  9.69141	 10.21639  9.69141	  9.69141	 10.21639  9.69141	  9.69141	 10.21639
   8	  8.21358	  8.21358	  8.21357	  8.21358	  8.21358	  8.21357	  8.21358	  8.21358	  8.21357	  7.09525	  7.09525	  9.71058	  7.09525	  7.09525	  9.71058	  7.09525	  7.09525	  9.71058	  8.59243	  8.59243	  9.42391	  8.59243	  8.59243	  9.42391	  8.59243	  8.59243	  9.42391	  9.28766	  9.28766	  9.91879  9.28766	  9.28766	  9.91879  9.28766	  9.28766	  9.91879
   9	  8.57979	  8.57979	  8.57979	  8.57979	  8.57979	  8.57979	  8.57979	  8.57979	  8.57979	  7.42327	  7.42327	 10.01012	  7.42327	  7.42327	 10.01012	  7.42327	  7.42327	 10.01012	  8.96674	  8.96674	  9.77274	  8.96674	  8.96674	  9.77274	  8.96674	  8.96674	  9.77274	  9.65891	  9.65891	 10.26351  9.65891	  9.65891	 10.26351  9.65891	  9.65891	 10.26351
  10	  8.57055	  8.57055	  8.57055	  8.57055	  8.57055	  8.57055	  8.57055	  8.57055	  8.57055	  7.42860	  7.42860	 10.08710	  7.42860	  7.42860	 10.08710	  7.42860	  7.42860	 10.08710	  8.96226	  8.96226	  9.79883	  8.96226	  8.96226	  9.79883	  8.96226	  8.96226	  9.79883	  9.65618	  9.65618	 10.28819  9.65618	  9.65618	 10.28819  9.65618	  9.65618	 10.28819
