id	person_id	person_day_id	hhno	pno	day	tour	jtindex	parent	subtrs	pdpurp	tlvorig	tardest	tlvdest	tarorig	toadtyp	tdadtyp	topcl	totaz	tdpcl	tdtaz	tmodetp	tpathtp	tautotime	tautocost	tautodist	tripsh1	tripsh2	phtindx1	phtindx2	fhtindx1	fhtindx2	toexpfac
54451	5445	5445	2000	2	1	1	0	0	0	5	977	1021	1104	1112	1	4	82	2268	167	2298	3	1	8.47289869765066	0.269919636363636	2.2493303030303	1	1	0	0	0	0	500
54461	5446	5446	2000	3	1	1	0	0	0	7	1113	1120	1401	1408	1	4	82	2268	120	2295	4	1	7.21787146226415	0.257716	2.14763333333333	1	1	0	0	0	0	500
11193161	1119316	1119316	453500	1	1	1	0	0	0	1	353	413	738	788	1	2	24330	30	1361	306	4	1	55.205	2.706	22.55	1	1	0	0	0	0	500
11193162	1119316	1119316	453500	1	1	2	0	0	0	6	867	889	985	1014	1	4	24330	30	28398	922	4	1	26.17	0.7662	6.385	1	1	0	0	0	0	500
11193163	1119316	1119316	453500	1	1	3	0	0	0	7	1057	1076	1277	1292	1	4	24330	30	25002	909	3	1	17.22	0.7536	6.28	1	1	0	0	0	0	500
2033731	203373	203373	78000	1	1	1	0	0	0	7	632	674	747	971	1	4	2020	2116	7979	2159	3	1	9.02	0.51	4.25	2	2	0	0	0	0	500
2033741	203374	203374	78000	2	1	1	0	0	0	4	590	600	657	667	1	4	2020	2116	8035	2151	4	1	10.19	0.5652	4.71	1	1	0	0	0	0	500
2046421	204642	204642	78500	2	1	1	0	0	0	5	491	507	568	686	1	4	2044	2059	7735	2050	3	1	15.9	0.9684	8.07	1	4	0	0	0	0	500
9516631	951663	951663	377000	1	1	1	0	0	0	1	404	410	965	1214	1	2	32102	1648	31397	1674	3	1	6.31843758880673	0.246448545454545	2.05373787878788	1	2	0	0	0	0	500
9516641	951664	951664	377000	2	1	1	0	0	0	7	708	712	906	910	1	4	32102	1648	20856	1645	4	1	4.52083333333333	0.11625	0.96875	1	1	0	0	0	0	500
9516651	951665	951665	377000	3	1	1	0	0	0	2	513	526	774	812	1	3	32102	1648	23573	1642	5	1	12.77	0.6096	5.08	1	2	0	0	0	0	500
69261	6926	6926	2500	1	1	1	0	0	0	1	272	313	981	1055	1	4	93	2269	24603	40	3	1	57.97	3.1422	26.185	1	1	0	0	0	0	500
69271	6927	6927	2500	2	1	1	0	0	0	1	362	440	1159	1195	1	2	93	2269	27281	946	3	1	57.245	2.553	21.275	1	1	0	0	0	0	500
69272	6927	6927	2500	2	1	2	0	0	0	4	1324	1328	1341	1345	1	4	93	2269	82	2268	4	1	4.16403299267846	0.140212636363636	1.16843863636364	1	1	0	0	0	0	500
11205111	1120511	1120511	454000	1	1	1	0	0	0	7	982	1053	39	46	1	4	24352	9	10214	2380	3	1	8.51	0.372	3.1	2	1	0	0	0	0	500
11205121	1120512	1120512	454000	2	1	1	0	0	0	1	444	456	1061	1072	1	2	24352	9	19084	2371	3	1	12.005	0.4392	3.66	1	1	0	0	0	0	500
11205122	1120512	1120512	454000	2	1	2	0	0	0	7	1107	1130	1195	1209	1	4	24352	9	19673	2398	4	1	18.875	1.1772	9.81	1	1	0	0	0	0	500
7576981	757698	757698	302500	1	1	1	0	0	0	3	450	466	688	809	1	4	20798	1677	30310	1820	5	1	17.635	1.3248	11.04	1	2	0	0	0	0	500
7576982	757698	757698	302500	1	1	2	0	0	0	3	816	823	863	939	1	4	20798	1677	31925	1675	5	1	7.21792893760615	0.271498242424242	2.26248535353535	1	2	0	0	0	0	500
7576991	757699	757699	302500	2	1	1	0	0	0	7	708	873	943	953	1	4	20798	1677	31950	2012	4	1	10.36	0.627	5.225	3	1	0	0	0	0	500
7577001	757700	757700	302500	3	1	1	0	0	0	2	503	510	840	853	1	3	20798	1677	30170	1654	5	1	6.89942788645953	0.282330545454545	2.35275454545455	1	2	0	0	0	0	500
7577011	757701	757701	302500	4	1	1	0	0	0	7	1010	1021	1218	1226	1	4	20798	1677	32058	1653	4	1	10.21	0.567	4.725	1	1	0	0	0	0	500
7577012	757701	757701	302500	4	1	2	0	0	0	7	35	38	151	158	1	4	20798	1677	20866	1645	5	1	3.824225369377	0.157367484848485	1.31139570707071	1	1	0	0	0	0	500
7577021	757702	757702	302500	5	1	1	0	0	0	2	457	464	841	848	1	3	20798	1677	31925	1675	8	0	7.32304440757129	0.271498242424242	2.26248535353535	1	1	0	0	0	0	500
83731	8373	8373	3000	1	1	1	0	0	0	3	430	443	472	484	1	4	109	2288	1239	2223	4	1	12.74	0.5988	4.99	1	1	0	0	0	0	500
83732	8373	8373	3000	1	1	2	0	0	0	4	603	613	703	713	1	4	109	2288	161	2225	3	1	10.79	0.5004	4.17	1	1	0	0	0	0	500
5732131	573213	573213	229500	1	1	1	0	0	0	1	451	481	738	766	1	2	4441	359	1200	2254	4	1	29.455	1.278	10.65	1	1	0	0	0	0	500
5732132	573213	573213	229500	1	1	2	0	0	0	1	796	823	860	888	1	2	4441	359	1200	2254	4	1	28.34	1.278	10.65	1	1	0	0	0	0	500
5732133	573213	573213	229500	1	1	3	0	0	0	6	1095	1143	1300	1316	1	4	4441	359	9582	448	4	1	16.49	0.9444	7.87	2	1	0	0	0	0	500
5732142	573214	573214	229500	2	1	2	0	0	0	4	480	499	503	520	1	4	4441	359	5595	325	3	1	18.055	0.6588	5.49	1	1	0	0	0	0	500
5732141	573214	573214	229500	2	1	1	0	0	0	4	586	693	825	868	1	4	4441	359	27918	77	3	1	42.75	2.0292	16.91	2	1	0	0	0	0	500
5732143	573214	573214	229500	2	1	3	0	0	0	5	1039	1062	1251	1267	1	4	4441	359	5631	315	4	1	19.885	0.936	7.8	1	1	0	0	0	0	500
13172031	1317203	1317203	527500	1	1	1	0	0	0	1	442	475	1069	1099	1	2	19147	2439	28148	1221	3	1	31.945	2.0328	16.94	1	1	0	0	0	0	500
13172042	1317204	1317204	527500	2	1	2	0	0	0	7	512	558	587	669	1	4	19147	2439	22193	1112	3	1	46.38	2.964	24.7	1	2	0	0	0	0	500
13172041	1317204	1317204	527500	2	1	1	0	0	0	3	921	969	976	1035	1	4	19147	2439	22094	1070	4	1	54.03	3.4656	28.88	1	1	0	0	0	0	500
13172051	1317205	1317205	527500	3	1	1	0	0	0	6	766	773	909	916	1	4	19147	2439	18268	2438	3	1	7.63	0.4188	3.49	1	1	0	0	0	0	500
13172061	1317206	1317206	527500	4	1	1	0	0	0	1	360	474	929	1119	1	2	19147	2439	1518	2243	3	1	74.85	4.9944	41.62	2	3	0	0	0	0	500
13172071	1317207	1317207	527500	5	1	1	0	0	0	1	944	1131	1387	1394	1	2	19147	2439	18116	2441	3	1	7.585	0.402	3.35	4	1	0	0	0	0	500
2060191	206019	206019	79000	1	1	1	0	0	0	1	408	431	1073	1138	1	2	2081	2058	8285	2174	3	1	23.415	1.6344	13.62	1	2	0	0	0	0	500
2060201	206020	206020	79000	2	1	1	0	0	0	1	452	456	1006	1082	1	2	2081	2058	7206	2075	3	1	4.8664424779712	0.189451151515151	1.5787595959596	1	2	0	0	0	0	500
2060221	206022	206022	79000	4	1	1	0	0	0	7	490	530	935	972	1	4	2081	2058	6694	2259	5	1	38.715	2.7024	22.52	1	1	0	0	0	0	500
13186491	1318649	1318649	528000	1	1	1	0	0	0	7	734	739	1069	1074	1	4	19263	2490	17313	2451	3	1	5.84722474747475	0.182409090909091	1.52007575757576	1	1	0	0	0	0	500
7591291	759129	759129	303000	1	1	1	0	0	0	1	499	509	976	1052	1	2	20815	1769	20768	1764	3	1	10.55	0.5436	4.53	1	2	0	0	0	0	500
7591301	759130	759130	303000	2	1	1	0	0	0	2	460	506	875	921	1	3	20815	1769	20926	1771	1	1	6.26443312586445	0.279148545454545	2.32623787878788	1	1	0	0	0	0	500
7591302	759130	759130	303000	2	1	2	0	0	0	3	1254	1267	1276	1289	1	4	20815	1769	29624	1672	4	1	13.45	0.8808	7.34	1	1	0	0	0	0	500
5744171	574417	574417	230000	1	1	1	0	0	0	4	701	841	868	1071	1	4	4502	354	4616	356	3	1	4.32403800505051	0.0845241818181818	0.704368181818182	2	3	0	0	0	0	500
3908121	390812	390812	154000	1	1	1	0	0	0	1	418	428	1054	1064	1	2	6039	1176	26957	1202	3	1	10.53	0.576	4.8	1	1	0	0	0	0	500
3908131	390813	390813	154000	2	1	1	0	0	0	4	587	760	916	957	1	4	6039	1176	10045	608	5	1	14.285	0.636	5.3	2	3	0	0	0	0	500
3908141	390814	390814	154000	3	1	1	0	0	0	3	612	920	928	939	1	4	6039	1176	9847	1140	5	1	10.075	0.444	3.7	4	1	0	0	0	0	500
3908142	390814	390814	154000	3	1	2	0	0	0	4	971	989	1051	1105	1	4	6039	1176	22212	1011	3	1	20.9	1.038	8.65	1	2	0	0	0	0	500
3908151	390815	390815	154000	4	1	1	0	0	0	2	527	538	705	849	1	3	6039	1176	26463	1147	5	1	10.02	0.4668	3.89	1	4	0	0	0	0	500
3908152	390815	390815	154000	4	1	2	0	0	0	4	896	911	1106	1128	1	4	6039	1176	23135	962	5	1	19.15	0.8928	7.44	1	1	0	0	0	0	500
5756421	575642	575642	230500	1	1	1	0	0	0	5	628	911	922	1067	1	4	4546	366	24897	892	3	1	28.78	1.2222	10.185	2	4	0	0	0	0	500
13200761	1320076	1320076	528500	1	1	1	0	0	0	1	485	490	1089	1094	1	2	19277	2491	19300	2501	4	1	5.62904984051037	0.112211878787879	0.93509898989899	1	1	0	0	0	0	500
13200771	1320077	1320077	528500	2	1	1	0	0	0	1	682	706	1071	1095	1	2	19277	2491	17778	2499	1	1	5.81790156933508	0.149141833333333	1.24284861111111	1	1	0	0	0	0	500
9530661	953066	953066	377500	1	1	1	0	0	0	4	815	893	969	978	1	4	32135	1658	23596	1664	4	1	9.04280358072917	0.324337333333333	2.70281111111111	3	1	0	0	0	0	500
9530671	953067	953067	377500	2	1	1	0	0	0	1	309	356	936	1420	1	4	32135	1658	23567	1631	4	1	10.605	0.4776	3.98	3	5	0	0	0	0	500
9530681	953068	953068	377500	3	1	1	0	0	0	7	710	717	812	821	1	4	32135	1658	30092	1995	5	1	7.71054824561404	0.254783333333333	2.12319444444444	1	1	0	0	0	0	500
9530691	953069	953069	377500	4	1	1	0	0	0	4	631	639	726	734	1	4	32135	1658	23608	1670	4	1	8.58581680440771	0.332549242424242	2.77124368686869	1	1	0	0	0	0	500
9530692	953069	953069	377500	4	1	2	0	0	0	5	748	858	876	949	1	4	32135	1658	20285	2402	5	1	38.455	2.4984	20.82	3	2	0	0	0	0	500
9530701	953070	953070	377500	5	1	1	0	0	0	5	696	817	901	910	1	4	32135	1658	23600	1670	4	1	8.95188424012856	0.330808712121212	2.75673926767677	2	1	0	0	0	0	500
9530702	953070	953070	377500	5	1	2	0	0	0	7	1015	1016	1268	1269	1	4	32135	1658	32136	1658	5	1	1.52191182659933	0.0279772727272727	0.233143939393939	1	1	0	0	0	0	500
97481	9748	9748	3500	1	1	1	0	0	0	1	809	820	1396	1406	1	2	129	2286	6700	2246	5	1	10.81	0.4704	3.92	1	1	0	0	0	0	500
97491	9749	9749	3500	2	1	1	0	0	0	6	1072	1137	1240	1254	1	4	129	2286	25299	329	5	1	16.635	0.8256	6.88	3	1	0	0	0	0	500
97501	9750	9750	3500	3	1	1	0	0	0	2	450	458	851	859	1	3	129	2286	161	2225	5	1	8.75	0.366	3.05	1	1	0	0	0	0	500
97502	9750	9750	3500	3	1	2	0	0	0	4	1263	1285	16	23	1	4	129	2286	126	2299	5	1	7.06375568181818	0.134547727272727	1.12123106060606	1	1	0	0	0	0	500
97511	9751	9751	3500	4	1	1	0	0	0	3	662	710	798	816	1	4	129	2286	1112	2232	5	1	13.775	0.66	5.5	2	2	0	0	0	0	500
97512	9751	9751	3500	4	1	2	0	0	0	7	985	1006	1007	1017	1	4	129	2286	6686	2260	4	1	9.64557033263671	0.321724454545455	2.68103712121212	2	1	0	0	0	0	500
97521	9752	9752	3500	5	1	1	0	0	0	7	1105	1115	1254	1264	1	4	129	2286	125	2299	4	1	10.2294769570707	0.194626515151515	1.62188762626263	1	1	0	0	0	0	500
5768781	576878	576878	231000	1	1	1	0	0	0	1	873	899	1402	1422	1	2	4556	366	22540	246	3	1	23.265	1.3176	10.98	1	1	0	0	0	0	500
13213191	1321319	1321319	529000	1	1	1	0	0	0	1	477	519	1085	1127	1	2	19301	2501	20768	1764	3	1	42.13	2.7216	22.68	1	1	0	0	0	0	500
13227541	1322754	1322754	529500	1	1	1	0	0	0	4	673	680	739	746	1	4	19340	2309	19557	2312	3	1	7.79252625868055	0.331330666666667	2.76108888888889	1	1	0	0	0	0	500
