ZONE	CHILD/SHO	CHILD/LON	CHILD/NAV	NOCAR/SHO	NOCAR/LON	NOCAR/NAV	CCOMP/SHO	CCOMP/LON	CCOMP/NAV	CFULL/SHO	CFULL/LON	CFULL/NAV
   1	  7.51507	  7.51507	  7.51478	  7.51507	  7.51507	  7.51478	  7.51507	  7.51507	  7.51478	  6.17083	  5.22152	 10.19752	  6.17083	  5.22152	 10.19752	  6.17083	  5.22152	 10.19752	  8.47458	  8.17904	  9.92260	  8.47458	  8.17904	  9.92260	  8.47458	  8.17904	  9.92260	  8.98247	  8.98247	  9.72421  8.98247	  8.98247	  9.72421  8.98247	  8.98247	  9.72421
   2	  7.41270	  7.41270	  7.41270	  7.41270	  7.41270	  7.41270	  7.41270	  7.41270	  7.41270	  5.99749	  4.96720	 10.12572	  5.99749	  4.96720	 10.12572	  5.99749	  4.96720	 10.12572	  8.39761	  8.08505	  9.89286	  8.39761	  8.08505	  9.89286	  8.39761	  8.08505	  9.89286	  8.88981	  8.88981	  9.67762  8.88981	  8.88981	  9.67762  8.88981	  8.88981	  9.67762
   3	  7.28845	  7.28845	  7.28845	  7.28845	  7.28845	  7.28845	  7.28845	  7.28845	  7.28845	  5.91430	  4.83982	 10.08821	  5.91430	  4.83982	 10.08821	  5.91430	  4.83982	 10.08821	  8.31413	  7.98681	  9.85481	  8.31413	  7.98681	  9.85481	  8.31413	  7.98681	  9.85481	  8.78570	  8.78570	  9.61991  8.78570	  8.78570	  9.61991  8.78570	  8.78570	  9.61991
   4	  7.39406	  7.39406	  7.39406	  7.39406	  7.39406	  7.39406	  7.39406	  7.39406	  7.39406	  6.01694	  5.02232	 10.13738	  6.01694	  5.02232	 10.13738	  6.01694	  5.02232	 10.13738	  8.35557	  8.05474	  9.85530	  8.35557	  8.05474	  9.85530	  8.35557	  8.05474	  9.85530	  8.86363	  8.86363	  9.62755  8.86363	  8.86363	  9.62755  8.86363	  8.86363	  9.62755
   5	  7.62209	  7.62209	  7.62209	  7.62209	  7.62209	  7.62209	  7.62209	  7.62209	  7.62209	  6.26184	  5.50803	 10.11984	  6.26184	  5.50803	 10.11984	  6.26184	  5.50803	 10.11984	  8.43687	  8.19715	  9.84232	  8.43687	  8.19715	  9.84232	  8.43687	  8.19715	  9.84232	  9.00838	  9.00838	  9.62870  9.00838	  9.00838	  9.62870  9.00838	  9.00838	  9.62870
   6	  7.41463	  7.41463	  7.41463	  7.41463	  7.41463	  7.41463	  7.41463	  7.41463	  7.41463	  6.04894	  5.17553	  9.92686	  6.04894	  5.17553	  9.92686	  6.04894	  5.17553	  9.92686	  8.32711	  8.05167	  9.80731	  8.32711	  8.05167	  9.80731	  8.32711	  8.05167	  9.80731	  8.86325	  8.86325	  9.57031  8.86325	  8.86325	  9.57031  8.86325	  8.86325	  9.57031
   7	  7.51861	  7.51861	  7.51860	  7.51861	  7.51861	  7.51860	  7.51861	  7.51861	  7.51860	  6.12575	  5.26011	  9.97366	  6.12575	  5.26011	  9.97366	  6.12575	  5.26011	  9.97366	  8.40459	  8.14383	  9.83455	  8.40459	  8.14383	  9.83455	  8.40459	  8.14383	  9.83455	  8.96340	  8.96340	  9.61758  8.96340	  8.96340	  9.61758  8.96340	  8.96340	  9.61758
   8	  7.14713	  7.14713	  7.14712	  7.14713	  7.14713	  7.14712	  7.14713	  7.14713	  7.14712	  5.77963	  4.78529	  9.84270	  5.77963	  4.78529	  9.84270	  5.77963	  4.78529	  9.84270	  8.14480	  7.83730	  9.72039	  8.14480	  7.83730	  9.72039	  8.14480	  7.83730	  9.72039	  8.64408	  8.64408	  9.44369  8.64408	  8.64408	  9.44369  8.64408	  8.64408	  9.44369
   9	  7.38116	  7.38116	  7.38116	  7.38116	  7.38116	  7.38116	  7.38116	  7.38116	  7.38116	  5.98890	  4.96471	 10.12641	  5.98890	  4.96471	 10.12641	  5.98890	  4.96471	 10.12641	  8.35617	  8.05008	  9.85963	  8.35617	  8.05008	  9.85963	  8.35617	  8.05008	  9.85963	  8.85918	  8.85918	  9.63312  8.85918	  8.85918	  9.63312  8.85918	  8.85918	  9.63312
  10	  7.31887	  7.31887	  7.31887	  7.31887	  7.31887	  7.31887	  7.31887	  7.31887	  7.31887	  5.98108	  4.88758	 10.26867	  5.98108	  4.88758	 10.26867	  5.98108	  4.88758	 10.26867	  8.33522	  8.01019	  9.86450	  8.33522	  8.01019	  9.86450	  8.33522	  8.01019	  9.86450	  8.81111	  8.81111	  9.63616  8.81111	  8.81111	  9.63616  8.81111	  8.81111	  9.63616
  11	  7.48099	  7.48099	  7.48087	  7.48099	  7.48099	  7.48087	  7.48099	  7.48099	  7.48087	  6.11319	  5.10070	 10.23773	  6.11319	  5.10070	 10.23773	  6.11319	  5.10070	 10.23773	  8.46449	  8.15455	  9.93156	  8.46449	  8.15455	  9.93156	  8.46449	  8.15455	  9.93156	  8.95589	  8.95589	  9.73281  8.95589	  8.95589	  9.73281  8.95589	  8.95589	  9.73281
  12	  7.92369	  7.92369	  7.92369	  7.92369	  7.92369	  7.92369	  7.92369	  7.92369	  7.92369	  6.66042	  6.00194	 10.02870	  6.66042	  6.00194	 10.02870	  6.66042	  6.00194	 10.02870	  8.60254	  8.44630	  9.80431	  8.60254	  8.44630	  9.80431	  8.60254	  8.44630	  9.80431	  9.28324	  9.28324	  9.63770  9.28324	  9.28324	  9.63770  9.28324	  9.28324	  9.63770
  13	  7.68076	  7.68076	  7.68076	  7.68076	  7.68076	  7.68076	  7.68076	  7.68076	  7.68076	  6.35852	  5.56312	 10.12720	  6.35852	  5.56312	 10.12720	  6.35852	  5.56312	 10.12720	  8.49054	  8.26630	  9.83993	  8.49054	  8.26630	  9.83993	  8.49054	  8.26630	  9.83993	  9.09318	  9.09318	  9.64586  9.09318	  9.09318	  9.64586  9.09318	  9.09318	  9.64586
  14	  7.47386	  7.47386	  7.47386	  7.47386	  7.47386	  7.47386	  7.47386	  7.47386	  7.47386	  6.15289	  5.31495	 10.05356	  6.15289	  5.31495	 10.05356	  6.15289	  5.31495	 10.05356	  8.33694	  8.08519	  9.77880	  8.33694	  8.08519	  9.77880	  8.33694	  8.08519	  9.77880	  8.90316	  8.90316	  9.54657  8.90316	  8.90316	  9.54657  8.90316	  8.90316	  9.54657
  15	  7.53504	  7.53504	  7.53504	  7.53504	  7.53504	  7.53504	  7.53504	  7.53504	  7.53504	  6.25226	  5.43325	  9.98933	  6.25226	  5.43325	  9.98933	  6.25226	  5.43325	  9.98933	  8.36452	  8.13827	  9.74864	  8.36452	  8.13827	  9.74864	  8.36452	  8.13827	  9.74864	  8.96878	  8.96878	  9.52821  8.96878	  8.96878	  9.52821  8.96878	  8.96878	  9.52821
  16	  7.37931	  7.37931	  7.37927	  7.37931	  7.37931	  7.37927	  7.37931	  7.37931	  7.37927	  6.03302	  5.14988	  9.74912	  6.03302	  5.14988	  9.74912	  6.03302	  5.14988	  9.74912	  8.28457	  8.02793	  9.72779	  8.28457	  8.02793	  9.72779	  8.28457	  8.02793	  9.72779	  8.85403	  8.85403	  9.49415  8.85403	  8.85403	  9.49415  8.85403	  8.85403	  9.49415
  17	  7.43812	  7.43812	  7.43809	  7.43812	  7.43812	  7.43809	  7.43812	  7.43812	  7.43809	  6.05783	  5.28455	  9.79518	  6.05783	  5.28455	  9.79518	  6.05783	  5.28455	  9.79518	  8.27230	  8.03284	  9.71117	  8.27230	  8.03284	  9.71117	  8.27230	  8.03284	  9.71117	  8.85062	  8.85062	  9.47070  8.85062	  8.85062	  9.47070  8.85062	  8.85062	  9.47070
  18	  7.27653	  7.27653	  7.27653	  7.27653	  7.27653	  7.27653	  7.27653	  7.27653	  7.27653	  5.94328	  5.01212	  9.72535	  5.94328	  5.01212	  9.72535	  5.94328	  5.01212	  9.72535	  8.19569	  7.93346	  9.67374	  8.19569	  7.93346	  9.67374	  8.19569	  7.93346	  9.67374	  8.76280	  8.76280	  9.42081  8.76280	  8.76280	  9.42081  8.76280	  8.76280	  9.42081
  19	  7.15510	  7.15510	  7.15510	  7.15510	  7.15510	  7.15510	  7.15510	  7.15510	  7.15510	  5.76594	  4.89096	  9.70660	  5.76594	  4.89096	  9.70660	  5.76594	  4.89096	  9.70660	  8.08559	  7.79760	  9.64971	  8.08559	  7.79760	  9.64971	  8.08559	  7.79760	  9.64971	  8.60229	  8.60229	  9.36719  8.60229	  8.60229	  9.36719  8.60229	  8.60229	  9.36719
