id	tour_id	hhno	pno	day	tour	half	tseg	tsvid	opurp	dpurp	oadtyp	dadtyp	opcl	otaz	dpcl	dtaz	mode	pathtype	dorp	deptm	arrtm	endacttm	travtime	travcost	travdist	vot	trexpfac
1313872152	13138721	526000	4	1	1	2	2	0	4	0	4	1	20413	2396	19033	2391	4	1	2	1334	1341	179	7.78500124484279	0.342339151515151	2.85282626262626	10.6245262583093	500
565870101	5658701	226000	1	1	1	1	1	0	0	4	1	4	4255	801	23330	699	3	1	1	720	742	814	22.85	0.9792	8.16	12.8971904628595	500
565870151	5658701	226000	1	1	1	2	1	0	4	0	4	1	23330	699	4255	801	3	1	1	814	835	179	21.75	0.9792	8.16	12.8971904628595	500
565871102	5658711	226000	2	1	1	1	1	0	0	4	1	4	4255	801	5227	132	3	1	1	345	403	425	58.34	1.4976	12.48	45.919708819434	500
565871101	5658711	226000	2	1	1	1	2	0	4	1	4	2	5227	132	23689	777	3	1	1	425	454	838	29.12	1.2756	10.63	45.919708819434	500
565871151	5658711	226000	2	1	1	2	1	0	1	0	2	1	23689	777	4255	801	3	1	1	993	1004	179	11.92	0.4116	3.43	45.919708819434	500
565871201	5658712	226000	2	1	2	1	1	0	1	6	2	4	23689	777	21345	109	3	1	1	838	858	904	20.4	0.906	7.55	0	500
565871251	5658712	226000	2	1	2	2	1	0	6	1	4	2	21345	109	23689	777	3	1	1	904	927	993	23.63	0.906	7.55	0	500
196548101	1965481	75500	1	1	1	1	1	0	0	1	1	2	1869	2214	1518	2243	4	1	1	180	181	616	15.4	0.9708	8.09	23.9908319373869	500
196548151	1965481	75500	1	1	1	2	1	0	1	0	2	1	1518	2243	1869	2214	3	1	1	616	633	179	17.37	0.9708	8.09	13.7799149554204	500
196549103	1965491	75500	2	1	1	1	1	0	0	7	1	4	1869	2214	5023	550	3	1	1	379	434	471	55.49	2.3676	19.73	16.9634788096134	500
196549102	1965491	75500	2	1	1	1	2	0	7	4	4	4	5023	550	28216	233	3	1	1	471	485	542	14.4131215183752	0.340125545454545	2.83437954545455	16.9634788096134	500
196549101	1965491	75500	2	1	1	1	3	0	4	1	4	2	28216	233	23444	242	3	1	1	542	560	1081	18.87	0.6612	5.51	16.9634788096134	500
196549151	1965491	75500	2	1	1	2	1	0	1	0	2	1	23444	242	1869	2214	3	1	1	1081	1133	179	52.92	2.7408	22.84	16.9634788096134	500
196550101	1965501	75500	3	1	1	1	1	0	0	1	1	2	1869	2214	26695	125	3	1	1	295	322	592	27.62	2.3304	19.42	18.7545889932354	500
196550151	1965501	75500	3	1	1	2	1	0	1	1	2	4	26695	125	22696	976	3	1	1	1111	1126	1169	15.05	0.534	4.45	18.7545889932354	500
196550152	1965501	75500	3	1	1	2	2	0	1	0	4	1	22696	976	1869	2214	3	1	1	1169	1203	179	34.91	2.8536	23.78	18.7545889932354	500
196550201	1965502	75500	3	1	2	1	1	0	1	1	2	4	26695	125	28918	995	3	1	1	592	610	624	18.95	0.6936	5.78	0	500
196550251	1965502	75500	3	1	2	2	1	0	1	1	4	4	28918	995	22670	982	3	1	1	624	631	641	7.78783637028176	0.205671045454545	1.71392537878788	0	500
196550252	1965502	75500	3	1	2	2	2	0	1	1	4	2	22670	982	26695	125	3	1	1	641	656	1111	15.19	0.5016	4.18	0	500
383723103	3837231	151000	1	1	1	1	1	0	0	4	1	4	5945	581	23089	624	3	1	1	732	743	787	11.12	0.4512	3.76	6.13956166885609	500
383723102	3837231	151000	1	1	1	1	2	0	4	7	4	4	23089	624	25001	904	3	1	1	787	807	819	20.17	0.7596	6.33	6.13956166885609	500
383723101	3837231	151000	1	1	1	1	3	0	7	5	4	4	25001	904	9869	1152	3	1	1	819	844	942	25.99	1.1988	9.99	6.13956166885609	500
383723151	3837231	151000	1	1	1	2	1	0	5	7	4	4	9869	1152	27407	957	3	1	1	942	958	1069	16.63	0.7584	6.32	6.13956166885609	500
383723152	3837231	151000	1	1	1	2	2	0	7	0	4	1	27407	957	5945	581	3	1	1	1069	1089	1145	20.11	0.7512	6.26	6.13956166885609	500
383723201	3837232	151000	1	1	2	1	1	0	0	7	1	4	5945	581	5911	571	3	1	1	1145	1156	1311	11.02	0.6036	5.03	6.09103826080209	500
383723251	3837232	151000	1	1	2	2	1	0	7	0	4	1	5911	571	5945	581	3	1	1	1311	1322	179	11.24	0.6036	5.03	6.09103826080209	500
383724101	3837241	151000	2	1	1	1	1	0	0	6	1	4	5945	581	21825	1040	3	1	1	734	754	838	20.95	1.0476	8.73	6.98039582202493	500
383724151	3837241	151000	2	1	1	2	1	0	6	5	4	4	21825	1040	27640	914	3	1	1	838	847	944	9.92421743383199	0.287418272727273	2.39515227272727	6.98039582202493	500
383724152	3837241	151000	2	1	1	2	2	0	5	0	4	1	27640	914	5945	581	3	1	1	944	968	179	24	0.9708	8.09	6.98039582202493	500
753364101	7533641	301000	1	1	1	1	1	0	0	1	1	2	20683	1748	26343	1866	3	1	1	392	408	919	16.1	0.9252	7.71	10.8530644777063	500
753364151	7533641	301000	1	1	1	2	1	0	1	5	2	4	26343	1866	31817	1917	3	1	1	919	932	1057	13.25	0.6816	5.68	10.8530644777063	500
753364152	7533641	301000	1	1	1	2	2	0	5	0	4	1	31817	1917	20683	1748	3	1	1	1057	1081	179	24.5	1.3464	11.22	10.8530644777063	500
567056101	5670561	226500	1	1	1	1	1	0	0	6	1	4	4264	800	27808	91	4	1	1	956	973	1031	17.24	0.7764	6.47	10.1414136322624	500
567056151	5670561	226500	1	1	1	2	1	0	6	4	4	4	27808	91	27899	787	4	1	2	1031	1039	1084	8.86022740366629	0.291278727272727	2.42732272727273	10.1414136322624	500
567056152	5670561	226500	1	1	1	2	2	0	4	0	4	1	27899	787	4264	800	4	1	2	1084	1108	179	24.18	0.75	6.25	10.1414136322624	500
2708101	27081	1000	1	1	1	1	1	0	0	1	1	2	38	2272	9459	543	3	1	1	522	559	1111	37.92	2.1552	17.96	26.4233501228398	500
2708151	27081	1000	1	1	1	2	1	0	1	0	2	1	9459	543	38	2272	3	1	1	1111	1162	179	51.57	2.1468	17.89	26.4233501228398	500
2709101	27091	1000	2	1	1	1	1	0	0	1	1	2	38	2272	7922	2139	3	1	1	405	433	1267	28.72	1.6968	14.14	31.5637293961083	500
2709151	27091	1000	2	1	1	2	1	0	1	0	2	1	7922	2139	38	2272	3	1	1	1267	1292	179	25.04	1.6968	14.14	31.5637293961083	500
2710101	27101	1000	3	1	1	1	1	0	0	2	1	3	38	2272	67	2274	4	1	2	433	437	1161	4.1346800724184	0.135520439393939	1.12933699494949	16.122676270973	500
2710151	27101	1000	3	1	1	2	1	0	2	0	3	1	67	2274	38	2272	4	1	2	1161	1165	179	4.05067980006678	0.135520439393939	1.12933699494949	16.122676270973	500
384763102	3847631	151500	1	1	1	1	1	0	0	3	1	4	5975	591	27325	958	4	1	2	376	392	418	16.76	0.5964	4.97	15.6450538413442	500
384763101	3847631	151500	1	1	1	1	2	0	3	1	4	2	27325	958	21811	926	3	1	1	418	425	991	7.42209906759907	0.227922727272727	1.89935606060606	8.98624574459747	500
384763151	3847631	151500	1	1	1	2	1	0	1	4	2	4	21811	926	21657	1033	1	1	0	991	1013	1114	22.6365757575758	0	1.13182878787879	8.98624574459747	500
384763152	3847631	151500	1	1	1	2	2	0	4	0	4	1	21657	1033	5975	591	3	1	1	1114	1136	179	22.13	1.0116	8.43	8.98624574459747	500
197976101	1979761	76000	1	1	1	1	1	0	0	1	1	2	1891	2095	10584	1585	3	1	1	527	550	1136	23.69	1.5984	13.32	12.6565007523071	500
197976151	1979761	76000	1	1	1	2	1	0	1	0	2	1	10584	1585	1891	2095	3	1	1	1136	1160	179	24.85	1.5984	13.32	12.6565007523071	500
197977201	1979772	76000	2	1	2	1	1	0	0	7	1	4	1891	2095	1873	2214	4	1	1	601	612	827	11.22	0.7224	6.02	10.8309035327377	500
197977251	1979772	76000	2	1	2	2	1	0	7	5	4	4	1873	2214	7461	2071	4	1	1	827	858	969	31.15	2.1972	18.31	10.8309035327377	500
197977252	1979772	76000	2	1	2	2	2	0	5	0	4	1	7461	2071	1891	2095	3	1	1	969	993	1134	24.36	1.6968	14.14	6.66517140476168	500
197977101	1979771	76000	2	1	1	1	1	0	0	5	1	4	1891	2095	11203	1561	4	1	2	1134	1161	1166	27.55	2.1792	18.16	11.9160461558904	500
197977151	1979771	76000	2	1	1	2	1	0	5	5	4	4	11203	1561	29078	1562	4	1	1	1166	1172	1176	6.8299853427896	0.0977693333333333	0.814744444444444	11.9160461558904	500
197977152	1979771	76000	2	1	1	2	2	0	5	5	4	4	29078	1562	7066	2102	4	1	1	1176	1201	1218	25.64	1.9776	16.48	11.9160461558904	500
197977153	1979771	76000	2	1	1	2	3	0	5	0	4	1	7066	2102	1891	2095	4	1	1	1218	1225	179	7.37	0.3924	3.27	11.9160461558904	500
1112280101	11122801	450500	1	1	1	1	1	0	0	1	1	2	24199	24	4837	161	4	1	1	479	512	636	33.02	0.9672	8.06	80.4939470667258	500
1112280151	11122801	450500	1	1	1	2	1	0	1	4	2	4	4837	161	21727	1078	4	1	1	1041	1061	1112	20.2	0.7308	6.09	80.4939470667258	500
1112280152	11122801	450500	1	1	1	2	2	0	4	3	4	4	21727	1078	24195	23	3	1	1	1112	1124	1133	12.83	0.3672	3.06	46.2343176718701	500
1112280153	11122801	450500	1	1	1	2	3	0	3	0	4	1	24195	23	24199	24	3	1	1	1133	1138	179	5.26781657251708	0.135850772727273	1.13208977272727	46.2343176718701	500
1112280201	11122802	450500	1	1	2	1	1	0	1	4	2	4	4837	161	22511	216	3	1	1	636	643	676	7.64731601731602	0.17769696969697	1.48080808080808	0	500
1112280251	11122802	450500	1	1	2	2	1	0	4	1	4	2	22511	216	4837	161	3	1	1	676	683	1041	7.02043001443002	0.166351515151515	1.38626262626263	0	500
1112282101	11122821	450500	3	1	1	1	1	0	0	2	1	3	24199	24	27884	56	5	1	2	478	485	916	7.43964738292011	0.268315151515152	2.2359595959596	39.105843949316	500
1112282151	11122821	450500	3	1	1	2	1	0	2	3	3	4	27884	56	27852	53	5	1	2	916	921	951	5.76526838315588	0.0678986515151515	0.565822095959596	39.105843949316	500
1112282152	11122821	450500	3	1	1	2	2	0	3	0	4	1	27852	53	24199	24	4	1	2	951	958	179	7.71632702020202	0.264056818181818	2.20047348484848	29.4471716485814	500
1112283101	11122831	450500	4	1	1	1	1	0	0	2	1	3	24199	24	10402	1	8	1	0	509	519	823	10.7120109951979	0.216607515151515	1.80506262626263	16.3945154288385	500
1112283151	11122831	450500	4	1	1	2	1	0	2	5	3	4	10402	1	27747	47	8	1	0	823	834	853	11.0342129343779	0.350463348484849	2.9205279040404	16.3945154288385	500
1112283152	11122831	450500	4	1	1	2	2	0	5	7	4	4	27747	47	19664	2403	8	1	0	853	881	1075	28.13	1.4304	11.92	16.3945154288385	500
1112283153	11122831	450500	4	1	1	2	3	0	7	0	4	1	19664	2403	24199	24	8	1	0	1075	1103	179	28.56	1.3692	11.41	16.3945154288385	500
568151101	5681511	227000	1	1	1	1	1	0	0	7	1	4	4282	836	26576	711	5	1	1	613	637	912	24.3	1.2588	10.49	12.9075033837312	500
568151151	5681511	227000	1	1	1	2	1	0	7	0	4	1	26576	711	4282	836	5	1	2	912	943	179	31.85	1.2588	10.49	12.9075033837312	500
1113255101	11132551	451000	1	1	1	1	1	0	0	6	1	4	24205	21	24898	882	4	1	1	1053	1069	1083	16.17	0.6504	5.42	7.76824513745695	500
1113255151	11132551	451000	1	1	1	2	1	0	6	0	4	1	24898	882	24205	21	4	1	1	1083	1101	179	18.7	0.6492	5.41	7.76824513745695	500
1314729101	13147291	526500	1	1	1	1	1	0	0	1	1	2	19043	2503	15795	2601	3	1	1	522	553	999	31.17	1.71	14.25	18.7159178709531	500
1314729151	13147291	526500	1	1	1	2	1	0	1	0	2	1	15795	2601	19043	2503	3	1	1	999	1026	179	27.14	1.71	14.25	18.7159178709531	500
1314730301	13147303	526500	2	1	3	1	1	0	0	6	1	4	19043	2503	17178	2482	3	1	1	754	763	833	9.74	0.4032	3.36	8.85202190544092	500
1314730351	13147303	526500	2	1	3	2	1	0	6	0	4	1	17178	2482	19043	2503	3	1	1	833	842	891	9.81	0.4032	3.36	8.85202190544092	500
1314730102	13147301	526500	2	1	1	1	1	0	0	1	1	4	19043	2503	20267	2405	3	1	1	891	898	901	7.61965381835597	0.266162060606061	2.21801717171717	13.6288107563206	500
1314730101	13147301	526500	2	1	1	1	2	0	1	1	4	4	20267	2405	17777	2499	3	1	1	901	918	1053	17.6	0.5544	4.62	13.6288107563206	500
1314730151	13147301	526500	2	1	1	2	1	0	1	7	4	4	17777	2499	19038	2401	3	1	1	1053	1066	1076	13.45	0.486	4.05	13.6288107563206	500
1314730152	13147301	526500	2	1	1	2	2	0	7	0	4	1	19038	2401	19043	2503	3	1	1	1076	1081	1251	5.97363673036093	0.161700166666667	1.34750138888889	13.6288107563206	500
1314730201	13147302	526500	2	1	2	1	1	0	0	2	1	3	19043	2503	19034	2404	3	1	1	1251	1256	1363	5.72932789432789	0.204369318181818	1.70307765151515	8.45275212550266	500
1314730251	13147302	526500	2	1	2	2	1	0	2	0	3	1	19034	2404	19043	2503	3	1	1	1363	1369	179	6.00798756798757	0.211727272727273	1.76439393939394	8.45275212550266	500
387264201	3872642	152500	1	1	2	1	1	0	0	7	1	4	6014	1174	5962	576	3	1	1	464	478	585	14.76	0.5568	4.64	6.86904410932929	500
387264251	3872642	152500	1	1	2	2	1	0	7	4	4	4	5962	576	6019	1174	3	1	1	585	597	620	12.09	0.5568	4.64	6.86904410932929	500
387264252	3872642	152500	1	1	2	2	2	0	4	5	4	4	6019	1174	9856	1138	3	1	1	620	626	658	6.56580675741371	0.213531454545455	1.77942878787879	6.86904410932929	500
387264253	3872642	152500	1	1	2	2	3	0	5	0	4	1	9856	1138	6014	1174	3	1	1	658	664	761	6.26435670069681	0.207333575757576	1.7277797979798	6.86904410932929	500
387264102	3872641	152500	1	1	1	1	1	0	0	4	1	4	6014	1174	27128	1231	3	1	1	761	771	773	10.47	0.4224	3.52	7.76001670914416	500
387264101	3872641	152500	1	1	1	1	2	0	4	4	4	4	27128	1231	27113	1116	3	1	1	773	780	791	7.72491775638155	0.262453272727273	2.18711060606061	7.76001670914416	500
387264151	3872641	152500	1	1	1	2	1	0	4	0	4	1	27113	1116	6014	1174	3	1	1	791	805	1057	14.61	0.6684	5.57	7.76001670914416	500
387264301	3872643	152500	1	1	3	1	1	0	0	7	1	4	6014	1174	22581	221	3	1	1	1057	1074	1122	17.98	0.804	6.7	6.6360812531918	500
387264351	3872643	152500	1	1	3	2	1	0	7	7	4	4	22581	221	28077	504	3	1	1	1122	1135	1144	13.8490927923301	0.354232575757576	2.95193813131313	6.6360812531918	500
387264352	3872643	152500	1	1	3	2	2	0	7	0	4	1	28077	504	6014	1174	3	1	1	1144	1163	179	19.07	1.1088	9.24	6.6360812531918	500
1114208101	11142081	451500	1	1	1	1	1	0	0	7	1	4	24216	26	19104	2374	3	1	1	560	573	674	13.83	0.5796	4.83	4.46501786119534	500
1114208151	11142081	451500	1	1	1	2	1	0	7	4	4	4	19104	2374	19083	2371	4	1	1	674	678	707	4.32845942760943	0.0797396363636364	0.66449696969697	7.25565402444242	500
1114208152	11142081	451500	1	1	1	2	2	0	4	0	4	1	19083	2371	24216	26	4	1	1	707	722	179	15.88	0.6264	5.22	7.25565402444242	500
569061201	5690612	227500	1	1	2	1	1	0	0	4	1	4	4291	768	25265	825	1	1	0	385	421	524	36.8774343434343	0	1.84387171717172	3.08399921794684	500
569061251	5690612	227500	1	1	2	2	1	0	4	0	4	1	25265	825	4291	768	1	1	0	524	560	564	36.8774343434343	0	1.84387171717172	3.08399921794684	500
569061101	5690611	227500	1	1	1	1	1	0	0	3	1	4	4291	768	9177	736	4	1	2	564	574	636	10.6	0.4092	3.41	4.03722041658024	500
569061151	5690611	227500	1	1	1	2	1	0	3	0	4	1	9177	736	4291	768	4	1	2	636	646	179	10.76	0.4092	3.41	4.03722041658024	500
754772101	7547721	301500	1	1	1	1	1	0	0	1	1	2	20746	1767	20748	1767	3	1	1	511	516	867	5.39446777558191	0.269886363636364	2.24905303030303	8.8910654987132	500
754772151	7547721	301500	1	1	1	2	1	0	1	0	2	1	20748	1767	20746	1767	3	1	1	867	872	179	5.36187280412824	0.269886363636364	2.24905303030303	8.8910654987132	500
754773201	7547732	301500	2	1	2	1	1	0	0	5	1	4	20746	1767	31397	1674	4	1	1	703	711	718	8.58	0.3612	3.01	12.125600526346	500
754773251	7547732	301500	2	1	2	2	1	0	5	0	4	1	31397	1674	20746	1767	4	1	2	718	726	802	8.34	0.3612	3.01	12.125600526346	500
754773101	7547731	301500	2	1	1	1	1	0	0	1	1	2	20746	1767	19118	2376	3	1	1	802	842	1062	40.81	2.3448	19.54	12.1350687366102	500
754773151	7547731	301500	2	1	1	2	1	0	1	0	2	1	19118	2376	20746	1767	3	1	1	1062	1114	179	52.9	2.3448	19.54	12.1350687366102	500
754774103	7547741	301500	3	1	1	1	1	0	0	4	1	4	20746	1767	23593	1664	5	1	2	347	362	398	15.35	0.7092	5.91	13.8328094938252	500
754774102	7547741	301500	3	1	1	1	2	0	4	3	4	4	23593	1664	20867	1645	5	1	2	398	408	421	10.04	0.5172	4.31	13.8328094938252	500
754774101	7547741	301500	3	1	1	1	3	0	3	2	4	3	20867	1645	32063	1653	4	1	2	421	426	958	5.62247921571083	0.265923121212121	2.21602601010101	10.4162722092057	500
754774151	7547741	301500	3	1	1	2	1	0	2	0	3	1	32063	1653	20746	1767	5	1	2	958	967	179	9.65	0.5064	4.22	13.8328094938252	500
754775101	7547751	301500	4	1	1	1	1	0	0	7	1	4	20746	1767	30191	1657	4	1	2	490	503	770	13.54	0.576	4.8	10.0392724411027	500
754775151	7547751	301500	4	1	1	2	1	0	7	4	4	4	30191	1657	23600	1670	4	1	2	770	778	1045	8.83130880579994	0.313253575757576	2.61044646464646	10.0392724411027	500
754775152	7547751	301500	4	1	1	2	2	0	4	5	4	4	23600	1670	30181	1662	4	1	2	1045	1053	1114	8.53914279390288	0.287007409090909	2.39172840909091	10.0392724411027	500
754775153	7547751	301500	4	1	1	2	3	0	5	4	4	4	30181	1662	30224	1659	4	1	2	1114	1119	1121	5.57213068181818	0.160477363636364	1.33731136363636	10.0392724411027	500
754775154	7547751	301500	4	1	1	2	4	0	4	0	4	1	30224	1659	20746	1767	4	1	2	1121	1132	179	11.87	0.516	4.3	10.0392724411027	500
1115428101	11154281	452000	1	1	1	1	1	0	0	1	1	2	24259	1049	20415	2396	3	1	1	437	464	663	27.56	1.686	14.05	10.6418879891547	500
1115428151	11154281	452000	1	1	1	2	1	0	1	0	2	1	20415	2396	24259	1049	3	1	1	663	695	179	32.48	1.6968	14.14	10.6418879891547	500
199452101	1994521	76500	1	1	1	1	1	0	0	1	1	2	1920	2097	27596	202	3	1	1	429	505	1029	76.85	3.27	27.25	31.593022689706	500
199452151	1994521	76500	1	1	1	2	1	0	1	0	2	1	27596	202	1920	2097	3	1	1	1029	1097	179	68.39	3.2712	27.26	31.593022689706	500
199453101	1994531	76500	2	1	1	1	1	0	0	7	1	4	1920	2097	518	2179	3	1	1	716	739	741	23.14	1.5528	12.94	13.1743196287436	500
199453151	1994531	76500	2	1	1	2	1	0	7	0	4	1	518	2179	1920	2097	3	1	1	741	763	179	22.94	1.5624	13.02	13.1743196287436	500
199454101	1994541	76500	3	1	1	1	1	0	0	1	1	2	1920	2097	8091	1486	3	1	1	385	393	923	8.43	0.372	3.1	27.7718585269078	500
199454151	1994541	76500	3	1	1	2	1	0	1	0	2	1	8091	1486	1920	2097	3	1	1	923	931	179	8.38	0.372	3.1	27.7718585269078	500
570981101	5709811	228500	1	1	1	1	1	0	0	1	1	2	4312	760	5777	1636	3	1	1	385	428	968	43.45	1.6788	13.99	10.4953880673335	500
570981151	5709811	228500	1	1	1	2	1	0	1	0	2	1	5777	1636	4312	760	3	1	1	968	1007	179	39.03	1.6788	13.99	10.4953880673335	500
4081101	40811	1500	1	1	1	1	1	0	0	1	1	2	60	2270	213	2283	3	1	1	540	549	885	9.53	0.4776	3.98	26.3315140570922	500
4081151	40811	1500	1	1	1	2	1	0	1	7	2	4	213	2283	169	2298	3	1	1	885	892	918	7.09250578512397	0.265889454545455	2.21574545454545	26.3315140570922	500
4081152	40811	1500	1	1	1	2	2	0	7	0	4	1	169	2298	60	2270	3	1	1	918	926	1213	8.70133005733006	0.355254303030303	2.96045252525253	26.3315140570922	500
4081201	40812	1500	1	1	2	1	1	0	0	7	1	4	60	2270	1092	2229	3	1	1	1213	1226	1395	13.17	0.6888	5.74	8.88704197288273	500
4081251	40812	1500	1	1	2	2	1	0	7	0	4	1	1092	2229	60	2270	3	1	1	1395	1408	179	13.28	0.6888	5.74	8.88704197288273	500
4082101	40821	1500	2	1	1	1	1	0	0	1	1	2	60	2270	4653	364	3	1	1	367	421	1070	54.41	1.7184	14.32	21.0499439111938	500
4082151	40821	1500	2	1	1	2	1	0	1	0	2	1	4653	364	60	2270	3	1	1	1070	1116	179	46.98	1.7184	14.32	21.0499439111938	500
4083101	40831	1500	3	1	1	1	1	0	0	2	1	3	60	2270	55	2270	5	1	2	427	428	891	1.34886037095089	0.0605681818181818	0.504734848484849	19.4159071076416	500
4083151	40831	1500	3	1	1	2	1	0	2	0	3	1	55	2270	60	2270	5	1	2	891	892	179	1.35756269592477	0.0605681818181818	0.504734848484849	19.4159071076416	500
4084101	40841	1500	4	1	1	1	1	0	0	2	1	3	60	2270	13	2271	4	1	2	499	503	1008	4.64505331027668	0.166859181818182	1.39049318181818	18.2855451612389	500
