id	hhno	pno	pptyp	pagey	pgend	pwtyp	pwpcl	pwtaz	pwautime	pwaudist	pstyp	pspcl	pstaz	psautime	psaudist	puwmode	puwarrp	puwdepp	ptpass	ppaidprk	pdiary	pproxy	psexpfac
46264	17500	1	1	42	2	1	33064	2701	25.93	13.65	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	500
46265	17500	2	1	38	1	1	17800	2476	95.405	35.06	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	500
46266	17500	3	6	17	2	2	33097	2707	26.745	14.1	1	3375	2689	8.34161318882778	2.8206898989899	-1	-1	-1	0	0	-1	-1	500
46267	17500	4	7	10	2	0	-1	-1	-1	-1	1	3363	2664	7.38770754483612	2.28389696969697	-1	-1	-1	0	1	-1	-1	500
236763	91000	1	1	57	2	1	1366	306	23.085	8.93	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	500
236764	91000	2	1	27	1	1	9206	743	62.675	22.8	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	500
983534	391500	1	1	27	1	1	22914	676	8.91176877794337	1.78040795454545	0	-1	-1	-1	-1	-1	-1	-1	1	0	-1	-1	500
1356430	542000	1	3	75	2	0	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	500
1356431	542000	2	3	85	1	0	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	500
426522	169000	1	1	37	1	1	27109	1116	36.91	15.69	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	500
426523	169000	2	1	35	2	1	4653	364	25.655	11.13	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	500
426524	169000	3	8	2	2	0	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	500
984411	392000	1	1	59	2	1	516	2179	40.375	26.48	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	500
602131	241500	1	1	39	2	1	22528	180	38.865	8.54	0	-1	-1	-1	-1	-1	-1	-1	1	0	-1	-1	500
602132	241500	2	7	12	1	0	-1	-1	-1	-1	1	9647	376	30.645	10.03	-1	-1	-1	0	1	-1	-1	500
1158198	470000	1	4	32	2	0	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	500
1158199	470000	2	7	13	2	0	-1	-1	-1	-1	1	27933	89	25.195	11.03	-1	-1	-1	0	1	-1	-1	500
1158200	470000	3	7	9	1	0	-1	-1	-1	-1	1	27471	933	1.25147144522145	0.0998106060606061	-1	-1	-1	1	1	-1	-1	500
1158201	470000	4	4	36	1	0	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	500
985314	392500	1	2	55	2	2	22183	1112	9.835	3.14	0	-1	-1	-1	-1	-1	-1	-1	1	0	-1	-1	500
47602	18000	1	1	53	1	1	23338	697	48.39	14.46	0	-1	-1	-1	-1	-1	-1	-1	1	0	-1	-1	500
47603	18000	2	1	50	2	1	25265	825	28.205	9.93	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	500
47604	18000	3	4	23	1	0	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	500
47605	18000	4	4	20	1	0	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	500
1159464	470500	1	1	40	2	1	22466	171	20.73	4.83	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	500
238231	91500	1	1	54	1	1	1366	306	28.135	11.91	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	500
238232	91500	2	4	45	2	0	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	500
238233	91500	3	7	11	2	0	-1	-1	-1	-1	1	7070	2094	3.30473838195387	1.32784090909091	-1	-1	-1	0	1	-1	-1	500
800311	317500	1	1	54	1	1	4922	160	94.22	31.795	0	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	500
800312	317500	2	1	48	2	1	32999	2733	38.76	22.99	1	27872	785	63.7	24.12	-1	-1	-1	0	1	-1	-1	500
800313	317500	3	5	18	2	0	-1	-1	-1	-1	1	27224	955	90.455	31.24	-1	-1	-1	0	1	-1	-1	500
800314	317500	4	6	17	2	0	-1	-1	-1	-1	1	32178	1968	16.525	5.88	-1	-1	-1	1	1	-1	-1	500
800315	317500	5	6	16	2	0	-1	-1	-1	-1	1	31903	1888	9.71	3.21	-1	-1	-1	0	1	-1	-1	500
603494	242000	1	3	76	2	0	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	1	1	-1	-1	500
603495	242000	2	3	88	1	0	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	500
1160574	471000	1	3	65	1	0	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	500
1160575	471000	2	4	63	2	0	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	500
985973	393000	1	3	65	1	0	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	500
985974	393000	2	2	21	1	2	27596	202	9.09440878378378	1.63148181818182	0	-1	-1	-1	-1	-1	-1	-1	1	0	-1	-1	500
985975	393000	3	4	20	2	0	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	500
604848	242500	1	5	29	2	2	4625	356	50.08	14.38	1	28678	1145	58.54	15.48	-1	-1	-1	1	0	-1	-1	500
986753	393500	1	3	84	2	0	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	500
428008	169500	1	1	50	1	1	23512	252	53.645	18.12	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	500
428009	169500	2	1	49	2	1	26523	1196	15.575	3.72	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	500
428010	169500	3	2	25	1	2	10002	626	39.625	13.94	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	500
428011	169500	4	3	89	2	0	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	500
428012	169500	5	1	21	2	1	9940	1182	18.88	5.66	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	500
1358018	542500	1	1	38	1	1	21811	926	42.565	11.145	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	500
1358019	542500	2	1	36	2	1	19816	2471	33.65	11.98	0	-1	-1	-1	-1	-1	-1	-1	1	0	-1	-1	500
1358020	542500	3	7	8	2	0	-1	-1	-1	-1	1	19068	2370	18.79	5.89	-1	-1	-1	0	1	-1	-1	500
1358021	542500	4	7	6	1	0	-1	-1	-1	-1	1	20132	2348	7.63932759700324	2.68168106060606	-1	-1	-1	0	1	-1	-1	500
239743	92000	1	2	44	2	2	8138	1500	12.54	7.67	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	500
239744	92000	2	4	45	1	0	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	500
239745	92000	3	6	17	1	0	-1	-1	-1	-1	1	8090	1481	8.125	3.68	-1	-1	-1	0	1	-1	-1	500
987554	394000	1	1	26	2	1	1518	2243	31.615	17.185	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	500
987555	394000	2	1	26	1	1	23527	758	27.535	13.82	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	500
801803	318000	1	1	44	1	1	29959	1994	21.79	8.75	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	500
801804	318000	2	5	40	2	0	-1	-1	-1	-1	1	31669	1953	17.215	6.93	-1	-1	-1	0	1	-1	-1	500
801805	318000	3	7	14	1	0	-1	-1	-1	-1	1	25819	1878	8.24	3.34	-1	-1	-1	1	1	-1	-1	500
801806	318000	4	7	7	2	0	-1	-1	-1	-1	1	25810	1878	8.24	3.34	-1	-1	-1	0	1	-1	-1	500
241170	92500	1	1	32	1	1	7527	2045	12.54	5.99	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	500
429420	170000	1	1	49	1	1	27413	971	46.98	15.2	0	-1	-1	-1	-1	-1	-1	-1	1	0	-1	-1	500
429421	170000	2	2	54	2	2	19118	2376	37.12	13.27	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	500
606032	243000	1	1	27	1	1	27698	1067	30.18	8.925	1	25118	898	33.39	8.28	-1	-1	-1	0	0	-1	-1	500
606033	243000	2	1	24	2	1	28282	786	25.875	7.91	1	23334	752	14.9283248756219	2.68419393939394	-1	-1	-1	1	0	-1	-1	500
48978	18500	1	1	41	1	1	25265	825	25.41	8.41	0	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	500
48979	18500	2	1	35	2	1	25265	825	25.41	8.41	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	500
48980	18500	3	2	20	1	2	23464	256	46.91	13.77	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	500
48981	18500	4	7	10	1	0	-1	-1	-1	-1	1	3263	2656	1.05110592532468	0.384090909090909	-1	-1	-1	0	1	-1	-1	500
48982	18500	5	7	6	2	0	-1	-1	-1	-1	1	3263	2656	1.05110592532468	0.384090909090909	-1	-1	-1	0	1	-1	-1	500
48983	18500	6	7	14	1	0	-1	-1	-1	-1	1	3263	2656	1.05110592532468	0.384090909090909	-1	-1	-1	0	1	-1	-1	500
988460	394500	1	1	61	1	1	23888	428	20.25	7.925	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	500
988461	394500	2	4	60	2	0	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	500
606901	243500	1	3	68	1	0	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	1	1	-1	-1	500
1162148	471500	1	1	49	2	1	27859	39	11.325	3.14	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	500
1162149	471500	2	1	53	1	1	21802	1030	35.14	7.2	0	-1	-1	-1	-1	-1	-1	-1	1	0	-1	-1	500
1162150	471500	3	6	19	1	0	-1	-1	-1	-1	1	6373	1257	22.45	4.63	-1	-1	-1	0	1	-1	-1	500
1162151	471500	4	6	17	2	0	-1	-1	-1	-1	1	27698	1067	24.955	4.93	-1	-1	-1	0	1	-1	-1	500
1359666	543000	1	1	49	1	1	21802	1030	47	11.85	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	500
1359667	543000	2	2	46	2	2	24448	45	25.28	7.35	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	500
1359668	543000	3	6	16	1	0	-1	-1	-1	-1	1	18660	2352	13.615	4.66	-1	-1	-1	0	1	-1	-1	500
1359669	543000	4	7	12	2	0	-1	-1	-1	-1	1	20132	2348	12.71	3.97	-1	-1	-1	0	1	-1	-1	500
430722	170500	1	2	75	2	2	10002	626	38.775	13.81	0	-1	-1	-1	-1	-1	-1	-1	1	0	-1	-1	500
430723	170500	2	3	82	1	0	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	500
803293	318500	1	1	68	1	1	31700	1927	12.52	4.45	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	500
803294	318500	2	4	64	2	0	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	500
989397	395000	1	1	37	1	1	1281	2197	28.29	17.675	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	500
804625	319000	1	3	80	1	0	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	1	1	-1	-1	500
804626	319000	2	3	72	2	0	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	1	1	-1	-1	500
1163385	472000	1	1	62	2	1	27895	784	17.79	3.83	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	500
50393	19000	1	1	58	1	1	9459	543	59.95	18.695	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	500
50394	19000	2	2	49	2	2	22528	180	66.835	17.29	0	-1	-1	-1	-1	-1	-1	-1	1	1	-1	-1	500
1361274	543500	1	1	65	1	1	24204	21	30.6	8.08	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	500
242629	93000	1	2	41	2	2	1693	2106	17.18	8.625	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	500
242630	93000	2	1	40	1	1	2385	2148	10.935	3.61	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	500
242631	93000	3	6	16	1	0	-1	-1	-1	-1	1	8284	2143	9.195	3.09	-1	-1	-1	0	1	-1	-1	500
242632	93000	4	7	9	1	0	-1	-1	-1	-1	1	7964	2159	6.51238273645546	2.04983131313131	-1	-1	-1	0	1	-1	-1	500
990518	395500	1	3	82	2	0	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	1	1	-1	-1	500
990519	395500	2	4	55	1	0	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	500
990520	395500	3	4	51	2	0	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	1	1	-1	-1	500
607830	244000	1	1	34	1	1	23512	252	32.915	6.79	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	500
607831	244000	2	1	25	2	1	28772	145	43.585	11.185	0	-1	-1	-1	-1	-1	-1	-1	1	0	-1	-1	500
805928	319500	1	1	50	2	1	29785	1812	15.14	5.37	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	500
805929	319500	2	4	54	1	0	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	500
805930	319500	3	7	14	2	0	-1	-1	-1	-1	1	25810	1878	6.25689661133393	1.62237929292929	-1	-1	-1	0	1	-1	-1	500
432091	171000	1	1	41	1	1	28800	617	31.71	12.33	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	500
432092	171000	2	1	38	2	1	10386	25	44.135	15.32	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	500
432093	171000	3	7	8	1	0	-1	-1	-1	-1	1	28592	1129	33.965	11	-1	-1	-1	0	1	-1	-1	500
432094	171000	4	7	6	1	0	-1	-1	-1	-1	1	19250	1217	7.47720726276853	2.82948282828283	-1	-1	-1	0	1	-1	-1	500
991438	396000	1	1	27	2	1	22282	1029	7.85702170985214	2.06004242424242	0	-1	-1	-1	-1	-1	-1	-1	1	0	-1	-1	500
992147	396500	1	1	31	2	1	28370	1214	22.385	10.29	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	500
433521	171500	1	3	76	1	0	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	500
433522	171500	2	1	68	2	1	26957	1202	14.04	3.76	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	500
1362857	544000	1	1	48	1	1	26929	1242	59.53	17.92	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	500
1362858	544000	2	1	38	2	1	31807	1921	35.43	20.525	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	500
1362859	544000	3	7	7	1	0	-1	-1	-1	-1	1	19532	2301	5.32883983228511	1.78752222222222	-1	-1	-1	0	1	-1	-1	500
1362860	544000	4	8	4	1	0	-1	-1	-1	-1	1	21081	1752	12.41	5.36	-1	-1	-1	0	1	-1	-1	500
434705	172000	1	3	65	1	0	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	500
434706	172000	2	4	62	2	0	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	500
243925	93500	1	1	33	1	1	7473	2072	7.83674213044759	2.8198321969697	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	500
243926	93500	2	7	12	2	0	-1	-1	-1	-1	1	7439	2070	5.76438879706152	1.45580227272727	-1	-1	-1	0	1	-1	-1	500
243927	93500	3	7	9	1	0	-1	-1	-1	-1	1	7439	2070	5.76438879706152	1.45580227272727	-1	-1	-1	0	1	-1	-1	500
243928	93500	4	8	2	1	0	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	500
243929	93500	5	8	1	2	0	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	500
243930	93500	6	4	25	2	0	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	1	1	-1	-1	500
807172	320000	1	4	55	1	0	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	500
807173	320000	2	1	32	2	1	21604	1667	25.29	15.545	0	-1	-1	-1	-1	-1	-1	-1	1	0	-1	-1	500
807174	320000	3	7	9	1	0	-1	-1	-1	-1	1	26000	1958	2.86929376862891	0.688404797979798	-1	-1	-1	0	1	-1	-1	500
1364021	544500	1	5	26	1	0	-1	-1	-1	-1	1	25085	886	48.875	18.48	-1	-1	-1	0	1	-1	-1	500
1364022	544500	2	4	26	2	0	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	500
608919	244500	1	1	32	1	1	27383	999	58.46	15.03	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	500
608920	244500	2	1	29	2	1	22540	246	56.765	14.08	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	500
608921	244500	3	8	4	1	0	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	500
608922	244500	4	8	4	1	0	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	500
993287	397000	1	1	56	1	1	5121	540	14.26	5.65	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	500
993288	397000	2	1	54	2	1	28039	499	13.715	5.085	0	-1	-1	-1	-1	-1	-1	-1	1	1	-1	-1	500
51732	19500	1	1	41	2	1	5038	547	66.91	22.025	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	500
51733	19500	2	1	37	1	1	25265	825	27.96	9.65	0	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	500
51734	19500	3	7	10	2	0	-1	-1	-1	-1	1	21678	1038	69.125	20.88	-1	-1	-1	0	1	-1	-1	500
51735	19500	4	7	8	2	0	-1	-1	-1	-1	1	6789	2205	64.03	23.11	-1	-1	-1	0	1	-1	-1	500
51736	19500	5	7	5	1	0	-1	-1	-1	-1	1	9231	707	49.44	13.955	-1	-1	-1	0	1	-1	-1	500
993984	397500	1	1	24	1	1	27455	954	6.52287063324273	0.644415151515152	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	500
245332	94000	1	1	26	1	1	22323	938	91.095	40.84	0	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	500
808589	320500	1	1	58	1	1	30378	1829	10.6	4.2	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	500
808590	320500	2	4	57	2	0	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	500
809863	321000	1	1	39	2	1	-999	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	500
809864	321000	2	1	38	1	1	-999	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	500
435732	172500	1	1	41	1	1	28897	613	6.02465422926746	1.32275618686869	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	500
435733	172500	2	4	44	2	0	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	500
435734	172500	3	4	18	1	0	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	500
1365379	545000	1	1	51	1	1	28267	797	48.58	18.215	0	-1	-1	-1	-1	-1	-1	-1	1	0	-1	-1	500
1365380	545000	2	1	57	2	1	22140	1105	46.715	15.49	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	500
246690	94500	1	4	56	2	0	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	500
246691	94500	2	3	67	1	0	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	500
436700	173000	1	1	36	1	1	5507	375	31.505	14.91	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	500
810937	321500	1	1	28	1	1	29769	1796	16.22	5.29	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	500
53163	20000	1	1	64	1	1	25265	825	19.265	5.6	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	500
53164	20000	2	1	50	1	1	3333	2670	6.68891463790447	2.24869494949495	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	500
437547	173500	1	5	30	1	2	24204	21	21.28	8.645	1	28678	1145	9.03208741246499	2.41125833333333	-1	-1	-1	0	0	-1	-1	500
1366777	545500	1	1	41	1	1	27455	954	37.34	10.82	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	500
1366778	545500	2	4	42	2	0	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	1	1	-1	-1	500
994676	398000	1	5	23	2	0	-1	-1	-1	-1	1	25118	898	11.6644347426972	2.95985656565657	-1	-1	-1	1	1	-1	-1	500
994677	398000	2	5	22	2	0	-1	-1	-1	-1	1	28678	1145	14.59	4.12	-1	-1	-1	0	1	-1	-1	500
994678	398000	3	5	22	2	2	5018	647	15.495	4.285	1	28678	1145	14.59	4.12	-1	-1	-1	1	1	-1	-1	500
812138	322000	1	1	26	1	1	31805	1921	15.64	4.61	0	-1	-1	-1	-1	-1	-1	-1	1	0	-1	-1	500
812139	322000	2	1	24	2	1	31677	1962	12.07	3.27	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	500
1367773	546000	1	1	44	2	1	23725	848	45.915	17.435	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	500
54475	20500	1	1	67	1	1	26924	1242	73.675	22.645	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	500
54476	20500	2	1	40	2	1	3373	2689	10.785	5.16	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	500
438908	174000	1	1	37	2	1	22540	246	25.52	8.44	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	500
438909	174000	2	8	0	2	0	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	500
1164904	472500	1	1	36	2	1	22140	1105	37.435	8.68	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	500
1164905	472500	2	1	49	1	1	22183	1112	39.56	9.49	0	-1	-1	-1	-1	-1	-1	-1	1	0	-1	-1	500
1164906	472500	3	5	24	2	0	-1	-1	-1	-1	1	4790	691	40.45	11.53	-1	-1	-1	0	1	-1	-1	500
1164907	472500	4	5	24	2	0	-1	-1	-1	-1	1	28678	1145	46.365	12.21	-1	-1	-1	1	1	-1	-1	500
1164908	472500	5	2	24	2	2	28148	1221	46.64	14.99	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	500
1164909	472500	6	1	22	1	1	10002	626	46.62	12.805	0	-1	-1	-1	-1	-1	-1	-1	1	1	-1	-1	500
1164910	472500	7	5	18	1	2	22693	978	43.965	10.72	1	28678	1145	46.365	12.21	-1	-1	-1	1	0	-1	-1	500
1164911	472500	8	7	14	1	0	-1	-1	-1	-1	1	27737	66	43.5243061848779	6.15619606575359	-1	-1	-1	0	1	-1	-1	500
1164912	472500	9	4	21	2	0	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	500
1164913	472500	10	1	19	2	1	21454	95	3.32709848484848	0.623181818181818	1	27737	66	43.5243061848779	6.15619606575359	-1	-1	-1	0	0	-1	-1	500
248073	95000	1	1	34	2	1	6119	640	55.035	17.13	0	-1	-1	-1	-1	-1	-1	-1	1	0	-1	-1	500
248074	95000	2	4	43	1	0	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	500
248075	95000	3	7	13	1	0	-1	-1	-1	-1	1	7426	2248	6.28054437429854	1.75725075757576	-1	-1	-1	0	1	-1	-1	500
248076	95000	4	7	11	2	0	-1	-1	-1	-1	1	6705	2246	6.52870303362573	1.99590277777778	-1	-1	-1	0	1	-1	-1	500
813496	322500	1	3	79	2	0	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	500
813497	322500	2	3	81	1	0	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	500
1166412	473000	1	1	37	2	1	27723	64	12.9561553030303	1.58001893939394	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	500
440131	174500	1	3	70	2	0	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	500
440132	174500	2	4	34	2	0	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	500
440133	174500	3	7	14	2	0	-1	-1	-1	-1	1	646	2172	31.225	20.425	-1	-1	-1	0	1	-1	-1	500
55917	21000	1	1	54	1	1	8528	726	9.66439662921348	2.11855	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	500
55918	21000	2	4	52	2	0	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	500
1369142	546500	1	1	50	2	1	4809	152	47.5	14.07	0	-1	-1	-1	-1	-1	-1	-1	1	0	-1	-1	500
1369143	546500	2	1	49	1	1	23527	758	51.69	19.585	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	500
1369144	546500	3	5	25	2	0	-1	-1	-1	-1	1	22122	1090	36.045	10.27	-1	-1	-1	0	1	-1	-1	500
609976	245000	1	1	34	2	1	5739	1629	26.005	11.13	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	500
609977	245000	2	1	30	1	1	27830	43	22.09	5.95	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	500
609978	245000	3	8	4	1	0	-1	-1	-1	-1	1	24477	70	17.26	4.66	-1	-1	-1	0	1	-1	-1	500
609979	245000	4	8	2	1	0	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	500
609980	245000	5	1	28	1	1	5777	1636	23.2	9.68	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	500
441312	175000	1	1	27	2	1	23366	706	24.955	11.765	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	500
995749	398500	1	1	27	1	1	23684	839	20.43	7.53	0	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	500
995750	398500	2	7	5	1	0	-1	-1	-1	-1	1	23362	688	8.16982210282744	2.39434393939394	-1	-1	-1	0	1	-1	-1	500
995751	398500	3	8	3	1	0	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	500
995752	398500	4	8	0	1	0	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	500
995753	398500	5	4	27	2	0	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	500
1370721	547000	1	1	61	1	1	6357	1263	22.07	5.85	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	500
1370722	547000	2	4	57	2	0	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	500
611121	245500	1	1	24	1	1	23689	777	22.615	7.59	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	500
814821	323000	1	1	35	2	1	21945	1037	80.755	31.675	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	500
