hhno	fraction_with_jobs_outside	hhsize	hhvehs	hhwkrs	hhftw	hhptw	hhret	hhoad	hhuni	hhhsc	hh515	hhcu5	hhincome	hownrent	hrestype	hhparcel	zone_id	hhtaz	hhexpfac	samptype
208500	0	2	1	1	1	0	1	0	0	0	0	0	36271	1	1	11066	1540	1541	500	11
588500	0	1	1	0	0	0	0	1	0	0	0	0	0	9	9	22390	164	165	500	11
283500	0	2	2	2	2	0	0	0	0	0	0	0	71119	1	1	4038	1693	1694	500	11
589000	0	1	0	0	0	0	0	0	1	0	0	0	0	9	9	23166	967	968	500	11
284000	0	2	2	0	0	0	0	2	0	0	0	0	123387	1	1	4331	1699	1700	500	11
432500	0	1	1	1	1	0	0	0	0	0	0	0	36128	1	1	21312	18	19	500	11
130500	0.054	2	3	2	2	0	0	0	0	0	0	0	85537	1	1	23357	688	689	500	11
589500	0	1	1	1	0	0	0	0	1	0	0	0	0	9	9	23167	967	968	500	11
51500	0	4	2	1	1	0	0	1	0	0	1	1	314379	1	1	344	2107	2108	500	11
500500	0.092	4	2	1	1	0	0	1	0	0	1	1	383633	1	1	17241	2482	2483	500	11
52000	0	1	1	0	0	0	0	1	0	0	0	0	108823	1	1	415	2103	2104	500	11
209000	0.398	3	3	2	2	0	0	0	0	1	0	0	63526	2	1	11117	1606	1607	500	11
284500	0	2	1	0	0	0	0	1	0	0	1	0	17373	1	4	4350	1613	1614	500	11
52500	0	2	2	0	0	0	2	0	0	0	0	0	28752	2	3	431	2110	2111	500	11
590000	0	1	0	1	0	0	0	0	1	0	0	0	0	9	9	23168	967	968	500	11
590500	0	1	0	0	0	0	0	0	1	0	0	0	0	9	9	23168	967	968	500	11
501000	0	2	4	1	1	0	1	0	0	0	0	0	53626	1	1	17269	2479	2480	500	11
209500	0	2	3	2	1	1	0	0	0	0	0	0	40003	1	1	11144	1578	1579	500	11
131000	0.054	2	2	2	2	0	0	0	0	0	0	0	110346	2	1	23479	695	696	500	11
501500	0	1	1	1	1	0	0	0	0	0	0	0	37126	2	3	17284	2424	2425	500	11
131500	0	1	1	0	0	0	1	0	0	0	0	0	5429	2	3	23770	436	437	500	11
53000	0.156	3	2	2	2	0	0	0	0	0	1	0	60457	2	2	487	2113	2114	500	11
591000	0	1	0	1	0	0	0	0	1	0	0	0	0	9	9	23168	967	968	500	11
285000	0	3	3	3	3	0	0	0	0	0	0	0	60256	1	4	4370	1614	1615	500	11
433000	0	3	3	3	3	0	0	0	0	0	0	0	128819	2	1	21319	19	20	500	11
210000	0.085	3	3	2	1	1	0	0	0	1	0	0	88167	1	1	11174	1557	1558	500	11
285500	0	1	1	0	0	0	1	0	0	0	0	0	15114	1	1	4379	1617	1618	500	11
210500	0.085	2	1	0	0	0	2	0	0	0	0	0	40220	1	1	11195	1560	1561	500	11
132000	0	2	1	1	1	0	0	0	0	1	0	0	84326	1	1	23799	433	434	500	11
591500	0	1	0	0	0	0	0	0	1	0	0	0	0	9	9	23168	967	968	500	11
286000	0	1	2	1	1	0	0	0	0	0	0	0	36364	1	1	4385	1616	1617	500	11
502000	0	3	2	1	1	0	0	1	0	0	0	1	72272	2	3	17308	2454	2455	500	11
592000	0	1	0	0	0	0	0	0	1	0	0	0	0	9	9	23200	972	973	500	11
352000	0	7	2	2	2	0	0	0	0	0	3	2	120915	1	1	30830	1854	1855	500	11
592500	0	1	0	1	0	0	0	0	1	0	0	0	0	9	9	23202	969	970	500	11
53500	0	3	2	2	2	0	0	0	0	0	1	0	163537	1	1	502	2177	2178	500	11
593000	0	1	0	0	0	0	0	0	1	0	0	0	0	9	9	23204	969	970	500	11
433500	0	3	2	2	2	0	0	0	0	0	1	0	83114	1	1	21326	106	107	500	11
286500	0	3	3	1	1	0	0	2	0	0	0	0	111584	1	1	4391	1621	1622	500	11
434000	0	1	1	0	0	0	1	0	0	0	0	0	37887	1	1	21336	107	108	500	11
593500	0	1	0	0	0	0	0	0	1	0	0	0	0	9	9	25116	897	898	500	11
132500	0	2	2	2	2	0	0	0	0	0	0	0	52699	1	1	23813	454	455	500	11
352500	0.058	2	1	2	0	0	0	0	2	0	0	0	10363	2	3	30863	1977	1978	500	11
211000	0	5	2	2	2	0	0	0	0	0	2	1	49978	1	1	11235	1553	1554	500	11
594000	0	1	1	0	0	0	0	0	1	0	0	0	0	9	9	25117	897	898	500	11
502500	0	4	4	1	1	0	0	1	0	0	2	0	82502	1	1	17330	2450	2451	500	11
287000	0	2	2	1	1	0	0	0	0	1	0	0	50681	1	1	5717	1620	1621	500	11
594500	0	1	0	0	0	0	0	1	0	0	0	0	0	9	9	27212	1026	1027	500	11
595000	0	1	0	0	0	0	0	0	1	0	0	0	0	9	9	27224	954	955	500	11
133000	0	2	1	1	1	0	0	0	0	0	1	0	20137	2	3	23823	423	424	500	11
595500	0	1	0	0	0	0	0	0	1	0	0	0	0	9	9	27224	954	955	500	11
54000	0	4	3	1	1	0	0	1	1	0	1	0	152550	1	1	525	2180	2181	500	11
434500	0.039	4	4	4	4	0	0	0	0	0	0	0	135097	2	3	21342	110	111	500	11
287500	0	1	1	1	1	0	0	0	0	0	0	0	37591	2	3	5729	1628	1629	500	11
211500	0	4	2	2	2	0	0	0	0	0	1	1	42163	2	1	11273	1547	1548	500	11
133500	0	2	1	0	0	0	1	1	0	0	0	0	15778	1	4	23831	424	425	500	11
212000	0.041	1	1	0	0	0	1	0	0	0	0	0	37905	1	1	11361	1522	1523	500	11
596000	0	1	1	1	0	0	0	0	1	0	0	0	0	9	9	27257	1027	1028	500	11
503000	0	4	2	1	1	0	0	1	0	0	1	1	138194	1	1	17360	2451	2452	500	11
54500	0	2	3	1	1	0	0	1	0	0	0	0	102411	1	1	557	2182	2183	500	11
353000	0.096	7	1	0	0	0	0	1	0	0	3	3	302	3	3	30872	1906	1907	500	11
435000	0.039	3	1	1	1	0	0	0	0	0	1	1	30938	2	3	21344	108	109	500	11
288000	0	3	2	1	1	0	0	0	0	1	0	1	26158	2	3	5741	1622	1623	500	11
134000	0	3	2	2	1	1	1	0	0	0	0	0	68317	1	1	23876	421	422	500	11
596500	0	1	2	1	0	0	0	0	1	0	0	0	0	9	9	27422	948	949	500	11
503500	0	2	1	2	2	0	0	0	0	0	0	0	175316	1	3	17411	2455	2456	500	11
353500	0.096	4	3	1	1	0	0	1	0	0	2	0	19951	2	3	30882	1905	1906	500	11
597000	0	1	0	1	0	0	0	0	1	0	0	0	0	9	9	27446	949	950	500	11
212500	0.398	5	4	2	2	0	0	0	0	0	3	0	128306	1	1	28962	1605	1606	500	11
354000	0.081	1	1	0	0	0	0	1	0	0	0	0	14529	1	1	30902	1853	1854	500	11
435500	0.039	2	2	2	2	0	0	0	0	0	0	0	86317	1	1	21345	108	109	500	11
134500	0	4	4	1	1	0	0	1	2	0	0	0	32076	2	3	23897	414	415	500	11
213000	0.398	3	2	2	1	1	0	0	0	0	0	1	51815	1	1	29005	1597	1598	500	11
55000	0	6	2	1	1	0	0	1	0	0	2	2	38157	1	1	594	2183	2184	500	11
597500	0	1	0	1	0	0	0	0	1	0	0	0	0	9	9	27449	949	950	500	11
135000	0	1	1	1	1	0	0	0	0	0	0	0	21384	2	1	23925	468	469	500	11
213500	0.398	3	2	2	2	0	0	0	0	0	1	0	118870	1	4	29038	1603	1604	500	11
214000	0.193	1	1	0	0	0	1	0	0	0	0	0	1238	3	3	29062	1526	1527	500	11
214500	0	1	0	0	0	0	1	0	0	0	0	0	12635	2	3	29114	1550	1551	500	11
288500	0	4	4	3	3	0	0	0	0	0	0	1	117613	1	1	5758	1625	1626	500	11
289000	0.052	1	1	0	0	0	1	0	0	0	0	0	40309	1	4	8958	1709	1710	500	11
135500	0	2	3	0	0	0	2	0	0	0	0	0	28224	1	1	23971	420	421	500	11
354500	0.081	5	3	2	2	0	0	0	0	1	1	1	165003	1	1	30928	1847	1848	500	11
598000	0	1	1	1	0	0	0	0	1	0	0	0	0	9	9	27527	659	660	500	11
504000	0.067	5	2	1	1	0	0	1	0	0	2	1	80610	1	1	17424	2476	2477	500	11
436000	0.039	2	2	2	1	0	0	0	1	0	0	0	48366	1	1	21345	108	109	500	11
436500	0	1	0	0	0	0	0	1	0	0	0	0	12898	2	3	21421	16	17	500	11
215000	0.041	2	2	1	1	0	0	0	1	0	0	0	50381	1	2	29171	1516	1517	500	11
598500	0	1	0	1	0	0	0	0	1	0	0	0	0	9	9	28036	498	499	500	11
55500	0	5	2	2	2	0	0	0	0	0	3	0	88740	1	1	624	2163	2164	500	11
599000	0	1	0	0	0	0	0	1	0	0	0	0	0	9	9	28710	531	532	500	11
437000	0.058	2	2	2	2	0	0	0	0	0	0	0	71158	2	3	21499	71	72	500	11
355000	0.081	3	2	1	1	0	0	1	0	0	1	0	332652	1	1	30968	1852	1853	500	11
289500	0.052	4	1	1	1	0	0	1	0	0	2	0	133447	1	1	8973	1707	1708	500	11
599500	0	1	1	0	0	0	0	0	1	0	0	0	0	9	9	22122	1089	1090	500	11
56000	0	1	1	1	1	0	0	0	0	0	0	0	38492	1	1	655	2171	2172	500	11
504500	0.067	3	2	2	2	0	0	1	0	0	0	0	89246	1	1	17475	2463	2464	500	11
600000	0	1	0	0	0	0	0	0	1	0	0	0	0	9	9	22122	1089	1090	500	11
136000	0	3	3	2	2	0	0	0	0	0	1	0	115822	1	1	23988	415	416	500	11
437500	0	2	3	2	2	0	0	0	0	0	0	0	42695	1	3	21510	86	87	500	11
290000	0	2	2	0	0	0	2	0	0	0	0	0	57606	1	1	8993	1690	1691	500	11
355500	0.052	3	3	1	1	0	1	1	0	0	0	0	59876	1	1	31005	1712	1713	500	11
215500	0.193	5	2	2	1	1	0	0	0	1	2	0	57252	1	1	29230	1528	1529	500	11
600500	0	1	2	1	1	0	0	0	0	0	0	0	0	9	9	19739	2388	2389	500	11
438000	0.058	1	1	1	1	0	0	0	0	0	0	0	93556	1	2	21534	72	73	500	11
505000	0.067	4	3	2	1	1	0	0	0	1	1	0	83310	1	1	17570	2463	2464	500	11
216000	0.26	2	2	0	0	0	0	2	0	0	0	0	8663	2	3	29262	1534	1535	500	11
290500	0	3	2	2	1	1	0	0	0	0	1	0	95908	1	1	9005	1692	1693	500	11
136500	0	3	3	2	2	0	0	0	0	1	0	0	100506	1	1	23993	415	416	500	11
216500	0.041	2	2	2	1	1	0	0	0	0	0	0	640068	1	1	29315	1505	1506	500	11
356000	0	4	1	1	1	0	0	0	0	0	3	0	11963	2	3	31023	1891	1892	500	11
505500	0	2	2	1	1	0	0	0	0	1	0	0	112652	1	1	17606	2414	2415	500	11
56500	0	4	4	4	4	0	0	0	0	0	0	0	71316	2	1	675	2165	2166	500	11
506000	0	1	1	1	1	0	0	0	0	0	0	0	174850	2	3	17645	2410	2411	500	11
438500	0.076	7	3	4	4	0	0	1	0	0	1	1	85144	1	2	21542	91	92	500	11
356500	0.081	3	3	2	2	0	0	0	1	0	0	0	87578	1	1	31032	1846	1847	500	11
357000	0.052	1	1	0	0	0	1	0	0	0	0	0	26410	1	4	31054	1711	1712	500	11
137000	0	3	2	3	3	0	0	0	0	0	0	0	57737	2	3	24011	410	411	500	11
57000	0	2	2	1	0	0	1	0	1	0	0	0	30733	1	1	706	2132	2133	500	11
291000	0	2	2	2	2	0	0	0	0	0	0	0	103630	1	1	9064	1624	1625	500	11
357500	0.058	2	3	2	2	0	0	0	0	0	0	0	83533	1	1	31094	1988	1989	500	11
506500	0	3	2	1	1	0	0	1	0	0	0	1	72272	2	3	17664	2365	2366	500	11
217000	0	5	4	2	2	0	0	1	0	0	2	0	75118	1	1	29396	1468	1469	500	11
439000	0.076	4	1	2	1	1	0	0	0	0	1	1	71119	2	3	21546	89	90	500	11
57500	0	3	0	2	2	0	0	1	0	0	0	0	92918	1	1	759	2131	2132	500	11
137500	0	3	3	2	2	0	0	0	1	0	0	0	72448	1	1	24059	417	418	500	11
507000	0	2	2	2	2	0	0	0	0	0	0	0	141284	1	1	17676	2381	2382	500	11
358000	0.052	3	4	1	0	1	1	1	0	0	0	0	38892	1	1	31106	1715	1716	500	11
358500	0.096	2	1	1	0	0	0	1	1	0	0	0	7838	2	3	31141	1902	1903	500	11
507500	0	2	4	1	1	0	0	1	0	0	0	0	153041	1	1	17699	2425	2426	500	11
138000	0	2	2	0	0	0	2	0	0	0	0	0	32588	1	1	24078	413	414	500	11
58000	0	3	3	1	1	0	0	1	1	0	0	0	32288	1	1	807	2135	2136	500	11
138500	0	2	3	0	0	0	2	0	0	0	0	0	58267	1	1	24110	407	408	500	11
291500	0	5	3	2	2	0	0	0	0	1	2	0	48470	1	1	9081	1632	1633	500	11
139000	0	2	1	0	0	0	1	1	0	0	0	0	15778	1	4	24139	467	468	500	11
439500	0	3	2	2	2	0	0	0	0	0	0	1	104646	1	1	21628	1092	1093	500	11
58500	0	2	2	1	1	0	0	1	0	0	0	0	84496	1	1	843	2134	2135	500	11
508000	0	2	3	1	1	0	0	1	0	0	0	0	87761	1	1	17715	2387	2388	500	11
292000	0.081	1	1	1	1	0	0	0	0	0	0	0	17841	1	1	9107	1637	1638	500	11
217500	0.041	6	3	5	2	3	0	0	0	0	1	0	105959	1	1	29490	1509	1510	500	11
359000	0	3	2	1	1	0	0	1	0	0	0	1	28869	2	3	31150	1896	1897	500	11
292500	0	4	4	0	0	0	2	2	0	0	0	0	75531	1	1	16022	1785	1786	500	11
440000	0	3	2	2	2	0	0	0	0	0	0	1	60959	1	1	21649	1032	1033	500	11
218000	0	3	4	1	1	0	1	1	0	0	0	0	62089	2	3	3397	727	728	500	11
359500	0	1	1	1	0	1	0	0	0	0	0	0	26158	1	4	31150	1896	1897	500	11
360000	0	1	1	1	0	0	0	0	1	0	0	0	21657	1	3	31156	1890	1891	500	11
59000	0.059	4	2	2	2	0	0	0	0	0	0	2	54781	1	1	882	2145	2146	500	11
508500	0	4	2	2	1	1	0	0	0	0	2	0	79247	1	1	17739	2503	2504	500	11
293000	0	2	2	2	2	0	0	0	0	0	0	0	81279	1	1	16699	1788	1789	500	11
139500	0	4	3	3	2	0	0	0	0	2	0	0	144481	1	2	24651	469	470	500	11
293500	0	2	0	0	0	0	0	2	0	0	0	0	6415	2	1	17079	1789	1790	500	11
360500	0	1	1	1	1	0	0	0	0	0	0	0	53626	1	1	31318	1879	1880	500	11
440500	0	3	2	2	2	0	0	1	0	0	0	0	141168	1	1	21697	1093	1094	500	11
509000	0	1	3	1	1	0	0	0	0	0	0	0	20729	2	3	17774	2498	2499	500	11
294000	0.024	1	1	1	1	0	0	0	0	0	0	0	63480	1	1	17112	1737	1738	500	11
509500	0.067	1	1	1	1	0	0	0	0	0	0	0	103732	1	1	17810	2472	2473	500	11
59500	0	4	2	1	1	0	0	1	0	0	1	1	29082	1	1	914	2119	2120	500	11
441000	0	3	1	0	0	0	2	1	0	0	0	0	36621	1	1	21730	1077	1078	500	11
140000	0	2	1	1	1	0	0	0	0	0	1	0	47040	2	3	24786	472	473	500	11
60000	0	1	1	1	1	0	0	0	0	0	0	0	19246	2	4	987	2127	2128	500	11
218500	0	5	2	2	2	0	0	0	0	0	2	1	109726	1	1	3415	724	725	500	11
361000	0	2	1	0	0	0	2	0	0	0	0	0	128393	1	1	31338	1882	1883	500	11
441500	0	2	2	1	1	0	0	0	1	0	0	0	92711	1	1	21754	1083	1084	500	11
140500	0	1	1	1	1	0	0	0	0	0	0	0	19841	2	3	25016	879	880	500	11
361500	0	2	0	0	0	0	2	0	0	0	0	0	42149	1	1	31357	1881	1882	500	11
60500	0	2	2	2	2	0	0	0	0	0	0	0	62442	1	1	1048	2126	2127	500	11
442000	0	1	1	1	1	0	0	0	0	0	0	0	42163	2	3	21793	1030	1031	500	11
219000	0.087	2	2	1	1	0	1	0	0	0	0	0	56823	2	2	3430	763	764	500	11
294500	0.055	2	2	2	2	0	0	0	0	0	0	0	132078	1	1	19351	1760	1761	500	11
510000	0.067	3	4	1	1	0	0	1	0	0	1	0	123753	2	3	17824	2467	2468	500	11
61000	0.14	3	1	2	2	0	0	1	0	0	0	0	94515	1	1	1065	2249	2250	500	11
442500	0	1	2	1	1	0	0	0	0	0	0	0	24677	1	1	21825	1039	1040	500	11
141000	0	2	1	2	2	0	0	0	0	0	0	0	58013	2	3	25271	394	395	500	11
362000	0.143	2	3	1	1	0	0	1	0	0	0	0	134246	1	1	31386	1670	1671	500	11
61500	0.056	2	2	0	0	0	0	2	0	0	0	0	29020	2	3	1073	2229	2230	500	11
219500	0.087	2	4	1	1	0	0	1	0	0	0	0	129804	1	1	3439	760	761	500	11
141500	0	1	2	1	1	0	0	0	0	0	0	0	85772	1	2	26571	710	711	500	11
295000	0.055	2	2	2	2	0	0	0	0	0	0	0	148164	1	1	19979	1759	1760	500	11
443000	0	1	1	1	0	1	0	0	0	0	0	0	29701	1	2	21927	1041	1042	500	11
142000	0	1	1	0	0	0	1	0	0	0	0	0	33957	1	1	26576	710	711	500	11
510500	0.067	5	2	1	1	0	0	1	0	0	1	2	53303	2	4	17843	2464	2465	500	11
220000	0.087	2	2	2	2	0	0	0	0	0	0	0	167807	2	1	3445	761	762	500	11
62000	0.056	4	2	1	1	0	0	1	0	2	0	0	74141	1	1	1092	2228	2229	500	11
362500	0	3	2	1	0	1	0	1	0	0	0	1	28213	2	3	31399	1673	1674	500	11
220500	0.087	1	1	1	1	0	0	0	0	0	0	0	50253	1	3	3472	766	767	500	11
511000	0	2	2	0	0	0	2	0	0	0	0	0	67548	1	1	17886	2418	2419	500	11
363000	0	1	1	0	0	0	1	0	0	0	0	0	3658	2	1	31416	1886	1887	500	11
363500	0	1	1	0	0	0	0	1	0	0	0	0	7601	2	3	31436	1888	1889	500	11
443500	0	3	3	2	2	0	0	1	0	0	0	0	141168	1	1	21993	1079	1080	500	11
295500	0	4	4	3	3	0	0	0	0	0	1	0	101178	1	1	19994	1769	1770	500	11
142500	0	3	2	2	1	1	0	1	0	0	0	0	5627	1	1	26706	453	454	500	11
221000	0.089	2	2	2	2	0	0	0	0	0	0	0	71170	1	2	3480	818	819	500	11
364000	0	2	4	2	2	0	0	0	0	0	0	0	122721	2	3	31453	1897	1898	500	11
511500	0	3	2	1	1	0	0	1	0	0	1	0	145203	1	1	17904	2408	2409	500	11
444000	0	2	2	1	1	0	0	1	0	0	0	0	90422	2	3	22034	1085	1086	500	11
143000	0	1	2	0	0	0	1	0	0	0	0	0	12831	1	1	26729	377	378	500	11
296000	0	2	1	1	1	0	0	1	0	0	0	0	60805	1	1	20236	1779	1780	500	11
512000	0	1	1	1	1	0	0	0	0	0	0	0	45900	1	3	17927	2417	2418	500	11
143500	0	1	1	0	0	0	0	1	0	0	0	0	6950	2	3	26749	406	407	500	11
296500	0	1	1	0	0	0	0	1	0	0	0	0	14529	1	1	20440	1781	1782	500	11
144000	0	2	0	0	0	0	2	0	0	0	0	0	8941	2	1	27179	476	477	500	11
364500	0	2	1	1	1	0	0	1	0	0	0	0	26257	2	3	31453	1897	1898	500	11
62500	0.056	6	3	3	2	0	0	0	0	1	3	0	35536	2	1	1106	2230	2231	500	11
63000	0.056	1	1	0	0	0	1	0	0	0	0	0	45343	3	1	1121	2232	2233	500	11
444500	0	2	2	2	2	0	0	0	0	0	0	0	157936	2	2	22104	1082	1083	500	11
144500	0	1	1	1	1	0	0	0	0	0	0	0	25400	2	3	27197	451	452	500	11
445000	0	1	1	0	0	0	1	0	0	0	0	0	52020	1	3	22124	1101	1102	500	11
221500	0.046	5	2	1	1	0	0	1	0	0	3	0	23690	2	1	4178	807	808	500	11
145000	0	1	1	0	0	0	0	1	0	0	0	0	6950	2	3	27979	416	417	500	11
512500	0	3	3	2	1	1	0	1	0	0	0	0	115502	1	2	17964	2409	2410	500	11
222000	0	1	1	1	1	0	0	0	0	0	0	0	37422	1	1	4194	868	869	500	11
297000	0.024	3	3	2	2	0	0	0	0	1	0	0	52396	1	1	20457	1739	1740	500	11
365000	0	2	2	1	1	0	0	0	0	0	1	0	30938	2	3	31464	1893	1894	500	11
513000	0.173	1	1	0	0	0	1	0	0	0	0	0	17532	1	1	17988	2443	2444	500	11
445500	0	1	1	1	1	0	0	0	0	0	0	0	25782	1	3	22140	1104	1105	500	11
145500	0	1	1	1	1	0	0	0	0	0	0	0	80191	1	1	27994	477	478	500	11
297500	0.024	2	2	2	2	0	0	0	0	0	0	0	74032	1	1	20493	1741	1742	500	11
513500	0.119	4	3	2	2	0	0	0	0	1	0	1	41655	2	3	18009	2446	2447	500	11
446000	0	2	2	2	2	0	0	0	0	0	0	0	158671	1	1	22146	1086	1087	500	11
63500	0.063	3	3	2	1	1	0	1	0	0	0	0	60760	1	1	1147	2263	2264	500	11
64000	0.063	1	1	0	0	0	1	0	0	0	0	0	6852	2	3	1167	2261	2262	500	11
222500	0.046	4	2	2	2	0	0	0	0	0	2	0	138044	1	1	4202	808	809	500	11
298000	0	3	2	2	1	1	0	0	0	0	0	1	69508	2	4	20531	1773	1774	500	11
146000	0	3	3	3	3	0	0	0	0	0	0	0	101869	2	2	28051	456	457	500	11
514000	0.173	2	1	2	1	1	0	0	0	0	0	0	26029	1	1	18032	2441	2442	500	11
146500	0	1	1	0	0	0	1	0	0	0	0	0	25126	1	1	28445	409	410	500	11
446500	0	2	2	2	2	0	0	0	0	0	0	0	62908	1	3	22153	1103	1104	500	11
365500	0	8	3	2	2	0	0	3	0	0	1	2	93972	1	1	31468	1885	1886	500	11
223000	0	3	2	1	1	0	0	1	0	0	0	1	63984	1	1	4210	863	864	500	11
147000	0	1	1	1	1	0	0	0	0	0	0	0	18177	2	3	28465	352	353	500	11
64500	0	3	2	2	2	0	0	0	0	0	0	1	48367	1	1	1183	2235	2236	500	11
65000	0.14	1	1	1	1	0	0	0	0	0	0	0	18177	2	3	1203	2253	2254	500	11
366000	0	2	3	1	0	0	0	1	1	0	0	0	29938	2	3	31616	1947	1948	500	11
298500	0	4	3	2	2	0	0	1	0	0	1	0	118452	1	1	20540	1778	1779	500	11
447000	0	2	2	2	2	0	0	0	0	0	0	0	113516	1	1	22162	1098	1099	500	11
65500	0	1	2	1	1	0	0	0	0	0	0	0	27206	1	1	1220	2226	2227	500	11
514500	0.173	3	3	1	1	0	0	1	0	1	0	0	82121	1	1	18114	2440	2441	500	11
223500	0	2	3	2	2	0	0	0	0	0	0	0	76314	1	1	4214	863	864	500	11
147500	0	3	3	2	1	0	0	0	1	0	0	1	26730	2	3	33113	387	388	500	11
447500	0	1	1	1	1	0	0	0	0	0	0	0	75798	1	3	22190	1111	1112	500	11
515000	0.119	1	1	0	0	0	1	0	0	0	0	0	9409	1	1	18144	2448	2449	500	11
366500	0	3	2	2	2	0	0	0	0	0	0	1	21865	2	3	31670	1952	1953	500	11
66000	0	4	2	1	1	0	0	1	0	0	0	2	21384	2	3	1233	2225	2226	500	11
66500	0	1	0	0	0	0	1	0	0	0	0	0	8292	2	3	1235	2225	2226	500	11
224000	0	2	2	2	2	0	0	0	0	0	0	0	167807	2	1	4221	865	866	500	11
299000	0.03	3	2	2	1	0	0	0	1	0	0	1	25257	2	3	20566	1818	1819	500	11
367000	0.096	2	3	0	0	0	0	0	2	0	0	0	4459	2	3	31713	1901	1902	500	11
448000	0	3	3	1	1	0	0	1	0	1	0	0	138490	1	1	22201	1120	1121	500	11
224500	0	2	1	1	0	1	0	0	0	0	0	1	15748	2	3	4230	816	817	500	11
515500	0	4	4	2	2	0	0	0	0	1	1	0	36507	1	1	18220	2430	2431	500	11
516000	0	2	2	1	1	0	0	1	0	0	0	0	73243	1	1	18314	2433	2434	500	11
448500	0	1	2	1	1	0	0	0	0	0	0	0	41699	2	3	22325	937	938	500	11
225000	0	2	3	1	1	0	0	1	0	0	0	0	51564	2	3	4238	806	807	500	11
148000	0	4	2	2	1	1	0	0	0	0	0	2	74952	1	1	1525	300	301	500	11
67000	0	4	1	1	1	0	0	1	0	0	2	0	382778	1	1	1293	2208	2209	500	11
148500	0	2	3	0	0	0	1	1	0	0	0	0	49192	1	1	1639	304	305	500	11
367500	0.096	3	3	2	0	0	0	0	2	1	0	0	19567	2	3	31715	1900	1901	500	11
299500	0.127	4	1	2	2	0	0	0	0	0	0	2	45008	1	1	20587	1835	1836	500	11
449000	0	2	3	2	1	1	0	0	0	0	0	0	76314	1	1	24170	3	4	500	11
449500	0	1	1	1	1	0	0	0	0	0	0	0	30229	2	3	24175	7	8	500	11
149000	0	2	2	1	1	0	0	1	0	0	0	0	63480	1	1	5825	576	577	500	11
450000	0	1	2	0	0	0	1	0	0	0	0	0	21865	1	1	24187	1245	1246	500	11
67500	0	1	1	1	1	0	0	0	0	0	0	0	48072	2	3	1379	2199	2200	500	11
516500	0	5	2	1	1	0	0	1	0	0	2	1	39484	2	1	18368	2429	2430	500	11
149500	0.102	1	1	0	0	0	1	0	0	0	0	0	11860	1	1	5879	275	276	500	11
300000	0	3	2	2	2	0	0	0	0	0	1	0	585350	1	1	20620	1783	1784	500	11
368000	0.058	3	2	3	3	0	0	0	0	0	0	0	104646	1	1	31724	1976	1977	500	11
150000	0.102	1	1	1	1	0	0	0	0	0	0	0	20152	2	1	5889	271	272	500	11
368500	0.112	2	2	2	1	0	0	0	1	0	0	0	22758	2	3	31757	1923	1924	500	11
517000	0	3	3	1	1	0	0	1	0	0	1	0	344286	1	1	18423	2314	2315	500	11
68000	0	5	2	1	1	0	0	1	0	0	2	1	39561	2	3	1389	2198	2199	500	11
68500	0	1	2	0	0	0	1	0	0	0	0	0	21462	2	3	1410	2209	2210	500	11
369000	0.112	2	2	1	1	0	0	1	0	0	0	0	26257	2	3	31786	1919	1920	500	11
369500	0.112	1	0	0	0	0	0	1	0	0	0	0	3356	2	1	31800	1913	1914	500	11
517500	0	5	2	1	1	0	0	1	0	0	3	0	204330	1	1	18473	2547	2548	500	11
69000	0	5	4	2	2	0	0	0	1	0	2	0	63939	2	2	1437	2200	2201	500	11
370000	0.112	4	2	1	1	0	0	1	0	1	1	0	25782	1	1	31817	1916	1917	500	11
518000	0	3	2	2	2	0	0	0	0	0	0	1	115475	1	1	18514	2306	2307	500	11
370500	0.112	1	1	1	0	1	0	0	0	0	0	0	12696	2	3	31833	1914	1915	500	11
371000	0	1	1	0	0	0	0	1	0	0	0	0	15240	2	3	31857	1933	1934	500	11
518500	0	2	4	0	0	0	2	0	0	0	0	0	32611	1	1	18542	2315	2316	500	11
519000	0.139	1	1	0	0	0	1	0	0	0	0	0	10278	1	1	18596	2557	2558	500	11
519500	0.043	2	1	1	0	1	0	0	0	0	1	0	171296	1	1	18637	2361	2362	500	11
371500	0	2	1	2	2	0	0	0	0	0	0	0	37126	3	2	31875	1943	1944	500	11
372000	0.112	1	0	0	0	0	1	0	0	0	0	0	9088	3	1	31885	1922	1923	500	11
69500	0	5	2	2	2	0	0	0	0	0	3	0	194459	1	1	1452	2205	2206	500	11
372500	0	2	2	1	0	1	0	1	0	0	0	0	22210	2	1	31912	1968	1969	500	11
520000	0	2	2	1	1	0	0	0	1	0	0	0	128306	1	2	18669	2350	2351	500	11
70000	0.111	2	1	2	2	0	0	0	0	0	0	0	48115	2	3	1478	2239	2240	500	11
70500	0	3	2	2	2	0	0	0	0	0	1	0	126961	1	1	1500	2191	2192	500	11
373000	0	4	2	1	1	0	0	1	0	0	2	0	19951	2	3	31918	1963	1964	500	11
520500	0	3	2	1	1	0	0	1	0	0	0	1	113384	1	1	18672	2350	2351	500	11
71000	0.111	2	4	2	2	0	0	0	0	0	0	0	59226	2	3	1510	2236	2237	500	11
71500	0	1	1	0	0	0	1	0	0	0	0	0	17749	2	3	1556	2201	2202	500	11
373500	0	3	2	2	1	1	0	0	0	0	0	1	85648	1	3	31934	1675	1676	500	11
521000	0	3	2	2	2	0	0	0	0	0	0	1	56720	1	1	18717	2304	2305	500	11
