PARCELID	DELTSPUW	SHADPEMP	DELTSPUS	SHADPK12	DELTSPUU	SHADPUNI
1	3.186009	6.372018	0.000000	0.000000	0.000000	0.000000
2	3.186009	6.372018	0.000000	0.000000	0.000000	0.000000
3	3.186009	6.372018	0.000000	0.000000	0.000000	0.000000
4	3.186009	6.372018	0.000000	0.000000	0.000000	0.000000
5	3.186009	6.372018	0.000000	0.000000	0.000000	0.000000
6	3.186009	6.372018	0.000000	0.000000	0.000000	0.000000
7	3.186009	6.372018	0.000000	0.000000	0.000000	0.000000
8	3.186009	6.372018	0.000000	0.000000	0.000000	0.000000
9	3.186009	6.372018	0.000000	0.000000	0.000000	0.000000
10	3.186009	6.372018	0.000000	0.000000	0.000000	0.000000
11	3.186009	6.372018	0.000000	0.000000	0.000000	0.000000
12	3.186009	6.372018	0.000000	0.000000	0.000000	0.000000
13	10.009460	20.018920	0.000000	0.000000	0.000000	0.000000
14	3.186009	6.372018	0.000000	0.000000	0.000000	0.000000
15	3.186009	6.372018	0.000000	0.000000	0.000000	0.000000
16	5.479462	10.958924	0.000000	0.000000	0.000000	0.000000
17	5.479462	10.958924	0.000000	0.000000	0.000000	0.000000
18	6.598257	13.196514	0.000000	0.000000	0.000000	0.000000
19	5.479462	10.958924	0.000000	0.000000	0.000000	0.000000
20	5.479462	10.958924	0.000000	0.000000	0.000000	0.000000
21	5.479462	10.958924	0.000000	0.000000	0.000000	0.000000
22	5.479462	10.958924	0.000000	0.000000	0.000000	0.000000
23	5.479462	10.958924	0.000000	0.000000	0.000000	0.000000
24	5.479462	10.958924	0.000000	0.000000	0.000000	0.000000
25	5.479462	10.958924	0.000000	0.000000	0.000000	0.000000
26	5.479462	10.958924	0.000000	0.000000	0.000000	0.000000
27	5.479462	10.958924	0.000000	0.000000	0.000000	0.000000
28	5.798749	11.597498	0.000000	0.000000	0.000000	0.000000
29	5.798749	11.597498	0.000000	0.000000	0.000000	0.000000
30	5.798749	11.597498	0.000000	0.000000	0.000000	0.000000
31	5.798749	11.597498	0.000000	0.000000	0.000000	0.000000
32	5.798749	11.597498	0.000000	0.000000	0.000000	0.000000
33	5.798749	11.597498	0.000000	0.000000	0.000000	0.000000
34	5.798749	11.597498	0.000000	0.000000	0.000000	0.000000
35	5.798749	11.597498	0.000000	0.000000	0.000000	0.000000
36	5.798749	11.597498	0.000000	0.000000	0.000000	0.000000
37	5.798749	11.597498	0.000000	0.000000	0.000000	0.000000
38	7.744024	15.488048	0.000000	0.000000	0.000000	0.000000
39	5.798749	11.597498	0.000000	0.000000	0.000000	0.000000
40	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
41	7.425162	14.850324	0.000000	0.000000	0.000000	0.000000
42	6.508872	13.017744	0.000000	0.000000	0.000000	0.000000
43	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
44	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
45	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
46	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
47	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
48	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
49	9.160367	18.320734	0.000000	0.000000	0.000000	0.000000
50	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
51	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
52	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
53	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
54	6.401242	12.802484	-10.819778	0.000000	0.000000	0.000000
55	6.401242	12.802484	-10.819778	0.000000	0.000000	0.000000
56	6.401242	12.802484	-10.819778	0.000000	0.000000	0.000000
57	6.401242	12.802484	-10.819778	0.000000	0.000000	0.000000
58	6.401242	12.802484	-10.819778	0.000000	0.000000	0.000000
59	6.401242	12.802484	-10.819778	0.000000	0.000000	0.000000
60	6.401242	12.802484	-10.819778	0.000000	0.000000	0.000000
61	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
62	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
63	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
64	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
65	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
66	8.724178	17.448356	0.000000	0.000000	0.000000	0.000000
67	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
68	7.498476	14.996952	0.000000	0.000000	0.000000	0.000000
69	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
70	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
71	5.454154	10.908308	0.000000	0.000000	0.000000	0.000000
72	5.454154	10.908308	0.000000	0.000000	0.000000	0.000000
73	9.599671	19.199342	0.000000	0.000000	0.000000	0.000000
74	8.027562	16.055124	0.000000	0.000000	0.000000	0.000000
75	9.886175	19.772350	0.000000	0.000000	0.000000	0.000000
76	5.671143	11.342286	0.000000	0.000000	0.000000	0.000000
77	5.671143	11.342286	0.000000	0.000000	0.000000	0.000000
78	5.671143	11.342286	0.000000	0.000000	0.000000	0.000000
79	5.671143	11.342286	0.000000	0.000000	0.000000	0.000000
80	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
81	7.931995	15.863990	0.000000	0.000000	0.000000	0.000000
82	6.545964	13.091928	0.000000	0.000000	0.000000	0.000000
83	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
84	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
85	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
86	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
87	7.141904	14.283808	0.000000	0.000000	0.000000	0.000000
88	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
89	7.931995	15.863990	0.000000	0.000000	0.000000	0.000000
90	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
91	2.087397	4.174794	0.000000	0.000000	0.000000	0.000000
92	2.087397	4.174794	0.000000	0.000000	0.000000	0.000000
93	8.503238	17.006476	0.000000	0.000000	0.000000	0.000000
94	2.087397	4.174794	0.000000	0.000000	0.000000	0.000000
95	2.087397	4.174794	0.000000	0.000000	0.000000	0.000000
96	2.087397	4.174794	0.000000	0.000000	0.000000	0.000000
97	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
98	7.821032	15.642064	0.000000	0.000000	0.000000	0.000000
99	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
100	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
101	6.325448	12.650896	0.000000	0.000000	0.000000	0.000000
102	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
103	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
104	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
105	3.951012	7.902024	0.000000	0.000000	0.000000	0.000000
106	3.951012	7.902024	0.000000	0.000000	0.000000	0.000000
107	3.951012	7.902024	0.000000	0.000000	0.000000	0.000000
108	3.951012	7.902024	0.000000	0.000000	0.000000	0.000000
109	6.266500	12.533000	0.000000	0.000000	0.000000	0.000000
110	3.951012	7.902024	0.000000	0.000000	0.000000	0.000000
111	7.242510	14.485020	0.000000	0.000000	0.000000	0.000000
112	3.951012	7.902024	0.000000	0.000000	0.000000	0.000000
113	3.951012	7.902024	0.000000	0.000000	0.000000	0.000000
114	3.951012	7.902024	0.000000	0.000000	0.000000	0.000000
115	3.951012	7.902024	0.000000	0.000000	0.000000	0.000000
116	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
117	7.034965	14.069930	0.000000	0.000000	0.000000	0.000000
118	7.323593	3.827408	0.000000	0.000000	0.000000	0.000000
119	7.249485	14.498970	0.000000	0.000000	0.000000	0.000000
120	-0.366704	11.472665	0.000000	0.000000	0.000000	0.000000
121	9.597483	19.194966	-10.819778	0.000000	0.000000	0.000000
122	8.462081	16.924162	-10.819778	0.000000	0.000000	0.000000
123	8.580806	6.341834	-10.819778	0.000000	0.000000	0.000000
124	8.975086	7.130394	-10.819778	0.000000	0.000000	0.000000
125	9.654855	8.489932	-10.819778	0.000000	0.000000	0.000000
126	10.064647	20.129294	-10.819778	0.000000	0.000000	0.000000
127	4.597639	9.195278	0.000000	0.000000	0.000000	0.000000
128	6.382573	12.765146	0.000000	0.000000	0.000000	0.000000
129	9.119723	18.239446	0.000000	0.000000	0.000000	0.000000
130	4.597639	9.195278	0.000000	0.000000	0.000000	0.000000
131	8.264857	16.529714	0.000000	0.000000	0.000000	0.000000
132	6.911722	13.823444	0.000000	0.000000	0.000000	0.000000
133	6.925083	13.850166	0.000000	0.000000	0.000000	0.000000
134	8.507892	17.015784	0.000000	0.000000	0.000000	0.000000
135	4.597639	9.195278	0.000000	0.000000	0.000000	0.000000
136	7.139295	14.278590	0.000000	0.000000	0.000000	0.000000
137	6.651239	13.302478	0.000000	0.000000	0.000000	0.000000
138	6.750824	13.501648	0.000000	0.000000	0.000000	0.000000
139	5.909826	11.819652	0.000000	0.000000	0.000000	0.000000
140	5.909826	11.819652	0.000000	0.000000	0.000000	0.000000
141	5.909826	11.819652	0.000000	0.000000	0.000000	0.000000
142	5.909826	11.819652	0.000000	0.000000	0.000000	0.000000
143	5.909826	11.819652	0.000000	0.000000	0.000000	0.000000
144	5.909826	11.819652	0.000000	0.000000	0.000000	0.000000
145	5.909826	11.819652	0.000000	0.000000	0.000000	0.000000
146	5.909826	11.819652	0.000000	0.000000	0.000000	0.000000
147	5.909826	11.819652	0.000000	0.000000	0.000000	0.000000
148	5.909826	11.819652	0.000000	0.000000	0.000000	0.000000
149	6.516047	13.032094	0.000000	0.000000	0.000000	0.000000
150	6.516047	13.032094	0.000000	0.000000	0.000000	0.000000
151	6.516047	13.032094	0.000000	0.000000	0.000000	0.000000
152	6.516047	13.032094	0.000000	0.000000	0.000000	0.000000
153	6.516047	13.032094	0.000000	0.000000	0.000000	0.000000
154	6.516047	13.032094	0.000000	0.000000	0.000000	0.000000
155	6.516047	13.032094	0.000000	0.000000	0.000000	0.000000
156	6.516047	13.032094	0.000000	0.000000	0.000000	0.000000
157	6.516047	13.032094	0.000000	0.000000	0.000000	0.000000
158	6.516047	13.032094	0.000000	0.000000	0.000000	0.000000
159	6.516047	13.032094	0.000000	0.000000	0.000000	0.000000
