hhno hhsize hhvehs hhwkrs hhftw hhptw hhret hhoad hhuni hhhsc hh515 hhcu5 hhincome hownrent hrestype hhparcel hhtaz hhxco hhyco hhexpfac
6100200 4 3 4 2 0 0 0 2 0 0 0 125000 1 1 8544 2677 -86.56567 36.190324 369.310263
6100247 1 0 0 0 0 1 0 0 0 0 0 5000 2 2 7990 2093 -86.650373 36.466489 37.623064
6100286 2 2 1 0 1 1 0 0 0 0 0 40000 1 1 26035 1735 -86.426081 35.769242 120.905139
6100297 4 3 1 0 0 2 1 1 0 0 0 22500 1 1 5727 1629 -86.577176 36.022996 70.871951
6100314 3 2 1 1 0 0 1 0 0 1 0 125000 1 1 20147 2339 -86.731902 36.010572 308.766485
6100336 3 2 2 2 0 0 0 0 0 0 1 67500 1 1 6559 490 -86.719211 36.188061 38.996259
6100343 1 1 1 1 0 0 0 0 0 0 0 40000 2 3 3572 2770 -86.50498 36.16321 61.176273
6100367 2 3 0 0 0 2 0 0 0 0 0 -1 1 1 8384 2632 -86.361401 36.218753 119.63125
6100435 4 2 2 1 1 0 0 0 0 1 1 125000 1 1 4828 161 -86.788314 36.176364 48.823059
6100449 3 1 1 0 1 0 0 0 0 2 0 5000 2 3 14194 1333 -87.025767 35.651717 109.954576
6100497 2 1 0 0 0 2 0 0 0 0 0 40000 1 1 7205 2075 -86.515694 36.563598 456.754591
6100505 1 0 0 0 0 1 0 0 0 0 0 -1 2 6 6355 1263 -86.815539 36.038634 31.967573
6100507 1 1 1 1 0 0 0 0 0 0 0 40000 2 3 6117 640 -86.805629 36.191336 33.485045
6100521 1 0 0 0 0 1 0 0 0 0 0 5000 1 1 26802 635 -86.821755 36.162833 25.036661
6100562 1 1 1 0 1 0 0 0 0 0 0 67500 1 3 22105 1088 -86.80549 36.097843 183.24506
6100626 1 1 1 1 0 0 0 0 0 0 0 40000 1 1 11152 1579 -86.910824 36.470027 155.630823
6100676 3 2 2 2 0 0 0 0 0 0 1 -1 1 1 9898 1167 -86.887553 36.11055 370.442419
6100701 2 3 2 1 1 0 0 0 0 0 0 55000 2 2 550 2183 -86.464702 36.364033 249.110062
6100783 2 2 2 2 0 0 0 0 0 0 0 40000 1 1 5915 586 -86.872014 36.163806 28.166385
6100819 4 2 2 1 1 0 0 0 0 2 0 67500 1 1 25661 1687 -86.492988 36.019308 56.435041
6100847 1 1 0 0 0 0 0 1 0 0 0 5000 2 3 6117 640 -86.805629 36.191336 25.036661
6100890 1 1 1 0 1 0 0 0 0 0 0 22500 1 1 33003 2733 -86.308896 36.203315 61.176273
6100979 2 2 0 0 0 0 2 0 0 0 0 -1 1 1 20733 1767 -86.541145 35.922777 108.083727
6101035 1 2 1 1 0 0 0 0 0 0 0 67500 1 1 24786 473 -86.726923 36.19578 28.269941
6101148 2 2 2 2 0 0 0 0 0 0 0 -1 2 3 22664 982 -86.816726 36.144512 28.166385
6101161 1 1 1 1 0 0 0 0 0 0 0 87500 1 1 5496 367 -86.667578 36.24365 33.485045
6101174 2 2 2 2 0 0 0 0 0 0 0 87500 1 1 2632 2621 -86.256865 36.244547 84.856632
6101350 3 2 2 1 1 0 0 0 0 1 0 40000 2 4 14861 1312 -86.90334 35.647534 262.684195
6101357 2 2 0 0 0 0 2 0 0 0 0 22500 1 1 26515 1194 -86.940385 36.087036 166.749227
6101367 2 3 2 2 0 0 0 0 0 0 0 125000 1 1 9206 743 -86.653032 36.172571 169.069989
6101405 3 2 2 2 0 0 1 0 0 0 0 125000 1 1 19833 2519 -86.856487 35.915651 36.147607
6101424 1 1 0 0 0 1 0 0 0 0 0 5000 2 6 23559 851 -86.650367 36.051785 137.011743
6101440 1 2 1 1 0 0 0 0 0 0 0 67500 1 1 23282 693 -86.672345 36.156493 268.548462
6101500 1 1 0 0 0 0 1 0 0 0 0 87500 1 1 19573 2523 -86.859249 35.892956 35.398008
6101530 1 1 1 0 1 0 0 0 0 0 0 40000 1 4 23565 1631 -86.564271 36.000384 41.793933
6101567 2 3 2 2 0 0 0 0 0 0 0 175000 1 1 17140 2478 -86.890757 35.96952 20.217977
6101676 5 0 0 0 0 0 2 0 1 2 0 5000 2 2 5223 132 -86.753601 36.166648 134.064439
6101720 3 1 1 0 1 2 0 0 0 0 0 5000 2 1 10638 1538 -86.871292 36.489402 93.952797
6101735 1 1 1 1 0 0 0 0 0 0 0 40000 1 1 5690 1619 -86.569106 36.029781 41.793933
6101769 1 1 0 0 0 1 0 0 0 0 0 87500 1 1 19290 2501 -86.87941 35.911807 35.398008
6101776 4 2 2 1 0 0 1 1 1 0 0 40000 2 3 26692 125 -86.761504 36.175603 48.823059
6101793 3 2 2 2 0 0 1 0 0 0 0 87500 1 1 4550 366 -86.642327 36.237399 213.404873
6101811 2 1 2 1 1 0 0 0 0 0 0 -1 1 1 5460 390 -86.718668 36.249265 182.57381
6101870 3 4 2 2 0 0 0 0 0 1 0 -1 1 1 29207 1521 -86.934069 36.630839 108.976317
6101871 3 3 2 2 0 0 0 1 0 0 0 27500 1 1 13127 1348 -87.027235 35.604603 68.473848
6101894 2 0 0 0 0 0 2 0 0 0 0 15000 2 3 32541 2703 -86.332618 36.213795 62.923576
6101916 2 1 0 0 0 2 0 0 0 0 0 22500 1 1 9082 1633 -86.560869 36.012419 39.283898
6102009 6 2 1 1 0 1 2 0 0 2 0 40000 2 1 3524 2767 -86.521423 36.138939 76.114657
6102066 1 2 0 0 0 0 1 0 0 0 0 40000 1 1 6891 1576 -86.879846 36.403464 89.431445
6102078 3 2 2 2 0 0 0 0 0 0 1 87500 1 1 8509 2685 -86.57597 36.205821 551.26131
6102152 2 1 0 0 0 0 2 0 0 0 0 27500 2 3 21546 90 -86.67506 36.049573 36.091791
6102281 1 1 0 0 0 1 0 0 0 0 0 22500 1 3 32539 2703 -86.334445 36.212198 45.577711
6102326 4 2 1 1 0 0 1 0 0 0 2 67500 1 1 15728 1297 -86.92799 35.712683 271.598641
6102347 1 1 0 0 0 0 1 0 0 0 0 15000 1 1 11039 1559 -86.865532 36.485383 34.050388
6102363 5 2 0 0 0 0 4 0 0 1 0 40000 1 1 30803 1905 -86.342256 35.86529 96.595376
6102392 1 1 0 0 0 1 0 0 0 0 0 40000 1 3 23659 776 -86.630535 36.090409 25.036661
6102444 2 0 0 0 0 1 1 0 0 0 0 15000 2 6 24912 891 -86.717896 36.130681 30.470701
6102481 3 2 0 0 0 0 3 0 0 0 0 -1 1 1 6662 2251 -86.626782 36.289088 31.102812
6102514 4 2 2 2 0 0 0 0 0 2 0 87500 1 1 20553 1778 -86.497451 35.814899 389.562024
6102519 2 2 2 1 1 0 0 0 0 0 0 87500 1 1 21143 1756 -86.583067 35.942925 94.813693
6102556 2 4 1 1 0 0 0 1 0 0 0 -1 1 1 5889 272 -86.893685 36.282312 236.871753
6102588 3 3 3 0 3 0 0 0 0 0 0 40000 1 1 6698 2246 -86.631997 36.31582 36.762699
6102643 2 2 2 2 0 0 0 0 0 0 0 175000 1 1 31134 1903 -86.357735 35.863426 33.491023
6102654 1 1 0 0 0 1 0 0 0 0 0 22500 2 2 25068 874 -86.717726 36.111128 25.036661
6102671 2 2 2 2 0 0 0 0 0 0 0 87500 1 1 24175 8 -86.751876 36.056906 154.138983
6102732 1 1 0 0 0 1 0 0 0 0 0 15000 2 1 13553 1374 -87.045567 35.613437 51.434422
6102757 5 2 1 1 0 0 0 1 0 3 0 40000 1 1 15363 1293 -86.913937 35.749262 271.598641
6102787 1 1 1 1 0 0 0 0 0 0 0 22500 1 1 9458 543 -86.792415 36.23155 33.485045
6102830 4 2 2 1 1 0 0 0 0 2 0 125000 1 1 19867 2525 -86.843372 35.912844 28.646696
6102904 1 0 0 0 0 1 0 0 0 0 0 15000 1 1 7867 2141 -86.441839 36.397125 18.721745
6102959 2 2 2 2 0 0 0 0 0 0 0 67500 1 1 28001 475 -86.738552 36.196746 28.166385
6103051 2 2 0 0 0 2 0 0 0 0 0 15000 1 4 7581 2039 -86.410069 36.597384 147.111491
6103110 2 2 0 0 0 1 1 0 0 0 0 -1 1 1 23565 1631 -86.564391 36.003189 38.178395
6103134 1 1 0 0 0 1 0 0 0 0 0 -1 1 1 10319 1258 -86.793371 36.084746 137.011743
6103138 4 1 1 1 0 0 2 0 1 0 0 22500 1 1 24776 496 -86.737802 36.190593 134.064439
6103218 2 2 2 2 0 0 0 0 0 0 0 -1 1 1 23894 429 -86.761516 36.234341 28.166385
6103270 4 2 2 2 0 0 0 0 1 1 0 67500 1 1 1164 2262 -86.615076 36.28418 45.690247
6103277 2 2 2 1 0 0 0 1 0 0 0 67500 1 1 10424 481 -86.720012 36.198236 267.564734
6103355 3 2 2 1 1 0 0 0 0 0 1 125000 1 1 7581 2039 -86.425428 36.587739 350.436434
6103452 1 1 0 0 0 1 0 0 0 0 0 55000 1 3 27147 1225 -86.948621 36.065518 137.011743
6103512 2 0 0 0 0 1 1 0 0 0 0 15000 2 3 10009 632 -86.834296 36.15724 36.091791
6103520 3 3 2 2 0 0 0 0 0 1 0 125000 1 1 7076 2096 -86.638484 36.462189 54.563678
6103555 1 2 1 1 0 0 0 0 0 0 0 67500 1 1 24946 890 -86.71128 36.123383 28.269941
6103575 1 1 1 1 0 0 0 0 0 0 0 67500 2 3 4803 152 -86.780105 36.172624 33.485045
6103618 1 1 0 0 0 1 0 0 0 0 0 -1 1 1 28151 568 -86.844516 36.181872 25.036661
6103631 4 3 2 1 1 0 0 0 0 0 2 175000 1 1 22155 1098 -86.805359 36.116826 293.062607
6103677 1 1 0 0 0 1 0 0 0 0 0 -1 1 1 5029 550 -86.787463 36.200764 25.036661
6103730 2 2 0 0 0 2 0 0 0 0 0 55000 1 1 32941 2711 -86.299974 36.198522 37.194337
6103801 3 3 3 3 0 0 0 0 0 0 0 40000 1 1 23565 1631 -86.570803 36.003439 54.064863
6103824 2 4 2 0 2 0 0 0 0 0 0 40000 1 1 14686 1331 -87.00105 35.655746 29.198546
6103857 1 2 0 0 0 1 0 0 0 0 0 -1 1 1 27851 53 -86.711612 36.087754 21.137344
6103863 2 0 0 0 0 1 1 0 0 0 0 -1 1 4 23828 425 -86.764857 36.217882 36.091791
6103893 1 1 0 0 0 0 0 1 0 0 0 15000 2 3 31804 1921 -86.393806 35.851368 37.361886
6104000 1 0 0 0 0 0 1 0 0 0 0 5000 2 3 5513 368 -86.679109 36.259777 25.036661
6104055 5 3 1 1 0 0 3 0 0 1 0 27500 1 1 2537 2018 -86.381768 36.565634 371.646942
6104164 2 2 2 2 0 0 0 0 0 0 0 87500 1 1 6501 530 -86.747875 36.172386 28.166385
6104205 1 1 1 1 0 0 0 0 0 0 0 40000 1 3 8331 2726 -86.306727 36.215848 61.176273
6104212 1 2 0 0 0 1 0 0 0 0 0 40000 1 1 1092 2229 -86.622624 36.260779 18.721745
6104231 2 1 1 0 1 0 1 0 0 0 0 125000 2 3 19041 2503 -86.838374 35.94699 63.644305
6104276 5 2 2 1 0 0 1 3 0 0 0 125000 1 1 17188 2481 -86.896171 35.963141 54.967206
6104312 1 1 0 0 0 0 1 0 0 0 0 27500 1 1 9748 806 -86.617292 36.083632 237.834127
6104317 2 2 2 2 0 0 0 0 0 0 0 40000 2 4 30561 1726 -86.282253 35.72074 149.633111
6104327 2 4 0 0 0 0 2 0 0 0 0 40000 1 1 14742 1349 -86.973616 35.602723 9.620649
6104329 2 2 1 1 0 0 1 0 0 0 0 -1 2 3 27058 1197 -86.939581 36.074658 223.017177
6104422 1 1 1 1 0 0 0 0 0 0 0 55000 1 1 4375 1616 -86.557448 36.0476 41.793933
6104439 4 2 2 1 1 0 0 0 0 2 0 125000 1 1 19826 2519 -86.856937 35.911708 28.646696
6104456 2 2 1 1 0 0 1 0 0 0 0 55000 9 1 32189 2816 -86.181885 36.129002 92.717871
6104462 1 2 1 1 0 0 0 0 0 0 0 55000 1 1 4375 1616 -86.541858 36.052281 40.617794
6104463 2 2 2 2 0 0 0 0 0 0 0 -1 1 1 26129 1860 -86.392914 35.784494 231.183156
6104531 2 2 0 0 0 2 0 0 0 0 0 55000 1 2 17175 2482 -86.880956 35.964527 24.499764
6104544 1 1 1 1 0 0 0 0 0 0 0 27500 2 3 12896 1438 -87.06575 35.598932 211.877055
6104568 1 1 1 1 0 0 0 0 0 0 0 15000 2 3 24445 51 -86.713788 36.082089 33.485045
6104638 3 2 2 2 0 0 0 0 0 1 0 175000 1 1 20157 2338 -86.717178 35.992627 417.829419
6104693 1 0 0 0 0 1 0 0 0 0 0 5000 2 3 5659 309 -86.727735 36.299069 126.877858
6104702 1 1 0 0 0 0 1 0 0 0 0 40000 1 1 27795 78 -86.68541 36.057241 137.011743
6104734 2 2 2 2 0 0 0 0 0 0 0 40000 1 1 19860 2508 -86.856709 35.922848 21.917044
6104743 5 3 2 2 0 0 0 1 1 1 0 125000 1 1 29846 1814 -86.478546 35.856046 211.191837
6104753 2 1 0 0 0 0 2 0 0 0 0 15000 1 1 4983 637 -86.803953 36.185451 36.091791
6104755 2 2 2 2 0 0 0 0 0 0 0 40000 1 1 28738 511 -86.755157 36.181963 28.166385
6104768 1 1 1 1 0 0 0 0 0 0 0 5000 2 3 9855 1138 -86.871214 36.14294 33.485045
6104773 1 1 0 0 0 1 0 0 0 0 0 15000 1 1 29044 1527 -86.899361 36.479294 34.050388
6104781 2 1 1 1 0 0 0 0 0 1 0 40000 1 1 17734 2504 -86.843902 35.934084 32.683296
6104795 5 2 1 1 0 0 1 0 0 2 1 125000 1 1 19570 2523 -86.854693 35.89016 144.149147
6104832 3 3 2 2 0 0 0 0 0 0 1 125000 1 1 8619 2681 -86.538762 36.193232 77.550021
6104918 1 1 0 0 0 1 0 0 0 0 0 15000 2 1 13553 1374 -87.046049 35.61443 51.434422
6104938 1 0 0 0 0 1 0 0 0 0 0 15000 2 3 5728 1629 -86.572224 36.021576 37.361886
6104946 2 1 0 0 0 2 0 0 0 0 0 27500 1 3 7064 2102 -86.668986 36.456656 47.844572
6104980 3 2 1 1 0 0 1 1 0 0 0 -1 1 1 6361 1255 -86.833955 36.059392 308.766485
6105000 2 2 2 2 0 0 0 0 0 0 0 175000 1 3 24458 34 -86.720112 36.066934 267.564734
6105111 3 3 0 0 0 1 2 0 0 0 0 87500 1 1 11264 1548 -86.878791 36.512763 37.313893
6105120 2 0 0 0 0 0 1 0 0 0 1 5000 2 3 22635 671 -86.80138 36.165382 30.470701
6105175 1 1 1 1 0 0 0 0 0 0 0 40000 2 3 23659 776 -86.633814 36.089884 33.485045
6105191 2 2 1 0 1 1 0 0 0 0 0 27500 1 1 18773 2530 -86.835269 35.902899 29.515945
6105203 4 3 1 1 0 0 1 0 0 2 0 125000 1 1 17181 2482 -86.876337 35.958085 35.588113
6105222 4 3 2 1 1 0 0 0 0 2 0 125000 1 1 28986 1610 -86.942914 36.463375 134.248838
6105240 2 2 0 0 0 2 0 0 0 0 0 55000 1 1 28191 553 -86.85902 36.21081 30.470701
6105250 1 1 0 0 0 1 0 0 0 0 0 55000 1 1 8690 2771 -86.499843 36.166576 45.577711
6105402 3 2 1 1 0 0 1 0 0 1 0 175000 1 1 17351 2452 -86.908834 35.950913 48.680414
6105421 4 3 0 0 0 2 1 0 0 1 0 40000 1 1 31269 2760 -86.225634 36.13804 81.039689
6105468 1 1 0 0 0 1 0 0 0 0 0 27500 2 3 27276 946 -86.786475 36.141113 25.036661
6105471 1 1 0 0 0 1 0 0 0 0 0 27500 1 1 30905 1856 -86.309064 35.910902 105.772175
6105495 2 4 2 1 1 0 0 0 0 0 0 125000 1 1 26957 1202 -86.917649 36.068836 152.032385
6105511 3 1 1 1 0 0 0 0 0 2 0 40000 1 1 4373 1616 -86.541639 36.048717 72.390905
6105543 2 1 0 0 0 0 0 1 0 0 1 40000 1 1 5705 1620 -86.55353 36.036227 39.283898
6105584 6 2 1 1 0 0 0 1 0 3 1 27500 1 2 5765 1630 -86.559076 36.018837 94.185266
6105611 1 0 0 0 0 0 1 0 0 0 0 15000 2 3 1190 2236 -86.617833 36.319818 229.521213
6105614 3 2 2 2 0 0 0 0 0 1 0 67500 1 1 26535 1190 -87.007559 36.083352 370.442419
6105618 1 1 1 1 0 0 0 0 0 0 0 15000 2 2 5894 281 -86.832043 36.236213 33.485045
6105643 4 2 1 1 0 0 1 0 0 2 0 125000 2 1 19928 2509 -86.846836 35.92276 75.124736
6105746 1 1 1 1 0 0 0 0 0 0 0 40000 2 3 1501 2237 -86.654429 36.31029 77.333599
6105790 4 3 2 2 0 0 1 0 0 1 0 87500 2 3 9855 1138 -86.871864 36.141459 53.55241
6105817 1 1 0 0 0 1 0 0 0 0 0 22500 2 3 31454 1896 -86.376914 35.864703 37.361886
6105819 2 2 1 1 0 0 1 0 0 0 0 40000 2 1 15738 1290 -86.905509 35.702517 158.01842
6105854 5 3 2 2 0 0 1 0 0 2 0 40000 1 2 27024 1203 -86.926832 36.069092 815.105051
6105871 1 1 0 0 0 1 0 0 0 0 0 67500 1 1 5096 548 -86.8028 36.209693 25.036661
6105878 2 2 2 2 0 0 0 0 0 0 0 67500 1 1 5659 309 -86.728651 36.301011 154.138983
6105947 3 1 2 1 0 0 0 1 0 1 0 27500 2 1 9349 655 -86.806251 36.181151 46.190103
6105977 1 1 1 1 0 0 0 0 0 0 0 22500 2 3 26283 1972 -86.382204 35.827482 288.496806
6106056 4 2 2 2 0 0 0 0 0 2 0 87500 1 1 20984 1815 -86.465378 35.860033 159.768622
6106102 4 2 2 2 0 0 0 0 0 0 2 55000 2 1 8175 2149 -86.469744 36.389213 73.132648
6106181 2 2 2 2 0 0 0 0 0 0 0 87500 2 1 24888 896 -86.701208 36.130134 28.166385
6106254 1 1 0 0 0 1 0 0 0 0 0 -1 1 1 9107 1638 -86.581216 36.01428 37.361886
6106271 2 2 2 2 0 0 0 0 0 0 0 -1 1 1 10622 1589 -86.796893 36.439676 183.364685
6106303 3 3 2 1 1 0 0 0 0 1 0 67500 2 2 24603 40 -86.706849 36.079927 42.773716
6106334 3 2 2 1 1 0 0 0 0 1 0 87500 1 1 23989 416 -86.765448 36.252457 38.996259
6106353 1 2 0 0 0 1 0 0 0 0 0 15000 1 1 31065 1714 -86.202953 35.879944 66.534369
6106359 2 2 2 2 0 0 0 0 0 0 0 67500 2 1 30078 1995 -86.506324 35.981732 94.813693
6106398 5 2 3 2 0 0 0 0 1 2 0 67500 1 1 4350 1614 -86.540237 36.035541 75.375899
6106454 1 1 1 1 0 0 0 0 0 0 0 55000 1 3 4794 703 -86.700592 36.16356 33.485045
6106536 1 3 0 0 0 1 0 0 0 0 0 40000 1 1 11839 1439 -87.091357 35.583048 108.299039
6106547 2 2 2 2 0 0 0 0 0 0 0 27500 2 1 23810 455 -86.75843 36.204869 28.166385
6106557 1 1 0 0 0 1 0 0 0 0 0 55000 1 1 28190 553 -86.854843 36.211671 25.036661
6106580 2 2 0 0 0 2 0 0 0 0 0 67500 1 1 308 2276 -86.509506 36.309672 227.287254
6106594 2 5 1 1 0 1 0 0 0 0 0 175000 2 1 26031 1733 -86.409455 35.781678 141.838572
6106628 2 3 2 2 0 0 0 0 0 0 0 175000 1 1 6638 278 -86.832942 36.252085 30.894782
6106644 2 2 2 2 0 0 0 0 0 0 0 67500 1 1 9218 717 -86.701994 36.241988 154.138983
6106688 1 1 0 0 0 0 1 0 0 0 0 15000 2 3 23714 794 -86.661193 36.079862 25.036661
6106710 3 2 2 2 0 0 0 0 0 0 1 67500 1 1 26422 1136 -86.854485 36.140192 38.996259
6106759 3 4 1 1 0 0 1 0 0 1 0 175000 1 1 6803 2191 -86.662266 36.334551 287.288564
6106817 1 2 0 0 0 1 0 0 0 0 0 67500 1 3 4239 811 -86.603259 36.083616 115.672948
6106847 2 3 1 1 0 1 0 0 0 0 0 55000 1 1 12732 1413 -87.265417 35.633417 60.463179
6106852 2 2 2 1 0 0 0 1 0 0 0 40000 1 2 26208 1831 -86.431272 35.819649 94.813693
6106854 1 0 0 0 0 0 1 0 0 0 0 40000 2 3 24888 896 -86.702781 36.133205 25.036661
6106964 1 2 1 1 0 0 0 0 0 0 0 40000 1 4 9013 2627 -86.128084 36.212907 171.744158
6107016 2 2 2 2 0 0 0 0 0 0 0 87500 1 3 22171 1120 -86.822579 36.098498 267.564734
6107068 4 2 2 1 1 0 0 0 0 2 0 67500 1 1 25608 2010 -86.468159 35.949757 159.768622
6107115 2 1 0 0 0 2 0 0 0 0 0 5000 1 1 6211 652 -86.814367 36.177834 36.091791
6107135 4 1 0 0 0 0 4 0 0 0 0 40000 2 1 8302 2728 -86.283958 36.215927 92.113419
6107139 2 2 1 1 0 0 1 0 0 0 0 175000 1 1 19866 2525 -86.840237 35.91461 29.515945
6107153 1 1 1 1 0 0 0 0 0 0 0 -1 2 2 12838 1398 -87.102513 35.610702 211.877055
6107163 2 3 2 2 0 0 0 0 0 0 0 -1 1 1 1151 2264 -86.615361 36.278671 26.094022
6107198 1 1 1 1 0 0 0 0 0 0 0 67500 1 1 3206 2646 -86.486823 36.226921 182.921611
6107231 3 1 3 1 1 0 0 1 0 0 0 40000 1 4 30001 1680 -86.472802 35.972207 56.488517
6107233 3 2 2 2 0 0 0 0 0 0 1 87500 1 1 1603 1591 -86.757846 36.408114 180.441185
6107240 2 2 2 2 0 0 0 0 0 0 0 125000 1 1 33082 2729 -86.311643 36.212936 45.690895
6107306 2 1 2 2 0 0 0 0 0 0 0 125000 1 1 23733 793 -86.659415 36.080434 33.362385
6107324 5 5 2 1 1 2 1 0 0 0 0 40000 1 1 20733 1767 -86.540687 35.92011 251.579282
6107384 6 2 1 1 0 0 1 0 0 2 2 67500 1 1 3707 2793 -86.347486 36.107764 582.009001
6107402 2 2 2 2 0 0 0 0 0 0 0 67500 2 3 17805 2476 -86.885831 35.92128 42.679143
6107413 1 1 1 1 0 0 0 0 0 0 0 67500 2 3 22511 216 -86.782831 36.162171 33.485045
6107451 1 1 1 1 0 0 0 0 0 0 0 -1 2 1 1073 2230 -86.625481 36.263103 77.333599
6107458 4 2 1 1 0 0 1 0 0 1 1 55000 1 1 30916 1848 -86.353252 35.893454 496.764224
6107473 2 2 1 1 0 1 0 0 0 0 0 87500 1 1 21535 92 -86.693439 36.052391 40.752751
6107567 1 1 1 1 0 0 0 0 0 0 0 125000 1 3 21546 90 -86.675674 36.048416 33.485045
6107586 1 1 1 1 0 0 0 0 0 0 0 55000 1 2 23447 244 -86.719302 36.151716 33.485045
6107591 1 1 0 0 0 1 0 0 0 0 0 22500 1 3 27055 1226 -86.932659 36.072055 137.011743
6107592 2 2 2 2 0 0 0 0 0 0 0 67500 1 1 9819 588 -86.864435 36.15192 267.564734
6107620 4 2 3 1 2 0 0 0 0 1 0 55000 1 1 5705 1620 -86.552474 36.036051 56.156329
6107676 1 2 0 0 0 1 0 0 0 0 0 40000 1 1 30557 1726 -86.31482 35.749425 102.7956
6107687 3 2 2 1 1 1 0 0 0 0 0 125000 1 1 3614 2777 -86.497986 36.114652 72.093499
6107789 3 1 0 0 0 0 2 0 0 1 0 15000 1 4 29030 1600 -87.004448 36.471962 166.870346
6107928 3 4 2 1 0 0 0 1 1 0 0 55000 1 1 11723 1433 -87.219588 35.543198 147.705371
6107958 1 1 0 0 0 0 1 0 0 0 0 15000 2 4 1086 2256 -86.623824 36.300095 37.623064
6108000 4 2 1 1 0 0 3 0 0 0 0 -1 1 1 20305 2518 -86.82871 35.924417 38.578848
6108081 3 3 1 1 0 0 2 0 0 0 0 -1 1 1 11050 1559 -86.870494 36.483799 59.858056
6108153 3 4 2 2 0 0 0 1 0 0 0 125000 1 1 31691 1928 -86.399203 35.865797 183.233818
6108265 5 2 1 1 0 0 1 0 0 1 2 67500 1 1 6733 1596 -86.697252 36.410382 443.877364
6108277 3 3 3 3 0 0 0 0 0 0 0 125000 1 1 19973 1766 -86.545064 35.913058 153.058606
6108356 2 2 0 0 0 2 0 0 0 0 0 22500 1 1 23811 455 -86.756285 36.204709 30.470701
6108373 2 1 0 0 0 2 0 0 0 0 0 125000 1 1 8595 2674 -86.53982 36.202017 188.146177
6108426 1 1 0 0 0 1 0 0 0 0 0 15000 2 3 11195 1561 -86.884876 36.491444 34.050388
6108453 1 1 1 0 1 0 0 0 0 0 0 -1 1 1 17438 2464 -86.92192 35.924104 42.645539
6108473 2 1 2 1 0 0 0 1 0 0 0 40000 2 3 32909 2722 -86.323866 36.232871 77.297641
6108558 2 2 2 1 0 0 0 1 0 0 0 22500 2 3 24920 894 -86.701298 36.136266 28.166385
6108581 1 1 1 1 0 0 0 0 0 0 0 22500 1 1 24644 470 -86.725316 36.201251 33.485045
6108622 1 1 0 0 0 0 1 0 0 0 0 5000 1 1 4002 1711 -86.283879 35.954016 68.460955
6108635 5 5 4 2 0 0 0 2 0 1 0 55000 1 1 4040 1694 -86.416937 35.998465 250.336826
6108666 1 1 0 0 0 0 1 0 0 0 0 5000 2 3 24195 23 -86.738514 36.084053 137.011743
6108719 3 1 0 0 0 1 2 0 0 0 0 15000 1 1 17130 1738 -86.503019 35.705789 118.58062
6108740 2 1 0 0 0 2 0 0 0 0 0 40000 1 1 2040 2118 -86.480312 36.403868 456.754591
6108750 2 1 0 0 0 2 0 0 0 0 0 125000 1 1 17438 2464 -86.934129 35.928269 27.12883
6108775 4 3 2 2 0 0 0 0 0 1 1 67500 1 1 1055 2250 -86.640727 36.2949 42.430714
6108785 1 2 1 1 0 0 0 0 0 0 0 -1 1 4 5691 1619 -86.565633 36.031667 42.7073
6108806 1 1 1 1 0 0 0 0 0 0 0 -1 2 3 22584 218 -86.780919 36.162106 33.485045
6108956 3 2 1 1 0 0 1 0 0 1 0 55000 1 2 25957 1957 -86.405779 35.810658 199.172667
6108983 4 2 2 1 1 0 0 0 0 2 0 40000 2 3 3497 2768 -86.512739 36.168434 49.83204
6109001 1 1 1 1 0 0 0 0 0 0 0 -1 1 1 27946 738 -86.594925 36.204204 183.24506
6109040 1 1 0 0 0 0 1 0 0 0 0 67500 1 2 17440 2464 -86.925393 35.929336 35.398008
6109046 2 2 2 1 1 0 0 0 0 0 0 40000 1 1 19051 2367 -86.812137 36.027294 21.917044
6109094 6 4 4 4 0 0 1 0 0 1 0 40000 1 1 3559 2773 -86.475143 36.174851 42.083275
6109095 1 1 1 1 0 0 0 0 0 0 0 40000 1 1 4679 731 -86.63297 36.207688 183.24506
6109118 1 0 0 0 0 0 1 0 0 0 0 15000 2 2 6541 487 -86.72158 36.18681 25.036661
6109162 3 2 2 2 0 0 0 0 0 0 1 87500 1 1 17319 2451 -86.891751 35.92756 70.390371
6109281 2 4 2 0 2 0 0 0 0 0 0 40000 1 1 10809 1494 -86.749653 36.533355 66.272859
6109289 2 1 2 1 1 0 0 0 0 0 0 87500 1 1 9739 804 -86.618473 36.077605 182.57381
6109318 4 2 2 1 1 0 0 0 0 0 2 175000 1 1 18761 2533 -86.861288 35.88955 28.646696
6109328 3 3 2 2 0 0 1 0 0 0 0 67500 1 1 10541 1578 -86.900433 36.44254 124.710173
6109337 1 3 1 1 0 0 0 0 0 0 0 125000 1 1 23045 606 -86.850667 36.140935 31.00837
6109391 2 1 0 0 0 2 0 0 0 0 0 55000 1 1 30812 1908 -86.351388 35.851757 39.283898
6109425 2 3 2 1 1 0 0 0 0 0 0 125000 1 1 31465 1890 -86.387141 35.874851 93.373343
6109487 3 2 2 1 1 0 0 0 0 0 1 40000 1 1 6900 1576 -86.89679 36.428375 180.441185
6109525 1 2 1 1 0 0 0 0 0 0 0 40000 1 1 25325 2688 -86.566831 36.218467 108.125578
6109557 1 1 0 0 0 1 0 0 0 0 0 40000 1 1 24024 546 -86.82274 36.223202 25.036661
6109561 1 1 0 0 0 1 0 0 0 0 0 5000 1 2 12895 1438 -87.049477 35.589111 169.270761
