hhno pno day tour half tseg tsvid opurp dpurp oadtyp dadtyp opcl otaz dpcl dtaz mode pathtype dorp deptm arrtm endacttm travtime travcost travdist trexpfac
4025651 2 1 1 2 1 2 2 5 3 4 26294 1982 30878 1906 4 0 2 1403 1418 1435 10.750688 -1.000000 4.487860 55.601687
4025651 2 1 1 2 2 3 5 0 4 1 30878 1906 31019 1892 4 0 2 1435 1441 1518 6.384511 -1.000000 1.802963 55.601687
4025651 2 1 2 1 1 4 0 8 1 4 31019 1892 31019 1892 1 0 3 1518 1519 1555 3.778066 -1.000000 0.784309 55.601687
4025651 2 1 2 2 1 5 8 0 4 1 31019 1892 31019 1892 1 0 3 1555 1556 400 3.778066 -1.000000 0.784309 55.601687
4025760 1 1 1 1 1 6 0 3 1 4 1175 2261 213 2283 5 0 1 1750 1800 1820 8.362669 -1.000000 3.139194 61.041281
4025760 1 1 1 2 1 7 3 5 4 4 213 2283 167 2298 3 0 1 1820 1824 1845 6.521461 -1.000000 2.087055 61.041281
4025760 1 1 1 2 2 8 5 4 4 4 167 2298 167 2298 3 0 1 1845 1846 1848 3.909231 -1.000000 1.020649 61.041281
4025760 1 1 1 2 3 9 4 0 4 1 167 2298 1175 2261 3 0 1 1848 1900 2000 6.807270 -1.000000 2.043292 61.041281
4025760 1 1 2 1 1 10 0 6 1 4 1175 2261 117 2295 4 0 2 2000 2005 2050 5.909643 -1.000000 1.543344 61.041281
4025760 1 1 2 1 2 11 6 3 4 4 117 2295 213 2283 4 0 2 2050 2100 2110 7.732751 -1.000000 2.892768 61.041281
4025760 1 1 2 2 1 12 3 0 4 1 213 2283 1175 2261 5 0 2 2110 2130 400 8.592024 -1.000000 3.139194 61.041281
4025760 1 1 3 1 1 1 0 8 1 4 1175 2261 213 2283 5 0 1 830 845 1012 8.362669 -1.000000 3.139194 61.041281
4025760 1 1 3 2 1 2 8 4 4 4 213 2283 213 2283 5 0 1 1012 1013 1016 3.713409 -1.000000 0.772849 61.041281
4025760 1 1 3 2 2 3 4 8 4 4 213 2283 68 2291 5 0 1 1016 1023 1108 8.464583 -1.000000 3.170621 61.041281
4025760 1 1 3 2 3 4 8 5 4 4 68 2291 75 2292 5 0 1 1108 1110 1147 3.942265 -1.000000 0.488810 61.041281
4025760 1 1 3 2 4 5 5 0 4 1 75 2292 1175 2261 5 0 1 1147 1153 1750 4.981058 -1.000000 0.937703 61.041281
4025760 2 1 1 1 1 4 0 6 1 4 1175 2261 117 2295 4 0 1 2001 2005 2050 5.909643 -1.000000 1.543344 61.041281
4025760 2 1 1 1 2 5 6 3 4 4 117 2295 213 2283 4 0 1 2050 2100 2110 7.732751 -1.000000 2.892768 61.041281
4025760 2 1 1 2 1 6 3 0 4 1 213 2283 1175 2261 5 0 1 2110 2130 400 8.592024 -1.000000 3.139194 61.041281
4025760 2 1 2 1 1 1 0 8 1 4 1175 2261 22584 218 3 0 1 900 945 1030 34.883255 -1.000000 16.310682 61.041281
4025760 2 1 2 1 2 2 8 8 4 4 22584 218 17755 2485 3 0 1 1030 1115 1900 27.688402 -1.000000 16.444101 61.041281
4025760 2 1 2 2 1 3 8 0 4 1 17755 2485 1175 2261 3 0 1 1900 2000 2001 55.219528 -1.000000 32.708797 61.041281
4025764 1 1 1 1 1 2 0 5 1 4 1057 2250 175 2296 3 0 1 1230 1240 1330 9.439993 -1.000000 3.937946 63.878809
4025764 1 1 1 2 1 3 5 0 4 1 175 2296 1057 2250 3 0 1 1330 1340 400 9.833569 -1.000000 3.937945 63.878809
4025787 2 1 1 1 1 1 0 1 1 2 6653 2266 22648 209 4 0 1 1130 1200 1700 35.089844 -1.000000 16.489380 106.123153
4025787 2 1 1 2 1 2 1 1 2 4 22648 209 1058 2250 3 0 1 1700 1730 2200 26.615667 -1.000000 15.104288 106.123153
4025787 2 1 1 2 2 3 1 0 4 1 1058 2250 6653 2266 3 0 1 2200 2220 400 6.443465 -1.000000 1.795653 106.123153
4025865 2 1 1 1 1 1 0 2 1 3 10368 22 22122 1090 3 0 1 1635 1655 1850 10.909308 -1.000000 4.129075 79.971202
4025865 2 1 1 2 1 2 2 0 3 1 22122 1090 10368 22 3 0 1 1850 1905 400 10.131855 -1.000000 4.129075 79.971202
4025897 1 1 1 1 1 3 0 7 1 4 32991 2741 32858 2738 3 0 1 1340 1343 1450 3.872867 -1.000000 0.366033 41.020422
4025897 1 1 1 2 1 4 7 0 4 1 32858 2738 32991 2741 3 0 1 1450 1452 400 4.035629 -1.000000 0.435760 41.020422
4025897 1 1 2 1 1 1 0 9 1 4 32991 2741 32909 2722 3 0 1 830 840 1100 6.982660 -1.000000 2.810928 41.020422
4025897 1 1 2 2 1 2 9 0 4 1 32909 2722 32991 2741 3 0 1 1100 1110 1340 6.937776 -1.000000 2.810928 41.020422
4025902 1 1 1 1 1 1 0 1 1 2 6743 1596 1314 313 3 0 1 630 700 1658 15.301870 -1.000000 8.055852 184.125331
4025902 1 1 1 2 1 2 1 0 2 1 1314 313 6743 1596 3 0 1 1658 1720 400 13.989222 -1.000000 8.055851 184.125331
4025902 2 1 1 1 1 1 0 1 1 2 6743 1596 20262 2405 3 0 1 635 735 1645 53.713833 -1.000000 35.646214 184.125331
4025902 2 1 1 2 1 2 1 0 2 1 20262 2405 6743 1596 3 0 1 1645 1745 400 52.643764 -1.000000 36.098656 184.125331
4025902 4 1 1 1 1 1 0 2 1 3 6743 1596 7070 2094 8 0 3 630 705 1505 11.612034 -1.000000 5.569519 184.125331
4025902 4 1 1 2 1 2 2 0 3 1 7070 2094 6743 1596 8 0 3 1505 1540 400 11.807738 -1.000000 5.569519 184.125331
4025902 5 1 1 1 1 1 0 2 1 3 6743 1596 7070 2094 8 0 3 630 705 1505 11.612034 -1.000000 5.569519 184.125331
4025902 5 1 1 2 1 2 2 0 3 1 7070 2094 6743 1596 8 0 3 1505 1540 400 11.807738 -1.000000 5.569519 184.125331
4025923 1 1 1 1 1 1 0 9 1 4 1092 2229 5130 462 3 0 1 745 800 915 31.748648 -1.000000 15.987661 63.878809
4025923 1 1 1 1 2 2 9 1 4 2 5130 462 24928 895 3 0 1 915 940 1700 18.327951 -1.000000 8.133877 63.878809
4025923 1 1 1 2 1 3 1 5 2 4 24928 895 1198 2254 3 0 1 1700 1740 1810 31.739105 -1.000000 19.118826 63.878809
4025923 1 1 1 2 2 4 5 0 4 1 1198 2254 1092 2229 3 0 1 1810 1821 400 8.708801 -1.000000 3.060028 63.878809
4025952 1 1 1 1 1 1 0 3 1 4 6360 1255 6362 1255 4 0 1 705 710 715 3.477485 -1.000000 1.562821 121.444961
4025952 1 1 1 1 2 2 3 3 4 4 6362 1255 6361 1255 5 0 1 715 720 723 3.477485 -1.000000 1.562821 121.444961
4025952 1 1 1 1 3 3 3 3 4 4 6361 1255 6370 1256 5 0 1 723 727 730 5.345619 -1.000000 1.769002 121.444961
4025952 1 1 1 1 4 4 3 3 4 4 6370 1256 22483 169 5 0 1 730 745 748 16.987179 -1.000000 6.873981 121.444961
4025952 1 1 1 1 5 5 3 1 4 2 22483 169 27224 955 3 0 1 748 755 1645 8.301449 -1.000000 2.020622 121.444961
4025952 1 1 1 2 1 6 1 0 2 1 27224 955 6360 1255 4 0 1 1645 1705 400 13.575995 -1.000000 6.192465 121.444961
4025952 2 1 1 1 1 1 0 1 1 2 6360 1255 27224 955 3 0 1 805 815 1700 14.306219 -1.000000 6.192464 121.444961
4025952 2 1 1 2 1 2 1 0 2 1 27224 955 6360 1255 3 0 1 1700 1720 400 13.575995 -1.000000 6.192465 121.444961
4025952 3 1 1 1 1 1 0 3 1 4 6360 1255 6362 1255 4 0 2 705 710 715 3.477485 -1.000000 1.562821 121.444961
4025952 3 1 1 1 2 2 3 3 4 4 6362 1255 6361 1255 5 0 2 715 720 723 3.477485 -1.000000 1.562821 121.444961
4025952 3 1 1 1 3 3 3 3 4 4 6361 1255 6370 1256 5 0 2 723 727 730 5.345619 -1.000000 1.769002 121.444961
4025952 3 1 1 1 4 4 3 2 4 3 6370 1256 22483 169 5 0 2 730 745 1530 16.987179 -1.000000 6.873981 121.444961
4025952 3 1 1 2 1 5 2 7 3 4 22483 169 27224 955 6 3 3 1530 1550 1645 8.301449 -1.000000 2.020622 121.444961
4025952 3 1 1 2 2 6 7 0 4 1 27224 955 6360 1255 4 0 2 1645 1705 400 13.575995 -1.000000 6.192465 121.444961
4025957 1 1 1 1 1 1 0 4 1 4 17330 2451 19756 2496 3 0 1 1740 1747 1905 5.984124 -1.000000 1.609535 42.004281
4025957 1 1 1 2 1 2 4 0 4 1 19756 2496 17330 2451 3 0 1 1905 1912 2054 5.929998 -1.000000 1.609535 42.004281
4025957 1 1 2 1 1 3 0 4 1 4 17330 2451 17330 2451 3 0 1 2054 2056 2058 3.722300 -1.000000 0.774680 42.004281
4025957 1 1 2 2 1 4 4 0 4 1 17330 2451 17330 2451 3 0 1 2058 2059 400 3.722300 -1.000000 0.774680 42.004281
4025957 2 1 1 1 1 1 0 5 1 4 17330 2451 17354 2452 3 0 1 1230 1235 1325 7.612025 -1.000000 2.974152 42.004281
4025957 2 1 1 2 1 2 5 4 4 4 17354 2452 17330 2451 3 0 1 1325 1330 1331 7.721907 -1.000000 2.974152 42.004281
4025957 2 1 1 2 2 3 4 4 4 4 17330 2451 17330 2451 3 0 1 1331 1332 1333 3.722300 -1.000000 0.774680 42.004281
4025957 2 1 1 2 3 4 4 0 4 1 17330 2451 17330 2451 3 0 1 1333 1336 400 3.722300 -1.000000 0.774680 42.004281
4025957 3 1 1 1 1 1 0 2 1 3 17330 2451 17403 2457 4 0 1 735 750 1437 6.768254 -1.000000 1.872076 42.004281
4025957 3 1 1 2 1 2 2 0 3 1 17403 2457 17330 2451 4 0 1 1437 1440 400 6.659862 -1.000000 1.872077 42.004281
4025957 4 1 1 1 1 1 0 2 1 3 17330 2451 17403 2457 4 0 2 735 750 1437 6.768254 -1.000000 1.872076 42.004281
4025957 4 1 1 2 1 2 2 0 3 1 17403 2457 17330 2451 4 0 2 1437 1500 1930 6.659862 -1.000000 1.872077 42.004281
4025957 4 1 2 1 1 3 0 7 1 4 17330 2451 17389 2493 4 0 2 1930 1945 1946 5.814590 -1.000000 1.402341 42.004281
4025957 4 1 2 1 2 4 7 7 4 4 17389 2493 17386 2493 1 0 3 1946 1950 1955 3.457539 -1.000000 0.448470 42.004281
4025957 4 1 2 1 3 5 7 7 4 4 17386 2493 17389 2493 1 0 3 1955 2000 2001 3.457539 -1.000000 0.448470 42.004281
4025957 4 1 2 1 4 6 7 7 4 4 17389 2493 17330 2451 4 0 2 2001 2006 2200 5.769799 -1.000000 1.402341 42.004281
4025957 4 1 2 2 1 7 7 0 4 1 17330 2451 17330 2451 1 0 3 2200 2201 400 3.722300 -1.000000 0.774680 42.004281
4026027 1 1 1 1 1 6 0 4 1 4 5998 584 26919 1244 3 0 1 1230 1300 1315 12.218108 -1.000000 4.974071 102.473354
4026027 1 1 1 2 1 7 4 0 4 1 26919 1244 5998 584 3 0 1 1315 1350 400 12.342448 -1.000000 4.974071 102.473354
4026027 1 1 2 1 1 1 0 9 1 4 5998 584 26438 1144 3 0 1 745 800 900 8.033912 -1.000000 2.676401 102.473354
4026027 1 1 2 1 2 2 9 4 4 4 26438 1144 22828 987 3 0 1 900 910 1000 8.560781 -1.000000 2.846309 102.473354
4026027 1 1 2 1 3 3 4 4 4 4 22828 987 22757 1004 3 0 1 1000 1005 1040 4.648152 -1.000000 0.792747 102.473354
4026027 1 1 2 1 4 4 4 5 4 4 22757 1004 23045 606 3 0 1 1040 1045 1150 6.797714 -1.000000 1.959630 102.473354
4026027 1 1 2 2 1 5 5 0 4 1 23045 606 5998 584 3 0 1 1150 1200 1230 9.156764 -1.000000 3.508678 102.473354
4026027 2 1 1 1 1 1 0 9 1 4 5998 584 26979 1168 3 0 1 1400 1430 1610 10.443763 -1.000000 4.570782 102.473354
4026027 2 1 1 2 1 2 9 0 4 1 26979 1168 5998 584 3 0 1 1610 1630 400 10.542283 -1.000000 4.570782 102.473354
4026048 1 1 1 1 1 1 0 1 1 2 27440 1006 4870 153 3 0 1 900 920 1730 10.687719 -1.000000 3.731376 160.195860
4026048 1 1 1 2 1 2 1 0 2 1 4870 153 27440 1006 3 0 1 1730 1755 400 10.803272 -1.000000 3.732730 160.195860
4026064 1 1 1 1 1 1 0 1 1 2 5291 529 24814 519 3 0 1 925 929 1301 5.338170 -1.000000 1.251622 55.949159
4026064 1 1 1 2 1 4 1 7 2 4 24814 519 24739 124 1 0 3 2056 2059 15 3.908200 -1.000000 0.428181 55.949159
4026064 1 1 1 2 2 5 7 0 4 1 24739 124 5291 529 3 0 1 15 19 400 4.956599 -1.000000 1.048388 55.949159
4026064 1 1 2 1 1 2 1 8 2 4 24814 519 23183 198 3 0 1 1301 1312 1446 12.734972 -1.000000 3.967704 55.949159
4026064 1 1 2 2 1 3 8 1 4 2 23183 198 24814 519 3 0 1 1446 1500 2056 12.101796 -1.000000 3.968431 55.949159
4026092 1 1 1 1 1 1 0 5 1 4 17351 2452 18473 2548 3 0 1 1020 1040 1220 21.586510 -1.000000 10.683691 32.136679
4026092 1 1 1 2 1 2 5 0 4 1 18473 2548 17351 2452 3 0 1 1220 1240 1420 21.555271 -1.000000 10.683691 32.136679
4026092 1 1 2 1 1 3 0 9 1 4 17351 2452 17230 2423 3 0 1 1420 1437 1620 9.252604 -1.000000 3.776968 32.136679
4026092 1 1 2 2 1 4 9 0 4 1 17230 2423 17351 2452 3 0 1 1620 1628 400 9.127605 -1.000000 3.776967 32.136679
4026092 2 1 1 1 1 1 0 5 1 4 17351 2452 16865 2461 3 0 1 1345 1405 1430 12.783661 -1.000000 6.879043 32.136679
4026092 2 1 1 1 2 2 5 5 4 4 16865 2461 16872 2463 3 0 1 1430 1435 1510 9.334921 -1.000000 4.929868 32.136679
4026092 2 1 1 1 3 3 5 5 4 4 16872 2463 17164 2479 3 0 1 1510 1524 1605 16.576794 -1.000000 7.041455 32.136679
4026092 2 1 1 2 1 4 5 0 4 1 17164 2479 17351 2452 3 0 1 1605 1615 400 8.256408 -1.000000 2.870683 32.136679
4026148 1 1 1 1 1 3 0 3 1 4 24606 50 6373 1257 3 0 1 1610 1630 1631 10.536899 -1.000000 3.755890 77.316287
4026148 1 1 1 2 1 4 3 0 4 1 6373 1257 24606 50 4 0 1 1631 1650 2000 10.014597 -1.000000 3.755890 77.316287
4026148 1 1 2 1 1 5 0 5 1 4 24606 50 24607 31 3 0 1 2000 2005 2010 5.081559 -1.000000 1.184209 77.316287
4026148 1 1 2 2 1 6 5 0 4 1 24607 31 24606 50 3 0 1 2010 2015 400 5.095737 -1.000000 1.184209 77.316287
4026148 1 1 3 1 1 1 0 7 1 4 24606 50 23716 794 3 0 1 800 820 1400 14.870752 -1.000000 5.993021 77.316287
4026148 1 1 3 2 1 2 7 0 4 1 23716 794 24606 50 3 0 1 1400 1420 1610 15.394360 -1.000000 5.993021 77.316287
4026148 3 1 1 1 1 1 0 2 1 3 24606 50 6373 1257 8 0 3 630 650 1631 10.536899 -1.000000 3.755890 77.316287
4026148 3 1 1 2 1 2 2 0 3 1 6373 1257 24606 50 4 0 2 1631 1650 400 10.014597 -1.000000 3.755890 77.316287
4026167 1 1 1 1 1 1 0 9 1 4 5496 367 23898 415 4 0 1 945 1010 1130 13.034067 -1.000000 5.472136 60.304692
4026167 1 1 1 2 1 2 9 4 4 4 23898 415 4666 735 4 0 1 1130 1210 1220 23.492905 -1.000000 11.853992 60.304692
4026167 1 1 1 2 2 3 4 4 4 4 4666 735 5601 323 4 0 1 1220 1240 1312 23.019878 -1.000000 11.157806 60.304692
4026167 1 1 1 2 3 4 4 5 4 4 5601 323 9678 335 4 0 1 1312 1320 1340 7.520370 -1.000000 2.478955 60.304692
4026167 1 1 1 2 4 5 5 0 4 1 9678 335 5496 367 4 0 1 1340 1355 400 10.619559 -1.000000 4.663140 60.304692
4026167 2 1 1 1 1 1 0 9 1 4 5496 367 23898 415 4 0 2 945 1010 1130 13.034067 -1.000000 5.472136 60.304692
4026167 2 1 1 2 1 2 9 4 4 4 23898 415 4666 735 4 0 2 1130 1210 1220 23.492905 -1.000000 11.853992 60.304692
4026167 2 1 1 2 2 3 4 4 4 4 4666 735 5601 323 4 0 2 1220 1240 1312 23.019878 -1.000000 11.157806 60.304692
4026167 2 1 1 2 3 4 4 5 4 4 5601 323 9678 335 4 0 2 1312 1320 1340 7.520370 -1.000000 2.478955 60.304692
4026167 2 1 1 2 4 5 5 0 4 1 9678 335 5496 367 4 0 2 1340 1355 400 10.619559 -1.000000 4.663140 60.304692
4026180 1 1 1 1 1 2 0 8 1 4 5233 526 5344 486 1 0 3 1500 1505 1545 9.259642 -1.000000 3.748634 50.912581
4026180 1 1 1 1 2 3 8 7 4 4 5344 486 5295 529 1 0 3 1545 1605 1700 8.543991 -1.000000 3.239701 50.912581
4026180 1 1 1 2 1 4 7 5 4 4 5295 529 24754 520 3 0 3 1700 1735 1750 5.392523 -1.000000 1.293524 50.912581
4026180 1 1 1 2 2 5 5 0 4 1 24754 520 5233 526 3 0 1 1750 1755 1800 6.294670 -1.000000 1.802458 50.912581
4026180 1 1 2 1 1 6 0 7 1 4 5233 526 5295 529 3 0 1 1800 1805 1855 4.714527 -1.000000 0.929843 50.912581
4026180 1 1 2 2 1 7 7 0 4 1 5295 529 5233 526 5 0 1 1855 1900 400 4.717811 -1.000000 0.929843 50.912581
4026186 1 1 1 1 1 5 0 3 1 4 31963 1979 30869 1904 3 0 1 1520 1525 1535 6.882237 -1.000000 1.963592 48.306616
4026186 1 1 1 2 1 6 3 0 4 1 30869 1904 31963 1979 4 0 1 1535 1540 400 7.085615 -1.000000 1.963592 48.306616
4026186 1 1 2 1 1 1 0 4 1 4 31963 1979 31678 1962 4 0 1 940 945 950 7.248737 -1.000000 2.364654 48.306616
4026186 1 1 2 1 2 2 4 5 4 4 31678 1962 26376 1966 4 0 1 950 955 1030 6.540365 -1.000000 1.984661 48.306616
4026186 1 1 2 2 1 3 5 4 4 4 26376 1966 26374 1966 4 0 1 1030 1032 1035 3.584577 -1.000000 0.602765 48.306616
4026186 1 1 2 2 2 4 4 0 4 1 26374 1966 31963 1979 4 0 1 1035 1038 1520 4.806127 -1.000000 0.965573 48.306616
4026186 2 1 1 1 1 1 0 4 1 4 31963 1979 31678 1962 4 0 2 940 945 950 7.248737 -1.000000 2.364654 48.306616
4026186 2 1 1 1 2 2 4 4 4 4 31678 1962 26376 1966 4 0 2 950 955 1030 6.540365 -1.000000 1.984661 48.306616
4026186 2 1 1 2 1 3 4 4 4 4 26376 1966 26374 1966 4 0 2 1030 1032 1035 3.584577 -1.000000 0.602765 48.306616
4026186 2 1 1 2 2 4 4 0 4 1 26374 1966 31963 1979 4 0 2 1035 1038 400 4.806127 -1.000000 0.965573 48.306616
4026264 1 1 1 1 1 3 0 7 1 4 9866 1143 22991 661 3 0 1 1230 1245 1330 12.563192 -1.000000 5.208292 115.706951
4026264 1 1 1 2 1 4 7 0 4 1 22991 661 9866 1143 3 0 1 1330 1400 1600 12.500316 -1.000000 5.208291 115.706951
4026264 2 1 1 1 1 1 0 8 1 4 9866 1143 22139 1105 3 0 1 800 830 915 12.228898 -1.000000 4.889083 115.706951
4026264 2 1 1 1 2 2 8 9 4 4 22139 1105 10302 1118 3 0 1 915 916 1000 4.915598 -1.000000 0.951177 115.706951
4026264 2 1 1 1 3 3 9 5 4 4 10302 1118 9837 1140 3 0 1 1000 1030 1130 14.841388 -1.000000 6.481154 115.706951
4026264 2 1 1 1 4 4 5 4 4 4 9837 1140 10031 608 3 0 1 1130 1131 1215 5.993342 -1.000000 1.686170 115.706951
4026264 2 1 1 1 5 5 4 5 4 4 10031 608 22728 672 3 0 1 1215 1220 1400 5.597146 -1.000000 1.409521 115.706951
4026264 2 1 1 2 1 6 5 0 4 1 22728 672 9866 1143 3 0 1 1400 1415 1600 9.875477 -1.000000 4.013527 115.706951
4026266 1 1 1 1 1 1 0 5 1 4 1531 301 1525 301 3 0 1 900 922 1000 3.219628 -1.000000 2.805367 119.777930
4026266 1 1 1 2 1 2 5 0 4 1 1525 301 1531 301 3 0 1 1000 1010 400 3.219628 -1.000000 2.805367 119.777930
4026266 2 1 1 1 1 1 0 4 1 4 1531 301 1565 302 3 0 1 800 815 1130 16.838554 -1.000000 9.014145 119.777930
4026266 2 1 1 2 1 2 4 4 4 4 1565 302 1525 301 3 0 1 1130 1140 1150 17.026592 -1.000000 9.014145 119.777930
4026266 2 1 1 2 2 3 4 0 4 1 1525 301 1531 301 3 0 1 1150 1200 1830 3.219628 -1.000000 2.805367 119.777930
4026266 2 1 2 1 1 4 0 4 1 4 1531 301 1565 302 3 0 1 1830 1840 2030 16.838554 -1.000000 9.014145 119.777930
4026266 2 1 2 2 1 5 4 0 4 1 1565 302 1531 301 3 0 1 2030 2040 400 17.026592 -1.000000 9.014145 119.777930
4026405 1 1 1 1 1 1 0 1 1 2 6718 2196 1261 312 3 0 1 630 645 1130 14.099853 -1.000000 7.437605 320.043763
4026405 1 1 1 2 1 4 1 0 2 1 1261 312 6718 2196 3 0 1 1610 1625 1730 13.205137 -1.000000 7.437605 320.043763
4026405 1 1 2 1 1 2 1 6 2 4 1261 312 6792 2193 5 0 2 1130 1140 1230 9.481053 -1.000000 4.736758 320.043763
4026405 1 1 2 2 1 3 6 1 4 2 6792 2193 1261 312 5 0 2 1230 1240 1610 10.150828 -1.000000 4.736757 320.043763
4026405 1 1 3 1 1 5 0 4 1 4 6718 2196 6712 2195 5 0 1 1730 1745 1805 8.148721 -1.000000 3.206445 320.043763
4026405 1 1 3 1 2 6 4 7 4 4 6712 2195 297 2277 5 0 1 1805 1820 2045 14.810123 -1.000000 7.688661 320.043763
4026405 1 1 3 2 1 7 7 0 4 1 297 2277 6718 2196 5 0 1 2045 2110 400 15.374969 -1.000000 7.910518 320.043763
4026405 2 1 1 1 1 1 0 4 1 4 6718 2196 6718 2196 5 0 1 730 740 741 3.997715 -1.000000 2.236952 320.043763
4026405 2 1 1 2 1 2 4 0 4 1 6718 2196 6718 2196 4 0 1 741 743 1515 3.997715 -1.000000 2.236952 320.043763
4026405 2 1 2 1 1 3 0 4 1 4 6718 2196 6718 2196 4 0 1 1515 1525 1530 3.997715 -1.000000 2.236952 320.043763
4026405 2 1 2 2 1 4 4 0 4 1 6718 2196 6718 2196 5 0 1 1530 1540 1740 3.997715 -1.000000 2.236952 320.043763
4026405 2 1 3 1 1 5 0 4 1 4 6718 2196 6712 2195 5 0 2 1740 1745 1805 8.148721 -1.000000 3.206445 320.043763
4026405 2 1 3 1 2 6 4 7 4 4 6712 2195 297 2277 5 0 2 1805 1820 2045 14.810123 -1.000000 7.688661 320.043763
4026405 2 1 3 2 1 7 7 0 4 1 297 2277 6718 2196 5 0 2 2045 2110 400 15.374969 -1.000000 7.910518 320.043763
4026405 3 1 1 1 1 1 0 2 1 4 6718 2196 6718 2196 5 0 2 730 740 1530 3.997715 -1.000000 2.236952 320.043763
4026405 3 1 1 2 1 2 2 0 4 1 6718 2196 6718 2196 5 0 2 1530 1540 1730 3.997715 -1.000000 2.236952 320.043763
4026405 3 1 2 1 1 3 0 4 1 4 6718 2196 6712 2195 5 0 2 1730 1745 1805 8.148721 -1.000000 3.206445 320.043763
4026405 3 1 2 1 2 4 4 7 4 4 6712 2195 297 2277 5 0 2 1805 1820 2045 14.810123 -1.000000 7.688661 320.043763
4026405 3 1 2 2 1 5 7 0 4 1 297 2277 6718 2196 5 0 2 2045 2110 400 15.374969 -1.000000 7.910518 320.043763
4026456 1 1 1 1 1 1 0 5 1 4 25815 1878 29759 1796 3 0 1 900 915 1015 12.396057 -1.000000 5.851138 138.604407
4026456 1 1 1 2 1 2 5 5 4 4 29759 1796 29779 1949 3 0 1 1015 1020 1050 4.178504 -1.000000 0.599612 138.604407
4026456 1 1 1 2 2 3 5 0 4 1 29779 1949 25815 1878 3 0 1 1050 1105 1330 12.320453 -1.000000 5.982526 138.604407
4026456 1 1 2 1 1 4 0 5 1 4 25815 1878 31895 1918 3 0 1 1330 1340 1355 13.089772 -1.000000 5.222937 138.604407
4026456 1 1 2 2 1 5 5 0 4 1 31895 1918 25815 1878 3 0 1 1355 1405 400 12.853829 -1.000000 5.222937 138.604407
4026456 2 1 1 1 1 1 0 1 1 4 25815 1878 31903 1888 3 0 1 700 710 740 9.049659 -1.000000 3.210966 138.604407
4026456 2 1 1 2 1 2 1 0 4 1 31903 1888 25815 1878 3 0 1 740 755 400 9.008125 -1.000000 3.210967 138.604407
4026470 1 1 1 1 1 3 0 1 1 2 11157 1558 11249 1550 3 0 1 850 857 1410 7.846962 -1.000000 3.094338 67.747615
4026470 1 1 1 2 1 4 1 3 2 4 11249 1550 29235 1528 3 0 1 1410 1423 1435 7.079237 -1.000000 2.254066 67.747615
4026470 1 1 1 2 2 5 3 4 4 4 29235 1528 29279 1532 4 0 1 1435 1444 1455 4.658815 -1.000000 1.155677 67.747615
4026470 1 1 1 2 3 6 4 3 4 4 29279 1532 10677 1564 4 0 1 1455 1509 1518 13.501190 -1.000000 6.563544 67.747615
4026470 1 1 1 2 4 7 3 0 4 1 10677 1564 11157 1558 5 0 1 1518 1530 1746 14.502419 -1.000000 7.431709 67.747615
4026470 1 1 2 1 1 1 0 3 1 4 11157 1558 10677 1564 4 0 1 730 745 750 14.428433 -1.000000 7.431709 67.747615
4026470 1 1 2 2 1 2 3 0 4 1 10677 1564 11157 1558 3 0 1 750 800 850 14.502419 -1.000000 7.431709 67.747615
4026470 1 1 3 1 1 8 0 3 1 4 11157 1558 11157 1558 5 0 1 1746 1755 1757 3.036663 -1.000000 1.170558 67.747615
4026470 1 1 3 2 1 9 3 4 4 4 11157 1558 11051 1559 4 0 1 1757 1805 1834 4.770638 -1.000000 1.240981 67.747615
4026470 1 1 3 2 2 10 4 0 4 1 11051 1559 11157 1558 4 0 1 1834 1844 1950 4.775328 -1.000000 1.240981 67.747615
4026470 1 1 4 1 1 11 0 3 1 4 11157 1558 11157 1558 4 0 1 1950 1959 2010 3.036663 -1.000000 1.170558 67.747615
4026470 1 1 4 2 1 12 3 0 4 1 11157 1558 11157 1558 5 0 1 2010 2018 400 3.036663 -1.000000 1.170558 67.747615
4026470 2 1 1 1 1 1 0 3 1 4 11157 1558 29235 1528 4 0 1 710 718 721 8.015808 -1.000000 3.233876 67.747615
4026470 2 1 1 1 2 2 3 1 4 2 29235 1528 11231 1554 3 0 1 721 735 1000 9.438591 -1.000000 3.897048 67.747615
4026470 2 1 1 2 1 5 1 0 2 1 11231 1554 11157 1558 3 0 1 1700 1710 400 6.063320 -1.000000 2.249101 67.747615
4026470 2 1 2 1 1 3 1 1 2 4 11231 1554 29100 1531 3 0 1 1000 1015 1021 7.042281 -1.000000 2.368372 67.747615
4026470 2 1 2 2 1 4 1 1 4 2 29100 1531 11231 1554 3 0 1 1021 1035 1700 7.024181 -1.000000 2.368373 67.747615
4026470 3 1 1 1 1 1 0 2 1 3 11157 1558 10677 1564 4 0 2 730 745 1518 14.428433 -1.000000 7.431709 67.747615
4026470 3 1 1 2 1 2 2 0 3 1 10677 1564 11157 1558 5 0 2 1518 1530 1746 14.502419 -1.000000 7.431709 67.747615
4026470 3 1 2 1 1 3 0 2 1 4 11157 1558 11157 1558 5 0 2 1746 1755 2010 3.036663 -1.000000 1.170558 67.747615
4026470 3 1 2 2 1 4 2 0 4 1 11157 1558 11157 1558 5 0 2 2010 2017 400 3.036663 -1.000000 1.170558 67.747615
4026470 4 1 1 1 1 1 0 2 1 3 11157 1558 29235 1528 4 0 2 710 718 1435 8.015808 -1.000000 3.233876 67.747615
