hhno pno day tour half tseg tsvid opurp dpurp oadtyp dadtyp opcl otaz dpcl dtaz mode pathtype dorp deptm arrtm endacttm travtime travcost travdist trexpfac
6045731 1 1 1 2 1 2 9 0 4 1 32975 2735 3600 2787 4 0 1 1130 1200 400 22.765015 -1.000000 13.760728 111.213837
6045731 2 1 1 1 1 1 0 9 1 4 3600 2787 32975 2735 4 0 2 630 645 1130 21.134356 -1.000000 13.760729 111.213837
6045731 2 1 1 2 1 2 9 0 4 1 32975 2735 3600 2787 4 0 2 1130 1200 400 22.765015 -1.000000 13.760728 111.213837
6045823 1 1 1 1 1 1 0 1 1 2 8026 1501 8185 1480 5 0 1 700 730 1600 12.509928 -1.000000 8.165277 324.579265
6045823 1 1 1 2 1 2 1 0 2 1 8185 1480 8026 1501 5 0 1 1600 1620 1800 12.023609 -1.000000 8.505955 324.579265
6045823 1 1 2 1 1 3 0 7 1 4 8026 1501 10855 1467 4 0 1 1800 1815 1845 9.005112 -1.000000 5.050233 324.579265
6045823 1 1 2 1 2 4 7 7 4 4 10855 1467 10859 1467 4 0 1 1845 1900 2000 3.721392 -1.000000 3.071146 324.579265
6045823 1 1 2 2 1 5 7 0 4 1 10859 1467 8026 1501 4 0 1 2000 2015 400 9.003263 -1.000000 5.050234 324.579265
6045823 2 1 1 1 1 2 0 4 1 4 8026 1501 8141 1472 4 0 1 1730 1740 2015 7.954781 -1.000000 4.645013 324.579265
6045823 2 1 1 2 1 3 4 0 4 1 8141 1472 8026 1501 4 0 1 2015 2030 2100 7.964247 -1.000000 4.645012 324.579265
6045823 3 1 1 1 1 1 0 4 1 4 8026 1501 8185 1480 5 0 2 700 730 1600 12.509928 -1.000000 8.165277 324.579265
6045823 3 1 1 2 1 2 4 0 4 1 8185 1480 8026 1501 5 0 2 1600 1620 1800 12.023609 -1.000000 8.505955 324.579265
6045823 3 1 2 1 1 3 0 7 1 4 8026 1501 10855 1467 4 0 2 1800 1815 1845 9.005112 -1.000000 5.050233 324.579265
6045823 3 1 2 1 2 4 7 7 4 4 10855 1467 10859 1467 4 0 2 1845 1900 2000 3.721392 -1.000000 3.071146 324.579265
6045823 3 1 2 2 1 5 7 0 4 1 10859 1467 8026 1501 4 0 2 2000 2015 400 9.003263 -1.000000 5.050234 324.579265
6045823 4 1 1 1 1 1 0 4 1 4 8026 1501 8185 1480 5 0 2 700 730 1600 12.509928 -1.000000 8.165277 324.579265
6045823 4 1 1 2 1 2 4 0 4 1 8185 1480 8026 1501 5 0 2 1600 1620 1730 12.023609 -1.000000 8.505955 324.579265
6045823 4 1 2 1 1 3 0 8 1 4 8026 1501 8141 1472 4 0 2 1730 1740 2015 7.954781 -1.000000 4.645013 324.579265
6045823 4 1 2 2 1 4 8 0 4 1 8141 1472 8026 1501 4 0 2 2015 2030 400 7.964247 -1.000000 4.645012 324.579265
6045838 1 1 1 1 1 1 0 1 1 2 23206 193 9141 861 3 0 1 618 644 1517 24.976810 -1.000000 13.906582 267.564734
6045838 1 1 1 2 1 2 1 0 2 1 9141 861 23206 193 3 0 1 1517 1547 1704 30.067020 -1.000000 14.091754 267.564734
6045838 1 1 2 1 1 5 0 1 1 2 23206 193 9141 861 3 0 1 1832 1859 2101 24.976810 -1.000000 13.906582 267.564734
6045838 1 1 2 2 1 6 1 0 2 1 9141 861 23206 193 3 0 1 2101 2124 400 30.067020 -1.000000 14.091754 267.564734
6045838 1 1 3 1 1 3 0 8 1 4 23206 193 22401 166 1 0 3 1704 1714 1746 6.681286 -1.000000 0.792324 267.564734
6045838 1 1 3 2 1 4 8 0 4 1 22401 166 23206 193 1 0 3 1746 1758 1832 6.760321 -1.000000 0.792324 267.564734
6045838 2 1 1 1 1 1 0 1 1 2 23206 193 6011 1174 3 0 1 638 654 1621 14.983909 -1.000000 6.167351 267.564734
6045838 2 1 1 2 1 2 1 0 2 1 6011 1174 23206 193 3 0 1 1621 1643 1716 15.410161 -1.000000 6.167353 267.564734
6045871 1 1 1 1 1 1 0 4 1 4 3561 2773 4609 723 3 0 1 1130 1150 1155 16.989109 -1.000000 10.037709 45.577711
6045871 1 1 1 1 2 2 4 4 4 4 4609 723 8530 757 3 0 1 1155 1205 1210 8.755745 -1.000000 3.552804 45.577711
6045871 1 1 1 1 3 3 4 4 4 4 8530 757 3592 2769 3 0 1 1210 1235 1300 11.057094 -1.000000 6.761007 45.577711
6045871 1 1 1 2 1 4 4 4 4 4 3592 2769 3549 2678 3 0 1 1300 1305 1310 6.778685 -1.000000 2.535043 45.577711
6045871 1 1 1 2 2 5 4 0 4 1 3549 2678 3561 2773 3 0 1 1310 1320 400 6.970812 -1.000000 2.828808 45.577711
6045885 1 1 1 1 1 1 0 1 1 2 24912 891 22711 975 3 0 1 600 615 800 16.674536 -1.000000 6.687418 33.485045
6045885 1 1 1 2 1 7 1 0 2 1 22711 975 24912 891 3 0 1 1835 1915 400 15.985667 -1.000000 6.681295 33.485045
6045885 1 1 2 1 1 2 1 4 2 4 22711 975 26812 634 3 0 1 800 810 1000 8.330222 -1.000000 2.667272 33.485045
6045885 1 1 2 2 1 3 4 1 4 2 26812 634 22711 975 3 0 1 1000 1010 1200 8.511003 -1.000000 2.667273 33.485045
6045885 1 1 3 1 1 4 1 4 2 4 22711 975 21769 1025 3 0 1 1200 1215 1300 8.693865 -1.000000 3.112242 33.485045
6045885 1 1 3 2 1 5 4 6 4 4 21769 1025 9847 1140 3 0 1 1300 1320 1400 14.054917 -1.000000 6.065347 33.485045
6045885 1 1 3 2 2 6 6 1 4 2 9847 1140 22711 975 3 0 1 1400 1410 1835 9.672544 -1.000000 3.717429 33.485045
6045889 1 1 1 1 1 1 0 1 1 4 6776 2204 27224 955 3 0 1 953 1027 1220 42.178543 -1.000000 23.248789 28.098568
6045889 1 1 1 2 1 2 1 9 4 4 27224 955 22141 1105 3 0 1 1220 1245 1355 8.669409 -1.000000 2.852631 28.098568
6045889 1 1 1 2 2 3 9 7 4 4 22141 1105 22152 1103 3 0 1 1355 1358 1515 4.592594 -1.000000 0.751658 28.098568
6045889 1 1 1 2 3 4 7 1 4 4 22152 1103 27224 955 3 0 1 1515 1530 1645 7.841974 -1.000000 2.315556 28.098568
6045889 1 1 1 2 4 5 1 0 4 1 27224 955 6776 2204 3 0 1 1645 1730 400 35.572594 -1.000000 23.311592 28.098568
6045889 2 1 1 1 1 1 0 10 1 6 6776 2204 -1 -1 3 0 1 630 712 713 -1.000000 -1.000000 -1.000000 28.098568
6045889 2 1 1 1 2 1 10 1 6 2 -1 -1 23142 200 6 3 1 713 755 1300 -1.000000 -1.000000 -1.000000 28.098568
6045889 2 1 1 2 1 4 1 10 2 6 23142 200 -1 -1 6 3 1 1700 1737 1738 -1.000000 -1.000000 -1.000000 28.098568
6045889 2 1 1 2 2 4 10 0 6 1 -1 -1 6776 2204 3 0 1 1738 1814 400 -1.000000 -1.000000 -1.000000 28.098568
6045889 2 1 2 1 1 2 1 8 2 4 23142 200 22714 974 1 0 3 1300 1310 1335 6.099864 -1.000000 1.052680 28.098568
6045889 2 1 2 2 1 3 8 1 4 2 22714 974 23142 200 1 0 3 1335 1345 1700 5.916789 -1.000000 0.958324 28.098568
6045909 1 1 1 1 1 1 0 4 1 4 5947 581 22152 1103 3 0 1 650 705 710 14.961138 -1.000000 6.716934 308.766485
6045909 1 1 1 1 2 2 4 4 4 4 22152 1103 22140 1105 3 0 1 710 715 725 4.503470 -1.000000 0.751658 308.766485
6045909 1 1 1 1 3 3 4 1 4 2 22140 1105 22173 1120 3 0 1 725 730 1810 4.685648 -1.000000 0.869263 308.766485
6045909 1 1 1 2 1 4 1 0 2 1 22173 1120 5947 581 3 0 1 1810 1825 400 16.170937 -1.000000 6.992062 308.766485
6045909 2 1 1 1 1 1 0 5 1 4 5947 581 6045 1153 4 0 1 1200 1210 1240 7.511340 -1.000000 2.709553 308.766485
6045909 2 1 1 1 2 2 5 5 4 4 6045 1153 6045 1153 4 0 1 1240 1245 1330 3.732496 -1.000000 0.844618 308.766485
6045909 2 1 1 1 3 3 5 4 4 4 6045 1153 9869 1152 4 0 1 1330 1335 1350 4.631344 -1.000000 1.014694 308.766485
6045909 2 1 1 1 4 4 4 4 4 4 9869 1152 22124 1102 4 0 1 1350 1425 1500 14.295202 -1.000000 6.132891 308.766485
6045909 2 1 1 1 5 5 4 4 4 4 22124 1102 26433 1144 4 0 1 1500 1520 1615 11.310987 -1.000000 4.501514 308.766485
6045909 2 1 1 2 1 6 4 0 4 1 26433 1144 5947 581 4 0 1 1615 1630 400 8.568075 -1.000000 2.915167 308.766485
6045909 3 1 1 1 1 1 0 5 1 4 5947 581 6045 1153 4 0 2 1200 1210 1240 7.511340 -1.000000 2.709553 308.766485
6045909 3 1 1 1 2 2 5 5 4 4 6045 1153 6045 1153 4 0 2 1240 1245 1330 3.732496 -1.000000 0.844618 308.766485
6045909 3 1 1 1 3 3 5 4 4 4 6045 1153 9869 1152 4 0 2 1330 1335 1350 4.631344 -1.000000 1.014694 308.766485
6045909 3 1 1 1 4 4 4 2 4 4 9869 1152 22124 1102 4 0 2 1350 1425 1500 14.295202 -1.000000 6.132891 308.766485
6045909 3 1 1 2 1 5 2 4 4 4 22124 1102 26433 1144 4 0 2 1500 1520 1615 11.310987 -1.000000 4.501514 308.766485
6045909 3 1 1 2 2 6 4 0 4 1 26433 1144 5947 581 4 0 2 1615 1630 400 8.568075 -1.000000 2.915167 308.766485
6045923 1 1 1 1 1 1 0 7 1 4 26494 1162 27171 1229 3 0 1 526 537 600 7.762709 -1.000000 2.977391 267.564734
6045923 1 1 1 1 2 2 7 1 4 2 27171 1229 22648 209 6 3 3 600 648 904 21.618898 -1.000000 12.013548 267.564734
6045923 1 1 1 2 1 7 1 7 2 4 22648 209 27171 1229 6 3 3 1600 1645 1650 19.639233 -1.000000 12.014898 267.564734
6045923 1 1 1 2 2 8 7 0 4 1 27171 1229 26494 1162 3 0 1 1650 1700 400 7.842036 -1.000000 2.977391 267.564734
6045923 1 1 2 1 1 3 1 1 2 4 22648 209 4801 229 1 0 3 904 910 915 6.225105 -1.000000 0.537912 267.564734
6045923 1 1 2 2 1 4 1 1 4 2 4801 229 22648 209 1 0 3 915 920 1111 6.240367 -1.000000 0.537912 267.564734
6045923 1 1 3 1 1 5 1 5 2 4 22648 209 22584 218 1 0 3 1111 1116 1120 5.864687 -1.000000 0.443365 267.564734
6045923 1 1 3 2 1 6 5 1 4 2 22584 218 22648 209 1 0 3 1120 1123 1600 6.198563 -1.000000 0.592271 267.564734
6045923 2 1 1 1 1 1 0 1 1 2 26494 1162 28589 1133 3 0 1 640 655 1945 12.916091 -1.000000 5.603974 267.564734
6045923 2 1 1 2 1 2 1 0 2 1 28589 1133 26494 1162 3 0 1 1945 2000 400 12.012205 -1.000000 5.603974 267.564734
6045996 1 1 1 1 1 1 0 1 1 2 23447 244 23167 968 3 0 1 830 900 1710 16.424171 -1.000000 5.844826 40.752751
6045996 1 1 1 2 1 2 1 0 2 1 23167 968 23447 244 3 0 1 1710 1745 400 15.272676 -1.000000 5.837857 40.752751
6045996 2 1 1 1 1 1 0 4 1 4 23447 244 23364 706 3 0 1 1100 1115 1400 7.649112 -1.000000 2.817947 40.752751
6045996 2 1 1 2 1 2 4 0 4 1 23364 706 23447 244 3 0 1 1400 1415 400 8.034948 -1.000000 2.817947 40.752751
6046052 1 1 1 1 1 1 0 3 1 4 20427 2516 19697 2510 4 0 1 718 724 726 6.750205 -1.000000 1.936663 48.680414
6046052 1 1 1 2 1 2 3 0 4 1 19697 2510 20427 2516 3 0 3 726 755 1107 6.715783 -1.000000 1.936662 48.680414
6046052 1 1 2 1 1 6 0 3 1 4 20427 2516 19697 2510 3 0 1 1340 1346 1350 6.750205 -1.000000 1.936663 48.680414
6046052 1 1 2 2 1 7 3 9 4 4 19697 2510 20254 2543 4 0 1 1350 1358 1457 5.962643 -1.000000 1.663162 48.680414
6046052 1 1 2 2 2 8 9 0 4 1 20254 2543 20427 2516 4 0 1 1457 1507 1850 6.367190 -1.000000 1.707979 48.680414
6046052 1 1 3 1 1 3 0 4 1 4 20427 2516 20413 2396 3 0 1 1107 1114 1119 7.357697 -1.000000 2.439790 48.680414
6046052 1 1 3 1 2 4 4 7 4 4 20413 2396 24203 21 3 0 1 1119 1140 1230 23.146425 -1.000000 12.231173 48.680414
6046052 1 1 3 2 1 5 7 0 4 1 24203 21 20427 2516 3 0 1 1230 1255 1340 22.107992 -1.000000 14.354583 48.680414
6046052 2 1 1 1 1 2 0 1 1 2 20427 2516 22660 226 3 0 1 830 906 1805 32.959549 -1.000000 18.979849 48.680414
6046052 2 1 1 2 1 3 1 4 2 4 22660 226 6477 11 3 0 1 1805 1822 1827 15.865284 -1.000000 7.282316 48.680414
6046052 2 1 1 2 2 4 4 0 4 1 6477 11 20427 2516 3 0 1 1827 1845 1850 19.442911 -1.000000 12.416852 48.680414
6046052 3 1 1 1 1 1 0 2 1 3 20427 2516 19697 2510 4 0 2 718 724 1350 6.750205 -1.000000 1.936663 48.680414
6046052 3 1 1 2 1 2 2 9 3 4 19697 2510 20254 2543 4 0 2 1350 1358 1457 5.962643 -1.000000 1.663162 48.680414
6046052 3 1 1 2 2 3 9 0 4 1 20254 2543 20427 2516 4 0 2 1457 1507 400 6.367190 -1.000000 1.707979 48.680414
6046056 1 1 1 1 1 1 0 1 1 2 5341 486 22429 182 2 0 3 800 900 1800 13.864291 -1.000000 5.681249 28.166385
6046056 1 1 1 2 1 2 1 0 2 1 22429 182 5341 486 2 0 3 1800 1830 400 13.262976 -1.000000 5.543764 28.166385
6046056 2 1 1 1 1 1 0 1 1 2 5341 486 9270 172 2 0 3 800 900 1800 14.121299 -1.000000 5.712062 28.166385
6046056 2 1 1 2 1 2 1 0 2 1 9270 172 5341 486 2 0 3 1800 1830 400 13.870444 -1.000000 5.712062 28.166385
6046059 1 1 1 1 1 8 0 4 1 4 15818 2603 15346 2588 3 0 1 1810 1820 1925 6.277338 -1.000000 1.821482 409.164820
6046059 1 1 1 1 2 9 4 5 4 4 15346 2588 15332 2587 4 0 1 1925 1930 1955 6.131226 -1.000000 2.083458 409.164820
6046059 1 1 1 1 3 10 5 3 4 4 15332 2587 15793 2601 4 0 1 1955 2000 2006 4.890664 -1.000000 1.321147 409.164820
6046059 1 1 1 2 1 11 3 0 4 1 15793 2601 15818 2603 3 0 1 2006 2011 400 5.148235 -1.000000 0.991007 409.164820
6046059 1 1 2 1 1 1 0 4 1 4 15818 2603 15822 2603 3 0 1 750 755 1200 3.707489 -1.000000 0.698907 409.164820
6046059 1 1 2 2 1 2 4 5 4 4 15822 2603 15353 2588 3 0 1 1200 1210 1222 6.277338 -1.000000 1.821482 409.164820
6046059 1 1 2 2 2 3 5 4 4 4 15353 2588 15251 1289 3 0 1 1222 1232 1242 5.478611 -1.000000 1.842558 409.164820
6046059 1 1 2 2 3 4 4 6 4 4 15251 1289 15791 2601 3 0 1 1242 1245 1308 7.163051 -1.000000 2.355389 409.164820
6046059 1 1 2 2 4 5 6 5 4 4 15791 2601 15332 2587 3 0 1 1308 1309 1317 5.087679 -1.000000 1.321147 409.164820
6046059 1 1 2 2 5 6 5 5 4 4 15332 2587 15790 2601 3 0 1 1317 1319 1350 4.890664 -1.000000 1.321147 409.164820
6046059 1 1 2 2 6 7 5 0 4 1 15790 2601 15818 2603 3 0 1 1350 1400 1810 5.148235 -1.000000 0.991007 409.164820
6046062 1 1 1 1 1 1 0 4 1 4 3470 767 27961 826 4 0 1 635 640 645 7.366499 -1.000000 2.249253 458.543647
6046062 1 1 1 1 2 2 4 3 4 4 27961 826 2791 2718 4 0 1 645 711 720 30.121759 -1.000000 20.596210 458.543647
6046062 1 1 1 1 3 3 3 1 4 2 2791 2718 32564 2731 3 0 1 720 730 1540 8.167786 -1.000000 3.344954 458.543647
6046062 1 1 1 2 1 4 1 4 2 4 32564 2731 32962 2735 3 0 1 1540 1545 1555 6.056504 -1.000000 1.769023 458.543647
6046062 1 1 1 2 2 5 4 3 4 4 32962 2735 2791 2718 3 0 1 1555 1611 1620 7.156128 -1.000000 2.323460 458.543647
6046062 1 1 1 2 3 6 3 5 4 4 2791 2718 4666 735 4 0 1 1620 1655 1710 32.721344 -1.000000 20.593225 458.543647
6046062 1 1 1 2 4 7 5 5 4 4 4666 735 4609 723 5 0 3 1710 1749 1840 5.178007 -1.000000 1.339004 458.543647
6046062 1 1 1 2 5 8 5 3 4 4 4609 723 8528 726 5 0 1 1840 1844 1855 7.642521 -1.000000 2.641147 458.543647
6046062 1 1 1 2 6 9 3 5 4 4 8528 726 4666 735 5 0 2 1855 1901 2005 7.656575 -1.000000 2.602709 458.543647
6046062 1 1 1 2 7 10 5 5 4 4 4666 735 8530 757 4 0 2 2005 2020 2023 6.809085 -1.000000 2.203878 458.543647
6046062 1 1 1 2 8 11 5 0 4 1 8530 757 3470 767 4 0 2 2023 2028 400 5.944507 -1.000000 1.474289 458.543647
6046071 1 1 1 1 1 6 0 5 1 4 11025 1556 11181 1560 4 0 2 1644 1652 1701 5.895240 -1.000000 1.836458 35.617320
6046071 1 1 1 2 1 7 5 0 4 1 11181 1560 11025 1556 4 0 2 1701 1706 400 5.893727 -1.000000 1.836457 35.617320
6046071 1 1 2 1 1 1 0 4 1 4 11025 1556 29100 1531 4 0 2 1050 1059 1100 7.785041 -1.000000 3.074957 35.617320
6046071 1 1 2 1 2 2 4 4 4 4 29100 1531 29259 1533 4 0 2 1100 1102 1103 3.463192 -1.000000 0.229184 35.617320
6046071 1 1 2 1 3 3 4 8 4 4 29259 1533 11157 1558 4 0 2 1103 1109 1144 6.970672 -1.000000 2.344300 35.617320
6046071 1 1 2 2 1 4 8 5 4 4 11157 1558 10645 1538 4 0 2 1144 1150 1215 5.413407 -1.000000 1.566421 35.617320
6046071 1 1 2 2 2 5 5 0 4 1 10645 1538 11025 1556 4 0 2 1215 1220 1644 5.420379 -1.000000 1.701982 35.617320
6046071 2 1 1 1 1 6 0 5 1 4 11025 1556 11181 1560 4 0 1 1644 1652 1701 5.895240 -1.000000 1.836458 35.617320
6046071 2 1 1 2 1 7 5 0 4 1 11181 1560 11025 1556 4 0 1 1701 1706 400 5.893727 -1.000000 1.836457 35.617320
6046071 2 1 2 1 1 1 0 4 1 4 11025 1556 29100 1531 4 0 1 1050 1059 1100 7.785041 -1.000000 3.074957 35.617320
6046071 2 1 2 1 2 2 4 4 4 4 29100 1531 29259 1533 4 0 1 1100 1102 1103 3.463192 -1.000000 0.229184 35.617320
6046071 2 1 2 1 3 3 4 8 4 4 29259 1533 11157 1558 4 0 1 1103 1109 1144 6.970672 -1.000000 2.344300 35.617320
6046071 2 1 2 2 1 4 8 5 4 4 11157 1558 10645 1538 4 0 1 1144 1150 1215 5.413407 -1.000000 1.566421 35.617320
6046071 2 1 2 2 2 5 5 0 4 1 10645 1538 11025 1556 4 0 1 1215 1220 1644 5.420379 -1.000000 1.701982 35.617320
6046085 1 1 1 1 1 1 0 4 1 4 16850 2435 15095 1286 4 0 1 845 930 945 32.323296 -1.000000 19.749104 222.118608
6046085 1 1 1 1 2 2 4 5 4 4 15095 1286 19950 2528 4 0 1 945 1015 1146 33.835892 -1.000000 19.085485 222.118608
6046085 1 1 1 2 1 3 5 5 4 4 19950 2528 17760 2507 4 0 1 1146 1210 1219 7.657329 -1.000000 2.462256 222.118608
6046085 1 1 1 2 2 4 5 8 4 1 17760 2507 16850 2435 4 0 1 1219 1237 400 19.577415 -1.000000 10.349908 222.118608
6046085 2 1 1 1 1 1 0 4 1 4 16850 2435 15095 1286 4 0 2 845 930 945 32.323296 -1.000000 19.749104 222.118608
6046085 2 1 1 1 2 2 4 5 4 4 15095 1286 19950 2528 4 0 2 945 1015 1146 33.835892 -1.000000 19.085485 222.118608
6046085 2 1 1 2 1 3 5 5 4 4 19950 2528 17760 2507 4 0 2 1146 1210 1219 7.657329 -1.000000 2.462256 222.118608
6046085 2 1 1 2 2 4 5 0 4 1 17760 2507 16850 2435 4 0 2 1219 1237 400 19.577415 -1.000000 10.349908 222.118608
6046093 1 1 1 1 1 3 0 3 1 4 26488 1161 27096 1114 4 0 1 1315 1325 1326 8.359348 -1.000000 3.769960 671.040261
6046093 1 1 1 2 1 4 3 4 4 4 27096 1114 27073 1149 3 0 1 1326 1332 1408 6.749840 -1.000000 2.434469 671.040261
6046093 1 1 1 2 2 5 4 0 4 1 27073 1149 26488 1161 3 0 1 1408 1420 1450 7.753869 -1.000000 2.967491 671.040261
6046093 1 1 2 1 1 6 0 3 1 4 26488 1161 6048 1155 3 0 1 1450 1500 1505 7.407362 -1.000000 2.692876 671.040261
6046093 1 1 2 2 1 7 3 9 4 4 6048 1155 22923 675 4 0 1 1505 1525 1600 14.037127 -1.000000 6.306904 671.040261
6046093 1 1 2 2 2 8 9 5 4 4 22923 675 23132 961 4 0 1 1600 1602 1605 3.849053 -1.000000 0.466151 671.040261
6046093 1 1 2 2 3 9 5 5 4 4 23132 961 26481 1156 4 0 1 1605 1620 1630 13.166307 -1.000000 5.885731 671.040261
6046093 1 1 2 2 4 10 5 0 4 1 26481 1156 26488 1161 4 0 1 1630 1637 400 4.544234 -1.000000 1.526677 671.040261
6046093 1 1 3 1 1 1 0 8 1 4 26488 1161 19320 1200 2 0 3 1105 1120 1155 7.157074 -1.000000 3.118786 671.040261
6046093 1 1 3 2 1 2 8 0 4 1 19320 1200 26488 1161 2 0 3 1155 1210 1315 7.256485 -1.000000 3.118787 671.040261
6046093 2 1 1 1 1 1 0 3 1 4 26488 1161 27096 1114 5 0 1 720 735 739 8.359348 -1.000000 3.769960 671.040261
6046093 2 1 1 1 2 2 3 3 4 4 27096 1114 6048 1155 4 0 1 739 751 753 9.450157 -1.000000 4.215047 671.040261
6046093 2 1 1 1 3 3 3 1 4 2 6048 1155 22648 209 3 0 3 753 820 1445 17.090784 -1.000000 7.818881 671.040261
6046093 2 1 1 2 1 4 1 3 2 4 22648 209 27096 1114 3 0 3 1445 1515 1530 16.413784 -1.000000 6.589349 671.040261
6046093 2 1 1 2 2 5 3 0 4 1 27096 1114 26488 1161 4 0 1 1530 1545 1730 8.089735 -1.000000 3.769959 671.040261
6046093 2 1 2 1 1 6 0 3 1 4 26488 1161 27107 1115 4 0 1 1730 1740 1815 10.558465 -1.000000 4.490462 671.040261
6046093 2 1 2 2 1 7 3 0 4 1 27107 1115 26488 1161 4 0 1 1815 1830 400 10.219284 -1.000000 4.490462 671.040261
6046093 3 1 1 1 1 1 0 2 1 3 26488 1161 27096 1114 5 0 2 720 735 1200 8.359348 -1.000000 3.769960 671.040261
6046093 3 1 1 2 1 2 2 6 3 4 27096 1114 22176 1106 5 0 2 1200 1213 1245 6.165591 -1.000000 1.991778 671.040261
6046093 3 1 1 2 2 3 6 8 4 3 22176 1106 27096 1114 5 0 2 1245 1258 1530 6.074739 -1.000000 1.991777 671.040261
6046093 3 1 1 2 3 4 8 0 3 1 27096 1114 26488 1161 4 0 2 1530 1545 1730 8.089735 -1.000000 3.769959 671.040261
6046093 3 1 2 1 1 5 0 2 1 4 26488 1161 27107 1115 4 0 2 1730 1740 1815 10.558465 -1.000000 4.490462 671.040261
6046093 3 1 2 2 1 6 2 0 4 1 27107 1115 26488 1161 4 0 2 1815 1830 400 10.219284 -1.000000 4.490462 671.040261
6046093 4 1 1 1 1 1 0 3 1 4 26488 1161 27096 1114 5 0 2 720 735 737 8.359348 -1.000000 3.769960 671.040261
6046093 4 1 1 1 2 2 3 2 4 3 27096 1114 6048 1155 4 0 2 737 751 1505 9.450157 -1.000000 4.215047 671.040261
6046093 4 1 1 2 1 3 2 9 3 4 6048 1155 22923 675 4 0 2 1505 1525 1600 14.037127 -1.000000 6.306904 671.040261
6046093 4 1 1 2 2 4 9 5 4 4 22923 675 23132 961 4 0 2 1600 1602 1605 3.849053 -1.000000 0.466151 671.040261
6046093 4 1 1 2 3 5 5 4 4 4 23132 961 26481 1156 4 0 2 1605 1620 1630 13.166307 -1.000000 5.885731 671.040261
6046093 4 1 1 2 4 6 4 0 4 1 26481 1156 26488 1161 4 0 2 1630 1637 400 4.544234 -1.000000 1.526677 671.040261
6046110 1 1 1 1 1 1 0 1 1 2 9107 1638 30060 2009 3 0 1 600 630 1505 13.730326 -1.000000 6.222423 34.460798
6046110 1 1 1 2 1 2 1 0 2 1 30060 2009 9107 1638 3 0 1 1505 1530 400 13.834772 -1.000000 6.222423 34.460798
6046133 1 1 1 1 1 1 0 1 1 2 14559 1327 13559 1374 3 0 1 715 725 1630 7.211691 -1.000000 2.578741 48.015299
6046133 1 1 1 2 1 2 1 0 2 1 13559 1374 14559 1327 3 0 1 1630 1640 1830 7.086838 -1.000000 2.582591 48.015299
6046134 1 1 1 1 1 1 0 8 1 3 26587 656 23215 952 3 0 1 1003 1014 1110 7.724030 -1.000000 1.874242 33.485045
6046134 1 1 1 1 2 2 8 4 3 2 23215 952 22124 1102 3 0 1 1110 1120 1137 10.168715 -1.000000 3.147920 33.485045
6046134 1 1 1 1 3 3 4 5 2 4 22124 1102 22141 1105 3 0 1 1137 1142 1147 4.833930 -1.000000 0.973694 33.485045
6046134 1 1 1 1 4 4 5 8 4 4 22141 1105 28652 1128 3 0 1 1147 1158 1252 9.240234 -1.000000 3.327532 33.485045
6046134 1 1 1 1 5 5 8 7 4 4 28652 1128 28552 1127 3 0 1 1252 1300 1520 5.302927 -1.000000 1.183706 33.485045
6046134 1 1 1 2 1 6 7 0 4 1 28552 1127 26587 656 3 0 1 1520 1529 400 10.472687 -1.000000 4.170251 33.485045
6046200 2 1 1 1 1 1 0 1 1 4 26497 1162 23183 198 3 0 1 805 832 1831 20.418018 -1.000000 9.081830 535.977469
6046200 2 1 1 2 1 2 1 0 4 1 23183 198 26497 1162 3 0 1 1831 1858 400 18.454994 -1.000000 8.989015 535.977469
6046389 1 1 1 1 1 1 0 1 1 2 17316 2451 17386 2493 3 0 1 645 655 1545 5.814590 -1.000000 1.402341 51.459310
6046389 1 1 1 2 1 2 1 0 2 1 17386 2493 17316 2451 3 0 1 1545 1550 1552 5.769799 -1.000000 1.402341 51.459310
6046389 1 1 2 1 1 3 0 3 1 4 17316 2451 19021 2393 4 0 1 1552 1600 1602 13.591595 -1.000000 5.835581 51.459310
6046389 1 1 2 1 2 4 3 1 4 2 19021 2393 17386 2493 3 0 1 1602 1615 1700 11.243262 -1.000000 4.421862 51.459310
6046389 1 1 2 2 1 5 1 0 2 1 17386 2493 17316 2451 3 0 1 1700 1710 1825 5.769799 -1.000000 1.402341 51.459310
6046389 1 1 3 1 1 6 0 3 1 4 17316 2451 19021 2393 3 0 1 1825 1835 1836 13.591595 -1.000000 5.835581 51.459310
6046389 1 1 3 2 1 7 3 0 4 1 19021 2393 17316 2451 4 0 1 1836 1900 400 12.798711 -1.000000 5.835581 51.459310
6046389 3 1 1 1 1 1 0 2 1 3 17316 2451 17304 2455 4 0 1 645 655 1445 5.170808 -1.000000 1.081709 51.459310
6046389 3 1 1 2 1 2 2 0 3 1 17304 2455 17316 2451 4 0 1 1445 1500 400 5.133583 -1.000000 1.081709 51.459310
6046389 4 1 1 1 1 1 0 2 1 3 17316 2451 17304 2455 4 0 2 645 655 1445 5.170808 -1.000000 1.081709 51.459310
6046389 4 1 1 2 1 2 2 0 3 1 17304 2455 17316 2451 4 0 2 1445 1500 1550 5.133583 -1.000000 1.081709 51.459310
6046389 4 1 2 1 1 3 0 8 1 4 17316 2451 19021 2393 4 0 2 1550 1600 1836 13.591595 -1.000000 5.835581 51.459310
6046389 4 1 2 2 1 4 8 0 4 1 19021 2393 17316 2451 4 0 2 1836 1900 400 12.798711 -1.000000 5.835581 51.459310
