hhno day dow jttours phtours fhtours hdexpfac
4007195 1 3 0 0 0 71.085157
4007233 1 3 0 0 0 55.949159
4007250 1 3 0 0 0 121.444961
4007313 1 2 0 0 0 37.15015
4007384 1 5 0 0 0 35.923689
4007393 1 5 0 0 0 95.072171
4007446 1 5 0 0 0 188.911523
4007448 1 6 0 0 0 96.625921
4007486 1 6 0 0 0 653.468124
4007511 1 4 0 0 0 54.280683
4007565 1 6 0 0 0 52.339183
4007612 1 6 0 0 0 51.621166
4007657 1 6 0 0 0 43.27885
4007687 1 2 0 0 0 54.091196
4007937 1 4 0 0 0 368.804512
4008048 1 3 0 0 0 138.620516
4008126 1 2 0 0 0 63.878809
4008135 1 3 0 0 0 52.881307
4008160 1 3 0 0 0 189.74803
4008230 1 2 0 0 0 413.820865
4008263 1 5 0 0 0 51.903642
4008290 1 5 0 0 0 41.122288
4008360 1 6 0 0 0 34.499866
4008400 1 4 0 0 0 87.717786
4008437 1 4 0 0 0 79.971202
4008444 1 6 0 0 0 45.969239
4008462 1 3 0 0 0 42.375747
4008471 1 3 0 0 0 42.004281
4008485 1 3 0 0 0 534.052894
4008490 1 6 0 0 0 55.949159
4008507 1 4 0 0 0 29.231968
4008532 1 3 0 0 0 160.440661
4008561 1 5 0 0 0 102.473354
4008643 1 3 0 0 0 37.15015
4008673 1 3 0 0 0 95.072171
4008807 1 2 0 0 0 95.072171
4008869 1 5 0 0 0 160.440661
4008886 1 5 0 0 0 62.887599
4008939 1 6 0 0 0 81.23353
4008986 1 4 0 0 0 47.062368
4008996 1 3 0 0 0 24.752707
4009004 1 6 0 0 0 86.513716
4009023 1 3 0 0 0 71.085157
4009087 1 5 0 0 0 71.085157
4009089 1 5 0 0 0 51.903642
4009188 1 4 0 0 0 48.306616
4009239 1 4 0 0 0 47.062368
4009274 1 5 0 0 0 86.513716
4009297 1 6 0 0 0 160.440661
4009311 1 3 0 0 0 63.878809
4009332 1 3 0 0 0 65.157681
4009552 1 5 0 0 0 41.122288
4009636 1 2 0 0 0 48.893854
4009686 1 6 0 0 0 58.200786
4009792 1 4 0 0 0 91.595249
4009822 1 4 0 0 0 55.949159
4009892 1 6 0 0 0 44.931916
4009942 1 6 0 0 0 47.273498
4009967 1 6 0 0 0 41.833007
4009989 1 3 0 0 0 55.949159
4009992 1 3 0 0 0 62.530603
4010099 1 5 0 0 0 395.223601
4010133 1 4 0 0 0 41.732001
4010191 1 6 0 0 0 349.26313
4010232 1 3 0 0 0 307.935894
4010238 1 5 0 0 0 95.072171
4010259 1 5 0 0 0 45.245216
4010275 1 5 0 0 0 94.723909
4010282 1 2 0 0 0 69.795838
4010287 1 5 0 0 0 86.611874
4010298 1 4 0 0 0 95.072171
4010359 1 2 0 0 0 71.085157
4010430 1 2 0 0 0 95.845468
4010483 1 6 0 0 0 118.030293
4010497 1 5 0 0 0 80.265225
4010511 1 4 0 0 0 85.630474
4010563 1 4 0 0 0 140.742478
4010596 1 5 0 0 0 51.621166
4010780 1 4 0 0 0 95.072171
4010837 1 2 0 0 0 94.273893
4010905 1 4 0 0 0 91.595249
4010931 1 6 0 0 0 237.162281
4010969 1 6 0 0 0 47.062368
4011038 1 4 0 0 0 110.719844
4011152 1 4 0 0 0 110.719844
4011160 1 5 0 0 0 71.085157
4011169 1 4 0 0 0 71.46932
4011193 1 4 0 0 0 56.567667
4011222 1 4 0 0 0 95.072171
4011274 1 6 0 0 0 102.473354
4011317 1 4 0 0 0 64.884911
4011322 1 5 0 0 0 86.513716
4011458 1 3 0 0 0 465.373052
4011462 1 6 0 0 0 55.949159
4011497 1 6 0 0 0 94.894053
4011550 1 6 0 0 0 102.473354
4011554 1 2 0 0 0 316.927216
4011622 1 3 0 0 0 27.094128
4011707 1 4 0 0 0 79.971202
4011717 1 5 0 0 0 413.233524
4011729 1 3 0 0 0 48.532805
4011742 1 5 0 0 0 48.306616
4011747 1 3 0 0 0 40.805227
4011759 1 6 0 0 0 240.082753
4011838 1 3 0 0 0 31.807476
4011916 1 4 0 0 0 36.725298
4011979 1 2 0 0 0 105.869217
4012027 1 3 0 0 0 222.108054
4012084 1 2 0 0 0 51.903642
4012089 1 4 0 0 0 79.971202
4012132 1 5 0 0 0 60.304692
4012216 1 5 0 0 0 80.265225
4012248 1 2 0 0 0 95.072171
4012263 1 3 0 0 0 41.833007
4012313 1 6 0 0 0 110.719844
4012321 1 6 0 0 0 68.09255
4012333 1 5 0 0 0 295.654074
4012376 1 5 0 0 0 41.833007
4012377 1 6 0 0 0 140.742478
4012393 1 4 0 0 0 55.949159
4012405 1 2 0 0 0 91.57985
4012448 1 5 0 0 0 62.530603
4012455 1 6 0 0 0 33.837109
4012464 1 2 0 0 0 42.004281
4012472 1 5 0 0 0 41.833007
4012509 1 5 0 0 0 140.742478
4012551 1 5 0 0 0 63.943316
4012586 1 2 0 0 0 130.708688
4012603 1 6 0 0 0 54.036979
4012651 1 3 0 0 0 121.444961
4012714 1 2 0 0 0 170.691975
4012715 1 6 0 0 0 237.387009
4012737 1 3 0 0 0 362.540993
4012745 1 6 0 0 0 40.422902
4012780 1 4 0 0 0 46.823106
4012811 1 5 0 0 0 55.949159
4012830 1 5 0 0 0 329.149798
4012886 1 3 0 0 0 55.949159
4012902 1 6 0 0 0 44.931916
4012957 1 3 0 0 0 124.302807
4012966 1 2 0 0 0 71.085157
4013015 1 3 0 0 0 41.020422
4013071 1 6 0 0 0 175.634574
4013095 1 3 0 0 0 55.949159
4013105 1 5 0 0 0 87.717786
4013110 1 4 0 0 0 152.048291
4013233 1 5 0 0 0 68.09255
4013243 1 5 0 0 0 79.033587
4013267 1 5 0 0 0 184.669767
4013304 1 3 0 0 0 609.25011
4013442 1 5 0 0 0 65.157681
4013455 1 3 0 0 0 115.706951
4013481 1 5 0 0 0 32.545732
4013484 1 3 0 0 0 49.742836
4013491 1 4 0 0 0 1896.746704
4013554 1 4 0 0 0 265.751934
4013556 1 5 0 0 0 85.331343
4013598 1 3 0 0 0 110.719844
4013645 1 2 0 0 0 69.807541
4013696 1 4 0 0 0 95.072171
4013778 1 5 0 0 0 219.992242
4013801 1 2 0 0 0 41.122288
4013850 1 3 0 0 0 47.062368
4013869 1 2 0 0 0 231.851639
4013888 1 6 0 0 0 203.42373
4014008 1 3 0 0 0 95.072171
4014157 1 3 0 0 0 80.65394
4014185 1 3 0 0 0 55.949159
4014240 1 2 0 0 0 32.136679
4014243 1 5 0 0 0 47.273498
4014434 1 4 0 0 0 54.280683
4014462 1 2 0 0 0 53.216083
4014510 1 4 0 0 0 71.085157
4014538 1 6 0 0 0 65.157681
4014579 1 4 0 0 0 42.036026
4014713 1 3 0 0 0 55.949159
4014715 1 2 0 0 0 179.472904
4014737 1 6 0 0 0 121.396937
4014740 1 2 0 0 0 95.072171
4014862 1 4 0 0 0 44.931916
4014879 1 4 0 0 0 46.87364
4014972 1 2 0 0 0 82.524539
4014975 1 3 0 0 0 160.19586
4015060 1 4 0 0 0 171.042835
4015094 1 5 0 0 0 63.878809
4015131 1 6 0 0 0 157.009368
4015170 1 3 0 0 0 39.778653
4015208 1 6 0 0 0 36.725298
4015210 1 2 0 0 0 30.856071
4015265 1 3 0 0 0 51.903642
4015269 1 2 0 0 0 89.479118
4015277 1 2 0 0 0 70.326071
4015371 1 5 0 0 0 160.440661
4015381 1 3 0 0 0 228.329494
4015404 1 4 0 0 0 950.354145
4015436 1 5 0 0 0 55.601687
4015451 1 2 0 0 0 80.65394
4015456 1 5 0 0 0 63.878809
4015470 1 4 0 0 0 160.19586
4015618 1 2 0 0 0 114.125598
4015685 1 5 0 0 0 50.612422
4015695 1 5 0 0 0 313.643133
4015748 1 5 0 0 0 68.09255
4015760 1 5 0 0 0 282.165341
4015797 1 3 0 0 0 201.975805
4015799 1 3 0 0 0 34.499866
4015807 1 5 0 0 0 63.878809
4015918 1 4 0 0 0 52.881307
4015919 1 4 0 0 0 81.23353
4015924 1 5 0 0 0 62.637933
4015949 1 6 0 0 0 412.816646
4015955 1 6 0 0 0 297.831864
4015968 1 6 0 0 0 53.301176
4016004 1 2 0 0 0 79.971202
4016018 1 3 0 0 0 49.04098
4016056 1 3 0 0 0 260.291134
4016058 1 2 0 0 0 43.27885
4016059 1 4 0 0 0 32.545732
4016187 1 3 0 0 0 95.072171
4016201 1 6 0 0 0 71.085157
4016214 1 4 0 0 0 282.165341
4016217 1 6 0 0 0 950.354145
4016226 1 3 0 0 0 86.513716
4016267 1 2 0 0 0 52.881307
4016285 1 4 0 0 0 160.19586
4016300 1 3 0 0 0 62.69577
4016404 1 3 0 0 0 80.65394
4016448 1 3 0 0 0 175.634574
4016456 1 5 0 0 0 379.995433
4016494 1 6 0 0 0 69.795838
4016524 1 4 0 0 0 52.339691
4016543 1 3 0 0 0 213.45121
4016547 1 6 0 0 0 62.530603
4016578 1 2 0 0 0 32.136679
4016590 1 3 0 0 0 34.499866
4016592 1 4 0 0 0 55.949159
4016607 1 5 0 0 0 27.98999
4016619 1 3 0 0 0 329.149798
4016705 1 2 0 0 0 79.971202
4016713 1 6 0 0 0 24.752707
4016735 1 5 0 0 0 79.971202
4016854 1 2 0 0 0 126.915154
4016943 1 3 0 0 0 45.513691
4016944 1 6 0 0 0 137.052019
4017022 1 4 0 0 0 459.27933
4017039 1 2 0 0 0 1369.990316
4017040 1 2 0 0 0 41.833007
4017115 1 4 0 0 0 233.55946
4017140 1 6 0 0 0 41.732001
4017285 1 2 0 0 0 41.122288
4017322 1 3 0 0 0 102.473354
4017373 1 3 0 0 0 95.072171
4017392 1 6 0 0 0 79.971202
4017399 1 6 0 0 0 81.489528
4017421 1 4 0 0 0 47.273498
4017470 1 4 0 0 0 80.597705
4017498 1 5 0 0 0 51.621166
4017519 1 6 0 0 0 47.062368
4017717 1 6 0 0 0 68.09255
4017799 1 4 0 0 0 41.122172
4017801 1 3 0 0 0 48.532805
4017802 1 2 0 0 0 80.597705
4017833 1 2 0 0 0 71.085157
4017855 1 5 0 0 0 53.216083
4017858 1 6 0 0 0 261.232904
4017881 1 2 0 0 0 95.072171
4017900 1 6 0 0 0 137.052019
4017942 1 2 0 0 0 36.725298
4017947 1 5 0 0 0 110.719844
4017962 1 2 0 0 0 52.881307
4017967 1 6 0 0 0 213.45121
4017996 1 4 0 0 0 60.304692
4018005 1 5 0 0 0 71.085157
4018124 1 3 0 0 0 62.530603
4018144 1 5 0 0 0 55.949159
4018150 1 3 0 0 0 79.971202
4018224 1 5 0 0 0 47.273498
4018237 1 2 0 0 0 379.995433
4018293 1 4 0 0 0 175.634574
4018334 1 4 0 0 0 35.923689
4018407 1 2 0 0 0 31.477572
4018429 1 3 0 0 0 41.833007
4018490 1 5 0 0 0 55.949159
4018525 1 3 0 0 0 227.201861
4018574 1 3 0 0 0 52.182391
4018712 1 5 0 0 0 175.634574
4018777 1 6 0 0 0 170.691975
4018783 1 6 0 0 0 137.390913
4018788 1 4 0 0 0 95.072171
4018884 1 5 0 0 0 71.062915
4018925 1 6 0 0 0 96.625921
4018937 1 6 0 0 0 176.746465
4018992 1 2 0 0 0 52.713245
4019029 1 2 0 0 0 54.036979
4019036 1 4 0 0 0 429.296097
4019165 1 3 0 0 0 62.530603
4019193 1 4 0 0 0 62.530603
4019202 1 3 0 0 0 41.833007
4019300 1 2 0 0 0 41.833007
4019301 1 4 0 0 0 68.407553
4019304 1 5 0 0 0 260.291134
4019431 1 3 0 0 0 79.971202
4019436 1 4 0 0 0 33.837109
4019459 1 4 0 0 0 317.200602
4019464 1 5 0 0 0 2327.969827
4019496 1 4 0 0 0 175.634574
4019652 1 3 0 0 0 51.903642
4019664 1 4 0 0 0 71.085157
4019699 1 2 0 0 0 412.816646
4019740 1 3 0 0 0 41.833007
4019749 1 4 0 0 0 31.191764
4019761 1 5 0 0 0 71.085157
4019805 1 6 0 0 0 50.912581
4019841 1 2 0 0 0 87.717786
4019975 1 4 0 0 0 76.261824
4019982 1 4 0 0 0 71.085157
4019985 1 2 0 0 0 160.19586
4019995 1 3 0 0 0 315.415907
4020004 1 3 0 0 0 95.072171
4020039 1 3 0 0 0 237.563284
4020062 1 6 0 0 0 63.257068
4020081 1 5 0 0 0 74.688482
4020128 1 3 0 0 0 41.833007
4020138 1 3 0 0 0 55.949159
4020182 1 3 0 0 0 32.627148
4020243 1 2 0 0 0 54.036979
4020250 1 5 0 0 0 91.056612
4020351 1 5 0 0 0 55.949159
4020526 1 5 0 0 0 73.688839
4020648 1 2 0 0 0 41.833007
4020675 1 5 0 0 0 130.708688
4020699 1 2 0 0 0 135.991422
4020837 1 4 0 0 0 41.122288
4020987 1 2 0 0 0 50.912581
4021014 1 3 0 0 0 55.059292
4021181 1 2 0 0 0 79.971202
4021303 1 6 0 0 0 41.833007
4021324 1 5 0 0 0 111.665092
4021379 1 5 0 0 0 32.136679
4021465 1 3 0 0 0 94.273893
4021493 1 3 0 0 0 33.138789
4021498 1 3 0 0 0 47.235398
4021541 1 6 0 0 0 69.795838
4021626 1 2 0 0 0 47.923095
4021746 1 5 0 0 0 160.440661
4021795 1 6 0 0 0 157.009368
4021857 1 2 0 0 0 56.567667
4021866 1 3 0 0 0 62.934003
4022038 1 5 0 0 0 51.037031
4022041 1 6 0 0 0 138.620516
4022054 1 6 0 0 0 68.09255
4022058 1 3 0 0 0 47.062368
4022073 1 4 0 0 0 175.634574
4022105 1 2 0 0 0 403.338131
4022112 1 4 0 0 0 71.085157
4022120 1 5 0 0 0 198.478668
4022212 1 2 0 0 0 122.622121
4022226 1 6 0 0 0 32.136679
4022261 1 4 0 0 0 114.125598
4022263 1 6 0 0 0 89.017632
4022266 1 2 0 0 0 328.545057
4022287 1 2 0 0 0 62.530603
4022332 1 2 0 0 0 74.349557
4022491 1 6 0 0 0 55.059292
4022497 1 3 0 0 0 50.912581
4022498 1 6 0 0 0 55.949159
4022503 1 2 0 0 0 127.20429
4022530 1 5 0 0 0 165.110535
4022626 1 5 0 0 0 52.808314
4022664 1 2 0 0 0 33.138789
4022691 1 3 0 0 0 1271.042164
4022697 1 3 0 0 0 80.65394
4022853 1 3 0 0 0 32.136679
4022962 1 5 0 0 0 157.009368
4023035 1 3 0 0 0 138.620516
4023143 1 4 0 0 0 55.059292
4023192 1 6 0 0 0 79.971202
4023270 1 3 0 0 0 30.125783
4023273 1 4 0 0 0 78.69759
4023332 1 5 0 0 0 63.392905
4023461 1 5 0 0 0 160.19586
4023578 1 4 0 0 0 52.713245
4023598 1 6 0 0 0 43.27885
4023753 1 6 0 0 0 40.805227
4023759 1 5 0 0 0 1271.042164
4023779 1 2 0 0 0 86.513716
4023793 1 2 0 0 0 301.242285
4023811 1 4 0 0 0 55.059292
4023838 1 5 0 0 0 44.931916
4023902 1 2 0 0 0 49.04098
4023944 1 3 0 0 0 47.273498
4023960 1 3 0 0 0 43.27885
4023968 1 2 0 0 0 33.475296
4024003 1 5 0 0 0 79.971202
4024034 1 4 0 0 0 63.257068
4024129 1 2 0 0 0 47.062368
4024161 1 6 0 0 0 29.645359
4024167 1 2 0 0 0 89.479118
4024179 1 6 0 0 0 139.294635
4024271 1 4 0 0 0 91.056612
4024272 1 6 0 0 0 47.235398
4024333 1 2 0 0 0 115.706951
4024340 1 2 0 0 0 60.304692
4024392 1 6 0 0 0 420.772674
4024444 1 3 0 0 0 115.706951
4024457 1 6 0 0 0 49.705394
4024509 1 4 0 0 0 295.575988
4024520 1 3 0 0 0 175.634574
4024558 1 3 0 0 0 55.059292
4024570 1 5 0 0 0 55.949159
4024609 1 6 0 0 0 35.923689
4024612 1 5 0 0 0 237.162281
4024658 1 5 0 0 0 79.971202
4024695 1 4 0 0 0 62.530603
4024722 1 3 0 0 0 40.422902
4024739 1 4 0 0 0 49.742836
4024790 1 6 0 0 0 71.085157
4024791 1 5 0 0 0 53.00277
4024857 1 4 0 0 0 1614.898842
4024931 1 6 0 0 0 80.65394
4024942 1 4 0 0 0 42.375747
4024943 1 4 0 0 0 52.881307
4024955 1 2 0 0 0 41.833007
4024979 1 5 0 0 0 51.903642
4024986 1 6 0 0 0 49.004272
4025014 1 4 0 0 0 20.848398
4025038 1 2 0 0 0 60.304692
4025045 1 2 0 0 0 47.062368
4025067 1 3 0 0 0 55.949159
4025081 1 6 0 0 0 63.878809
4025130 1 3 0 0 0 179.472904
4025308 1 3 0 0 0 950.354145
4025346 1 3 0 0 0 175.713578
4025429 1 6 0 0 0 49.705394
4025508 1 4 0 0 0 95.072171
4025558 1 3 0 0 0 79.971202
4025590 1 3 0 0 0 63.878809
4025604 1 5 0 0 0 43.27885
4025643 1 5 0 0 0 950.354145
4025651 1 3 0 0 0 55.601687
4025675 1 5 0 0 0 950.354145
4025760 1 6 0 0 0 61.041281
4025764 1 4 0 0 0 63.878809
4025787 1 6 0 0 0 106.123153
4025829 1 2 0 0 0 63.878809
4025865 1 5 0 0 0 79.971202
4025897 1 3 0 0 0 41.020422
4025902 1 5 0 0 0 184.125331
4025923 1 3 0 0 0 63.878809
4025952 1 2 0 0 0 121.444961
4025957 1 2 0 0 0 42.004281
4026001 1 5 0 0 0 160.440661
4026027 1 4 0 0 0 102.473354
4026048 1 2 0 0 0 160.19586
4026064 1 5 0 0 0 55.949159
4026092 1 2 0 0 0 32.136679
4026148 1 6 0 0 0 77.316287
4026167 1 2 0 0 0 60.304692
4026180 1 2 0 0 0 50.912581
4026186 1 6 0 0 0 48.306616
4026264 1 6 0 0 0 115.706951
4026266 1 4 0 0 0 119.77793
4026272 1 6 0 0 0 1271.042164
4026361 1 5 0 0 0 41.833007
4026405 1 6 0 0 0 320.043763
4026456 1 3 0 0 0 138.604407
4026470 1 5 0 0 0 67.747615
4026518 1 3 0 0 0 46.419173
4026558 1 3 0 0 0 48.893854
4026651 1 3 0 0 0 321.462958
4026652 1 5 0 0 0 42.004281
4026688 1 5 0 0 0 77.487007
4026784 1 4 0 0 0 102.473354
4026789 1 3 0 0 0 95.072171
4026810 1 5 0 0 0 109.634643
4026863 1 3 0 0 0 50.912581
4026865 1 3 0 0 0 232.405997
4026908 1 3 0 0 0 79.03918
4026972 1 3 0 0 0 76.013636
4026994 1 2 0 0 0 158.150028
4027003 1 3 0 0 0 69.807541
4027041 1 6 0 0 0 39.778653
4027050 1 6 0 0 0 165.086421
4027164 1 4 0 0 0 42.004281
4027228 1 6 0 0 0 41.020422
4027229 1 4 0 0 0 71.379463
4027360 1 4 0 0 0 52.881307
4027375 1 4 0 0 0 89.673337
4027383 1 3 0 0 0 558.657773
4027405 1 6 0 0 0 302.426132
4027423 1 4 0 0 0 48.605317
4027452 1 2 0 0 0 60.014051
4027467 1 3 0 0 0 94.723909
4027472 1 5 0 0 0 110.719844
4027516 1 2 0 0 0 140.742478
4027601 1 6 0 0 0 81.576987
4027637 1 5 0 0 0 95.072171
4027666 1 5 0 0 0 164.192569
4027670 1 5 0 0 0 35.923689
4027820 1 2 0 0 0 51.903642
4027851 1 4 0 0 0 115.706951
4027886 1 3 0 0 0 55.949159
4027902 1 3 0 0 0 340.213807
4027947 1 4 0 0 0 56.567667
4028066 1 3 0 0 0 122.657259
4028067 1 6 0 0 0 54.091196
4028091 1 4 0 0 0 302.426132
4028100 1 5 0 0 0 55.949159
4028127 1 5 0 0 0 41.732001
4028165 1 4 0 0 0 95.072171
4028187 1 5 0 0 0 94.723909
4028201 1 3 0 0 0 95.072171
4028256 1 6 0 0 0 95.072171
4028259 1 4 0 0 0 56.631883
4028294 1 5 0 0 0 109.20665
4028296 1 4 0 0 0 101.227894
4028387 1 6 0 0 0 56.567667
6000019 1 2 0 0 0 368.696769
6000034 1 4 0 0 0 246.76178
6000071 1 2 0 0 0 253.338649
6000078 1 6 0 0 0 33.485045
6000100 1 2 0 0 0 409.879212
6000231 1 4 0 0 0 75.499893
6000244 1 4 0 0 0 57.829705
6000309 1 5 0 0 0 48.314826
6000312 1 4 0 0 0 76.566294
6000408 1 5 0 0 0 31.00837
6000418 1 6 0 0 0 118.074099
6000426 1 4 0 0 0 64.766729
6000478 1 6 0 0 0 24.499764
6000491 1 2 0 0 0 56.46665
6000498 1 5 0 0 0 28.269941
6000665 1 3 0 0 0 59.370479
6000685 1 5 0 0 0 40.752751
6000731 1 6 0 0 0 37.623064
6000737 1 3 0 0 0 269.308973
6000741 1 3 0 0 0 41.793933
6000800 1 3 0 0 0 53.9043
6000807 1 6 0 0 0 499.702789
6000827 1 3 0 0 0 17.93771
6000967 1 3 0 0 0 28.166385
6000998 1 5 0 0 0 267.564734
6001044 1 2 0 0 0 417.829419
6001087 1 5 0 0 0 65.389831
6001101 1 4 0 0 0 126.242542
6001148 1 2 0 0 0 94.813693
6001252 1 2 0 0 0 42.430714
6001330 1 6 0 0 0 121.141232
6001379 1 4 0 0 0 28.166385
6001430 1 2 0 0 0 54.333195
6001521 1 2 0 0 0 25.036661
6001527 1 2 0 0 0 62.893049
6001561 1 3 0 0 0 213.404873
6001571 1 2 0 0 0 41.793933
6001581 1 6 0 0 0 37.361886
6001615 1 6 0 0 0 39.283898
6001693 1 2 0 0 0 34.050388
6001789 1 3 0 0 0 37.361886
6001820 1 6 0 0 0 231.183156
