hhno day dow jttours phtours fhtours hdexpfac
6002013 1 2 0 0 0 24.04211
6002064 1 2 0 0 0 78.227921
6002102 1 4 0 0 0 154.705691
6002124 1 2 0 0 0 59.95361
6002187 1 6 0 0 0 137.011743
6002197 1 2 0 0 0 97.016045
6002198 1 6 0 0 0 264.158324
6002279 1 2 0 0 0 86.607678
6002311 1 6 0 0 0 37.623064
6002428 1 6 0 0 0 33.485045
6002435 1 5 0 0 0 170.894055
6002444 1 2 0 0 0 32.683296
6002446 1 6 0 0 0 23.808105
6002456 1 4 0 0 0 223.017177
6002495 1 6 0 0 0 743.121029
6002556 1 6 0 0 0 154.705691
6002568 1 3 0 0 0 68.894361
6002587 1 3 0 0 0 66.830507
6002597 1 4 0 0 0 27.12883
6002605 1 2 0 0 0 28.098568
6002650 1 5 0 0 0 60.583943
6002674 1 6 0 0 0 126.877858
6002685 1 6 0 0 0 223.017177
6002719 1 4 0 0 0 153.818257
6002723 1 5 0 0 0 182.921611
6002778 1 2 0 0 0 18.721745
6002780 1 3 0 0 0 56.435041
6002788 1 4 0 0 0 93.23201
6002814 1 6 0 0 0 640.211511
6002856 1 6 0 0 0 387.128097
6002868 1 3 0 0 0 26.094022
6002869 1 4 0 0 0 33.491023
6002874 1 4 0 0 0 666.782365
6002881 1 3 0 0 0 74.599254
6002906 1 4 0 0 0 150.065711
6002919 1 3 0 0 0 40.752751
6002925 1 3 0 0 0 119.068424
6003029 1 2 0 0 0 135.558447
6003039 1 2 0 0 0 79.575287
6003075 1 5 0 0 0 60.146284
6003103 1 4 0 0 0 108.337571
6003143 1 2 0 0 0 66.830507
6003150 1 2 0 0 0 89.252164
6003163 1 2 0 0 0 182.099426
6003214 1 5 0 0 0 39.289636
6003228 1 5 0 0 0 794.830576
6003258 1 6 0 0 0 30.573918
6003277 1 5 0 0 0 54.448551
6003299 1 4 0 0 0 41.793933
6003315 1 6 0 0 0 76.114657
6003362 1 4 0 0 0 28.646696
6003434 1 6 0 0 0 154.138983
6003457 1 4 0 0 0 21.137344
6003502 1 2 0 0 0 42.186577
6003565 1 2 0 0 0 164.934016
6003633 1 3 0 0 0 28.166385
6003715 1 3 0 0 0 111.213837
6003716 1 2 0 0 0 162.113812
6003719 1 5 0 0 0 283.192257
6003723 1 6 0 0 0 18.721745
6003729 1 3 0 0 0 55.577715
6003769 1 4 0 0 0 34.524483
6003794 1 6 0 0 0 154.138983
6003798 1 4 0 0 0 44.975084
6003810 1 4 0 0 0 68.473848
6003835 1 4 0 0 0 51.434422
6004034 1 5 0 0 0 183.364685
6004059 1 4 0 0 0 69.957105
6004073 1 4 0 0 0 29.515945
6004238 1 2 0 0 0 36.762699
6004258 1 5 0 0 0 25.036661
6004281 1 2 0 0 0 37.503252
6004322 1 5 0 0 0 25.036661
6004389 1 6 0 0 0 36.147607
6004470 1 4 0 0 0 83.671355
6004477 1 5 0 0 0 318.089004
6004570 1 3 0 0 0 157.98756
6004580 1 3 0 0 0 183.24506
6004598 1 6 0 0 0 38.178395
6004608 1 2 0 0 0 267.564734
6004717 1 5 0 0 0 318.089004
6004734 1 3 0 0 0 56.422038
6004772 1 5 0 0 0 83.043818
6004811 1 4 0 0 0 33.485045
6004874 1 2 0 0 0 29.515945
6004883 1 3 0 0 0 37.623064
6004905 1 4 0 0 0 128.475867
6004913 1 6 0 0 0 24.499764
6004943 1 2 0 0 0 250.336826
6004964 1 3 0 0 0 42.186577
6004994 1 2 0 0 0 120.905139
6005015 1 6 0 0 0 48.314826
6005046 1 2 0 0 0 73.132648
6005240 1 3 0 0 0 44.700354
6005295 1 3 0 0 0 37.12421
6005327 1 5 0 0 0 40.752751
6005340 1 6 0 0 0 28.269941
6005373 1 2 0 0 0 33.485045
6005412 1 5 0 0 0 66.830507
6005444 1 3 0 0 0 30.470701
6005480 1 3 0 0 0 136.576836
6005507 1 6 0 0 0 41.793933
6005559 1 5 0 0 0 75.124736
6005566 1 2 0 0 0 50.185828
6005624 1 6 0 0 0 48.270624
6005736 1 4 0 0 0 169.069989
6005745 1 4 0 0 0 36.091791
6005763 1 4 0 0 0 84.458604
6005766 1 2 0 0 0 290.548439
6005773 1 3 0 0 0 42.7073
6005863 1 5 0 0 0 25.036661
6005900 1 2 0 0 0 96.595376
6006008 1 3 0 0 0 45.690895
6006019 1 2 0 0 0 54.064863
6006036 1 3 0 0 0 35.61732
6006138 1 5 0 0 0 154.138983
6006157 1 6 0 0 0 44.700354
6006217 1 4 0 0 0 61.176273
6006303 1 6 0 0 0 44.546927
6006315 1 4 0 0 0 458.543647
6006372 1 5 0 0 0 28.269941
6006455 1 6 0 0 0 318.089004
6006469 1 5 0 0 0 77.550021
6006505 1 5 0 0 0 21.917044
6006515 1 5 0 0 0 154.138983
6006521 1 5 0 0 0 40.752751
6006560 1 6 0 0 0 136.28075
6006561 1 2 0 0 0 62.250576
6006589 1 5 0 0 0 69.284955
6006624 1 6 0 0 0 154.138983
6006769 1 4 0 0 0 48.823059
6006826 1 3 0 0 0 35.398008
6006967 1 4 0 0 0 55.276672
6007011 1 4 0 0 0 197.510331
6007146 1 6 0 0 0 33.485045
6007173 1 6 0 0 0 28.166385
6007189 1 5 0 0 0 136.28075
6007234 1 2 0 0 0 53.900485
6007271 1 4 0 0 0 509.843682
6007307 1 4 0 0 0 42.7073
6007311 1 6 0 0 0 94.312894
6007375 1 6 0 0 0 40.752751
6007440 1 2 0 0 0 183.233818
6007470 1 3 0 0 0 289.403847
6007598 1 3 0 0 0 227.287254
6007645 1 6 0 0 0 45.577711
6007648 1 2 0 0 0 114.989709
6007663 1 4 0 0 0 39.289636
6007679 1 2 0 0 0 37.092214
6007745 1 4 0 0 0 60.220167
6007849 1 2 0 0 0 36.091791
6007852 1 3 0 0 0 29.515945
6007886 1 5 0 0 0 48.015299
6007909 1 6 0 0 0 154.138983
6007913 1 3 0 0 0 33.485045
6007973 1 6 0 0 0 21.137344
6007982 1 4 0 0 0 136.619178
6008050 1 2 0 0 0 33.485045
6008065 1 3 0 0 0 33.485045
6008081 1 5 0 0 0 55.577715
6008094 1 2 0 0 0 114.092061
6008184 1 3 0 0 0 38.463302
6008297 1 3 0 0 0 42.645539
6008306 1 4 0 0 0 42.7073
6008314 1 2 0 0 0 34.460798
6008327 1 5 0 0 0 475.388606
6008390 1 2 0 0 0 36.091791
6008423 1 5 0 0 0 39.283898
6008431 1 3 0 0 0 37.361886
6008439 1 4 0 0 0 38.578848
6008481 1 2 0 0 0 33.485045
6008532 1 2 0 0 0 162.805223
6008541 1 6 0 0 0 33.362385
6008554 1 5 0 0 0 28.166385
6008563 1 3 0 0 0 154.138983
6008580 1 5 0 0 0 268.480813
6008611 1 5 0 0 0 23.184859
6008614 1 2 0 0 0 21.917044
6008615 1 4 0 0 0 137.011743
6008617 1 6 0 0 0 223.017177
6008693 1 4 0 0 0 27.781438
6008696 1 2 0 0 0 197.510331
6008739 1 2 0 0 0 48.314826
6008762 1 3 0 0 0 182.921611
6008826 1 4 0 0 0 48.937175
6008914 1 3 0 0 0 46.190103
6008932 1 5 0 0 0 458.543647
6008951 1 4 0 0 0 33.485045
6008970 1 4 0 0 0 44.700354
6009022 1 3 0 0 0 28.646696
6009025 1 4 0 0 0 36.091791
6009186 1 4 0 0 0 39.283898
6009195 1 2 0 0 0 41.793933
6009220 1 3 0 0 0 40.752751
6009235 1 2 0 0 0 43.214467
6009301 1 3 0 0 0 154.138983
6009310 1 2 0 0 0 25.036661
6009384 1 4 0 0 0 318.089004
6009403 1 2 0 0 0 182.129686
6009410 1 5 0 0 0 28.166385
6009434 1 2 0 0 0 94.795553
6009441 1 2 0 0 0 619.396852
6009479 1 3 0 0 0 619.396852
6009529 1 3 0 0 0 38.513922
6009571 1 3 0 0 0 36.091791
6009604 1 6 0 0 0 57.476511
6009611 1 3 0 0 0 38.178395
6009630 1 2 0 0 0 301.51722
6009682 1 4 0 0 0 108.083727
6009726 1 2 0 0 0 417.829419
6009742 1 5 0 0 0 492.938877
6009756 1 6 0 0 0 86.607678
6009770 1 2 0 0 0 46.190103
6009774 1 2 0 0 0 41.793933
6009797 1 2 0 0 0 882.579491
6009834 1 5 0 0 0 30.173312
6009842 1 2 0 0 0 30.894782
6009848 1 2 0 0 0 103.442448
6009864 1 2 0 0 0 575.513211
6009877 1 5 0 0 0 33.485045
6009878 1 3 0 0 0 188.146177
6009928 1 5 0 0 0 64.380723
6010055 1 6 0 0 0 37.361886
6010085 1 4 0 0 0 21.917044
6010103 1 3 0 0 0 73.805143
6010112 1 2 0 0 0 62.560803
6010181 1 5 0 0 0 33.485045
6010234 1 3 0 0 0 278.009967
6010237 1 6 0 0 0 568.244572
6010283 1 4 0 0 0 61.176273
6010349 1 3 0 0 0 119.068424
6010352 1 6 0 0 0 24.499764
6010355 1 3 0 0 0 25.036661
6010405 1 6 0 0 0 25.036661
6010472 1 2 0 0 0 42.430714
6010481 1 3 0 0 0 316.923803
6010490 1 4 0 0 0 389.562024
6010543 1 6 0 0 0 59.523032
6010551 1 2 0 0 0 64.380723
6010569 1 3 0 0 0 33.485045
6010589 1 5 0 0 0 406.326123
6010623 1 5 0 0 0 77.482718
6010630 1 3 0 0 0 26.618523
6010657 1 4 0 0 0 68.174635
6010658 1 4 0 0 0 438.535219
6010671 1 5 0 0 0 109.733504
6010689 1 6 0 0 0 47.844572
6010736 1 6 0 0 0 264.158324
6010762 1 5 0 0 0 224.056965
6010813 1 2 0 0 0 231.183156
6010840 1 4 0 0 0 671.040261
6010848 1 3 0 0 0 264.158324
6010868 1 6 0 0 0 28.166385
6010893 1 6 0 0 0 61.176273
6010902 1 3 0 0 0 227.287254
6010948 1 5 0 0 0 70.64002
6010962 1 6 0 0 0 25.036661
6010997 1 4 0 0 0 21.917044
6011024 1 6 0 0 0 136.619178
6011228 1 2 0 0 0 39.283898
6011229 1 2 0 0 0 32.8328
6011249 1 3 0 0 0 63.644305
6011439 1 3 0 0 0 92.659035
6011472 1 3 0 0 0 38.178395
6011481 1 6 0 0 0 183.24506
6011494 1 5 0 0 0 183.24506
6011503 1 6 0 0 0 28.166385
6011552 1 5 0 0 0 108.337571
6011607 1 3 0 0 0 48.270624
6011647 1 5 0 0 0 38.178395
6011673 1 6 0 0 0 93.373343
6011688 1 5 0 0 0 24.499764
6011743 1 5 0 0 0 33.485045
6011881 1 3 0 0 0 318.089004
6011892 1 4 0 0 0 30.470701
6011979 1 5 0 0 0 119.068424
6012009 1 6 0 0 0 33.422311
6012016 1 5 0 0 0 118.319379
6012101 1 6 0 0 0 17.93771
6012179 1 4 0 0 0 24.499764
6012209 1 2 0 0 0 33.345348
6012238 1 2 0 0 0 36.147607
6012249 1 6 0 0 0 72.754507
6012261 1 6 0 0 0 24.268958
6012282 1 4 0 0 0 69.284955
6012285 1 5 0 0 0 105.772175
6012295 1 3 0 0 0 37.361886
6012332 1 5 0 0 0 40.752751
6012343 1 4 0 0 0 21.137344
6012347 1 5 0 0 0 381.290352
6012360 1 6 0 0 0 94.813693
6012371 1 5 0 0 0 223.017177
6012448 1 6 0 0 0 51.434422
6012495 1 3 0 0 0 100.085864
6012533 1 5 0 0 0 48.314826
6012568 1 5 0 0 0 30.894782
6012605 1 2 0 0 0 213.404873
6012612 1 6 0 0 0 72.73796
6012624 1 5 0 0 0 28.166385
6012658 1 2 0 0 0 33.485045
6012695 1 5 0 0 0 25.036661
6012745 1 4 0 0 0 33.485045
6012777 1 6 0 0 0 68.894361
6012785 1 6 0 0 0 25.036661
6012850 1 3 0 0 0 111.213427
6012851 1 3 0 0 0 219.969229
6012853 1 5 0 0 0 391.345756
6012878 1 4 0 0 0 252.772788
6012916 1 2 0 0 0 33.485045
6012931 1 6 0 0 0 108.299039
6012941 1 3 0 0 0 184.369959
6013032 1 5 0 0 0 77.333599
6013033 1 4 0 0 0 33.485045
6013089 1 4 0 0 0 45.577711
6013106 1 4 0 0 0 389.562024
6013117 1 3 0 0 0 318.089004
6013145 1 3 0 0 0 17.726426
6013155 1 6 0 0 0 42.7073
6013176 1 5 0 0 0 33.491023
6013189 1 6 0 0 0 44.975084
6013202 1 4 0 0 0 137.011743
6013244 1 2 0 0 0 73.805143
6013323 1 2 0 0 0 225.347537
6013379 1 5 0 0 0 60.435821
6013423 1 2 0 0 0 271.055475
6013484 1 2 0 0 0 160.278949
6013487 1 3 0 0 0 359.173598
6013504 1 5 0 0 0 160.713719
6013529 1 3 0 0 0 33.485045
6013590 1 4 0 0 0 93.373343
6013629 1 2 0 0 0 70.390371
6013675 1 5 0 0 0 574.194526
6013683 1 2 0 0 0 25.036661
6013736 1 5 0 0 0 35.61732
6013760 1 2 0 0 0 25.036661
6013779 1 3 0 0 0 350.436434
6013785 1 4 0 0 0 105.772175
6013905 1 6 0 0 0 27.12883
6013922 1 4 0 0 0 40.752751
6014004 1 3 0 0 0 96.595376
6014026 1 3 0 0 0 126.242542
6014074 1 4 0 0 0 28.166385
6014123 1 3 0 0 0 303.337984
6014125 1 2 0 0 0 118.319379
6014162 1 5 0 0 0 154.138983
6014250 1 3 0 0 0 25.036661
6014305 1 5 0 0 0 21.170268
6014324 1 5 0 0 0 42.773716
6014329 1 2 0 0 0 33.485045
6014363 1 2 0 0 0 108.083727
6014417 1 5 0 0 0 380.838781
6014444 1 3 0 0 0 28.166385
6014535 1 3 0 0 0 30.470701
6014536 1 4 0 0 0 492.938877
6014537 1 5 0 0 0 78.772343
6014580 1 3 0 0 0 227.287254
6014659 1 5 0 0 0 41.793933
6014696 1 6 0 0 0 28.166385
6014702 1 5 0 0 0 37.623064
6014712 1 6 0 0 0 99.552142
6014723 1 4 0 0 0 43.770387
6014736 1 3 0 0 0 48.270624
6014790 1 4 0 0 0 186.505201
6014800 1 5 0 0 0 37.194337
6014862 1 6 0 0 0 31.271732
6014883 1 3 0 0 0 53.55241
6014884 1 5 0 0 0 39.283898
6014979 1 6 0 0 0 27.656752
6014981 1 6 0 0 0 94.813693
6015002 1 2 0 0 0 49.83204
6015007 1 6 0 0 0 38.178395
6015049 1 6 0 0 0 33.485045
6015096 1 5 0 0 0 33.491023
6015120 1 2 0 0 0 48.270624
6015199 1 2 0 0 0 28.269941
6015208 1 4 0 0 0 28.166385
6015299 1 3 0 0 0 166.749227
6015338 1 6 0 0 0 64.380723
6015354 1 6 0 0 0 40.752751
6015363 1 6 0 0 0 496.764224
6015414 1 6 0 0 0 62.560803
6015447 1 5 0 0 0 37.361886
6015457 1 2 0 0 0 21.137344
6015584 1 4 0 0 0 154.138983
6015608 1 2 0 0 0 39.370542
6015610 1 4 0 0 0 160.278949
6015711 1 2 0 0 0 85.805637
6015752 1 4 0 0 0 28.166385
6015763 1 3 0 0 0 154.138983
6015819 1 5 0 0 0 71.965201
6015839 1 3 0 0 0 33.485045
6015847 1 2 0 0 0 59.523032
6015862 1 5 0 0 0 38.513922
6015865 1 5 0 0 0 165.161636
6015900 1 6 0 0 0 142.218876
6016079 1 5 0 0 0 33.485045
6016080 1 6 0 0 0 43.943943
6016083 1 6 0 0 0 267.564734
6016093 1 5 0 0 0 406.326123
6016103 1 5 0 0 0 105.772175
6016156 1 5 0 0 0 71.757412
6016194 1 6 0 0 0 48.270624
6016205 1 6 0 0 0 267.564734
6016215 1 6 0 0 0 73.805143
6016312 1 6 0 0 0 37.361886
6016335 1 2 0 0 0 42.645539
6016379 1 2 0 0 0 40.752751
6016477 1 2 0 0 0 30.894782
6016504 1 3 0 0 0 33.362385
6016515 1 6 0 0 0 28.166385
6016621 1 6 0 0 0 56.308003
6016646 1 6 0 0 0 249.110062
6016686 1 2 0 0 0 33.485045
6016691 1 2 0 0 0 28.166385
6016741 1 3 0 0 0 233.699164
6016763 1 3 0 0 0 101.138933
6016770 1 5 0 0 0 37.361886
6016783 1 2 0 0 0 155.630823
6016786 1 5 0 0 0 370.442419
6016836 1 3 0 0 0 38.359917
6016853 1 3 0 0 0 78.227921
6016920 1 4 0 0 0 36.310471
6017025 1 5 0 0 0 23.808105
6017102 1 6 0 0 0 25.036661
6017163 1 3 0 0 0 144.025053
6017181 1 5 0 0 0 25.036661
6017183 1 5 0 0 0 200.792823
6017216 1 6 0 0 0 25.036661
6017304 1 5 0 0 0 180.441185
6017305 1 4 0 0 0 176.998871
6017343 1 2 0 0 0 204.939961
6017344 1 2 0 0 0 95.127959
6017391 1 6 0 0 0 169.573971
6017415 1 4 0 0 0 33.491023
6017421 1 3 0 0 0 150.065711
6017422 1 2 0 0 0 33.485045
6017573 1 6 0 0 0 51.434422
6017668 1 5 0 0 0 204.899384
6017721 1 6 0 0 0 74.566239
6017727 1 6 0 0 0 53.812839
6017784 1 2 0 0 0 89.252164
6017796 1 6 0 0 0 21.693767
6017800 1 2 0 0 0 83.671355
6017807 1 5 0 0 0 183.24506
6017819 1 2 0 0 0 21.917044
6017825 1 6 0 0 0 367.795839
6017832 1 6 0 0 0 23.808105
6017841 1 6 0 0 0 33.485045
6017883 1 6 0 0 0 93.23201
6017899 1 2 0 0 0 77.333599
6017933 1 3 0 0 0 27.781438
6017956 1 4 0 0 0 25.036661
6017968 1 3 0 0 0 41.793933
6017984 1 2 0 0 0 183.24506
6017987 1 4 0 0 0 40.752751
6018024 1 2 0 0 0 27.883579
6018113 1 6 0 0 0 134.248838
6018123 1 4 0 0 0 551.26131
6018219 1 4 0 0 0 206.656834
6018248 1 6 0 0 0 42.679143
6018260 1 3 0 0 0 53.812839
6018327 1 6 0 0 0 276.508094
6018331 1 2 0 0 0 211.191837
6018361 1 5 0 0 0 35.61732
6018437 1 3 0 0 0 40.752751
6018451 1 4 0 0 0 28.269941
6018453 1 6 0 0 0 25.036661
6018478 1 2 0 0 0 41.793933
6018511 1 2 0 0 0 38.996259
6018548 1 3 0 0 0 45.690895
6018551 1 6 0 0 0 250.759803
6018584 1 5 0 0 0 57.476511
6018663 1 5 0 0 0 23.533598
6018747 1 4 0 0 0 54.62282
6018759 1 5 0 0 0 424.019892
6018831 1 5 0 0 0 30.894782
6018900 1 5 0 0 0 55.303238
6018907 1 3 0 0 0 60.220167
6018918 1 3 0 0 0 314.725454
6018956 1 3 0 0 0 154.138983
6018972 1 3 0 0 0 211.877055
6019035 1 4 0 0 0 420.181802
6019050 1 4 0 0 0 318.089004
6019073 1 3 0 0 0 79.818923
6019078 1 5 0 0 0 70.64002
6019098 1 5 0 0 0 32.8328
6019145 1 4 0 0 0 387.128097
6019167 1 6 0 0 0 25.036661
6019279 1 4 0 0 0 183.364685
6019290 1 4 0 0 0 162.113812
6019293 1 4 0 0 0 33.485045
6019382 1 5 0 0 0 64.380723
6019421 1 4 0 0 0 234.076796
6019470 1 4 0 0 0 33.485045
6019483 1 2 0 0 0 60.220167
6019512 1 3 0 0 0 57.476511
6019514 1 3 0 0 0 33.362385
6019598 1 4 0 0 0 463.791469
6019670 1 5 0 0 0 57.136455
6019856 1 3 0 0 0 147.111491
6019968 1 2 0 0 0 618.304219
6019987 1 4 0 0 0 34.050388
6020043 1 3 0 0 0 28.166385
6020049 1 5 0 0 0 40.752751
6020055 1 4 0 0 0 38.178395
6020099 1 4 0 0 0 496.764224
6020143 1 3 0 0 0 37.361886
6020151 1 3 0 0 0 137.011743
6020153 1 2 0 0 0 58.430146
6020166 1 3 0 0 0 40.752751
6020168 1 2 0 0 0 28.269941
6020223 1 2 0 0 0 23.533598
6020228 1 3 0 0 0 35.398008
6020233 1 3 0 0 0 26.094022
6020282 1 5 0 0 0 188.075583
6020322 1 6 0 0 0 111.213427
6020368 1 5 0 0 0 33.485045
6020372 1 6 0 0 0 154.138983
6020416 1 5 0 0 0 36.091791
6020425 1 6 0 0 0 645.810806
6020460 1 6 0 0 0 154.138983
6020487 1 4 0 0 0 28.098568
6020538 1 5 0 0 0 25.036661
6020564 1 3 0 0 0 33.485045
6020568 1 2 0 0 0 73.859995
6020588 1 4 0 0 0 48.015299
6020621 1 2 0 0 0 54.333195
6020666 1 2 0 0 0 94.813693
6020688 1 4 0 0 0 56.768877
6020716 1 5 0 0 0 36.351118
6020732 1 5 0 0 0 104.968046
6020739 1 3 0 0 0 85.805637
6020750 1 6 0 0 0 25.036661
6020770 1 4 0 0 0 33.485045
6020779 1 3 0 0 0 436.188038
6020798 1 5 0 0 0 33.485045
6020816 1 2 0 0 0 126.242542
6020821 1 3 0 0 0 136.28075
6020831 1 3 0 0 0 162.805223
6020849 1 5 0 0 0 42.679143
6020901 1 4 0 0 0 45.690895
6020936 1 6 0 0 0 43.943943
6020940 1 5 0 0 0 154.138983
6020944 1 5 0 0 0 40.752751
6020967 1 5 0 0 0 53.702331
6020990 1 6 0 0 0 45.577711
6021049 1 5 0 0 0 456.754591
6021110 1 4 0 0 0 58.843052
6021121 1 2 0 0 0 28.166385
6021180 1 4 0 0 0 409.16482
6021216 1 3 0 0 0 42.773716
6021253 1 3 0 0 0 294.487787
6021294 1 5 0 0 0 165.161636
6021372 1 3 0 0 0 44.700354
6021420 1 3 0 0 0 33.491023
6021422 1 6 0 0 0 198.915677
6021440 1 4 0 0 0 23.808105
6021471 1 5 0 0 0 94.813693
6021493 1 4 0 0 0 54.448551
6021538 1 5 0 0 0 37.361886
6021546 1 6 0 0 0 44.788577
6021560 1 6 0 0 0 231.183156
6021620 1 3 0 0 0 25.036661
6021734 1 3 0 0 0 136.28075
6021744 1 6 0 0 0 76.580901
6021745 1 3 0 0 0 38.178395
6021799 1 5 0 0 0 68.174635
6021863 1 6 0 0 0 293.482969
6022080 1 2 0 0 0 25.036661
6022101 1 2 0 0 0 48.270624
6022152 1 3 0 0 0 223.846853
6022156 1 2 0 0 0 41.793933
6022162 1 6 0 0 0 66.206165
6022194 1 3 0 0 0 89.431445
6022206 1 5 0 0 0 153.818257
6022315 1 6 0 0 0 231.183156
6022378 1 6 0 0 0 131.012045
6022454 1 3 0 0 0 72.390905
6022462 1 4 0 0 0 28.269941
6022477 1 6 0 0 0 137.011743
6022478 1 2 0 0 0 21.917044
6022495 1 4 0 0 0 350.960014
6022576 1 6 0 0 0 47.118237
6022590 1 4 0 0 0 28.166385
6022718 1 6 0 0 0 21.137344
6022729 1 5 0 0 0 107.037847
6022795 1 4 0 0 0 40.617794
6022870 1 3 0 0 0 41.793933
6022883 1 5 0 0 0 70.64002
6022947 1 5 0 0 0 33.345348
6022966 1 6 0 0 0 184.369959
6022977 1 6 0 0 0 37.623064
6023042 1 3 0 0 0 45.690895
6023106 1 3 0 0 0 33.485045
6023130 1 5 0 0 0 37.361886
6023131 1 2 0 0 0 51.434422
6023145 1 4 0 0 0 48.314826
6023223 1 3 0 0 0 215.56493
6023239 1 4 0 0 0 231.183156
6023366 1 4 0 0 0 223.017177
6023398 1 3 0 0 0 99.907538
6023486 1 3 0 0 0 30.573918
6023530 1 6 0 0 0 36.091791
6023598 1 3 0 0 0 38.578848
6023606 1 2 0 0 0 66.830507
6023647 1 6 0 0 0 235.415145
6023671 1 6 0 0 0 223.017177
6023679 1 2 0 0 0 141.838572
6023689 1 5 0 0 0 157.341517
6023792 1 6 0 0 0 188.075583
6023808 1 5 0 0 0 36.147607
6023812 1 5 0 0 0 33.345348
6023817 1 3 0 0 0 30.573918
6023838 1 2 0 0 0 124.406099
6023865 1 3 0 0 0 250.93631
6023882 1 5 0 0 0 84.197369
6023896 1 4 0 0 0 42.645539
6024009 1 2 0 0 0 33.362385
6024026 1 3 0 0 0 318.089004
6024045 1 6 0 0 0 40.752751
6024082 1 3 0 0 0 38.578848
6024111 1 4 0 0 0 48.389985
6024146 1 6 0 0 0 28.098568
6024152 1 2 0 0 0 33.485045
6024154 1 3 0 0 0 30.054262
6024205 1 6 0 0 0 119.068424
6024230 1 4 0 0 0 120.905139
6024258 1 2 0 0 0 114.989709
6024314 1 3 0 0 0 79.575287
6024339 1 4 0 0 0 40.752751
6024353 1 4 0 0 0 29.515945
6024365 1 6 0 0 0 75.124736
6024406 1 5 0 0 0 64.714195
6024491 1 5 0 0 0 33.485045
6024517 1 6 0 0 0 93.546905
6024547 1 6 0 0 0 39.283898
6024548 1 6 0 0 0 79.818923
6024570 1 2 0 0 0 68.174635
6024608 1 3 0 0 0 136.28075
6024609 1 4 0 0 0 318.089004
6024655 1 4 0 0 0 90.631241
6024675 1 4 0 0 0 170.894055
6024683 1 3 0 0 0 25.036661
6024699 1 3 0 0 0 103.410111
6024712 1 2 0 0 0 40.752751
6024737 1 6 0 0 0 365.726257
6024738 1 6 0 0 0 28.098568
6024757 1 2 0 0 0 21.917044
6024787 1 5 0 0 0 44.975084
6024811 1 5 0 0 0 72.390905
6024814 1 2 0 0 0 36.091791
6024819 1 6 0 0 0 41.793933
6024889 1 2 0 0 0 96.595376
6024908 1 6 0 0 0 308.766485
6024923 1 5 0 0 0 29.515945
6024948 1 2 0 0 0 42.86015
6024986 1 2 0 0 0 54.064863
6024988 1 4 0 0 0 66.830507
6025039 1 6 0 0 0 30.470701
6025044 1 5 0 0 0 30.470701
6025082 1 2 0 0 0 70.353725
6025094 1 5 0 0 0 28.166385
6025112 1 6 0 0 0 61.88748
6025165 1 5 0 0 0 77.297641
6025166 1 3 0 0 0 54.62282
6025241 1 2 0 0 0 227.287254
6025249 1 6 0 0 0 82.527657
6025306 1 2 0 0 0 41.793933
6025358 1 5 0 0 0 49.060489
6025369 1 6 0 0 0 25.036661
6025399 1 2 0 0 0 70.64002
6025407 1 5 0 0 0 37.623064
6025447 1 6 0 0 0 38.463302
6025471 1 3 0 0 0 34.460798
6025478 1 5 0 0 0 33.485045
6025528 1 6 0 0 0 293.482969
6025601 1 6 0 0 0 227.671167
6025604 1 5 0 0 0 37.194337
6025624 1 5 0 0 0 25.036661
6025628 1 5 0 0 0 77.333599
6025642 1 4 0 0 0 45.758511
6025645 1 3 0 0 0 288.496806
6025668 1 2 0 0 0 267.564734
6025684 1 2 0 0 0 183.24506
6025701 1 2 0 0 0 30.894782
6025815 1 6 0 0 0 154.138983
6025828 1 5 0 0 0 318.089004
6025883 1 5 0 0 0 124.710173
6025954 1 3 0 0 0 33.362385
6025964 1 3 0 0 0 39.283898
6026000 1 4 0 0 0 231.183156
6026025 1 3 0 0 0 28.166385
6026028 1 3 0 0 0 70.390371
6026088 1 6 0 0 0 33.485045
6026115 1 3 0 0 0 30.470701
6026131 1 5 0 0 0 57.476511
6026148 1 2 0 0 0 159.768622
6026188 1 4 0 0 0 28.166385
6026215 1 2 0 0 0 74.99601
6026280 1 5 0 0 0 27.883579
6026290 1 4 0 0 0 154.138983
6026305 1 3 0 0 0 22.10964
6026330 1 3 0 0 0 25.036661
6026335 1 6 0 0 0 83.043818
6026391 1 3 0 0 0 21.137344
6026396 1 6 0 0 0 296.927145
6026426 1 5 0 0 0 70.481008
6026580 1 2 0 0 0 49.83204
6026673 1 5 0 0 0 28.166385
6026710 1 4 0 0 0 48.270624
6026713 1 2 0 0 0 210.638429
6026721 1 5 0 0 0 60.220167
6026740 1 2 0 0 0 318.089004
6026764 1 4 0 0 0 41.793933
6026767 1 5 0 0 0 227.58849
6026838 1 2 0 0 0 44.518511
6026841 1 3 0 0 0 293.062607
6026928 1 6 0 0 0 42.7073
6026934 1 4 0 0 0 166.749227
6026937 1 2 0 0 0 61.88748
6026999 1 4 0 0 0 33.485045
6027050 1 5 0 0 0 20.217977
6027067 1 6 0 0 0 154.138983
6027127 1 3 0 0 0 42.7073
6027137 1 6 0 0 0 48.823059
6027183 1 5 0 0 0 153.058606
6027211 1 3 0 0 0 291.87799
6027215 1 5 0 0 0 219.969229
6027353 1 2 0 0 0 25.036661
6027369 1 5 0 0 0 33.485045
6027374 1 6 0 0 0 37.12421
6027417 1 6 0 0 0 93.396595
6027431 1 5 0 0 0 117.311552
6027475 1 6 0 0 0 137.011743
6027485 1 6 0 0 0 30.894782
