"hhno" "pno" "pptyp" "pagey" "pgend" "pwtyp" "pwpcl" "pwtaz" "pwautime" "pwaudist" "pstyp" "pspcl" "pstaz" "psautime" "psaudist" "puwmode" "puwarrp" "puwdepp" "ptpass" "ppaidprk" "pdiary" "pproxy" "psexpfac" "orig_psexpfac" "adjfac"
6103730 2 3 66 2 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 32.0141023497095 37.194337 0.86072517839771
6103801 1 1 46 2 1 24973 261 26.317427 11.331021 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 57.58265586001 54.064863 1.06506615692358
6103801 2 1 51 1 1 6439 1249 35.513161 17.722771 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 57.58265586001 54.064863 1.06506615692358
6103801 3 1 20 2 1 23541 853 15.935987 6.85745 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 57.58265586001 54.064863 1.06506615692358
6103824 1 2 62 1 2 12902 1438 14.261839 7.674 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 16.585951493455 29.198546 0.56804032274261
6103824 2 2 57 2 2 14551 1327 6.426234 3.36042 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 16.585951493455 29.198546 0.56804032274261
6103857 1 3 76 1 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 17.9597247291772 21.137344 0.849667996564623
6103863 1 4 44 1 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 39.0455093026331 36.091791 1.08183906148169
6103863 2 3 78 1 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 30.6660397513991 36.091791 0.849667996564623
6103893 1 5 -1 2 0 0 0 -1 -1 2 31733 1911 6.963712 1.785542 -1 -1 -1 -1 -1 -1 -1 47.4096403999149 37.361886 1.2689305994862
6104000 1 4 51 1 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 27.0856378388751 25.036661 1.08183906148169
6104055 1 1 40 2 1 7465 2072 18.237865 11.295421 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 414.242882148108 371.646942 1.11461399337468
6104055 2 4 42 1 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 367.048282933947 371.646942 0.987626269595262
6104055 3 4 19 2 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 367.048282933947 371.646942 0.987626269595262
6104055 4 7 12 2 0 0 0 -1 -1 1 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 366.687786843858 371.646942 0.986656273479731
6104055 5 4 41 2 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 367.048282933947 371.646942 0.987626269595262
6104164 1 1 33 2 1 6339 1262 21.110466 11.185917 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 30.3573589496342 28.166385 1.07778683525182
6104164 2 1 33 1 1 27834 74 20.23484 10.251527 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 30.3573589496342 28.166385 1.07778683525182
6104205 1 1 51 1 1 28243 259 42.201614 27.458319 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 62.3880783888128 61.176273 1.01980842129452
6104212 1 3 67 2 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 15.4913406520139 18.721745 0.827451749396964
6104231 1 4 57 2 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 66.2024425252143 63.644305 1.04019428800761
6104231 2 2 60 1 2 22537 246 33.203224 17.974264 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 49.2580916485997 63.644305 0.773959141334008
6104276 1 1 -1 1 1 19052 2367 19.042431 9.837954 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 57.8295126509301 54.967206 1.05207298786353
6104276 2 4 -1 2 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 57.1765737089377 54.967206 1.04019428800761
6104276 3 5 -1 1 2 20357 2399 13.190653 5.844418 1 17403 2457 6.418357 1.902856 -1 -1 -1 -1 -1 -1 -1 65.1328543613506 54.967206 1.18494024166611
6104276 4 5 -1 2 0 0 0 -1 -1 1 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 65.1328543613506 54.967206 1.18494024166611
6104276 5 5 -1 2 0 0 0 -1 -1 1 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 65.1328543613506 54.967206 1.18494024166611
6104312 1 4 54 2 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 257.298248741996 237.834127 1.08183906148169
6104317 1 1 26 1 1 26250 1974 13.797759 8.630522 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 159.36916248129 149.633111 1.06506615692358
6104317 2 1 26 2 1 22712 974 59.491619 44.041817 1 30561 1726 3.421518 2.7867 -1 -1 -1 -1 -1 -1 -1 159.36916248129 149.633111 1.06506615692358
6104327 1 4 63 1 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 13.2258961416199 9.620649 1.37474053378518
6104327 2 4 58 2 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 13.2258961416199 9.620649 1.37474053378518
6104329 1 4 23 2 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 241.268693459975 223.017177 1.08183906148169
6104329 2 1 22 1 1 23145 966 20.021757 9.991102 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 240.364977405624 223.017177 1.07778683525182
6104422 1 1 60 2 1 9129 1643 13.84765 6.08001 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 44.5133036030317 41.793933 1.06506615692358
6104439 1 1 54 1 1 15417 1287 25.024046 15.887582 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 30.1384150531382 28.646696 1.05207298786353
6104439 2 2 55 2 2 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 22.1713722382164 28.646696 0.773959141334008
6104439 3 7 13 1 0 0 0 -1 -1 1 17341 2451 9.66529 3.073877 -1 -1 -1 -1 -1 -1 -1 27.2764940712157 28.646696 0.952168936732379
6104439 4 7 11 2 0 0 0 -1 -1 1 17341 2451 9.66529 3.073877 -1 -1 -1 -1 -1 -1 -1 27.2764940712157 28.646696 0.952168936732379
6104456 1 4 54 1 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 116.115611339666 92.717871 1.25235415877556
6104456 2 1 56 2 1 3667 2793 24.588392 16.424253 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 94.5544656502993 92.717871 1.01980842129452
6104462 1 1 34 1 1 28588 1133 47.059483 22.245909 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 43.2606377582937 40.617794 1.06506615692358
6104463 1 1 37 1 1 26145 1834 4.705988 0.918435 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 246.225355506385 231.183156 1.06506615692358
6104463 2 1 34 2 1 20601 1836 11.646715 5.402851 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 246.225355506385 231.183156 1.06506615692358
6104531 1 3 77 1 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 21.0286505442874 24.499764 0.858320535017701
6104531 2 3 73 2 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 21.0286505442874 24.499764 0.858320535017701
6104544 1 1 47 2 1 14432 1317 18.932215 12.08392 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 241.02852663785 211.877055 1.13758673225777
6104568 1 1 49 2 1 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 36.0897406788146 33.485045 1.07778683525182
6104638 1 1 42 2 1 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 439.587045264612 417.829419 1.05207298786353
6104638 2 1 45 1 1 19052 2367 18.455559 9.156963 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 439.587045264612 417.829419 1.05207298786353
6104638 3 7 11 1 0 0 0 -1 -1 1 20130 2348 9.400613 3.973797 -1 -1 -1 -1 -1 -1 -1 397.844193624738 417.829419 0.952168936732379
6104693 1 3 72 2 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 107.804055415271 126.877858 0.849667996564623
6104702 1 4 63 1 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 148.22465545909 137.011743 1.08183906148169
6104734 1 1 57 2 1 19482 2350 15.911467 7.723574 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 23.0583299662164 21.917044 1.05207298786353
6104734 2 1 57 1 1 23166 968 35.71978 18.85685 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 23.0583299662164 21.917044 1.05207298786353
6104743 1 1 43 2 1 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 224.933278207222 211.191837 1.06506615692358
6104743 2 1 47 1 1 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 224.933278207222 211.191837 1.06506615692358
6104743 3 5 20 1 0 0 0 -1 -1 1 20975 1815 5.35008 1.558174 -1 -1 -1 -1 -1 -1 -1 267.987784331001 211.191837 1.2689305994862
6104743 4 6 17 1 0 0 0 -1 -1 1 20975 1815 5.35008 1.558174 -1 -1 -1 -1 -1 -1 -1 256.364434030229 211.191837 1.21389366971712
6104743 5 7 15 2 0 0 0 -1 -1 1 20975 1815 5.35008 1.558174 -1 -1 -1 -1 -1 -1 -1 203.149767018194 211.191837 0.96192054533904
6104753 1 4 54 1 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 39.0455093026331 36.091791 1.08183906148169
6104753 2 4 53 2 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 39.0455093026331 36.091791 1.08183906148169
6104755 1 1 32 2 1 19084 2371 21.962772 12.259579 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 30.3573589496342 28.166385 1.07778683525182
6104755 2 1 34 1 1 28738 511 3.342169 0.356863 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 30.3573589496342 28.166385 1.07778683525182
6104768 1 1 29 2 1 26785 658 9.832033 4.159834 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 36.0897406788146 33.485045 1.07778683525182
6104773 1 3 81 2 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 28.2459611451384 34.050388 0.82953419341766
6104781 1 1 33 2 1 20097 2357 10.138546 4.076101 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 34.3852128759481 32.683296 1.05207298786353
6104781 2 7 14 2 0 0 0 -1 -1 1 17319 2451 11.096384 3.793112 -1 -1 -1 -1 -1 -1 -1 31.1200192012296 32.683296 0.952168936732379
6104795 1 1 41 1 1 6222 573 41.458252 23.013651 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 151.655423782269 144.149147 1.05207298786353
6104795 2 4 34 2 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 149.94311933057 144.149147 1.04019428800761
6104795 3 7 7 1 0 0 0 -1 -1 1 19001 2390 14.660803 6.436342 -1 -1 -1 -1 -1 -1 -1 137.254340029869 144.149147 0.952168936732379
6104795 4 7 5 2 0 0 0 -1 -1 1 18754 2470 5.537794 1.863119 -1 -1 -1 -1 -1 -1 -1 137.254340029869 144.149147 0.952168936732379
6104795 5 8 2 1 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 136.97934438193 144.149147 0.950261220636495
6104832 1 1 38 1 1 -1 -1 -1 -1 2 28676 1145 38.296886 21.053978 -1 -1 -1 -1 -1 -1 -1 79.0861644873672 77.550021 1.01980842129452
6104832 2 1 34 2 1 22512 222 31.606997 16.317875 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 79.0861644873672 77.550021 1.01980842129452
6104832 3 8 2 2 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 65.734151288455 77.550021 0.847635505971752
6104918 1 3 76 2 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 35.560520073343 51.434422 0.691375905290488
6104938 1 3 82 2 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 27.1097203341421 37.361886 0.725598283077629
6104946 1 3 68 2 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 39.589074800549 47.844572 0.827451749396964
6104946 2 3 72 1 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 39.589074800549 47.844572 0.827451749396964
6104980 1 4 55 1 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 334.035644349399 308.766485 1.08183906148169
6104980 2 1 46 2 1 20104 2361 19.109625 10.236689 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 332.784452699977 308.766485 1.07778683525182
6104980 3 5 -1 -1 0 0 0 -1 -1 1 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 497.36486906327 308.766485 1.61081235569744
6105000 1 1 49 2 1 24195 23 8.805136 2.612403 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 288.377747882854 267.564734 1.07778683525182
6105000 2 1 36 1 1 24195 23 8.805136 2.612403 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 288.377747882854 267.564734 1.07778683525182
6105111 1 4 62 1 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 49.8145656018616 37.313893 1.33501389420454
6105111 2 4 62 2 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 49.8145656018616 37.313893 1.33501389420454
6105111 3 3 84 2 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 30.9531501330279 37.313893 0.82953419341766
6105120 1 4 23 2 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 32.9643945725291 30.470701 1.08183906148169
6105120 2 8 1 2 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 34.8698204319349 30.470701 1.1443721111613
6105175 1 1 24 2 1 19026 2395 36.449898 18.291552 1 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 36.0897406788146 33.485045 1.07778683525182
6105191 1 3 75 2 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 25.334141703953 29.515945 0.858320535017701
6105191 2 2 73 1 2 19873 2525 6.862326 2.08868 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 22.8441354478618 29.515945 0.773959141334008
6105203 1 1 40 1 1 22649 209 35.258659 16.521843 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 37.4412923763349 35.588113 1.05207298786353
6105203 2 4 38 2 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 37.0185518635694 35.588113 1.04019428800761
6105203 3 7 9 2 0 0 0 -1 -1 1 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 33.8858957155218 35.588113 0.952168936732379
6105203 4 7 6 2 0 0 0 -1 -1 1 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 33.8858957155218 35.588113 0.952168936732379
6105222 1 2 41 2 2 -1 -1 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 109.827660800789 134.248838 0.81809021543106
6105222 2 1 42 1 1 5962 576 37.920433 25.758595 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 147.748719277077 134.248838 1.10055864526051
6105222 3 7 8 1 0 0 0 -1 -1 1 11110 1607 9.651755 6.299568 -1 -1 -1 -1 -1 -1 -1 139.389368351632 134.248838 1.03829106030424
6105222 4 7 6 2 0 0 0 -1 -1 1 11110 1607 9.651755 6.299568 -1 -1 -1 -1 -1 -1 -1 139.389368351632 134.248838 1.03829106030424
6105240 1 3 76 2 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 25.8899794725896 30.470701 0.849667996564623
6105240 2 3 80 1 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 25.8899794725896 30.470701 0.849667996564623
6105250 1 3 66 2 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 39.2298834314343 45.577711 0.86072517839771
6105402 1 4 48 2 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 50.6370885806458 48.680414 1.04019428800761
6105402 2 1 47 1 1 19670 2398 16.064468 7.70296 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 51.2153486074136 48.680414 1.05207298786353
6105402 3 7 15 1 0 0 0 -1 -1 1 17304 2455 9.267416 4.165221 -1 -1 -1 -1 -1 -1 -1 46.351978038072 48.680414 0.952168936732379
6105421 1 3 68 2 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 69.7529007718199 81.039689 0.86072517839771
6105421 2 3 90 2 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 69.7529007718199 81.039689 0.86072517839771
6105421 3 4 18 2 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 101.490391545028 81.039689 1.25235415877556
6105421 4 7 15 2 0 0 0 -1 -1 1 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 83.2094717300785 81.039689 1.02677432202484
6105468 1 3 65 2 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 21.2728495925376 25.036661 0.849667996564623
6105471 1 3 79 2 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 76.7481085773865 105.772175 0.725598283077629
6105495 1 1 66 1 1 22648 209 22.869848 11.723385 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 163.858503084936 152.032385 1.07778683525182
6105495 2 2 65 2 2 6404 2372 17.512169 7.435796 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 109.942300977455 152.032385 0.723150537811102
6105511 1 1 37 2 1 23308 750 33.452122 15.285005 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 77.1011029845701 72.390905 1.06506615692358
6105511 2 7 14 1 0 0 0 -1 -1 1 5695 1619 8.20249 2.902871 -1 -1 -1 -1 -1 -1 -1 69.6342988151867 72.390905 0.96192054533904
6105511 3 7 5 2 0 0 0 -1 -1 1 5728 1629 9.660059 3.672067 -1 -1 -1 -1 -1 -1 -1 69.6342988151867 72.390905 0.96192054533904
6105543 1 5 27 2 0 0 0 -1 -1 1 25036 902 33.594677 14.748257 -1 -1 -1 -1 -1 -1 -1 49.8485402392946 39.283898 1.2689305994862
6105543 2 8 2 1 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 47.4538185425491 39.283898 1.20797122888745
6105584 1 5 42 2 0 0 0 -1 -1 2 26812 634 43.217751 19.88335 -1 -1 -1 -1 -1 -1 -1 119.514566048147 94.185266 1.2689305994862
6105584 2 1 35 1 1 5801 868 12.145523 4.819973 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 100.313539297445 94.185266 1.06506615692358
6105584 3 7 10 1 0 0 0 -1 -1 1 5724 1621 4.375469 0.657562 -1 -1 -1 -1 -1 -1 -1 90.5987424336226 94.185266 0.96192054533904
6105584 4 7 7 1 0 0 0 -1 -1 1 5724 1621 4.375469 0.657562 -1 -1 -1 -1 -1 -1 -1 90.5987424336226 94.185266 0.96192054533904
6105584 5 8 3 1 0 0 0 -1 -1 2 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 113.773091513111 94.185266 1.20797122888745
6105584 6 7 15 1 0 0 0 -1 -1 1 23571 1642 9.949825 3.388862 -1 -1 -1 -1 -1 -1 -1 90.5987424336226 94.185266 0.96192054533904
6105611 1 4 57 1 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 226.68117938817 229.521213 0.987626269595262
6105614 1 1 41 1 1 23168 968 23.173681 14.323375 1 23168 968 23.173681 14.323375 -1 -1 -1 -1 -1 -1 -1 399.257962417037 370.442419 1.07778683525182
6105614 2 1 41 2 1 23168 968 23.173681 14.323375 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 399.257962417037 370.442419 1.07778683525182
6105614 3 7 11 2 0 0 0 -1 -1 1 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 327.50241930085 370.442419 0.884084549995474
6105618 1 1 56 2 1 23168 968 21.719439 10.116763 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 36.0897406788146 33.485045 1.07778683525182
6105643 1 4 44 2 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 78.1443212752798 75.124736 1.04019428800761
6105643 2 1 48 1 1 4819 157 36.020046 20.384996 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 79.0367054659788 75.124736 1.05207298786353
6105643 3 7 14 2 0 0 0 -1 -1 1 19697 2510 6.546112 1.907241 -1 -1 -1 -1 -1 -1 -1 71.5314399994207 75.124736 0.952168936732379
6105643 4 7 13 1 0 0 0 -1 -1 1 17319 2451 10.604097 3.576615 -1 -1 -1 -1 -1 -1 -1 71.5314399994207 75.124736 0.952168936732379
6105746 1 1 36 1 1 1219 2227 7.238544 2.676769 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 86.1971116034262 77.333599 1.11461399337468
6105790 1 4 41 1 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 57.9350889744824 53.55241 1.08183906148169
6105790 2 1 39 2 1 26433 1144 5.142393 1.159558 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 57.7180824940077 53.55241 1.07778683525182
6105790 3 7 7 2 0 0 0 -1 -1 1 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 47.3448582960231 53.55241 0.884084549995474
6105790 4 1 45 2 1 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 57.7180824940077 53.55241 1.07778683525182
6105817 1 3 71 1 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 27.1097203341421 37.361886 0.725598283077629
6105819 1 4 59 2 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 217.234327058691 158.01842 1.37474053378518
6105819 2 1 50 1 1 -1 -1 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 179.759658044336 158.01842 1.13758673225777
6105854 1 1 44 1 1 26834 605 16.576782 8.81887 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 878.50949331506 815.105051 1.07778683525182
6105854 2 4 61 2 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 881.812483382821 815.105051 1.08183906148169
6105854 3 1 40 2 1 23168 968 20.980982 9.456478 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 878.50949331506 815.105051 1.07778683525182
6105854 4 7 12 2 0 0 0 -1 -1 1 27160 1228 5.342896 1.301372 -1 -1 -1 -1 -1 -1 -1 720.621782212373 815.105051 0.884084549995474
6105854 5 7 9 1 0 0 0 -1 -1 1 26488 1161 7.383776 3.198 -1 -1 -1 -1 -1 -1 -1 720.621782212373 815.105051 0.884084549995474
6105871 1 3 81 2 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 21.2728495925376 25.036661 0.849667996564623
6105878 1 1 61 2 1 22173 1120 30.808182 16.133713 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 166.128966676503 154.138983 1.07778683525182
6105878 2 1 62 1 1 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 166.128966676503 154.138983 1.07778683525182
6105947 1 5 42 2 2 4827 161 5.119361 1.144547 2 26812 634 6.803548 2.05722 -1 -1 -1 -1 -1 -1 -1 74.4035886233376 46.190103 1.61081235569744
6105947 2 7 15 2 0 0 0 -1 -1 1 22483 169 8.733122 2.497041 -1 -1 -1 -1 -1 -1 -1 40.8359564249996 46.190103 0.884084549995474
6105947 3 1 19 2 1 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 49.7830849323254 46.190103 1.07778683525182
6105977 1 1 44 2 1 19622 2541 38.006763 27.515814 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 307.268184451148 288.496806 1.06506615692358
6106056 1 1 43 1 1 29710 1794 7.784242 2.741616 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 170.164152230516 159.768622 1.06506615692358
6106056 2 1 47 2 1 29754 1796 10.007048 4.03123 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 170.164152230516 159.768622 1.06506615692358
6106056 3 7 15 2 0 0 0 -1 -1 1 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 153.684720002307 159.768622 0.96192054533904
6106056 4 7 12 1 0 0 0 -1 -1 1 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 153.684720002307 159.768622 0.96192054533904
6106102 1 1 29 2 1 23465 256 48.551552 30.071192 2 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 81.5146728333448 73.132648 1.11461399337468
6106102 2 1 31 1 1 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 81.5146728333448 73.132648 1.11461399337468
6106102 3 8 4 1 0 0 0 -1 -1 2 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 84.7243600182077 73.132648 1.15850256123924
6106102 4 8 0 1 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 84.7243600182077 73.132648 1.15850256123924
6106181 1 1 36 1 1 17386 2493 33.003796 18.936665 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 30.3573589496342 28.166385 1.07778683525182
6106181 2 1 34 2 1 22479 176 14.896341 5.526933 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 30.3573589496342 28.166385 1.07778683525182
6106254 1 3 83 1 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 27.1097203341421 37.361886 0.725598283077629
6106271 1 1 54 2 1 22584 218 39.452915 22.626322 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 201.803589312219 183.364685 1.10055864526051
6106271 2 1 41 1 1 25049 908 41.922867 24.674702 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 201.803589312219 183.364685 1.10055864526051
6106303 1 1 34 1 1 21805 926 15.308448 5.662867 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 46.1009479996 42.773716 1.07778683525182
6106303 2 2 32 2 2 21762 1035 16.266014 6.495992 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 30.9318357295793 42.773716 0.723150537811102
6106303 3 7 5 1 0 0 0 -1 -1 1 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 37.8155814614942 42.773716 0.884084549995474
