hhno pno day beghom endhom hbtours wbtours uwtours wktours sctours estours pbtours shtours mltours sotours retours metours wkstops scstops esstops pbstops shstops mlstops sostops restops mestops wkathome pdexpfac
6084126 1 1 1 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 -1 105.772175
6084149 1 1 1 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 -1 231.183156
6084149 2 1 1 1 1 0 0 1 0 0 0 0 0 0 0 0 5 0 0 1 0 0 0 0 0 -1 231.183156
6084154 1 1 1 1 2 0 0 0 0 0 0 1 0 0 1 0 0 0 0 1 2 1 0 1 0 -1 69.284955
6084154 2 1 1 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 3 1 0 0 0 -1 69.284955
6084154 3 1 1 1 2 0 0 0 0 0 0 1 0 0 1 0 0 0 0 1 3 1 0 0 0 -1 69.284955
6084173 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 38.178395
6084173 2 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 38.178395
6084184 1 1 1 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 -1 137.011743
6084207 1 1 1 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 33.485045
6084240 1 1 1 1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 2 2 0 0 0 0 -1 33.485045
6084264 1 1 1 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 33.362385
6084264 2 1 1 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 33.362385
6084287 1 1 1 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 318.089004
6084306 1 1 1 1 2 0 0 0 1 0 0 0 0 0 0 1 0 0 0 2 0 0 0 0 0 -1 83.671355
6084323 1 1 1 1 2 1 1 1 0 0 0 0 1 0 0 0 0 0 0 0 2 0 0 0 0 -1 28.166385
6084323 2 1 1 1 2 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 -1 28.166385
6084402 1 1 1 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 78.227921
6084402 2 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 78.227921
6084402 3 1 1 1 2 0 0 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 -1 78.227921
6084402 4 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 78.227921
6084402 5 1 1 1 1 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 -1 78.227921
6084451 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 148.557419
6084480 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 38.996259
6084480 2 1 1 1 2 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 38.996259
6084480 3 1 1 1 2 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 38.996259
6084509 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 443.877364
6084509 2 1 1 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 443.877364
6084509 3 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 443.877364
6084509 4 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 443.877364
6084636 1 1 1 1 2 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 -1 33.4727
6084636 2 1 1 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 -1 33.4727
6084691 1 1 1 1 2 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 -1 35.398008
6084821 1 1 1 1 2 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 42.773716
6084821 2 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 1 0 0 3 0 1 0 -1 42.773716
6084821 3 1 1 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 -1 42.773716
6084839 1 1 1 1 3 0 0 0 0 2 0 0 0 0 0 1 0 0 1 1 1 1 0 1 0 -1 33.485045
6084871 1 1 1 1 2 0 0 0 0 0 0 1 0 0 1 0 0 0 0 2 0 0 0 0 0 -1 35.398008
6084900 1 1 1 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 251.979787
6084900 2 1 1 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 -1 251.979787
6084900 3 1 1 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 251.979787
6084900 4 1 1 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 251.979787
6084900 5 1 1 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 251.979787
6084928 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 17.93771
6084928 2 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 17.93771
6084955 1 1 1 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 6 2 1 0 0 0 0 -1 64.380723
6084999 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 137.011743
6085040 1 1 1 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 94.813693
6085040 2 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 94.813693
6085058 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 219.969229
6085058 2 1 1 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 219.969229
6085083 1 1 1 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 33.485045
6085084 1 1 1 1 2 0 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 -1 111.213837
6085084 2 1 1 1 2 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 -1 111.213837
6085085 1 1 1 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 294.801634
6085085 2 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 294.801634
6085088 1 1 1 1 2 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 32.683296
6085088 2 1 1 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 32.683296
6085243 1 1 1 1 2 0 1 1 0 0 0 0 0 0 1 0 0 0 2 1 0 0 0 0 0 -1 619.396852
6085243 2 1 1 1 3 0 0 0 1 1 0 1 0 0 0 0 0 1 1 5 1 0 0 0 0 -1 619.396852
6085243 3 1 1 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 -1 619.396852
6085243 4 1 1 1 1 0 0 0 1 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 -1 619.396852
6085243 5 1 1 1 1 0 0 0 1 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 -1 619.396852
6085273 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 -1 64.591006
6085273 2 1 1 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 -1 64.591006
6085273 3 1 1 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 64.591006
6085273 4 1 1 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 64.591006
6085273 5 1 1 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 64.591006
6085273 6 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 64.591006
6085354 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 30.470701
6085354 2 1 1 1 2 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 -1 30.470701
6085388 1 1 1 1 1 0 0 1 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 -1 20.217977
6085388 2 1 1 1 2 0 1 1 0 0 1 0 0 0 0 0 0 0 0 2 0 0 0 0 0 -1 20.217977
6085389 1 1 1 1 1 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 1 1 0 0 -1 33.485045
6085412 1 1 1 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 1 0 0 0 -1 49.923764
6085412 2 1 1 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 -1 49.923764
6085497 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 108.299039
6085497 2 1 1 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 108.299039
6085507 1 1 1 1 2 0 1 1 0 0 0 1 0 0 0 0 0 0 1 1 2 0 0 0 0 -1 38.996259
6085507 2 1 1 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 38.996259
6085507 3 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 38.996259
6085535 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 17.726426
6085535 2 1 1 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 -1 17.726426
6085538 1 1 1 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 30.470701
6085538 2 1 1 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 30.470701
6085555 1 1 1 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 196.027604
6085555 2 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 196.027604
6085555 3 1 1 1 2 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 196.027604
6085555 4 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 196.027604
6085555 5 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 196.027604
6085555 6 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 196.027604
6085567 1 1 1 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 120.905139
6085567 2 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 120.905139
6085644 1 1 1 1 2 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 1 0 0 0 0 -1 137.011743
6085736 1 1 1 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 253.338649
6085736 2 1 1 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 2 0 0 1 0 0 0 -1 253.338649
6085751 1 1 1 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 33.485045
6085763 1 1 1 1 3 0 0 0 0 0 0 0 0 1 0 2 0 0 0 1 0 0 0 0 0 -1 58.687183
6085763 2 1 1 1 3 0 0 0 0 1 0 0 0 1 0 1 0 0 0 1 0 0 0 0 0 -1 58.687183
6085763 3 1 1 1 2 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 -1 58.687183
6085767 1 1 1 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 318.089004
6085771 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 233.657287
6085771 2 1 1 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 -1 233.657287
6085771 3 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 233.657287
6085894 1 1 1 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 122.949339
6085894 2 1 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 122.949339
6085894 3 1 1 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 122.949339
6085894 4 1 1 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 122.949339
6085894 5 1 1 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 122.949339
6085894 6 1 1 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 122.949339
6085894 7 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 122.949339
6085927 1 1 1 1 2 0 0 0 0 0 1 1 0 0 0 0 0 0 0 1 2 0 0 0 0 -1 105.772175
6085963 1 1 1 1 4 0 0 0 0 2 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 53.9043
6085963 2 1 1 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 53.9043
6085963 3 1 1 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 -1 53.9043
6086011 1 1 1 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 37.194337
6086011 2 1 1 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 -1 37.194337
6086071 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 21.137344
6086166 1 1 1 1 2 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 40.752751
6086166 2 1 1 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 -1 40.752751
6086253 1 1 1 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 -1 204.899384
6086253 2 1 1 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 204.899384
6086298 1 1 1 1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 160.278949
6086298 2 1 1 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 160.278949
6086298 3 1 1 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 -1 160.278949
6086298 4 1 1 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 160.278949
6086338 1 1 1 1 2 0 0 0 0 0 2 0 0 0 0 0 0 0 0 1 0 0 0 1 0 -1 28.269941
6086353 1 1 1 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 1 0 1 0 0 -1 44.700354
6086353 2 1 1 1 2 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 1 0 0 -1 44.700354
6086392 1 1 1 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 28.166385
6086392 2 1 1 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 28.166385
6086421 1 1 1 1 2 0 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 30.894782
6086421 2 1 1 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 30.894782
6086495 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 51.434422
6086509 1 1 1 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 33.491023
6086509 2 1 1 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 33.491023
6086531 1 1 1 1 2 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 -1 183.364685
6086531 2 1 1 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 -1 183.364685
6086541 1 1 1 1 2 0 1 1 0 1 0 0 0 0 0 0 0 0 1 1 1 0 0 1 1 -1 586.109603
6086541 2 1 1 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 -1 586.109603
6086541 3 1 1 1 2 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 -1 586.109603
6086541 4 1 1 1 2 0 0 0 1 1 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 -1 586.109603
6086541 5 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 586.109603
6086578 1 1 1 1 3 1 1 1 0 1 0 0 0 0 0 1 4 0 0 0 0 3 0 0 0 -1 33.491023
6086578 2 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 -1 33.491023
6086587 1 1 1 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 48.270624
6086587 2 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 48.270624
6086602 1 1 1 1 2 0 1 1 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 -1 45.690895
6086602 2 1 1 1 2 0 1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 -1 45.690895
6086685 1 1 1 1 2 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 -1 33.485045
6086694 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 -1 166.749227
6086694 2 1 1 1 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 -1 166.749227
6086696 1 1 1 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 37.623064
6086714 1 1 1 1 3 0 1 1 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 -1 160.278949
6086714 2 1 1 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 160.278949
6086714 3 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 160.278949
6086714 4 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 160.278949
6086718 1 1 1 1 2 0 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 -1 183.24506
6086730 1 1 1 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 64.591006
6086730 2 1 1 1 2 1 1 1 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 -1 64.591006
6086730 3 1 1 1 2 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 64.591006
6086730 4 1 1 1 2 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 64.591006
6086730 5 1 1 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 64.591006
6086730 6 1 1 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 64.591006
6086730 7 1 1 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 64.591006
6086730 8 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 64.591006
6086753 1 1 1 1 2 0 1 1 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 -1 568.244572
6086753 2 1 1 1 2 0 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 -1 568.244572
6086753 3 1 1 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 -1 568.244572
6086753 4 1 1 1 2 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 -1 568.244572
6086753 5 1 1 1 2 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 -1 568.244572
6086753 6 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 568.244572
6086765 1 1 1 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 -1 157.341517
6086765 2 1 1 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 -1 157.341517
6086765 3 1 1 1 2 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 -1 157.341517
6086765 4 1 1 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 157.341517
6086804 1 1 1 1 2 0 1 1 0 0 0 0 0 0 1 0 0 1 0 0 1 1 2 0 0 -1 48.270624
6086804 2 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 48.270624
6086823 1 1 1 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 2 1 1 0 0 0 0 -1 33.485045
6086848 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 35.398008
6086866 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 -1 126.877858
6086893 1 1 1 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 120.905139
6086893 2 1 1 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 -1 120.905139
6086910 1 1 1 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 43.943943
6086910 2 1 1 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 43.943943
6086927 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 2 0 1 1 0 0 0 -1 48.270624
6086927 2 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 48.270624
6086942 1 1 1 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 36.091791
6086942 2 1 1 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 36.091791
6086954 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 36.1615
6086956 1 1 1 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 -1 324.579265
6086956 2 1 1 1 3 0 0 0 0 2 0 0 1 0 0 0 0 0 0 2 0 0 0 0 0 -1 324.579265
6086956 3 1 1 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 -1 324.579265
6086956 4 1 1 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 -1 324.579265
6087023 1 1 1 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 1 0 0 0 0 -1 36.091791
6087023 2 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 36.091791
6087028 1 1 1 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 -1 288.496806
6087035 1 1 1 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 380.838781
6087035 2 1 1 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 380.838781
6087035 3 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 380.838781
6087037 1 1 1 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 1 0 0 0 -1 32.8328
6087037 2 1 1 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 1 0 0 0 -1 32.8328
6087078 1 1 0 1 2 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 49.71534
6087078 2 1 1 1 3 0 0 0 0 0 0 0 0 0 1 2 0 0 0 0 0 1 0 0 0 -1 49.71534
6087078 3 1 1 1 2 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 49.71534
6087078 4 1 1 1 2 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 49.71534
6087198 1 1 1 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 -1 209.634181
6087198 2 1 1 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 -1 209.634181
6087198 3 1 1 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 209.634181
6087198 4 1 1 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 209.634181
6087213 1 1 1 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 -1 33.485045
6087218 1 1 1 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 28.646696
6087218 2 1 1 1 3 0 1 1 0 2 0 0 0 0 0 0 0 0 2 2 1 0 0 0 0 -1 28.646696
6087218 3 1 1 1 2 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 -1 28.646696
6087218 4 1 1 1 2 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 -1 28.646696
6087223 1 1 1 1 2 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 461.243936
6087272 1 1 1 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 -1 103.666816
6087272 2 1 1 1 2 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 2 1 0 0 1 -1 103.666816
6087272 3 1 1 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 103.666816
6087272 4 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 103.666816
6087272 5 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 103.666816
6087315 1 1 1 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 40.752751
6087315 2 1 1 1 2 0 1 1 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 -1 40.752751
6087316 1 1 1 1 1 0 0 1 0 0 0 0 0 0 0 0 1 0 0 1 2 0 0 1 0 -1 204.899384
