hhno pno day beghom endhom hbtours wbtours uwtours wktours sctours estours pbtours shtours mltours sotours retours metours wkstops scstops esstops pbstops shstops mlstops sostops restops mestops wkathome pdexpfac
6015457 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 21.137344
6015584 1 1 1 1 3 0 0 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 154.138983
6015584 2 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 154.138983
6015608 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 -1 39.370542
6015608 2 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 -1 39.370542
6015610 1 1 1 1 2 0 1 1 0 0 0 0 0 0 1 0 0 0 2 0 0 0 0 0 0 -1 160.278949
6015610 2 1 1 1 2 0 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 -1 160.278949
6015610 3 1 1 1 2 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 -1 160.278949
6015610 4 1 1 1 2 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 -1 160.278949
6015711 1 1 1 1 2 0 0 0 0 0 1 1 0 0 0 0 0 0 0 1 2 0 0 0 0 -1 85.805637
6015711 2 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 85.805637
6015711 3 1 1 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 3 0 0 0 0 -1 85.805637
6015711 4 1 1 1 2 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 -1 85.805637
6015711 5 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 85.805637
6015752 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 28.166385
6015752 2 1 1 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 28.166385
6015763 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 154.138983
6015763 2 1 1 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 154.138983
6015819 1 1 1 1 2 0 0 0 0 1 0 0 0 0 1 0 0 0 3 1 2 2 0 0 0 -1 71.965201
6015819 2 1 1 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 -1 71.965201
6015819 3 1 1 1 2 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 -1 71.965201
6015819 4 1 1 1 2 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 -1 71.965201
6015839 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 33.485045
6015847 1 1 1 1 2 0 0 0 0 2 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 -1 59.523032
6015847 2 1 1 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 -1 59.523032
6015847 3 1 1 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 59.523032
6015847 4 1 1 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 -1 59.523032
6015847 5 1 1 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 -1 59.523032
6015862 1 1 1 1 2 0 1 1 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 -1 38.513922
6015862 2 1 1 1 2 1 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 -1 38.513922
6015865 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 165.161636
6015865 2 1 1 1 2 0 0 0 0 2 0 0 0 0 0 0 0 0 0 2 2 0 0 1 1 -1 165.161636
6015865 3 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 165.161636
6015865 4 1 1 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 2 2 0 0 0 1 -1 165.161636
6015865 5 1 1 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 2 2 0 0 0 1 -1 165.161636
6015865 6 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 165.161636
6015900 1 1 1 1 1 2 1 1 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 -1 142.218876
6016079 1 1 0 1 2 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 33.485045
6016080 1 1 1 1 2 0 1 1 0 0 0 0 1 0 0 0 0 0 2 3 1 0 1 0 0 -1 43.943943
6016080 2 1 1 1 2 0 0 0 1 0 0 1 0 0 0 0 0 0 0 3 1 0 1 0 0 -1 43.943943
6016083 1 1 1 1 2 0 1 1 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 -1 267.564734
6016083 2 1 1 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 267.564734
6016093 1 1 1 1 3 2 1 1 0 0 2 0 0 0 0 0 1 0 0 1 0 0 0 0 0 -1 406.326123
6016093 2 1 1 1 1 2 1 1 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 -1 406.326123
6016093 3 1 1 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 0 -1 406.326123
6016103 1 1 1 1 3 0 0 0 0 0 0 2 0 0 1 0 0 0 0 0 0 0 0 0 0 -1 105.772175
6016156 1 1 1 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 1 -1 71.757412
6016194 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 48.270624
6016194 2 1 1 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 48.270624
6016205 1 1 1 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 267.564734
6016205 2 1 1 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 267.564734
6016215 1 1 1 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 2 1 1 0 0 0 0 -1 73.805143
6016215 2 1 1 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 -1 73.805143
6016215 3 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 73.805143
6016312 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 37.361886
6016335 1 1 1 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 42.645539
6016379 1 1 1 1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 -1 40.752751
6016379 2 1 1 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 -1 40.752751
6016477 1 1 1 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 30.894782
6016477 2 1 1 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 30.894782
6016504 1 1 1 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 -1 33.362385
6016504 2 1 1 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 2 0 1 0 0 0 0 -1 33.362385
6016515 1 1 1 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 1 1 0 0 1 -1 28.166385
6016515 2 1 1 0 2 0 0 1 0 0 0 1 0 0 0 0 0 0 0 2 1 1 0 0 0 -1 28.166385
6016621 1 1 1 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 2 3 1 1 0 0 -1 56.308003
6016621 2 1 1 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 2 3 1 1 0 0 -1 56.308003
6016646 1 1 1 1 1 0 0 1 0 0 0 0 0 0 0 0 1 0 0 2 0 0 0 0 0 -1 249.110062
6016646 2 1 1 1 2 0 0 1 0 0 0 0 0 1 0 0 1 0 0 0 1 0 0 0 0 -1 249.110062
6016686 1 1 1 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 -1 33.485045
6016691 1 1 1 1 3 0 2 2 0 0 0 0 0 1 0 0 0 0 0 1 3 0 0 1 0 -1 28.166385
6016691 2 1 1 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 28.166385
6016741 1 1 1 1 1 0 1 1 0 0 0 0 0 0 0 0 2 0 0 0 0 1 0 0 0 -1 233.699164
6016741 2 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 -1 233.699164
6016763 1 1 1 1 2 0 0 0 0 2 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 -1 101.138933
6016763 2 1 1 1 1 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 -1 101.138933
6016763 3 1 1 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 101.138933
6016763 4 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 101.138933
6016763 5 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 101.138933
6016770 1 1 1 1 2 0 0 0 0 0 1 1 0 0 0 0 0 0 0 1 1 0 0 0 0 -1 37.361886
6016783 1 1 1 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 155.630823
6016786 1 1 1 1 2 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 -1 370.442419
6016786 2 1 1 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 2 1 1 0 0 0 0 -1 370.442419
6016786 3 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 370.442419
6016836 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 38.359917
6016836 2 1 1 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 -1 38.359917
6016853 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 78.227921
6016853 2 1 1 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 78.227921
6016853 3 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 78.227921
6016853 4 1 1 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 78.227921
6016853 5 1 1 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 78.227921
6016920 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 36.310471
6017025 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 23.808105
6017025 2 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 23.808105
6017102 1 1 1 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 -1 25.036661
6017163 1 1 1 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 144.025053
6017163 2 1 1 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 -1 144.025053
6017163 3 1 1 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 -1 144.025053
6017181 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 25.036661
6017183 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 200.792823
6017216 1 1 1 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 -1 25.036661
6017304 1 1 1 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 -1 180.441185
6017304 2 1 1 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 -1 180.441185
6017304 3 1 1 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 180.441185
6017305 1 1 1 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 176.998871
6017305 2 1 0 1 2 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 176.998871
6017305 3 1 1 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 176.998871
6017305 4 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 176.998871
6017305 5 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 176.998871
6017343 1 1 1 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 -1 204.939961
6017343 2 1 1 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 -1 204.939961
6017343 3 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 204.939961
6017344 1 1 1 1 2 0 0 0 0 1 1 0 0 0 0 0 0 0 0 3 0 0 0 0 0 -1 95.127959
6017344 2 1 1 1 2 0 0 0 0 2 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 -1 95.127959
6017344 3 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 95.127959
6017344 4 1 1 1 2 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 95.127959
6017344 5 1 1 1 2 0 0 0 1 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 -1 95.127959
6017391 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 169.573971
6017391 2 1 1 1 3 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 1 0 0 0 -1 169.573971
6017415 1 1 1 1 2 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 -1 33.491023
6017415 2 1 1 1 3 0 0 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 -1 33.491023
6017421 1 1 1 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 150.065711
6017421 2 1 1 1 2 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 2 0 0 0 0 -1 150.065711
6017422 1 1 1 1 2 0 1 1 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 -1 33.485045
6017573 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 51.434422
6017668 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 204.899384
6017668 2 1 1 1 1 0 1 1 0 0 0 0 0 0 0 0 1 0 0 0 1 1 0 0 0 -1 204.899384
6017721 1 1 1 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 -1 74.566239
6017721 2 1 1 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 2 2 0 0 0 0 -1 74.566239
6017727 1 1 1 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 53.812839
6017727 2 1 1 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 53.812839
6017727 3 1 1 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 -1 53.812839
6017784 1 1 1 1 2 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 89.252164
6017784 2 1 1 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 89.252164
6017784 3 1 1 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 89.252164
6017784 4 1 1 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 89.252164
6017784 5 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 89.252164
6017796 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 -1 21.693767
6017800 1 1 1 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 -1 83.671355
6017800 2 1 1 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 83.671355
6017800 3 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 83.671355
6017800 4 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 83.671355
6017807 1 1 1 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 183.24506
6017819 1 1 1 1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 21.917044
6017819 2 1 1 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 -1 21.917044
6017825 1 1 1 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 1 0 -1 367.795839
6017825 2 1 1 1 2 0 1 1 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 1 0 -1 367.795839
6017825 3 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 367.795839
6017825 4 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 367.795839
6017825 5 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 367.795839
6017832 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 23.808105
6017832 2 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 23.808105
6017841 1 1 1 1 1 0 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 -1 33.485045
6017883 1 1 1 1 1 0 0 1 0 0 0 0 0 0 0 0 3 0 0 0 1 0 0 0 0 -1 93.23201
6017883 2 1 1 1 2 0 0 0 0 2 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 -1 93.23201
6017883 3 1 1 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 -1 93.23201
6017883 4 1 1 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 -1 93.23201
6017899 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 77.333599
6017933 1 1 1 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 27.781438
6017933 2 1 1 1 2 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 27.781438
6017956 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 25.036661
6017968 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 1 -1 41.793933
6017984 1 1 1 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 183.24506
6017987 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 40.752751
6017987 2 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 -1 40.752751
6018024 1 1 1 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 27.883579
6018113 1 1 1 1 2 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 1 0 0 0 -1 134.248838
6018113 2 1 1 1 2 1 1 1 0 1 0 0 0 0 0 0 0 0 3 0 0 1 0 1 0 -1 134.248838
6018113 3 1 1 1 2 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 1 1 0 -1 134.248838
6018113 4 1 1 1 2 0 0 0 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 -1 134.248838
6018123 1 1 1 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 -1 551.26131
6018123 2 1 1 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 551.26131
6018123 3 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 551.26131
6018219 1 1 1 1 2 0 0 0 0 1 1 0 0 0 0 0 0 0 0 1 1 0 0 0 0 -1 206.656834
6018219 2 1 1 1 2 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 -1 206.656834
6018219 3 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 206.656834
6018219 4 1 1 1 3 0 0 0 1 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 -1 206.656834
6018219 5 1 1 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 206.656834
6018219 6 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 206.656834
6018248 1 1 1 1 2 0 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 -1 42.679143
6018248 2 1 1 1 2 0 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 -1 42.679143
6018260 1 1 1 1 2 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 2 0 0 0 -1 53.812839
6018260 2 1 1 1 2 0 0 1 0 0 0 0 0 1 0 0 0 0 0 2 1 1 0 0 0 -1 53.812839
6018260 3 1 1 1 1 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 -1 53.812839
6018327 1 1 1 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 -1 276.508094
6018331 1 1 1 1 3 0 0 1 0 0 0 2 0 0 0 0 0 0 0 2 1 0 0 0 0 -1 211.191837
6018331 2 1 1 1 2 0 0 0 0 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 -1 211.191837
6018331 3 1 1 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 211.191837
6018331 4 1 1 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 211.191837
6018331 5 1 1 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 211.191837
6018361 1 1 1 1 8 0 0 0 0 8 0 0 0 0 0 0 0 0 7 0 0 0 0 0 0 -1 35.61732
6018361 2 1 1 1 2 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 35.61732
6018437 1 1 1 1 2 0 0 0 0 2 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 -1 40.752751
6018437 2 1 1 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 40.752751
6018451 1 1 1 1 2 0 1 1 0 1 0 0 0 0 0 0 0 0 3 1 2 0 0 0 0 -1 28.269941
6018453 1 1 1 1 2 0 0 0 0 0 2 0 0 0 0 0 0 0 0 2 0 0 0 0 0 -1 25.036661
6018478 1 1 1 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 -1 41.793933
6018511 1 1 1 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 2 0 0 0 0 0 -1 38.996259
6018511 2 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 38.996259
6018511 3 1 1 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 38.996259
6018548 1 1 1 1 4 0 0 0 0 0 1 1 1 0 0 1 0 0 0 1 1 0 0 0 1 -1 45.690895
6018548 2 1 1 1 3 0 0 0 0 0 1 1 1 0 0 0 0 0 0 3 0 0 0 0 1 -1 45.690895
6018551 1 1 1 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 -1 250.759803
6018551 2 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 250.759803
6018584 1 1 1 1 2 0 0 0 0 2 0 0 0 0 0 0 0 0 0 1 3 1 0 0 0 -1 57.476511
6018584 2 1 1 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 -1 57.476511
6018663 1 1 1 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 23.533598
6018663 2 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 23.533598
6018663 3 1 1 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 23.533598
6018747 1 1 1 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 54.62282
6018759 1 1 1 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 424.019892
6018759 2 1 1 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 -1 424.019892
6018759 3 1 1 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 -1 424.019892
6018759 4 1 1 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 -1 424.019892
6018831 1 1 1 1 2 0 2 2 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 -1 30.894782
6018831 2 1 1 1 3 0 2 2 0 0 0 0 0 0 1 0 0 0 0 1 3 0 0 0 0 -1 30.894782
6018900 1 1 1 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 55.303238
6018900 2 1 1 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 55.303238
6018900 3 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 55.303238
6018900 4 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 55.303238
6018907 1 1 1 1 2 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 -1 60.220167
6018918 1 1 1 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 -1 314.725454
6018918 2 1 1 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 -1 314.725454
6018956 1 1 1 1 2 0 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 -1 154.138983
6018956 2 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 -1 154.138983
