hhno hhsize hhvehs hhwkrs hhftw hhptw hhret hhoad hhuni hhhsc hh515 hhcu5 hhincome hownrent hrestype hhparcel hhtaz hhxco hhyco hhexpfac adjfac orig_hhexpfac
6060356 3 2 2 1 1 0 0 0 0 1 0 175000 1 1 1073 2230 -86.63058 36.2666 45.77231 1.246935 36.70786
6060363 2 3 0 0 0 0 2 0 0 0 0 125000 1 3 31768 1920 -86.3919 35.85122 50.92632 1.354481 37.59841
6060378 1 1 0 0 0 1 0 0 0 0 0 40000 1 1 24517 1057 -86.72706 36.11326 22.30928 0.8910644 25.03666
6060416 4 2 1 1 0 0 1 0 0 0 2 87500 1 2 17807 2475 -86.89726 35.91162 74.97 0.9979403 75.12474
6060463 2 2 0 0 0 2 0 0 0 0 0 -1 1 1 30376 1829 -86.44188 35.83303 44.7089 0.4136506 108.0837
6060500 1 1 0 0 0 0 0 1 0 0 0 -1 2 3 31150 1897 -86.35861 35.87007 69.91806 1.871374 37.36189
6060507 1 1 1 0 1 0 0 0 0 0 0 55000 1 1 28359 1213 -86.95908 36.06435 274.2943 0.8623195 318.089
6060526 2 1 1 1 0 0 0 0 0 1 0 40000 2 3 23541 853 -86.64033 36.05415 568.9617 1.240802 458.5436
6060567 1 1 0 0 0 1 0 0 0 0 0 27500 2 2 25068 874 -86.71855 36.11097 22.30928 0.8910644 25.03666
6060625 2 1 1 1 0 1 0 0 0 0 0 -1 1 2 17175 2482 -86.88096 35.96453 12.47871 0.381807 32.6833
6060679 2 0 0 0 0 0 2 0 0 0 0 40000 2 1 31998 1965 -86.38081 35.84123 42.67805 1.086401 39.2839
6060708 4 2 3 2 1 0 0 0 0 1 0 40000 1 1 24445 51 -86.71222 36.08591 111.0316 1.807643 61.42341
6060788 2 3 2 1 1 0 0 0 0 0 0 87500 1 1 19866 2525 -86.841 35.91509 19.47156 0.9630814 20.21798
6060808 2 2 2 1 1 0 0 0 0 0 0 87500 1 1 12324 1460 -86.97042 35.49911 57.16816 0.7500027 76.22393
6060818 4 3 0 0 0 2 2 0 0 0 0 -1 1 1 6311 1261 -86.81174 36.06827 219.9851 0.6938755 317.0383
6061017 3 2 1 0 1 0 2 0 0 0 0 55000 2 3 21649 1033 -86.78297 36.12195 54.85615 1.406703 38.99626
6061041 2 1 0 0 0 2 0 0 0 0 0 55000 1 1 7857 2141 -86.43979 36.39137 43.43523 0.9078404 47.84457
6061068 1 1 0 0 0 0 1 0 0 0 0 27500 1 3 24529 1063 -86.73255 36.10747 122.0863 0.8910644 137.0117
6061117 1 1 0 0 0 1 0 0 0 0 0 15000 1 1 5901 281 -86.86709 36.24235 22.30928 0.8910644 25.03666
6061143 2 2 0 0 0 2 0 0 0 0 0 27500 1 1 9580 448 -86.72973 36.21813 37.8081 1.240802 30.4707
6061178 2 2 1 0 1 1 0 0 0 0 0 67500 1 1 1896 2095 -86.64734 36.4373 27.75624 0.9078404 30.57392
6061260 1 1 0 0 0 1 0 0 0 0 0 87500 1 3 27024 1203 -86.92756 36.07184 213.2928 1.556749 137.0117
6061299 1 1 1 1 0 0 0 0 0 0 0 40000 1 3 6657 2252 -86.62253 36.29047 42.64608 0.8826707 48.31483
6061302 1 1 0 0 0 1 0 0 0 0 0 15000 1 1 21489 116 -86.63808 36.00698 122.0863 0.8910644 137.0117
6061303 4 2 2 2 0 0 0 0 0 2 0 67500 1 1 17156 2479 -86.88774 35.9653 65.67083 2.29244 28.6467
6061360 3 3 3 3 0 0 0 0 0 0 0 175000 1 1 20374 18 -86.75735 36.03178 344.113 1.168514 294.4878
6061425 1 1 1 1 0 0 0 0 0 0 0 67500 1 1 7398 2247 -86.63357 36.32783 67.50242 0.8728731 77.3336
6061436 1 0 0 0 0 0 0 1 0 0 0 22500 2 3 22740 673 -86.80521 36.15822 18.83474 0.8910644 21.13734
6061438 1 1 1 1 0 0 0 0 0 0 0 40000 1 2 9767 833 -86.62621 36.14286 283.4378 0.8910644 318.089
6061488 1 1 0 0 0 1 0 0 0 0 0 87500 1 1 31138 1903 -86.35624 35.85682 49.00748 1.311697 37.36189
6061537 2 3 1 0 1 0 1 0 0 0 0 67500 1 1 12241 1459 -86.98837 35.48466 98.42296 1.627816 60.46318
6061574 2 2 0 0 0 2 0 0 0 0 0 -1 1 1 13102 1385 -87.04621 35.59561 18.53624 0.4832191 38.35992
6061582 1 1 1 1 0 0 0 0 0 0 0 -1 1 1 5490 369 -86.68773 36.24691 61.82078 1.84622 33.48504
6061638 2 3 0 0 0 0 2 0 0 0 0 67500 1 1 24517 1057 -86.72651 36.11186 40.19693 1.202697 33.42231
6061649 2 2 1 0 1 0 1 0 0 0 0 125000 1 1 17438 2464 -86.91082 35.91405 28.42626 0.9630814 29.51594
6061666 2 1 2 2 0 0 0 0 0 0 0 67500 2 3 22684 980 -86.81739 36.14702 40.12485 1.202697 33.36239
6061718 2 3 1 1 0 0 1 0 0 0 0 -1 2 1 25568 1683 -86.49028 35.98973 17.39753 0.4136506 42.05852
6061729 4 2 2 1 1 0 0 0 0 2 0 67500 1 1 19558 2521 -86.86113 35.89462 65.67083 2.29244 28.6467
6061764 1 1 1 0 1 0 0 0 0 0 0 -1 2 3 31147 1897 -86.36435 35.86549 78.21208 1.871374 41.79393
6061783 2 3 2 0 2 0 0 0 0 0 0 87500 1 1 213 2283 -86.54932 36.32348 369.3699 1.482758 249.1101
6061786 2 2 2 2 0 0 0 0 0 0 0 125000 1 3 4830 161 -86.79371 36.17719 30.13874 1.070025 28.16638
6061928 3 2 2 2 0 0 0 0 0 1 0 -1 3 1 23716 794 -86.65853 36.08307 17.01189 0.4362441 38.99626
6061955 3 3 1 1 0 0 2 0 0 0 0 40000 1 1 31156 1891 -86.38433 35.86641 96.95392 1.39935 69.28495
6061993 3 2 2 2 0 0 0 0 0 1 0 67500 1 1 7079 2098 -86.64276 36.46895 49.32446 0.8394901 58.75527
6062049 2 1 1 1 0 0 0 0 0 1 0 55000 1 1 9669 400 -86.71748 36.27233 317.7025 1.202697 264.1583
6062084 1 1 1 1 0 0 0 0 0 0 0 40000 2 2 23239 998 -86.80827 36.13143 163.2832 0.8910644 183.2451
6062097 1 1 0 0 0 0 1 0 0 0 0 22500 2 1 9370 644 -86.81028 36.18283 29.83733 0.8910644 33.48504
6062137 1 0 0 0 0 1 0 0 0 0 0 22500 2 3 5519 368 -86.67179 36.25475 22.30928 0.8910644 25.03666
6062157 4 3 2 2 0 0 1 0 0 1 0 125000 1 1 26221 1828 -86.42789 35.82278 537.1819 1.400209 383.644
6062171 2 2 2 2 0 0 0 0 0 0 0 125000 2 3 22610 192 -86.79763 36.15664 30.13874 1.070025 28.16638
6062188 2 2 0 0 0 2 0 0 0 0 0 67500 1 1 9953 1170 -87.00132 36.08868 200.5489 1.202697 166.7492
6062284 2 0 1 1 0 0 0 1 0 0 0 40000 2 3 6022 1139 -86.87933 36.14313 50.56608 1.240802 40.75275
6062299 1 1 0 0 0 0 1 0 0 0 0 40000 1 1 14265 1360 -87.04242 35.63211 41.1435 0.7999214 51.43442
6062338 5 4 2 1 1 0 1 0 0 2 0 -1 1 1 18798 2531 -86.83761 35.89154 8.206843 0.1212304 67.69627
6062432 1 1 0 0 0 1 0 0 0 0 0 15000 1 3 11205 1561 -86.88287 36.49236 33.00286 0.9692359 34.05039
6062476 3 2 1 1 0 0 2 0 0 0 0 55000 1 1 27820 41 -86.70443 36.07817 79.36905 1.406703 56.42204
6062507 6 2 1 1 0 0 1 0 0 1 3 40000 2 3 31144 1897 -86.3608 35.86963 111.4677 1.183494 94.18527
6062525 1 1 1 1 0 0 0 0 0 0 0 -1 1 1 5291 529 -86.74085 36.17098 61.82078 1.84622 33.48504
6062532 3 3 3 3 0 0 0 0 0 0 0 87500 1 1 18797 2531 -86.83071 35.898 32.65399 0.9212292 35.44611
6062547 2 2 2 2 0 0 0 0 0 0 0 67500 1 1 6842 2245 -86.63572 36.32467 40.8302 0.9078404 44.97508
6062558 2 2 1 1 0 1 0 0 0 0 0 -1 1 2 19580 2527 -86.84221 35.90565 11.26939 0.381807 29.51594
6062566 1 1 1 1 0 0 0 0 0 0 0 40000 1 1 5235 526 -86.73629 36.1697 29.83733 0.8910644 33.48504
6062797 2 2 0 0 0 2 0 0 0 0 0 55000 1 1 13876 1334 -87.0439 35.68385 27.85143 1.627816 17.10969
6062799 1 7 1 1 0 0 0 0 0 0 0 175000 1 1 4402 358 -86.64735 36.27087 237.5464 1.556749 152.5913
6062914 2 12 0 0 0 1 1 0 0 0 0 67500 1 1 1368 306 -86.73228 36.3525 197.808 1.202697 164.4703
6062918 2 3 2 1 1 0 0 0 0 0 0 40000 2 3 19041 2503 -86.8381 35.94694 39.82647 1.01158 39.37054
6062999 2 2 0 0 0 2 0 0 0 0 0 87500 1 2 26901 1199 -86.88674 36.08785 178.4259 1.070025 166.7492
6063002 3 3 3 3 0 0 0 0 0 0 0 125000 1 1 1309 313 -86.71018 36.31841 344.113 1.168514 294.4878
6063013 2 4 2 2 0 0 0 0 0 0 0 -1 1 1 14860 1312 -86.89849 35.66701 46.43371 0.4832191 96.09246
6063050 2 3 2 2 0 0 0 0 0 0 0 67500 2 2 4665 735 -86.61387 36.19871 37.15707 1.202697 30.89478
6063086 3 3 1 1 0 0 1 1 0 0 0 -1 1 2 25736 1634 -86.55316 36.00487 39.94663 0.5765557 69.28495
6063113 2 2 2 1 0 0 0 1 0 0 0 55000 1 1 5328 491 -86.71952 36.17604 33.87564 1.202697 28.16638
6063130 1 0 0 0 0 1 0 0 0 0 0 5000 2 3 5392 391 -86.72007 36.24599 252.9539 1.84622 137.0117
6063136 3 2 0 0 0 1 2 0 0 0 0 -1 1 1 24421 1065 -86.73146 36.09641 100.7129 0.4362441 230.8637
6063140 5 2 2 2 0 0 0 0 0 2 1 125000 1 1 4345 1613 -86.52738 36.02272 106.0658 1.400209 75.75
6063175 3 2 2 1 1 0 0 0 0 0 1 125000 1 1 17245 2483 -86.88403 35.97755 42.21723 0.9212292 45.82706
6063194 2 3 0 0 0 0 2 0 0 0 0 87500 1 1 33117 2659 -86.55375 36.30592 149.1495 1.246744 119.6312
6063198 1 2 0 0 0 1 0 0 0 0 0 27500 1 1 14628 1329 -86.9906 35.64378 27.61687 0.7999214 34.52448
6063227 2 3 0 0 0 0 2 0 0 0 0 -1 1 1 16959 1361 -87.03977 35.63587 15.90159 0.4832191 32.90762
6063232 1 1 1 0 1 0 0 0 0 0 0 15000 1 1 23465 256 -86.69615 36.1302 29.83733 0.8910644 33.48504
6063239 2 3 0 0 0 2 0 0 0 0 0 22500 1 1 4748 713 -86.684 36.19921 226.9448 1.240802 182.9018
6063276 3 3 1 0 0 1 1 1 0 0 0 55000 1 1 20689 1751 -86.39129 35.65688 142.8233 1.124983 126.956
6063349 2 2 1 1 0 0 1 0 0 0 0 40000 1 1 19345 1761 -86.56475 35.89853 320.2727 1.086401 294.8016
6063366 3 3 2 2 0 0 1 0 0 0 0 87500 1 1 1891 2095 -86.63623 36.43808 42.50692 1.246935 34.08912
6063380 2 2 2 2 0 0 0 0 0 0 0 67500 2 1 30793 1905 -86.34537 35.8629 32.16504 0.9604079 33.49102
6063426 2 3 0 0 0 2 0 0 0 0 0 87500 1 1 920 2121 -86.42985 36.45293 202.5693 1.482758 136.6166
6063448 3 3 2 2 0 0 0 0 0 1 0 87500 1 1 19479 2350 -86.77155 35.97385 509.7734 0.9212292 553.3622
6063531 2 2 1 0 1 1 0 0 0 0 0 -1 1 3 8718 2782 -86.48327 36.16796 11.49495 0.2302501 49.92376
6063553 2 2 1 1 0 0 1 0 0 0 0 175000 1 1 30871 1907 -86.34356 35.87096 57.84621 1.354481 42.7073
6063565 1 2 1 1 0 0 0 0 0 0 0 40000 1 1 20662 1739 -86.42215 35.72662 246.5538 0.8793617 280.3781
6063595 2 4 2 2 0 0 0 0 0 0 0 125000 1 1 17236 2483 -86.88088 35.97268 16.92446 0.9630814 17.57324
6063684 2 2 1 1 0 0 1 0 0 0 0 -1 1 1 1120 2233 -86.61472 36.2609 13.80066 0.4513867 30.57392
6063706 4 2 2 2 0 0 0 0 0 2 0 55000 1 1 2791 2718 -86.29815 36.22841 51.02032 1.023846 49.83204
6063720 2 1 0 0 0 2 0 0 0 0 0 27500 1 1 9855 1138 -86.87559 36.13981 44.78276 1.240802 36.09179
6063738 1 0 0 0 0 1 0 0 0 0 0 15000 1 1 27333 944 -86.7879 36.1455 18.57732 0.8910644 20.84846
6063777 1 1 0 0 0 1 0 0 0 0 0 40000 1 1 54 2270 -86.58453 36.28681 317.032 0.8826707 359.1736
6063783 2 3 2 2 0 0 0 0 0 0 0 175000 1 1 3524 2767 -86.52267 36.14065 61.27631 1.246744 49.14909
6063849 2 1 0 0 0 0 0 1 0 0 1 5000 2 2 9536 150 -86.7571 36.16792 13.29925 0.3684841 36.09179
6063891 2 1 0 0 0 2 0 0 0 0 0 5000 2 3 22171 1120 -86.82386 36.09773 72.77942 0.3684841 197.5103
6063955 2 2 1 1 0 1 0 0 0 0 0 67500 1 1 17664 2366 -86.82275 36.02509 65.3362 2.21359 29.51594
6063973 1 1 0 0 0 0 0 1 0 0 0 15000 2 3 23749 775 -86.64545 36.0926 29.83733 0.8910644 33.48504
6064092 4 3 2 2 0 0 0 0 0 0 2 175000 1 1 12557 1419 -87.16032 35.59842 108.511 0.9654805 112.3906
6064163 3 3 1 1 0 0 1 1 0 0 0 125000 1 1 5095 548 -86.80821 36.21373 72.31636 1.168514 61.88748
6064180 4 2 2 1 1 0 0 0 0 0 2 40000 1 1 4341 1613 -86.52849 36.03349 66.79054 1.183494 56.43504
6064208 3 2 0 0 0 3 0 0 0 0 0 67500 1 1 8719 2782 -86.4771 36.16362 181.5508 1.034601 175.479
6064246 2 2 1 0 1 0 1 0 0 0 0 40000 1 1 11585 1464 -87.01116 35.47617 80.55191 1.142888 70.48101
6064290 2 2 0 0 0 1 1 0 0 0 0 40000 1 2 19580 2527 -86.84221 35.90565 24.78348 1.01158 24.49976
6064293 2 2 2 2 0 0 0 0 0 0 0 125000 1 2 21360 99 -86.70406 36.03101 286.301 1.070025 267.5647
6064316 2 5 0 0 0 1 1 0 0 0 0 15000 1 1 177 2296 -86.58248 36.32129 153.2736 0.895056 171.2447
6064321 2 2 0 0 0 2 0 0 0 0 0 55000 1 1 17907 2418 -86.96368 36.01623 408.1195 2.21359 184.37
6064418 2 2 0 0 0 2 0 0 0 0 0 -1 1 1 23649 778 -86.63679 36.08314 11.22797 0.3684841 30.4707
6064421 1 1 0 0 0 0 1 0 0 0 0 15000 2 4 31145 1897 -86.36695 35.86629 32.85461 0.8793617 37.36189
6064442 1 1 1 1 0 0 0 0 0 0 0 67500 1 1 21804 926 -86.77003 36.13377 28.87481 0.8623195 33.48504
6064456 4 4 2 2 0 0 0 1 0 1 0 125000 1 1 32519 2633 -86.34513 36.2174 35.29794 1.05647 33.4112
6064501 2 2 0 0 0 2 0 0 0 0 0 22500 1 1 5950 581 -86.88715 36.14928 37.8081 1.240802 30.4707
6064569 2 2 1 1 0 1 0 0 0 0 0 125000 1 1 19927 2509 -86.84492 35.92194 28.42626 0.9630814 29.51594
6064617 1 1 0 0 0 0 1 0 0 0 0 5000 2 2 29084 1544 -86.89391 36.50276 36.47356 1.071164 34.05039
6064618 2 4 1 1 0 1 0 0 0 0 0 -1 1 1 7099 2091 -86.61944 36.49697 16.64293 0.4513867 36.87067
6064670 4 2 1 1 0 0 1 1 0 1 0 67500 1 1 20535 1779 -86.54298 35.83862 417.689 0.8408194 496.7642
6064704 1 1 1 1 0 0 0 0 0 0 0 125000 1 1 15022 1283 -87.02102 35.74326 88.09137 0.9321484 94.50359
6064759 1 0 1 1 0 0 0 0 0 0 0 -1 1 1 28035 499 -86.75477 36.19542 61.82078 1.84622 33.48504
6064791 3 2 2 2 0 0 0 0 0 0 1 125000 1 1 1073 2230 -86.62813 36.26877 73.264 1.246935 58.75527
6064817 1 0 0 0 0 0 1 0 0 0 0 5000 2 2 14606 1330 -87.00645 35.64905 80.40817 1.563314 51.43442
6064848 2 2 2 0 2 0 0 0 0 0 0 40000 1 1 27741 46 -86.70777 36.06976 34.9489 1.240802 28.16638
6064871 5 2 1 1 0 0 1 0 0 3 0 87500 1 1 3502 2776 -86.48609 36.11874 80.41288 1.05647 76.11466
6064873 1 1 1 0 1 0 0 0 0 0 0 125000 1 2 6074 1178 -86.92505 36.11647 495.1846 1.556749 318.089
6064883 4 3 3 2 1 0 0 1 0 0 0 125000 1 1 6997 298 -86.74251 36.29524 675.4905 1.05544 640.0085
6064886 1 1 1 0 1 0 0 0 0 0 0 -1 2 3 22665 982 -86.81459 36.14587 61.82078 1.84622 33.48504
6064923 4 3 1 1 0 0 1 0 1 1 0 40000 1 4 18542 2316 -86.65842 35.93513 711.5093 1.729642 411.3622
6064949 1 1 1 1 0 0 0 0 0 0 0 125000 1 1 6555 490 -86.71552 36.18849 52.12779 1.556749 33.48504
6064966 4 1 1 1 0 0 0 1 0 0 2 15000 2 2 31757 1924 -86.387 35.85413 87.6366 1.183494 74.04904
6064986 4 2 0 0 0 0 4 0 0 0 0 15000 2 3 14297 1365 -87.04371 35.62161 106.143 1.609882 65.93219
6065003 2 4 2 2 0 0 0 0 0 0 0 55000 1 1 11249 1550 -86.8748 36.50825 57.66083 2.478944 23.26024
6065040 3 3 1 1 0 0 1 0 0 1 0 87500 1 1 19233 1216 -86.97006 36.05493 686.9645 1.168514 587.8961
6065044 1 1 0 0 0 1 0 0 0 0 0 15000 1 1 13936 1364 -87.0569 35.62172 41.1435 0.7999214 51.43442
6065052 1 2 1 1 0 0 0 0 0 0 0 -1 1 1 5945 581 -86.88772 36.1517 52.19254 1.84622 28.26994
6065114 2 2 1 0 1 0 1 0 0 0 0 40000 1 1 20793 1677 -86.55103 35.95401 320.2727 1.086401 294.8016
6065201 2 2 2 2 0 0 0 0 0 0 0 67500 1 1 3577 2769 -86.50646 36.15616 54.79203 1.199189 45.69089
6065241 2 2 2 1 0 0 0 1 0 0 0 67500 1 1 26687 560 -86.81987 36.20939 33.87564 1.202697 28.16638
6065309 3 3 3 2 0 0 0 1 0 0 0 40000 1 1 27813 49 -86.72023 36.07173 63.09414 1.172474 53.81284
6065331 2 2 0 0 0 2 0 0 0 0 0 67500 1 1 3529 2767 -86.52215 36.12191 44.60305 1.199189 37.19434
6065333 1 1 1 1 0 0 0 0 0 0 0 87500 1 1 17828 2465 -86.90532 35.9164 104.4582 2.449452 42.64554
6065371 2 0 0 0 0 0 2 0 0 0 0 15000 2 3 14337 1367 -87.03805 35.61111 30.85643 1.142888 26.99865
6065383 2 2 1 1 0 0 1 0 0 0 0 67500 1 1 30594 1874 -86.32452 35.76201 116.1183 0.9604079 120.9051
6065387 2 3 2 2 0 0 0 0 0 0 0 22500 1 1 5729 1629 -86.57563 36.02303 35.83194 1.086401 32.98225
6065439 1 1 1 1 0 0 0 0 0 0 0 5000 2 1 22333 923 -86.76544 36.13793 123.3838 1.84622 66.83051
6065475 1 1 0 0 0 1 0 0 0 0 0 40000 1 3 7049 2102 -86.66729 36.45818 33.20878 0.8826707 37.62306
6065512 1 1 0 0 0 1 0 0 0 0 0 -1 2 1 29868 1823 -86.45012 35.83543 197.9393 1.871374 105.7722
6065534 1 1 1 1 0 0 0 0 0 0 0 -1 2 3 22645 210 -86.78324 36.16802 61.82078 1.84622 33.48504
6065545 2 3 1 1 0 0 1 0 0 0 0 87500 1 1 1127 2233 -86.61024 36.26146 42.09962 1.482758 28.39278
6065548 1 1 0 0 0 0 1 0 0 0 0 55000 2 3 5727 1629 -86.57724 36.02378 37.07518 0.9923262 37.36189
6065560 1 1 0 0 0 1 0 0 0 0 0 -1 1 1 23649 778 -86.63802 36.07961 46.2232 1.84622 25.03666
6065581 2 1 0 0 0 0 2 0 0 0 0 -1 1 1 17267 2480 -86.8904 35.9741 6.743474 0.381807 17.662
6065595 3 3 2 2 0 0 0 0 0 0 1 125000 1 1 264 2279 -86.53718 36.32199 405.798 1.246935 325.4364
6065633 2 1 0 0 0 1 1 0 0 0 0 40000 2 3 24888 896 -86.70062 36.13268 44.78276 1.240802 36.09179
6065663 1 1 0 0 0 0 1 0 0 0 0 5000 2 3 24920 894 -86.70178 36.13501 46.2232 1.84622 25.03666
6065763 2 3 1 1 0 1 0 0 0 0 0 40000 1 1 15722 1297 -86.91824 35.7106 238.1427 1.142888 208.3692
6065771 1 2 1 1 0 0 0 0 0 0 0 -1 1 1 5901 281 -86.83735 36.23579 52.19254 1.84622 28.26994
6065799 3 3 2 2 0 0 0 0 0 0 1 125000 1 1 3541 2673 -86.55805 36.20433 208.547 0.8993735 231.8803
6065816 1 1 0 0 0 1 0 0 0 0 0 40000 1 1 9176 736 -86.60328 36.2098 22.30928 0.8910644 25.03666
6065842 1 1 0 0 0 1 0 0 0 0 0 15000 2 3 29241 1528 -86.89955 36.50604 33.00286 0.9692359 34.05039
6065862 2 3 1 1 0 0 1 0 0 0 0 55000 1 1 30120 1650 -86.49152 35.93418 278.8287 0.9604079 290.3232
6065879 1 1 1 1 0 0 0 0 0 0 0 87500 1 1 4865 158 -86.79177 36.18421 52.12779 1.556749 33.48504
6065886 1 1 1 1 0 0 0 0 0 0 0 67500 1 1 9647 376 -86.67661 36.25085 28.87481 0.8623195 33.48504
6065908 1 1 1 1 0 0 0 0 0 0 0 -1 1 3 23189 199 -86.79565 36.14827 61.82078 1.84622 33.48504
6065934 3 4 1 1 0 0 1 1 0 0 0 87500 1 1 26733 377 -86.68246 36.25974 65.02886 1.168514 55.65093
6065987 2 2 2 2 0 0 0 0 0 0 0 87500 1 1 26270 1986 -86.35764 35.82425 128.4233 1.354481 94.81369
6066036 1 1 0 0 0 1 0 0 0 0 0 5000 1 1 21819 926 -86.76946 36.13429 46.2232 1.84622 25.03666
6066069 2 3 1 0 1 1 0 0 0 0 0 40000 1 1 1073 2230 -86.62612 36.27395 25.41313 0.895056 28.39278
6066099 4 2 2 2 0 0 0 0 0 0 2 87500 1 1 9907 1164 -86.91351 36.10959 281.994 1.05544 267.1815
6066102 2 2 1 0 1 0 1 0 0 0 0 55000 2 3 24127 459 -86.76335 36.19538 33.87564 1.202697 28.16638
6066127 4 2 2 2 0 0 0 0 0 2 0 125000 1 1 9949 1170 -87.01434 36.08843 281.994 1.05544 267.1815
6066186 2 2 2 2 0 0 0 0 0 0 0 55000 2 3 26512 1193 -86.93617 36.08487 321.7994 1.202697 267.5647
6066207 1 1 1 1 0 0 0 0 0 0 0 40000 1 1 23045 606 -86.85405 36.1436 29.83733 0.8910644 33.48504
6066212 1 1 0 0 0 1 0 0 0 0 0 -1 1 1 31533 2808 -86.08525 36.08761 121.5202 1.435621 84.64643
6066214 1 1 0 0 0 1 0 0 0 0 0 22500 1 1 27752 42 -86.70485 36.07135 22.30928 0.8910644 25.03666
6066248 1 1 1 0 1 0 0 0 0 0 0 5000 1 1 1698 2211 -86.57836 36.43116 388.2413 1.300467 298.5398
6066269 1 1 1 1 0 0 0 0 0 0 0 5000 2 3 4803 152 -86.78484 36.175 61.82078 1.84622 33.48504
6066314 6 2 1 1 0 0 1 0 0 3 1 175000 1 1 17282 2425 -86.8786 35.98797 41.96482 0.9979403 42.05144
6066315 1 1 0 0 0 0 1 0 0 0 0 -1 1 1 13102 1385 -87.04389 35.59607 100.6473 1.563314 64.38072
6066366 1 8 0 0 0 1 0 0 0 0 0 22500 1 1 7182 2119 -86.472 36.39504 118.8605 0.8826707 134.66
6066376 1 1 0 0 0 1 0 0 0 0 0 -1 1 1 2728 2614 -86.29919 36.24836 195.6475 1.435621 136.2808
6066397 2 2 2 2 0 0 0 0 0 0 0 -1 1 1 6768 2204 -86.65423 36.4051 121.083 0.4513867 268.2467
6066462 2 2 1 0 1 1 0 0 0 0 0 87500 1 2 8690 2771 -86.49983 36.16748 62.24213 1.246744 49.92376
6066473 1 2 0 0 0 1 0 0 0 0 0 55000 1 1 17282 2425 -86.88405 35.99278 233.135 0.9691022 240.568
6066484 2 3 2 0 2 0 0 0 0 0 0 87500 1 1 31339 1883 -86.41266 35.88954 126.4724 1.354481 93.37334
6066491 1 2 0 0 0 1 0 0 0 0 0 15000 1 1 13347 1382 -87.03725 35.60217 27.61687 0.7999214 34.52448
6066539 6 5 5 4 0 0 0 1 0 1 0 87500 1 1 17103 1785 -86.54762 35.74118 341.7782 1.400209 244.0908
6066573 2 2 1 0 1 1 0 0 0 0 0 40000 1 1 17756 2507 -86.85312 35.92379 29.85775 1.01158 29.51594
6066576 6 4 4 3 0 0 0 0 1 2 0 125000 1 1 10230 2364 -86.83016 36.03407 62.66085 0.9979403 62.79018
6066591 4 2 2 2 0 0 0 0 0 2 0 125000 1 1 19865 2525 -86.84185 35.91189 28.58769 0.9979403 28.6467
6066681 2 2 1 1 0 1 0 0 0 0 0 -1 1 1 8302 2728 -86.27801 36.21925 11.49495 0.2302501 49.92376
6066688 4 2 0 0 0 1 2 0 0 1 0 22500 3 1 5941 582 -86.8827 36.15338 95.47484 1.807643 52.81732
6066705 1 1 0 0 0 1 0 0 0 0 0 22500 1 1 23972 421 -86.77227 36.24004 22.30928 0.8910644 25.03666
6066710 2 2 2 2 0 0 0 0 0 0 0 40000 2 1 24517 1057 -86.72729 36.1154 34.9489 1.240802 28.16638
6066713 4 2 2 2 0 0 0 0 0 2 0 125000 1 1 8569 2686 -86.5561 36.20753 157.4157 1.05647 149.0015
6066716 1 2 1 1 0 0 0 0 0 0 0 -1 1 1 17659 2412 -86.89714 36.02953 168.5764 0.581653 289.8229
6066737 4 3 2 2 0 0 0 0 0 2 0 125000 1 1 13996 1277 -87.20136 35.74057 108.511 0.9654805 112.3906
6066744 2 2 1 1 0 0 0 1 0 0 0 22500 1 1 23810 455 -86.75695 36.20598 34.9489 1.240802 28.16638
6066834 1 0 0 0 0 0 1 0 0 0 0 15000 2 2 31745 1924 -86.38841 35.84941 32.85461 0.8793617 37.36189
6066857 1 1 1 1 0 0 0 0 0 0 0 40000 2 1 4558 363 -86.6578 36.25012 283.4378 0.8910644 318.089
6066896 4 1 0 0 0 2 0 0 0 2 0 55000 1 1 24985 887 -86.72184 36.1224 41.97174 0.6708951 62.5608
6066905 4 2 2 2 0 0 0 2 0 0 0 -1 1 1 19810 2502 -86.86782 35.90762 3.472849 0.1212304 28.6467
6066946 1 0 1 1 0 0 0 0 0 0 0 22500 1 1 23780 430 -86.75841 36.22316 29.83733 0.8910644 33.48504
6066968 1 1 1 1 0 0 0 0 0 0 0 40000 2 3 27224 955 -86.79761 36.13537 29.83733 0.8910644 33.48504
6067045 2 3 1 1 0 0 1 0 0 0 0 125000 1 1 87 2268 -86.59319 36.3028 401.9097 1.482758 271.0555
6067061 3 3 2 2 0 0 1 0 0 0 0 87500 1 1 30603 1874 -86.34965 35.79137 131.9038 0.8575299 153.8183
6067110 4 3 3 2 0 0 0 1 1 0 0 67500 1 1 14704 1303 -86.96862 35.64213 236.9161 0.9402186 251.9798
6067111 4 2 2 2 0 0 2 0 0 0 0 -1 1 1 19234 1216 -86.96496 36.05636 185.3907 0.6938755 267.1815
6067114 2 3 1 1 0 1 0 0 0 0 0 40000 1 1 25271 395 -86.71708 36.28351 303.5252 1.240802 244.6202
6067157 2 2 1 1 0 1 0 0 0 0 0 -1 1 1 8309 2716 -86.28343 36.2221 11.49495 0.2302501 49.92376
6067159 2 2 1 1 0 0 1 0 0 0 0 125000 1 1 14633 1329 -86.99048 35.64809 36.01161 0.7500027 48.0153
6067220 2 2 2 2 0 0 0 0 0 0 0 67500 1 1 24977 889 -86.71626 36.12143 33.87564 1.202697 28.16638
6067274 1 1 1 1 0 0 0 0 0 0 0 27500 1 1 14378 1314 -86.83213 35.65496 75.59545 0.7999214 94.50359
