hhno pno pptyp pagey pgend pwtyp pwpcl pwtaz pwautime pwaudist pstyp pspcl pstaz psautime psaudist puwmode puwarrp puwdepp ptpass ppaidprk pdiary pproxy psexpfac
6087315 1 3 71 2 0 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 40.752751
6087315 2 1 56 2 1 22648 209 15.537110 6.077038 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 40.752751
6087316 1 1 66 1 1 17386 2493 14.175361 8.232437 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 204.899384
6087316 2 4 64 2 0 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 204.899384
6087330 1 3 79 2 0 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 25.036661
6087338 1 3 72 1 0 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 23.808105
6087338 2 3 69 2 0 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 23.808105
6087381 1 2 69 2 2 23898 415 7.441072 3.518534 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 44.700354
6087381 2 3 75 1 0 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 44.700354
6087383 1 3 71 2 0 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 30.470701
6087383 2 3 74 1 0 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 30.470701
6087443 1 2 69 1 2 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 28.166385
6087443 2 2 67 2 2 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 28.166385
6087470 1 3 81 2 0 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 105.772175
6087482 1 2 69 1 2 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 183.245060
6087504 1 1 46 2 1 31805 1921 15.497702 8.993619 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 160.713719
6087504 2 2 46 1 2 31805 1921 15.497702 8.993619 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 160.713719
6087504 3 7 12 2 0 0 0 -1.000000 -1.000000 1 30605 1874 10.930772 5.708648 -1 -1 -1 -1 -1 -1 -1 160.713719
6087509 1 4 39 2 0 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 55.276672
6087509 2 1 49 1 1 6854 2249 6.364523 2.012451 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 55.276672
6087509 3 6 16 2 0 0 0 -1.000000 -1.000000 1 6702 2246 3.760948 0.380474 -1 -1 -1 -1 -1 -1 -1 55.276672
6087509 4 7 15 1 0 0 0 -1.000000 -1.000000 1 6702 2246 3.760948 0.380474 -1 -1 -1 -1 -1 -1 -1 55.276672
6087509 5 7 13 1 0 0 0 -1.000000 -1.000000 1 6701 2246 3.760948 0.380474 -1 -1 -1 -1 -1 -1 -1 55.276672
6087509 6 7 10 1 0 0 0 -1.000000 -1.000000 1 6701 2246 3.760948 0.380474 -1 -1 -1 -1 -1 -1 -1 55.276672
6087509 7 7 7 1 0 0 0 -1.000000 -1.000000 1 6701 2246 3.760948 0.380474 -1 -1 -1 -1 -1 -1 -1 55.276672
6087509 8 8 0 1 0 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 55.276672
6087545 1 4 43 2 0 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 113.184670
6087545 2 1 40 1 1 5569 338 16.137686 7.503305 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 113.184670
6087545 3 6 16 2 0 0 0 -1.000000 -1.000000 1 24809 123 5.307788 1.161316 -1 -1 -1 -1 -1 -1 -1 113.184670
6087545 4 7 13 2 0 0 0 -1.000000 -1.000000 1 24809 123 5.307788 1.161316 -1 -1 -1 -1 -1 -1 -1 113.184670
6087545 5 7 7 1 0 0 0 -1.000000 -1.000000 1 10426 481 6.810299 2.058845 -1 -1 -1 -1 -1 -1 -1 113.184670
6087552 1 1 47 2 1 19037 2401 49.014389 32.066624 2 26433 1144 63.306877 38.411007 -1 -1 -1 -1 -1 -1 -1 33.491023
6087552 2 1 48 1 1 19873 2525 45.005611 29.815872 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 33.491023
6087556 1 3 86 2 0 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 152.717898
6087556 2 2 39 2 2 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 152.717898
6087556 3 7 13 1 0 0 0 -1.000000 -1.000000 1 15398 1288 6.778205 4.125226 -1 -1 -1 -1 -1 -1 -1 152.717898
6087556 4 7 11 1 0 0 0 -1.000000 -1.000000 1 15398 1288 6.778205 4.125226 -1 -1 -1 -1 -1 -1 -1 152.717898
6087564 1 3 88 1 0 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 166.749227
6087564 2 3 85 2 0 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 166.749227
6087571 1 1 31 2 1 3238 2693 37.730366 20.883957 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 33.491023
6087571 2 1 31 1 1 19026 2395 43.968464 23.027222 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 33.491023
6087588 1 2 50 2 2 3142 2665 24.731087 15.753820 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 84.458604
6087588 2 3 83 1 0 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 84.458604
6087612 1 3 68 2 0 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 30.054262
6087612 2 3 72 1 0 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 30.054262
6087632 1 3 76 1 0 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 37.194337
6087632 2 3 73 2 0 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 37.194337
6087636 1 1 57 1 1 17386 2493 36.444874 20.152706 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 111.229671
6087636 2 1 57 2 1 9403 562 42.499889 21.688997 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 111.229671
6087643 1 1 49 1 1 27996 456 11.241973 5.262061 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 38.996259
6087643 2 1 47 2 1 4797 229 12.256794 4.537082 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 38.996259
6087643 3 7 15 2 0 0 0 -1.000000 -1.000000 1 24495 906 17.769564 7.890562 -1 -1 -1 -1 -1 -1 -1 38.996259
6087651 1 2 65 1 2 22518 170 41.468544 27.550329 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 45.690895
6087651 2 1 55 2 1 28151 568 50.142967 33.536369 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 45.690895
6087655 1 1 58 2 1 19816 2471 39.141190 23.808472 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 118.913880
6087655 2 1 31 1 1 19816 2471 39.141190 23.808472 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 118.913880
6087655 3 4 26 2 0 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 118.913880
6087659 1 1 49 2 1 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 64.380723
6087688 1 4 54 1 0 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 22.577523
6087815 1 1 59 1 1 11230 1555 6.527976 2.015961 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 50.352472
6087817 1 1 34 2 1 29595 1661 11.701543 4.821789 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 55.171323
6087817 2 1 37 1 1 27652 780 29.139725 12.364470 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 55.171323
6087817 3 7 5 2 0 0 0 -1.000000 -1.000000 1 5728 1629 6.557558 1.578001 -1 -1 -1 -1 -1 -1 -1 55.171323
6087833 1 3 77 2 0 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 47.844572
6087833 2 3 76 1 0 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 47.844572
6087865 1 4 56 1 0 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 66.830507
6087865 2 1 55 2 1 24755 520 3.308457 0.312774 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 66.830507
6087865 3 6 17 1 0 0 0 -1.000000 -1.000000 1 6572 483 8.177046 2.639981 -1 -1 -1 -1 -1 -1 -1 66.830507
6087965 1 1 29 2 1 4968 636 19.811752 8.101347 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 30.894782
6087965 2 1 33 1 1 20097 2357 26.233078 16.943291 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 30.894782
6088022 1 3 68 1 0 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 40.752751
6088022 2 1 61 2 1 22648 209 26.932791 10.799374 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 40.752751
6088034 1 1 27 2 1 22669 982 25.651049 11.260868 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 33.485045
6088055 1 1 48 1 1 26812 634 8.008532 2.877629 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 33.485045
6088059 1 2 32 2 2 8746 2779 19.519276 11.701204 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 69.661149
6088059 2 1 31 1 1 22648 209 46.331696 29.538605 2 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 69.661149
6088059 3 7 9 1 0 0 0 -1.000000 -1.000000 1 32563 2731 5.373195 1.464047 -1 -1 -1 -1 -1 -1 -1 69.661149
6088059 4 7 7 2 0 0 0 -1.000000 -1.000000 1 32563 2731 5.373195 1.464047 -1 -1 -1 -1 -1 -1 -1 69.661149
6088059 5 8 3 1 0 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 69.661149
6088138 1 3 66 2 0 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 45.577711
6088291 1 1 32 1 1 23167 968 17.400267 6.410544 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 38.996259
6088291 2 1 31 2 1 23198 973 18.764576 7.539608 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 38.996259
6088291 3 8 1 2 0 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 38.996259
6088294 1 1 -1 1 1 23145 966 12.972434 4.241326 1 23145 966 12.972434 4.241326 -1 -1 -1 -1 -1 -1 -1 33.485045
6088314 1 1 53 2 1 22584 218 37.349415 21.960939 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 136.619178
6088314 2 1 53 1 1 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 136.619178
6088332 1 3 66 2 0 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 166.749227
6088332 2 3 66 1 0 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 166.749227
6088340 1 1 49 2 1 22715 974 32.075676 18.602348 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 28.090764
6088340 2 1 51 1 1 -1 -1 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 28.090764
6088340 3 5 21 1 0 0 0 -1.000000 -1.000000 2 17403 2457 9.260765 4.010870 -1 -1 -1 -1 -1 -1 -1 28.090764
6088340 4 2 19 1 2 17403 2457 9.260765 4.010870 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 28.090764
6088368 1 5 42 1 0 0 0 -1.000000 -1.000000 1 31733 1911 7.100404 2.094868 -1 -1 -1 -1 -1 -1 -1 303.337984
6088368 2 1 43 2 1 31733 1911 7.100404 2.094868 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 303.337984
6088381 1 3 73 1 0 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 30.470701
6088381 2 3 73 2 0 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 30.470701
6088429 1 1 42 1 1 -1 -1 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 306.781530
6088429 2 4 36 2 0 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 306.781530
6088429 3 7 7 1 0 0 0 -1.000000 -1.000000 1 8141 1472 10.881152 5.523987 -1 -1 -1 -1 -1 -1 -1 306.781530
6088429 4 8 4 1 0 0 0 -1.000000 -1.000000 2 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 306.781530
6088441 1 1 44 2 1 20097 2357 35.964951 23.777588 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 93.373343
6088441 2 5 19 2 2 21159 1665 15.225222 8.182844 1 31733 1911 16.291832 8.745997 -1 -1 -1 -1 -1 -1 -1 93.373343
6088451 1 3 88 1 0 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 197.510331
6088451 2 3 86 2 0 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 197.510331
6088468 1 1 46 2 1 23417 701 7.523990 2.578327 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 33.485045
6088481 1 1 31 1 1 22757 1004 8.199793 2.733983 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 33.485045
6088500 1 1 64 1 1 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 90.013899
6088500 2 1 53 2 1 32895 2722 14.686187 9.825380 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 90.013899
6088500 3 1 24 1 1 31357 1882 39.474888 31.650574 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 90.013899
6088500 4 5 20 2 0 0 0 -1.000000 -1.000000 1 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 90.013899
6088638 1 4 62 2 0 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 149.275773
6088638 2 1 60 1 1 23168 968 47.956470 28.900373 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 149.275773
6088691 1 4 27 2 0 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 56.422038
6088691 2 1 28 1 1 23198 973 27.105066 11.741744 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 56.422038
6088691 3 8 2 1 0 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 56.422038
6088709 1 2 37 2 2 17203 2481 10.957491 4.051119 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 28.646696
6088709 2 1 40 1 1 20083 2357 17.168125 7.153906 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 28.646696
6088709 3 7 9 1 0 0 0 -1.000000 -1.000000 1 17411 2456 4.765416 0.959457 -1 -1 -1 -1 -1 -1 -1 28.646696
6088709 4 7 5 2 0 0 0 -1.000000 -1.000000 1 17411 2456 4.765416 0.959457 -1 -1 -1 -1 -1 -1 -1 28.646696
6088717 1 2 43 2 2 734 2134 34.384827 20.208981 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 47.739792
6088717 2 1 46 1 1 22037 1039 49.260643 28.086267 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 47.739792
6088717 3 5 18 2 2 8213 1478 5.380663 1.749449 1 378 2110 26.605215 15.983610 -1 -1 -1 -1 -1 -1 -1 47.739792
6088718 1 4 63 2 0 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 289.454435
6088718 2 3 65 1 0 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 289.454435
6088726 1 1 34 1 1 9107 1638 13.655453 6.924576 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 380.838781
6088726 2 1 35 2 1 9135 859 19.045084 10.137271 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 380.838781
6088726 3 7 5 2 0 0 0 -1.000000 -1.000000 1 19962 1762 5.647290 2.206803 -1 -1 -1 -1 -1 -1 -1 380.838781
6088739 1 1 57 1 1 18762 2533 49.577076 31.768639 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 73.667099
6088739 2 1 54 2 1 5013 639 82.502014 53.916279 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 73.667099
6088739 3 2 32 1 2 22429 182 78.008057 51.219612 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 73.667099
6088739 4 1 27 2 1 13360 1359 14.069196 7.718039 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 73.667099
6088739 5 7 7 1 0 0 0 -1.000000 -1.000000 1 12941 1445 12.121605 6.868958 -1 -1 -1 -1 -1 -1 -1 73.667099
6088756 1 4 54 2 0 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 45.577711
6088825 1 1 43 2 1 23145 966 10.845076 3.359411 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 223.017177
6088825 2 7 7 2 0 0 0 -1.000000 -1.000000 1 23222 951 11.738243 3.866247 -1 -1 -1 -1 -1 -1 -1 223.017177
6088899 1 3 81 2 0 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 166.749227
6088899 2 3 79 1 0 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 166.749227
6088986 1 3 66 1 0 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 105.772175
6089017 1 1 51 1 1 21655 1033 6.482649 1.968759 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 48.270624
6089017 2 4 64 2 0 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 48.270624
6089064 1 1 -1 -1 1 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 41.793933
6089097 1 2 68 2 2 23145 966 22.318483 9.467983 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 21.917044
6089097 2 1 69 1 1 23161 195 21.601080 9.022961 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 21.917044
6089105 1 2 75 1 2 6220 652 3.476775 0.476760 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 38.996259
6089105 2 3 69 2 0 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 38.996259
6089105 3 2 54 1 2 22733 673 8.228682 2.622393 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 38.996259
6089127 1 2 66 2 2 19950 2528 12.708106 4.713456 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 42.645539
6089133 1 1 33 2 1 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 53.904300
6089133 2 7 8 1 0 0 0 -1.000000 -1.000000 1 17411 2456 4.680547 0.842549 -1 -1 -1 -1 -1 -1 -1 53.904300
6089133 3 8 4 1 0 0 0 -1.000000 -1.000000 2 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 53.904300
6089152 1 1 43 1 1 30795 1905 3.666116 0.742918 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 54.333195
6089152 2 7 10 2 0 0 0 -1.000000 -1.000000 1 30932 1848 7.569193 3.039149 -1 -1 -1 -1 -1 -1 -1 54.333195
6089152 3 2 -1 2 2 29944 1994 25.077021 14.740645 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 54.333195
6089158 1 2 60 1 2 21663 1032 17.653400 8.075918 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 169.069989
6089158 2 2 57 2 2 21663 1032 17.653400 8.075918 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 169.069989
6089187 1 1 55 1 1 -1 -1 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 33.485045
6089272 1 1 53 2 1 22650 220 43.771870 26.539131 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 38.513922
6089272 2 1 58 1 1 1313 313 23.205446 14.597453 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 38.513922
6089332 1 3 84 1 0 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 197.510331
6089332 2 3 84 2 0 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 197.510331
6089340 1 3 65 1 0 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 29.515945
6089340 2 1 65 2 1 -1 -1 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 29.515945
6089373 1 4 63 2 0 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 21.137344
6089379 1 1 41 1 1 1575 1580 9.416209 4.496034 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 306.781530
6089379 2 5 37 2 0 0 0 -1.000000 -1.000000 1 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 306.781530
6089379 3 7 10 2 0 0 0 -1.000000 -1.000000 1 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 306.781530
6089379 4 7 5 1 0 0 0 -1.000000 -1.000000 1 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 306.781530
6089390 1 1 53 2 1 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 35.446109
6089390 2 1 55 1 1 23339 695 39.357986 22.702932 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 35.446109
6089390 3 5 19 1 2 19605 2529 5.400838 1.168252 1 17303 2458 12.007092 5.041235 -1 -1 -1 -1 -1 -1 -1 35.446109
6089405 1 1 30 2 1 19201 1186 58.150200 30.502867 2 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 32.982249
6089405 2 4 30 1 0 9266 254 36.566753 16.458181 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 32.982249
6089415 1 3 79 2 0 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 75.499893
6089497 1 1 39 2 1 31838 1922 9.559336 3.619856 1 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 373.201069
6089497 2 1 46 1 1 30036 2013 21.949055 14.043344 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 373.201069
6089497 3 1 19 2 1 0 0 -1.000000 -1.000000 1 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 373.201069
6089507 1 1 60 2 1 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 28.098568
6089507 2 1 62 1 1 5439 442 28.704079 13.387702 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 28.098568
6089516 1 1 -1 1 1 31739 1911 15.757609 10.470862 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 77.066941
6089516 2 4 -1 2 0 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 77.066941
6089522 1 1 45 1 1 20631 1732 6.932690 3.133201 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 210.148839
6089522 2 2 43 2 2 26129 1860 6.279431 2.269357 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 210.148839
6089522 3 4 22 1 0 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 210.148839
6089522 4 6 17 1 0 0 0 -1.000000 -1.000000 1 20458 1740 12.880104 7.861048 -1 -1 -1 -1 -1 -1 -1 210.148839
6089522 5 6 16 1 0 0 0 -1.000000 -1.000000 1 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 210.148839
6089683 1 1 61 2 1 31839 1922 23.354937 15.086309 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 71.993315
6089683 2 1 34 2 1 19622 2541 31.953451 21.908745 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 71.993315
6089824 1 1 41 1 1 19745 2328 64.218445 43.302235 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 117.165118
