hhno pno day tour jtindex parent subtrs pdpurp tlvorig tardest tlvdest tarorig toadtyp tdadtyp topcl totaz tdpcl tdtaz tmodetp tpathtp tautotime tautocost tautodist tripsh1 tripsh2 phtindx1 phtindx2 fhtindx1 fhtindx2 toexpfac
6073304 1 1 1 -1 0 0 4 1245 1255 1430 1445 1 4 27110 1116 6229 602 3 0 13.131691 -1.000000 5.415876 1 1 -1 -1 -1 -1 137.011743
6073355 1 1 1 -1 0 0 1 827 910 1826 1912 1 2 5717 1621 22268 1007 3 0 39.184967 -1.000000 18.216127 1 1 -1 -1 -1 -1 42.707300
6073355 1 1 2 -1 0 0 8 457 520 623 730 1 4 5717 1621 26113 1959 3 0 27.773714 -1.000000 18.148724 1 2 -1 -1 -1 -1 42.707300
6073377 1 1 1 -1 0 0 4 1121 1128 1150 1158 1 4 17631 2411 17229 2423 3 0 7.323945 -1.000000 2.991653 1 1 -1 -1 -1 -1 266.383346
6073469 1 1 1 -1 0 0 4 1116 1130 1320 1340 1 4 6370 1256 27224 955 3 0 12.362009 -1.000000 5.144216 1 1 -1 -1 -1 -1 219.969229
6073469 1 1 2 -1 0 0 8 920 925 1031 1036 1 4 6370 1256 6443 1249 3 0 3.861777 -1.000000 0.990680 1 1 -1 -1 -1 -1 219.969229
6073469 2 1 1 -1 0 0 1 610 630 1900 1930 1 2 6370 1256 23167 968 3 0 16.512466 -1.000000 6.759703 1 1 -1 -1 -1 -1 219.969229
6073483 1 1 1 -1 0 0 1 1230 1235 1800 1805 1 2 24898 882 23424 255 3 0 5.838044 -1.000000 1.367851 1 1 -1 -1 -1 -1 33.485045
6073483 1 1 2 -1 0 0 8 1825 1835 1957 2007 1 4 24898 882 4735 709 3 0 11.037328 -1.000000 5.192523 1 1 -1 -1 -1 -1 33.485045
6073526 1 1 1 -1 0 0 3 645 655 656 1230 1 4 4022 1692 25810 1878 4 0 13.708866 -1.000000 7.802856 1 3 -1 -1 -1 -1 496.764224
6073526 1 1 2 -1 0 0 8 1530 1600 1800 1830 1 4 4022 1692 8958 1710 4 0 16.500889 -1.000000 10.218118 1 1 -1 -1 -1 -1 496.764224
6073526 3 1 1 -1 0 0 2 645 655 1515 1600 1 3 4022 1692 25810 1878 8 0 13.708866 -1.000000 7.802856 1 1 -1 -1 -1 -1 496.764224
6073526 4 1 1 -1 0 0 2 630 640 1430 1440 1 3 4022 1692 4020 1692 8 0 3.954930 -1.000000 2.331038 1 1 -1 -1 -1 -1 496.764224
6073526 4 1 2 -1 0 0 8 1530 1600 1800 1830 1 4 4022 1692 8958 1710 4 0 16.500889 -1.000000 10.218118 1 1 -1 -1 -1 -1 496.764224
6073658 1 1 1 -1 0 0 1 704 720 1735 2148 1 2 5200 144 23417 701 4 0 14.529843 -1.000000 6.407097 1 2 -1 -1 -1 -1 40.752751
6073684 1 1 1 -1 0 0 6 1800 1810 2000 2015 1 4 22695 976 22480 176 4 0 8.382654 -1.000000 2.563117 1 1 -1 -1 -1 -1 33.485045
6073684 1 1 2 -1 0 0 8 900 910 1030 1040 1 4 22695 976 22506 215 3 0 9.246721 -1.000000 2.467737 1 1 -1 -1 -1 -1 33.485045
6073727 1 1 1 -1 0 0 5 1357 1401 1414 1418 1 4 21663 1032 21643 1034 3 0 4.023220 -1.000000 0.562179 1 1 -1 -1 -1 -1 36.091791
6073781 1 1 1 -1 0 1 1 745 805 1635 1700 1 2 21558 118 23417 701 3 0 22.852198 -1.000000 10.200033 1 1 -1 -1 -1 -1 318.089004
6073781 1 1 2 -1 1 1 4 1130 1140 1150 1200 2 4 23417 701 23650 778 3 0 15.070999 -1.000000 7.223802 1 1 -1 -1 -1 -1 318.089004
6073850 1 1 1 -1 0 0 1 715 805 1730 1815 1 2 23650 778 22268 1007 5 0 26.263340 -1.000000 11.585981 2 1 -1 -1 -1 -1 53.552410
6073850 2 1 1 -1 0 0 1 900 1000 1430 1445 1 4 23650 778 3352 2667 3 0 29.069355 -1.000000 13.273476 1 1 -1 -1 -1 -1 53.552410
6073850 3 1 1 -1 0 0 2 715 745 1515 1545 1 3 23650 778 24398 1058 5 0 17.800852 -1.000000 7.195754 1 1 -1 -1 -1 -1 53.552410
6073850 4 1 1 -1 0 0 2 715 745 1515 1545 1 3 23650 778 24398 1058 5 0 17.800852 -1.000000 7.195754 1 1 -1 -1 -1 -1 53.552410
6073884 1 1 1 -1 0 0 5 712 715 845 847 1 4 8626 2684 8625 2684 3 0 3.252326 -1.000000 1.331012 1 1 -1 -1 -1 -1 119.631250
6073899 2 1 1 -1 0 0 9 931 950 1045 1246 1 4 26021 1832 29785 1812 3 0 12.458273 -1.000000 5.998105 1 4 -1 -1 -1 -1 111.213427
6073906 1 1 1 -1 0 0 1 740 815 1630 1645 1 2 23817 455 23791 434 4 0 6.169002 -1.000000 2.542588 2 1 -1 -1 -1 -1 42.773716
6073906 1 1 2 -1 0 0 3 1800 2215 2230 2245 1 4 23817 455 28786 516 5 0 7.460173 -1.000000 2.486005 3 1 -1 -1 -1 -1 42.773716
6073906 2 1 1 -1 0 0 1 530 545 1600 1630 1 2 23817 455 9609 380 3 0 11.433047 -1.000000 5.278450 1 1 -1 -1 -1 -1 42.773716
6073906 2 1 2 -1 0 0 3 1800 2215 2230 2245 1 4 23817 455 28786 516 5 0 7.460173 -1.000000 2.486005 3 1 -1 -1 -1 -1 42.773716
6073906 3 1 1 -1 0 0 2 740 750 1700 2245 1 3 23817 455 28786 516 8 0 7.460173 -1.000000 2.486005 1 3 -1 -1 -1 -1 42.773716
6073917 1 1 1 -1 0 0 1 808 835 1210 1224 1 2 24785 473 28588 1133 3 0 21.577042 -1.000000 8.993132 1 1 -1 -1 -1 -1 33.485045
6073917 1 1 2 -1 0 0 1 1330 1352 1720 1750 1 2 24785 473 28588 1133 3 0 21.577042 -1.000000 8.993132 1 1 -1 -1 -1 -1 33.485045
6073917 1 1 3 -1 0 0 8 550 559 705 715 1 4 24785 473 9512 121 3 0 7.961966 -1.000000 2.553978 1 1 -1 -1 -1 -1 33.485045
6073951 2 1 1 -1 0 0 1 900 1030 1900 1930 1 2 6702 2246 22728 672 3 0 36.536610 -1.000000 18.542387 2 1 -1 -1 -1 -1 28.098568
6073989 1 1 1 -1 0 0 3 720 735 736 940 1 4 31348 1883 31609 1948 4 0 9.575187 -1.000000 3.825983 1 2 -1 -1 -1 -1 211.191837
6073989 1 1 2 -1 0 0 3 1420 1435 1440 1455 1 4 31348 1883 31609 1948 4 0 9.575187 -1.000000 3.825983 1 1 -1 -1 -1 -1 211.191837
6073989 2 1 1 -1 0 0 1 715 725 1200 1209 1 2 31348 1883 31789 1916 3 0 9.030912 -1.000000 3.561259 1 1 -1 -1 -1 -1 211.191837
6073989 2 1 2 -1 0 0 1 1320 1330 1745 1754 1 2 31348 1883 31789 1916 3 0 9.030912 -1.000000 3.561259 1 1 -1 -1 -1 -1 211.191837
6073989 2 1 3 -1 0 0 3 1815 1825 1835 1845 1 4 31348 1883 31156 1891 3 0 8.208887 -1.000000 3.141641 1 1 -1 -1 -1 -1 211.191837
6073989 3 1 1 -1 0 0 4 1025 1030 1035 1055 1 4 31348 1883 26240 1974 3 0 13.890756 -1.000000 6.565948 1 2 -1 -1 -1 -1 211.191837
6073989 4 1 1 -1 0 0 2 655 700 1505 1510 1 4 31348 1883 25804 1838 8 0 6.913801 -1.000000 3.223944 1 1 -1 -1 -1 -1 211.191837
6073989 5 1 1 -1 0 0 2 720 735 1440 1455 1 3 31348 1883 31609 1948 4 0 9.575187 -1.000000 3.825983 1 1 -1 -1 -1 -1 211.191837
6074006 1 1 1 -1 0 0 1 1330 1520 1855 1920 1 2 6029 1175 22513 222 3 0 17.024216 -1.000000 8.687566 2 1 -1 -1 -1 -1 318.089004
6074065 1 1 1 -1 0 0 4 1240 1245 1248 1253 1 4 20305 2518 19874 2526 3 0 5.516011 -1.000000 1.253737 1 1 -1 -1 -1 -1 24.499764
6074065 2 1 1 -1 0 0 5 845 853 1045 1050 1 4 20305 2518 19950 2528 3 0 5.075010 -1.000000 1.023909 1 1 -1 -1 -1 -1 24.499764
6074120 1 1 1 -1 0 1 1 753 805 1515 1939 1 2 30878 1906 31801 1921 3 0 10.463188 -1.000000 4.089668 1 3 -1 -1 -1 -1 33.491023
6074120 1 1 2 -1 1 1 6 1235 1240 1250 1255 2 4 31801 1921 31895 1918 3 0 4.561758 -1.000000 0.760225 1 1 -1 -1 -1 -1 33.491023
6074120 2 1 1 -1 0 0 4 1700 1710 1805 1815 1 4 30878 1906 31773 1920 3 0 9.588636 -1.000000 3.549251 1 1 -1 -1 -1 -1 33.491023
6074135 2 1 1 -1 0 0 4 500 530 550 630 1 4 4378 1618 23670 840 4 0 19.515736 -1.000000 8.310142 1 1 -1 -1 -1 -1 56.435041
6074164 1 1 1 -1 0 0 3 1425 1454 1510 1651 1 4 25661 1687 21471 98 4 0 28.882423 -1.000000 15.263769 1 5 -1 -1 -1 -1 37.361886
6074189 1 1 1 -1 0 0 1 1640 1655 2105 2220 1 4 17342 2451 19664 2403 3 0 13.621942 -1.000000 5.843636 1 3 -1 -1 -1 -1 59.298206
6074189 1 1 2 -1 0 0 5 1300 1325 1340 1355 1 4 17342 2451 19300 2501 4 0 7.423562 -1.000000 2.668386 2 1 -1 -1 -1 -1 59.298206
6074189 4 1 1 -1 0 0 5 1300 1325 1340 1355 1 4 17342 2451 19300 2501 4 0 7.423562 -1.000000 2.668386 2 1 -1 -1 -1 -1 59.298206
6074276 2 1 1 -1 0 0 1 700 800 1700 1745 1 2 8410 2630 22648 209 3 0 38.402771 -1.000000 24.063774 1 1 -1 -1 -1 -1 149.275773
6074367 2 1 1 -1 0 0 1 652 756 1730 1830 1 2 25595 1843 24303 1074 3 0 40.848000 -1.000000 23.385027 1 1 -1 -1 -1 -1 209.098981
6074367 3 1 1 -1 0 0 2 610 700 1330 1630 1 3 25595 1843 21730 1078 4 0 44.802113 -1.000000 25.578875 1 3 -1 -1 -1 -1 209.098981
6074367 4 1 1 -1 0 0 2 610 700 1545 1630 1 3 25595 1843 21730 1078 4 0 44.802113 -1.000000 25.578875 1 1 -1 -1 -1 -1 209.098981
6074367 8 1 1 -1 0 0 4 612 630 1710 1730 1 4 25595 1843 31156 1891 0 0 15.962523 -1.000000 8.427078 1 1 -1 -1 -1 -1 209.098981
6074368 1 1 1 -1 0 0 1 545 553 1830 1945 1 4 21758 1095 22122 1090 4 0 4.321631 -1.000000 0.694611 1 2 -1 -1 -1 -1 154.138983
6074368 2 1 1 -1 0 0 1 600 615 1830 1945 1 2 21758 1095 23167 968 4 0 11.078262 -1.000000 3.600324 1 2 -1 -1 -1 -1 154.138983
6074428 1 1 1 -1 0 0 3 1501 1505 1517 1620 1 4 4757 702 9231 707 4 0 5.170247 -1.000000 1.467146 1 4 -1 -1 -1 -1 213.404873
6074428 1 1 2 -1 0 0 4 1857 1900 1945 1948 1 4 4757 702 9231 707 4 0 5.170247 -1.000000 1.467146 1 1 -1 -1 -1 -1 213.404873
6074428 1 1 3 -1 0 0 9 1204 1223 1435 1454 1 4 4757 702 24606 50 3 0 17.795177 -1.000000 9.334965 1 1 -1 -1 -1 -1 213.404873
6074428 2 1 1 -1 0 0 1 749 1206 1723 1732 1 4 4757 702 23461 770 4 0 15.817671 -1.000000 8.063057 4 1 -1 -1 -1 -1 213.404873
6074428 2 1 2 -1 0 0 4 1821 1925 2047 2053 1 4 4757 702 4703 708 4 0 5.930052 -1.000000 1.885320 2 1 -1 -1 -1 -1 213.404873
6074428 3 1 1 -1 0 0 2 749 752 1517 1620 1 3 4757 702 9231 707 4 0 5.170247 -1.000000 1.467146 1 4 -1 -1 -1 -1 213.404873
6074428 3 1 2 -1 0 0 2 1825 1828 1945 1948 1 3 4757 702 9231 707 4 0 5.170247 -1.000000 1.467146 1 1 -1 -1 -1 -1 213.404873
6074540 1 1 1 -1 0 0 4 930 1000 1130 1200 1 4 6206 652 28494 508 4 0 11.346156 -1.000000 4.389664 1 1 -1 -1 -1 -1 25.036661
6074649 1 1 1 -1 0 0 5 1430 1445 1515 1530 1 4 31752 1924 25804 1838 3 0 12.009521 -1.000000 5.776264 1 1 -1 -1 -1 -1 37.361886
6074721 1 1 1 -1 0 0 5 1530 1535 1635 1645 1 4 31342 1883 31842 1922 3 0 9.255498 -1.000000 3.745747 1 1 -1 -1 -1 -1 111.213427
6074721 2 1 1 -1 0 0 5 1300 1354 1450 1500 1 4 31342 1883 29759 1796 3 0 9.161034 -1.000000 3.957990 2 1 -1 -1 -1 -1 111.213427
6074731 1 1 1 -1 0 0 3 745 750 752 1045 1 4 14622 1330 13401 1353 4 0 7.653601 -1.000000 3.357638 1 2 -1 -1 -1 -1 89.252164
6074731 1 1 2 -1 0 0 3 1700 1720 1930 1950 1 4 14622 1330 12628 1389 5 0 12.871143 -1.000000 5.918101 1 1 -1 -1 -1 -1 89.252164
6074731 1 1 3 -1 0 0 8 1440 1445 1500 1510 1 4 14622 1330 13401 1353 4 0 7.653601 -1.000000 3.357638 1 1 -1 -1 -1 -1 89.252164
6074731 2 1 1 -1 0 0 1 730 815 1600 1950 1 2 14622 1330 19069 2368 3 0 49.212894 -1.000000 30.670420 1 2 -1 -1 -1 -1 89.252164
6074731 3 1 1 -1 0 0 8 1700 1720 1930 1950 1 4 14622 1330 12628 1389 5 0 12.871143 -1.000000 5.918101 1 1 -1 -1 -1 -1 89.252164
6074731 4 1 1 -1 0 0 4 1700 1720 1930 1950 1 4 14622 1330 12628 1389 5 0 12.871143 -1.000000 5.918101 1 1 -1 -1 -1 -1 89.252164
6074776 1 1 1 -1 0 0 1 830 900 1530 1910 1 2 21545 90 23188 199 3 0 25.999659 -1.000000 11.868511 1 2 -1 -1 -1 -1 33.485045
6074797 1 1 1 -1 0 0 6 1710 1720 1740 1754 1 4 31033 1847 31156 1891 4 0 5.906232 -1.000000 1.637560 1 1 -1 -1 -1 -1 108.083727
6074797 1 1 2 -1 0 0 9 745 815 950 1145 1 4 31033 1847 29746 1798 4 0 12.454422 -1.000000 5.426383 1 5 -1 -1 -1 -1 108.083727
6074797 2 1 1 -1 0 0 6 1710 1720 1740 1754 1 4 31033 1847 31156 1891 4 0 5.906232 -1.000000 1.637560 1 1 -1 -1 -1 -1 108.083727
6074797 2 1 2 -1 0 0 9 745 815 950 1145 1 4 31033 1847 29746 1798 4 0 12.454422 -1.000000 5.426383 1 5 -1 -1 -1 -1 108.083727
6074830 1 1 1 -1 0 1 1 526 551 1440 1537 1 2 12587 1396 15690 1295 3 0 21.902176 -1.000000 16.541185 1 2 -1 -1 -1 -1 235.415145
6074830 1 1 2 -1 1 1 4 1136 1148 1158 1205 2 4 15690 1295 15336 2587 3 0 8.657001 -1.000000 3.448466 1 1 -1 -1 -1 -1 235.415145
6074830 1 1 3 -1 0 0 6 1712 1740 1826 1932 1 4 12587 1396 15850 2597 4 0 27.658468 -1.000000 19.251692 1 3 -1 -1 -1 -1 235.415145
6074830 2 1 1 -1 0 0 6 1712 1740 1826 1932 1 4 12587 1396 15850 2597 4 0 27.658468 -1.000000 19.251692 1 3 -1 -1 -1 -1 235.415145
6074833 2 1 1 -1 0 0 1 830 840 1700 1710 1 2 22684 980 23145 966 3 0 5.822600 -1.000000 0.873583 1 1 -1 -1 -1 -1 66.830507
6074849 1 1 1 -1 0 0 1 800 820 1708 1725 1 2 23226 1000 23168 968 1 0 6.419093 -1.000000 1.155462 1 1 -1 -1 -1 -1 316.923803
6074849 1 1 2 -1 0 0 7 1825 1835 2116 2125 1 4 23226 1000 6230 602 4 0 9.455580 -1.000000 3.723877 1 1 -1 -1 -1 -1 316.923803
6074849 2 1 1 -1 0 0 1 800 820 1840 1850 1 4 23226 1000 23168 968 1 0 6.419093 -1.000000 1.155462 1 1 -1 -1 -1 -1 316.923803
6074917 1 1 1 -1 0 0 1 630 730 1600 1620 1 2 25217 737 4772 716 4 0 21.825840 -1.000000 10.493619 2 1 -1 -1 -1 -1 107.950521
6074917 2 1 1 -1 0 0 8 1430 1500 1430 1530 1 4 25217 737 24495 906 4 0 22.698484 -1.000000 11.513578 1 1 -1 -1 -1 -1 107.950521
6074917 2 1 2 -1 0 0 9 1000 1020 1130 1145 1 4 25217 737 25265 825 3 0 6.871494 -1.000000 2.117323 1 1 -1 -1 -1 -1 107.950521
6074917 4 1 1 -1 0 0 2 630 700 1500 1530 1 3 25217 737 24495 906 4 0 22.698484 -1.000000 11.513578 1 1 -1 -1 -1 -1 107.950521
6074917 5 1 1 -1 0 0 2 820 838 1555 1610 1 3 25217 737 9177 736 8 0 3.470539 -1.000000 0.235270 1 1 -1 -1 -1 -1 107.950521
6074946 1 1 1 -1 0 0 1 450 520 1444 1535 1 2 9592 438 30036 2013 3 0 45.400444 -1.000000 26.890455 1 1 -1 -1 -1 -1 44.700354
6074946 2 1 1 -1 0 0 9 840 1004 1025 1052 1 4 9592 438 21996 267 3 0 20.923071 -1.000000 9.961440 3 1 -1 -1 -1 -1 44.700354
6074985 1 1 1 -1 0 1 1 725 759 1723 1743 1 2 9568 451 22735 673 3 0 17.762064 -1.000000 7.372680 2 1 -1 -1 -1 -1 33.485045
6074985 1 1 2 -1 1 1 9 1043 1054 1205 1229 2 4 22735 673 27413 971 3 0 5.969594 -1.000000 1.498459 1 2 -1 -1 -1 -1 33.485045
6074996 1 1 1 -1 0 0 1 555 655 1535 1658 1 2 26011 1833 -1 -1 3 0 -1.000000 -1.000000 -1.000000 2 4 -1 -1 -1 -1 231.183156
6074996 1 1 2 -1 0 0 6 1957 2001 2034 2039 1 4 26011 1833 25992 1958 4 0 4.870177 -1.000000 1.004849 1 1 -1 -1 -1 -1 231.183156
6074996 2 1 1 -1 0 1 1 640 745 1715 1815 1 2 26011 1833 19110 2376 3 0 47.861164 -1.000000 31.492123 2 1 -1 -1 -1 -1 231.183156
6074996 2 1 2 -1 1 1 6 1310 1312 1400 1402 2 4 19110 2376 19052 2367 3 0 7.072462 -1.000000 2.265584 1 1 -1 -1 -1 -1 231.183156
6074996 2 1 3 -1 0 0 6 1957 2001 2034 2039 1 4 26011 1833 25992 1958 4 0 4.870177 -1.000000 1.004849 1 1 -1 -1 -1 -1 231.183156
6075019 1 1 1 -1 0 0 1 1501 1554 1611 1712 1 4 23918 469 20175 106 3 0 32.071556 -1.000000 16.369879 2 3 -1 -1 -1 -1 28.166385
6075019 2 1 1 -1 0 0 1 1350 1400 2235 2245 1 2 23918 469 24001 412 3 0 9.943895 -1.000000 4.781217 1 1 -1 -1 -1 -1 28.166385
6075019 2 1 2 -1 0 0 9 924 930 1133 1143 1 4 23918 469 27196 452 3 0 7.057743 -1.000000 2.158417 1 2 -1 -1 -1 -1 28.166385
6075037 1 1 1 -1 0 0 5 1248 1300 1310 1330 1 4 32531 2702 32539 2703 1 0 3.058356 -1.000000 0.529178 1 1 -1 -1 -1 -1 99.284130
6075105 1 1 1 -1 0 0 1 718 806 1617 2202 1 2 14219 1323 19110 2376 3 0 51.399437 -1.000000 32.122704 1 5 -1 -1 -1 -1 64.380723
6075151 1 1 1 -1 0 0 1 728 838 1725 2030 1 2 2226 2027 22712 974 3 0 77.966537 -1.000000 51.201279 1 4 -1 -1 -1 -1 130.812161
6075151 2 1 1 -1 0 0 1 445 555 1500 1610 1 2 2226 2027 22286 1029 3 0 79.713982 -1.000000 51.956116 1 2 -1 -1 -1 -1 130.812161
6075191 2 1 1 -1 0 0 1 630 700 1500 1530 1 2 26089 1837 25600 1843 3 0 17.919203 -1.000000 12.529423 1 1 -1 -1 -1 -1 120.905139
6075227 1 1 1 -1 0 0 4 1330 1345 1415 1430 1 4 19865 2525 20293 2512 3 0 7.981048 -1.000000 2.700047 1 1 -1 -1 -1 -1 29.515945
6075227 1 1 2 -1 0 0 5 1905 1920 1930 1945 1 4 19865 2525 19735 2387 4 0 12.604467 -1.000000 5.768418 1 1 -1 -1 -1 -1 29.515945
6075227 1 1 3 -1 0 0 8 1500 1515 1700 1715 1 4 19865 2525 17223 2454 3 0 11.145684 -1.000000 3.888650 1 1 -1 -1 -1 -1 29.515945
6075227 1 1 4 -1 0 0 9 1005 1100 1205 1220 1 4 19865 2525 17230 2423 3 0 14.192431 -1.000000 6.925665 2 1 -1 -1 -1 -1 29.515945
6075227 2 1 1 -1 0 0 1 945 1010 1230 1255 1 2 19865 2525 12830 1399 3 0 42.266731 -1.000000 29.373901 1 1 -1 -1 -1 -1 29.515945
6075227 2 1 2 -1 0 0 1 1400 1450 1800 1850 1 4 19865 2525 31733 1911 3 0 41.390110 -1.000000 28.344547 1 1 -1 -1 -1 -1 29.515945
6075227 2 1 3 -1 0 0 5 1905 1920 1930 1945 1 4 19865 2525 19735 2387 4 0 12.604467 -1.000000 5.768418 1 1 -1 -1 -1 -1 29.515945
6075252 1 1 1 -1 0 0 1 845 930 1900 1945 1 2 4341 1613 27335 944 3 0 43.412514 -1.000000 19.894405 1 1 -1 -1 -1 -1 33.491023
6075252 2 1 1 -1 0 0 1 645 715 1600 1630 1 2 4341 1613 21098 1759 3 0 16.910610 -1.000000 7.930414 1 1 -1 -1 -1 -1 33.491023
6075253 1 1 1 -1 0 0 1 1115 1155 2135 2208 1 2 16690 1789 21216 2359 3 0 39.745483 -1.000000 25.482655 1 1 -1 -1 -1 -1 99.067059
6075253 3 1 1 -1 0 0 2 630 650 1455 1525 1 3 16690 1789 25957 1957 3 0 20.843534 -1.000000 14.486144 1 1 -1 -1 -1 -1 99.067059
6075267 1 1 1 -1 0 0 1 705 726 1600 1630 1 2 5507 375 4795 223 3 0 23.568518 -1.000000 10.308090 1 1 -1 -1 -1 -1 28.166385
6075309 1 1 1 -1 0 0 1 1530 1550 1610 2030 1 4 6546 487 4797 229 3 0 11.490278 -1.000000 3.635161 1 6 -1 -1 -1 -1 33.485045
6075351 2 1 1 -1 0 0 5 1400 1405 1420 1425 1 4 26294 1982 26374 1966 4 0 4.451763 -1.000000 0.762533 1 1 -1 -1 -1 -1 62.893049
6075351 2 1 2 -1 0 0 6 1201 1220 1300 1320 1 4 26294 1982 29729 1802 4 0 13.482125 -1.000000 6.550590 1 1 -1 -1 -1 -1 62.893049
6075351 3 1 1 -1 0 0 1 800 830 1300 1330 1 4 26294 1982 29724 1794 3 0 12.194510 -1.000000 5.406663 1 1 -1 -1 -1 -1 62.893049
6075351 3 1 2 -1 0 0 5 1400 1405 1420 1425 1 4 26294 1982 26374 1966 4 0 4.451763 -1.000000 0.762533 1 1 -1 -1 -1 -1 62.893049
6075352 1 1 1 -1 0 0 1 815 1125 1315 1845 1 4 26387 282 378 2110 3 0 30.026539 -1.000000 24.067169 3 6 -1 -1 -1 -1 28.166385
6075435 1 1 1 -1 0 0 1 730 800 1630 1700 1 2 4380 1618 21580 862 3 0 15.246042 -1.000000 6.849395 1 1 -1 -1 -1 -1 64.404002
6075435 2 1 1 -1 0 0 1 800 830 1600 1700 1 4 4380 1618 31604 1797 3 0 26.552168 -1.000000 15.948523 1 1 -1 -1 -1 -1 64.404002
6075435 3 1 1 -1 0 0 2 745 815 1530 1630 1 3 4380 1618 23571 1642 8 0 13.309632 -1.000000 5.243251 1 1 -1 -1 -1 -1 64.404002
6075726 1 1 1 -1 0 0 1 700 745 1500 1600 1 4 1900 2097 8119 1503 3 0 16.100880 -1.000000 8.082306 1 1 -1 -1 -1 -1 37.623064
6075745 1 1 1 -1 0 0 3 745 755 757 810 1 4 11135 1608 29276 1532 4 0 12.139044 -1.000000 7.916821 1 1 -1 -1 -1 -1 97.016045
6075747 1 1 1 -1 0 0 1 730 800 1710 1740 1 2 5981 589 9120 1640 3 0 33.700272 -1.000000 21.878534 1 1 -1 -1 -1 -1 33.485045
6075747 1 1 2 -1 0 0 8 1850 1900 1920 1930 1 4 5981 589 5980 589 1 0 3.439284 -1.000000 0.461955 1 1 -1 -1 -1 -1 33.485045
6075755 2 1 1 -1 0 1 1 738 813 1635 1720 1 2 9228 705 22648 209 7 3 18.222618 -1.000000 7.689857 2 2 -1 -1 -1 -1 386.573605
6075755 2 1 2 -1 1 1 4 1140 1144 1150 1154 2 4 22648 209 22584 218 1 0 5.864687 -1.000000 0.443365 1 1 -1 -1 -1 -1 386.573605
6075807 1 1 1 -1 0 0 1 655 715 1625 1820 1 2 23894 429 23142 200 4 0 17.980419 -1.000000 7.139825 1 3 -1 -1 -1 -1 33.485045
6075909 1 1 1 -1 0 0 1 600 806 1835 2000 1 2 27317 958 19037 2401 4 0 23.818069 -1.000000 15.510671 2 2 -1 -1 -1 -1 28.166385
6075909 2 1 1 -1 0 0 1 710 730 1808 1830 1 4 27317 958 28241 259 3 0 18.916943 -1.000000 9.000008 1 1 -1 -1 -1 -1 28.166385
6075909 2 1 2 -1 0 0 5 1900 1915 1945 2000 1 4 27317 958 22140 1105 4 0 8.705290 -1.000000 2.795106 1 1 -1 -1 -1 -1 28.166385
6075994 1 1 1 -1 0 0 1 825 827 1142 1145 1 2 22584 218 22584 218 1 0 5.136919 -1.000000 0.135951 1 1 -1 -1 -1 -1 33.485045
6075994 1 1 2 -1 0 0 1 1310 1312 1552 1555 1 2 22584 218 22584 218 1 0 5.136919 -1.000000 0.135951 1 1 -1 -1 -1 -1 33.485045
6075994 1 1 3 -1 0 0 1 1710 1712 1855 1858 1 2 22584 218 22584 218 1 0 5.136919 -1.000000 0.135951 1 1 -1 -1 -1 -1 33.485045
6075994 1 1 4 -1 0 0 8 1925 2000 2105 2120 1 4 22584 218 26790 627 5 0 9.356651 -1.000000 2.810906 1 1 -1 -1 -1 -1 33.485045
6076010 1 1 1 -1 0 0 8 804 810 859 914 1 4 14266 1360 14559 1327 4 0 6.831843 -1.000000 3.127244 1 2 -1 -1 -1 -1 38.359917
6076010 2 1 1 -1 0 0 8 804 810 859 914 1 4 14266 1360 14559 1327 4 0 6.831843 -1.000000 3.127244 1 2 -1 -1 -1 -1 38.359917
6076036 1 1 1 -1 0 3 1 610 704 1530 2035 1 2 8335 2726 22649 209 4 0 49.138985 -1.000000 31.284985 1 4 -1 -1 -1 -1 45.690895
6076036 1 1 2 -1 1 1 5 730 735 740 745 2 4 22649 209 22584 218 1 0 5.864687 -1.000000 0.443365 1 1 -1 -1 -1 -1 45.690895
6076036 1 1 3 -1 1 2 5 928 930 940 942 2 4 22649 209 22648 209 1 0 5.237279 -1.000000 0.251033 1 1 -1 -1 -1 -1 45.690895
6076036 1 1 4 -1 1 3 6 1230 1235 1300 1330 2 4 22649 209 22584 218 1 0 5.864687 -1.000000 0.443365 1 2 -1 -1 -1 -1 45.690895
6076036 1 1 5 -1 0 0 4 550 555 603 608 1 4 8335 2726 32542 2703 4 0 7.918424 -1.000000 3.626490 1 1 -1 -1 -1 -1 45.690895
6076036 2 1 1 -1 0 3 1 610 704 1530 1715 1 2 8335 2726 22649 209 4 0 49.138985 -1.000000 31.284985 1 3 -1 -1 -1 -1 45.690895
6076036 2 1 2 -1 1 1 5 730 735 740 745 2 4 22649 209 22584 218 1 0 5.864687 -1.000000 0.443365 1 1 -1 -1 -1 -1 45.690895
6076036 2 1 3 -1 1 2 5 928 930 940 942 2 4 22649 209 22648 209 1 0 5.237279 -1.000000 0.251033 1 1 -1 -1 -1 -1 45.690895
6076036 2 1 4 -1 1 3 6 1230 1235 1300 1330 2 4 22649 209 22584 218 1 0 5.864687 -1.000000 0.443365 1 2 -1 -1 -1 -1 45.690895
6076036 2 1 5 -1 0 0 4 550 555 603 608 1 4 8335 2726 32542 2703 4 0 7.918424 -1.000000 3.626490 1 1 -1 -1 -1 -1 45.690895
6076036 2 1 6 -1 0 0 6 1708 1815 1945 2035 1 4 8335 2726 3572 2770 4 0 26.373823 -1.000000 15.231694 1 2 -1 -1 -1 -1 45.690895
